"Status","Year","Ethnicity","Organisation","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Asian","UK Health Security Agency","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Health Security Agency","Department of Health and Social Care","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Health Security Agency","Department of Health and Social Care","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Health Security Agency","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Health Security Agency","Department of Health and Social Care","South West (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Health Security Agency","Department of Health and Social Care","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Health Security Agency","Department of Health and Social Care","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Health Security Agency","Department of Health and Social Care","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Hydrographic Office","Ministry of Defence","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Space Agency","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Space Agency","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Space Agency","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Statistics Authority","UK Statistics Authority","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Statistics Authority","UK Statistics Authority","North East (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Statistics Authority","UK Statistics Authority","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Statistics Authority","UK Statistics Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Statistics Authority","UK Statistics Authority","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Statistics Authority","UK Statistics Authority","South East (England)","35","[c]","28410","24840"
"New entrant CS","2023","Asian","UK Statistics Authority","UK Statistics Authority","Wales","30","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Supreme Court","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Valuation Office Agency","HM Revenue and Customs","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Valuation Office Agency","HM Revenue and Customs","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Valuation Office Agency","HM Revenue and Customs","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Valuation Office Agency","HM Revenue and Customs","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Valuation Office Agency","HM Revenue and Customs","North West (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Valuation Office Agency","HM Revenue and Customs","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Valuation Office Agency","HM Revenue and Customs","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Valuation Office Agency","HM Revenue and Customs","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Valuation Office Agency","HM Revenue and Customs","West Midlands (England)","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Valuation Office Agency","HM Revenue and Customs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Vehicle Certification Agency","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Vehicle Certification Agency","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Water Services Regulation Authority","Water Services Regulation Authority","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Water Services Regulation Authority","Water Services Regulation Authority","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Water Services Regulation Authority","Water Services Regulation Authority","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Welsh Government (excl. agencies)","Welsh Government","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Welsh Government (excl. agencies)","Welsh Government","Wales","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Welsh Government (excl. agencies)","Welsh Government","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Welsh Revenue Authority","Welsh Government","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Wilton Park","Foreign, Commonwealth and Development Office","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Accountant in Bankruptcy","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Active Travel England","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South East (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Attorney General's Office","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Building Digital UK","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Building Digital UK","Department for Digital, Culture, Media and Sport","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Building Digital UK","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Building Digital UK","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Building Digital UK","Department for Digital, Culture, Media and Sport","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Building Digital UK","Department for Digital, Culture, Media and Sport","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Cabinet Office (excl. agencies)","Cabinet Office","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Cabinet Office (excl. agencies)","Cabinet Office","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Cabinet Office (excl. agencies)","Cabinet Office","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Cabinet Office (excl. agencies)","Cabinet Office","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Cabinet Office (excl. agencies)","Cabinet Office","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Cabinet Office (excl. agencies)","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Cabinet Office (excl. agencies)","Cabinet Office","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Cabinet Office (excl. agencies)","Cabinet Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Cabinet Office (excl. agencies)","Cabinet Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Central Civil Service Fast Stream","Cabinet Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Central Civil Service Fast Stream","Cabinet Office","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Central Civil Service Fast Stream","Cabinet Office","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Central Civil Service Fast Stream","Cabinet Office","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Central Civil Service Fast Stream","Cabinet Office","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Central Civil Service Fast Stream","Cabinet Office","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Central Civil Service Fast Stream","Cabinet Office","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Central Civil Service Fast Stream","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Central Civil Service Fast Stream","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Central Civil Service Fast Stream","Cabinet Office","Wales","[c]","[c]","[c]","[c]"
