"Status","Year","Organisation","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Department for Work and Pensions (excl. agencies)","SEO/HEO","Unknown","1620","1535","37180","34970"
"In post","2023","Department of Health and Social Care (excl. agencies)","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","AA/AO","Undeclared","25","20","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","EO","Heterosexual / straight","180","175","28180","28770"
"In post","2023","Department of Health and Social Care (excl. agencies)","EO","LGBO","30","30","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","EO","Undeclared","155","150","27820","28770"
"In post","2023","Department of Health and Social Care (excl. agencies)","G6/G7","Heterosexual / straight","960","915","58780","54690"
"In post","2023","Department of Health and Social Care (excl. agencies)","G6/G7","LGBO","95","95","58190","54690"
"In post","2023","Department of Health and Social Care (excl. agencies)","G6/G7","Undeclared","555","535","58550","54690"
"In post","2023","Department of Health and Social Care (excl. agencies)","SCS level","Heterosexual / straight","180","170","89470","80510"
"In post","2023","Department of Health and Social Care (excl. agencies)","SCS level","LGBO","20","20","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","SCS level","Undeclared","60","60","89810","84310"
"In post","2023","Department of Health and Social Care (excl. agencies)","SEO/HEO","Heterosexual / straight","815","790","37750","38120"
"In post","2023","Department of Health and Social Care (excl. agencies)","SEO/HEO","LGBO","115","110","37830","38120"
"In post","2023","Department of Health and Social Care (excl. agencies)","SEO/HEO","Undeclared","460","445","37570","38120"
"In post","2023","Disclosure Scotland","AA/AO","Heterosexual / straight","110","105","24410","24110"
"In post","2023","Disclosure Scotland","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2023","Disclosure Scotland","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2023","Disclosure Scotland","AA/AO","Unknown","90","80","24290","24890"
"In post","2023","Disclosure Scotland","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Disclosure Scotland","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Disclosure Scotland","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Disclosure Scotland","EO","Unknown","25","20","[c]","[c]"
"In post","2023","Disclosure Scotland","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Disclosure Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Disclosure Scotland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Disclosure Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Disclosure Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Disclosure Scotland","SEO/HEO","Heterosexual / straight","50","50","41780","38500"
"In post","2023","Disclosure Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Disclosure Scotland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Disclosure Scotland","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","AA/AO","Heterosexual / straight","2455","2120","21800","22500"
"In post","2023","Driver and Vehicle Licensing Agency","AA/AO","LGBO","160","155","21680","22500"
"In post","2023","Driver and Vehicle Licensing Agency","AA/AO","Undeclared","845","660","21370","22500"
"In post","2023","Driver and Vehicle Licensing Agency","AA/AO","Unknown","520","460","21350","22500"
"In post","2023","Driver and Vehicle Licensing Agency","EO","Heterosexual / straight","640","610","27260","27190"
"In post","2023","Driver and Vehicle Licensing Agency","EO","LGBO","35","35","27210","26960"
"In post","2023","Driver and Vehicle Licensing Agency","EO","Undeclared","170","160","27490","27450"
"In post","2023","Driver and Vehicle Licensing Agency","EO","Unknown","50","50","27030","26960"
"In post","2023","Driver and Vehicle Licensing Agency","G6/G7","Heterosexual / straight","215","205","64580","60650"
"In post","2023","Driver and Vehicle Licensing Agency","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","G6/G7","Undeclared","50","50","63190","58610"
"In post","2023","Driver and Vehicle Licensing Agency","G6/G7","Unknown","30","30","72560","75350"
"In post","2023","Driver and Vehicle Licensing Agency","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","SEO/HEO","Heterosexual / straight","765","740","37720","34850"
"In post","2023","Driver and Vehicle Licensing Agency","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","SEO/HEO","Undeclared","185","175","38590","39430"
"In post","2023","Driver and Vehicle Licensing Agency","SEO/HEO","Unknown","70","65","39370","39300"
"In post","2023","Driver and Vehicle Standards Agency","AA/AO","Heterosexual / straight","625","585","25860","27490"
"In post","2023","Driver and Vehicle Standards Agency","AA/AO","LGBO","40","35","24490","22500"
"In post","2023","Driver and Vehicle Standards Agency","AA/AO","Undeclared","125","110","24510","22500"
"In post","2023","Driver and Vehicle Standards Agency","AA/AO","Unknown","350","335","24770","22500"
"In post","2023","Driver and Vehicle Standards Agency","EO","Heterosexual / straight","1415","1315","29010","27450"
"In post","2023","Driver and Vehicle Standards Agency","EO","LGBO","80","75","28690","27400"
"In post","2023","Driver and Vehicle Standards Agency","EO","Undeclared","475","415","28780","27450"
"In post","2023","Driver and Vehicle Standards Agency","EO","Unknown","650","625","28110","27190"
"In post","2023","Driver and Vehicle Standards Agency","G6/G7","Heterosexual / straight","95","90","55650","53310"
"In post","2023","Driver and Vehicle Standards Agency","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","SEO/HEO","Heterosexual / straight","705","690","36090","33850"
"In post","2023","Driver and Vehicle Standards Agency","SEO/HEO","LGBO","35","30","34170","32650"
"In post","2023","Driver and Vehicle Standards Agency","SEO/HEO","Undeclared","145","145","36640","34890"
"In post","2023","Driver and Vehicle Standards Agency","SEO/HEO","Unknown","115","115","35130","32670"
"In post","2023","Education Scotland","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Education Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","AA/AO","Unknown","20","15","[c]","[c]"
"In post","2023","Education Scotland","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Education Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","EO","Unknown","10","10","[c]","[c]"
"In post","2023","Education Scotland","G6/G7","Heterosexual / straight","145","140","73510","79110"
"In post","2023","Education Scotland","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Education Scotland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","G6/G7","Unknown","75","70","71230","70920"
"In post","2023","Education Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","SEO/HEO","Heterosexual / straight","30","30","44920","44110"
"In post","2023","Education Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","SEO/HEO","Unknown","30","30","42700","41640"
"In post","2023","Education and Skills Funding Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","EO","Heterosexual / straight","35","35","27760","26940"
"In post","2023","Education and Skills Funding Agency","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","EO","Unknown","10","5","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","G6/G7","Heterosexual / straight","170","165","55730","52150"
"In post","2023","Education and Skills Funding Agency","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","G6/G7","Undeclared","25","20","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","SEO/HEO","Heterosexual / straight","335","320","35890","37590"
"In post","2023","Education and Skills Funding Agency","SEO/HEO","LGBO","30","30","35830","37590"
"In post","2023","Education and Skills Funding Agency","SEO/HEO","Undeclared","30","30","36950","37740"
"In post","2023","Education and Skills Funding Agency","SEO/HEO","Unknown","70","70","37730","37590"
"In post","2023","Estyn","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Estyn","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Estyn","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","G6/G7","Heterosexual / straight","65","60","76870","78500"
"In post","2023","Estyn","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Estyn","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2023","Estyn","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Estyn","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","AA/AO","Heterosexual / straight","100","100","27480","26100"
"In post","2023","FCDO Services","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2023","FCDO Services","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","AA/AO","Unknown","25","25","[c]","[c]"
"In post","2023","FCDO Services","EO","Heterosexual / straight","170","165","30080","29400"
"In post","2023","FCDO Services","EO","LGBO","15","15","[c]","[c]"
"In post","2023","FCDO Services","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","FCDO Services","EO","Unknown","20","20","[c]","[c]"
"In post","2023","FCDO Services","G6/G7","Heterosexual / straight","175","155","64270","62140"
"In post","2023","FCDO Services","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","FCDO Services","G6/G7","Undeclared","25","20","[c]","[c]"
"In post","2023","FCDO Services","G6/G7","Unknown","25","20","[c]","[c]"
"In post","2023","FCDO Services","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","FCDO Services","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","SEO/HEO","Heterosexual / straight","360","350","42090","42150"
"In post","2023","FCDO Services","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","FCDO Services","SEO/HEO","Undeclared","45","45","42640","42890"
"In post","2023","FCDO Services","SEO/HEO","Unknown","55","50","42390","42890"
"In post","2023","FCDO Services","Unknown","Heterosexual / straight","45","45","24890","23800"
"In post","2023","FCDO Services","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","FCDO Services","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Unknown","Unknown","15","15","[c]","[c]"
"In post","2023","Food Standards Agency","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","EO","Heterosexual / straight","225","215","28380","28090"
"In post","2023","Food Standards Agency","EO","LGBO","15","15","[c]","[c]"
"In post","2023","Food Standards Agency","EO","Undeclared","30","25","[c]","[c]"
"In post","2023","Food Standards Agency","EO","Unknown","165","155","28170","28090"
"In post","2023","Food Standards Agency","G6/G7","Heterosexual / straight","225","220","56520","55260"
"In post","2023","Food Standards Agency","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2023","Food Standards Agency","G6/G7","Undeclared","35","35","57870","56830"
"In post","2023","Food Standards Agency","G6/G7","Unknown","30","30","57420","56850"
"In post","2023","Food Standards Agency","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Food Standards Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","SEO/HEO","Heterosexual / straight","595","580","36370","37720"
"In post","2023","Food Standards Agency","SEO/HEO","LGBO","45","45","36690","37720"
"In post","2023","Food Standards Agency","SEO/HEO","Undeclared","65","65","37540","38670"
"In post","2023","Food Standards Agency","SEO/HEO","Unknown","100","95","35540","33900"
"In post","2023","Food Standards Scotland","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Food Standards Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Scotland","EO","Heterosexual / straight","60","55","30760","31940"
"In post","2023","Food Standards Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Scotland","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Scotland","EO","Unknown","30","30","30670","31190"
"In post","2023","Food Standards Scotland","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Food Standards Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Scotland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Scotland","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","Food Standards Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Scotland","SEO/HEO","Heterosexual / straight","80","75","40340","38330"
"In post","2023","Food Standards Scotland","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Food Standards Scotland","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Food Standards Scotland","SEO/HEO","Unknown","60","60","38130","36330"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Heterosexual / straight","205","200","26970","25700"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","LGBO","20","20","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Unknown","120","120","26230","25700"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Heterosexual / straight","430","415","31150","31340"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","EO","LGBO","25","20","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Unknown","185","185","30600","30250"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Heterosexual / straight","1930","1885","61330","60030"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","LGBO","160","160","59870","57260"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Undeclared","35","35","62470","65000"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Unknown","1115","1095","59720","58010"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","Heterosexual / straight","395","390","87680","79320"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","LGBO","35","35","85730","79000"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","Unknown","145","145","85610","79000"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Heterosexual / straight","1680","1655","38840","38540"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","LGBO","155","150","38560","38540"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Unknown","945","935","39240","39220"
"In post","2023","Forestry and Land Scotland","AA/AO","Heterosexual / straight","185","180","26930","26220"
"In post","2023","Forestry and Land Scotland","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2023","Forestry and Land Scotland","AA/AO","Undeclared","15","15","[c]","[c]"
"In post","2023","Forestry and Land Scotland","AA/AO","Unknown","295","285","28610","29560"
"In post","2023","Forestry and Land Scotland","EO","Heterosexual / straight","150","145","32840","32220"
"In post","2023","Forestry and Land Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Forestry and Land Scotland","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","Forestry and Land Scotland","EO","Unknown","120","120","34350","33260"
"In post","2023","Forestry and Land Scotland","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Forestry and Land Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Forestry and Land Scotland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Forestry and Land Scotland","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2023","Forestry and Land Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Forestry and Land Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Forestry and Land Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Forestry and Land Scotland","SEO/HEO","Heterosexual / straight","140","135","42480","41500"
"In post","2023","Forestry and Land Scotland","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Forestry and Land Scotland","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Forestry and Land Scotland","SEO/HEO","Unknown","105","100","43730","41500"
"In post","2023","Government Actuary's Department","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Government Actuary's Department","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","G6/G7","Heterosexual / straight","100","90","88600","81830"
"In post","2023","Government Actuary's Department","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","G6/G7","Undeclared","15","10","[c]","[c]"
"In post","2023","Government Actuary's Department","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2023","Government Actuary's Department","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","SEO/HEO","Heterosexual / straight","40","40","42820","42500"
"In post","2023","Government Actuary's Department","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Government Actuary's Department","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Government Commercial Organisation","G6/G7","Heterosexual / straight","755","750","68830","66790"
"In post","2023","Government Commercial Organisation","G6/G7","LGBO","45","45","67080","66790"
"In post","2023","Government Commercial Organisation","G6/G7","Undeclared","65","65","65800","65500"
"In post","2023","Government Commercial Organisation","G6/G7","Unknown","330","325","65990","65500"
"In post","2023","Government Commercial Organisation","SCS level","Heterosexual / straight","165","165","121760","119760"
"In post","2023","Government Commercial Organisation","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","Government Commercial Organisation","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2023","Government Commercial Organisation","SCS level","Unknown","40","40","123880","121240"
"In post","2023","Government Commercial Organisation","SEO/HEO","Heterosexual / straight","35","35","39490","39000"
"In post","2023","Government Commercial Organisation","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","SEO/HEO","Unknown","40","40","40660","40580"
"In post","2023","Government Internal Audit Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Government Internal Audit Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","G6/G7","Heterosexual / straight","170","160","57790","56190"
"In post","2023","Government Internal Audit Agency","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Government Internal Audit Agency","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Government Internal Audit Agency","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Government Internal Audit Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Government Internal Audit Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","SEO/HEO","Heterosexual / straight","200","185","40710","42700"
"In post","2023","Government Internal Audit Agency","SEO/HEO","LGBO","15","10","[c]","[c]"
"In post","2023","Government Internal Audit Agency","SEO/HEO","Undeclared","30","25","[c]","[c]"
"In post","2023","Government Internal Audit Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","AA/AO","Heterosexual / straight","30","30","24850","24770"
"In post","2023","Government Legal Department","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2023","Government Legal Department","EO","Heterosexual / straight","250","240","29210","27760"
"In post","2023","Government Legal Department","EO","LGBO","20","20","[c]","[c]"
"In post","2023","Government Legal Department","EO","Undeclared","30","30","29460","28410"
"In post","2023","Government Legal Department","EO","Unknown","50","45","29000","28410"
"In post","2023","Government Legal Department","G6/G7","Heterosexual / straight","1185","1095","59910","55710"
"In post","2023","Government Legal Department","G6/G7","LGBO","100","95","60320","54750"
"In post","2023","Government Legal Department","G6/G7","Undeclared","120","110","62720","65650"
"In post","2023","Government Legal Department","G6/G7","Unknown","370","335","64610","66620"
"In post","2023","Government Legal Department","SCS level","Heterosexual / straight","135","125","85810","79400"
"In post","2023","Government Legal Department","SCS level","LGBO","15","15","[c]","[c]"
"In post","2023","Government Legal Department","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2023","Government Legal Department","SCS level","Unknown","50","45","85350","81510"
"In post","2023","Government Legal Department","SEO/HEO","Heterosexual / straight","180","180","38480","38860"
"In post","2023","Government Legal Department","SEO/HEO","LGBO","30","30","[c]","[c]"
"In post","2023","Government Legal Department","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Government Legal Department","SEO/HEO","Unknown","65","60","37480","37750"
"In post","2023","Government Property Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Government Property Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","G6/G7","Heterosexual / straight","165","160","56490","56150"
"In post","2023","Government Property Agency","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2023","Government Property Agency","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Government Property Agency","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2023","Government Property Agency","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Government Property Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","Government Property Agency","SEO/HEO","Heterosexual / straight","115","110","37110","38340"
"In post","2023","Government Property Agency","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Government Property Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","AA/AO","Heterosexual / straight","6920","5985","22180","21780"
"In post","2023","HM Courts and Tribunals Service","AA/AO","LGBO","365","345","21940","21780"
"In post","2023","HM Courts and Tribunals Service","AA/AO","Undeclared","1090","950","22260","21780"
"In post","2023","HM Courts and Tribunals Service","AA/AO","Unknown","1060","960","22470","21780"
"In post","2023","HM Courts and Tribunals Service","EO","Heterosexual / straight","2105","1980","27000","25830"
"In post","2023","HM Courts and Tribunals Service","EO","LGBO","120","115","26960","25830"
"In post","2023","HM Courts and Tribunals Service","EO","Undeclared","355","335","27160","25830"
"In post","2023","HM Courts and Tribunals Service","EO","Unknown","200","195","27430","25830"
"In post","2023","HM Courts and Tribunals Service","G6/G7","Heterosexual / straight","570","550","58570","56080"
"In post","2023","HM Courts and Tribunals Service","G6/G7","LGBO","30","30","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","G6/G7","Undeclared","85","85","57580","55720"
"In post","2023","HM Courts and Tribunals Service","G6/G7","Unknown","55","50","57700","55720"
"In post","2023","HM Courts and Tribunals Service","SCS level","Heterosexual / straight","55","55","85230","79520"
