"Status","Year","Organisation","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Office of the Public Guardian","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Public Guardian","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Public Guardian","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Public Guardian","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Public Guardian","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Public Guardian","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Public Guardian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Scottish Charity Regulator","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Scottish Charity Regulator","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Scottish Charity Regulator","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Scottish Charity Regulator","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Scottish Charity Regulator","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Revenue Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Revenue Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Royal Fleet Auxiliary","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Royal Fleet Auxiliary","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Royal Fleet Auxiliary","Unknown","Unknown","200","[c]","36910","34110"
"Leaver CS","2023","Rural Payments Agency","AA/AO","Heterosexual / straight","35","[c]","21840","22150"
"Leaver CS","2023","Rural Payments Agency","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","AA/AO","Unknown","85","[c]","21620","21300"
"Leaver CS","2023","Rural Payments Agency","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","EO","Unknown","35","[c]","25330","25920"
"Leaver CS","2023","Rural Payments Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","AA/AO","Unknown","85","[c]","23380","23190"
"Leaver CS","2023","Scottish Courts and Tribunals Service","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Fiscal Commission","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Fiscal Commission","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Fiscal Commission","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Fiscal Commission","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Fiscal Commission","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","AA/AO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","AA/AO","Unknown","55","[c]","24960","23340"
"Leaver CS","2023","Scottish Government (excl. agencies)","EO","Heterosexual / straight","40","[c]","31240","31540"
"Leaver CS","2023","Scottish Government (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","EO","Unknown","40","[c]","30030","29450"
"Leaver CS","2023","Scottish Government (excl. agencies)","G6/G7","Heterosexual / straight","60","[c]","70610","70920"
"Leaver CS","2023","Scottish Government (excl. agencies)","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","G6/G7","Unknown","30","[c]","64930","65280"
"Leaver CS","2023","Scottish Government (excl. agencies)","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","SEO/HEO","Heterosexual / straight","90","[c]","43030","42860"
"Leaver CS","2023","Scottish Government (excl. agencies)","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","SEO/HEO","Unknown","90","[c]","40540","38330"
"Leaver CS","2023","Scottish Prison Service","AA/AO","Heterosexual / straight","30","[c]","26950","28490"
"Leaver CS","2023","Scottish Prison Service","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","AA/AO","Unknown","135","[c]","25310","24710"
"Leaver CS","2023","Scottish Prison Service","EO","Heterosexual / straight","50","[c]","36960","37060"
"Leaver CS","2023","Scottish Prison Service","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","EO","Unknown","115","[c]","35900","37060"
"Leaver CS","2023","Scottish Prison Service","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","SEO/HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","AA/AO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","AA/AO","Unknown","55","[c]","22780","22180"
"Leaver CS","2023","Social Security Scotland","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","AA/AO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Unknown","Heterosexual / straight","130","[c]","42110","38790"
"Leaver CS","2023","Submarine Delivery Agency","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Teaching Regulation Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Teaching Regulation Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Teaching Regulation Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Teaching Regulation Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Teaching Regulation Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","AA/AO","Unknown","30","[c]","21930","22180"
"Leaver CS","2023","The Insolvency Service","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
