"Status","Year","Disability","Region_ITL1","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","London","SCS level","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared disabled","London","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","London","SEO/HEO","Heterosexual / straight","2430","2360","40440","39790"
"In post","2023","Declared disabled","London","SEO/HEO","LGBO","480","475","39140","39150"
"In post","2023","Declared disabled","London","SEO/HEO","Undeclared","310","305","40350","39790"
"In post","2023","Declared disabled","London","SEO/HEO","Unknown","310","305","35800","34690"
"In post","2023","Declared disabled","London","Unknown","Heterosexual / straight","355","340","35810","33820"
"In post","2023","Declared disabled","London","Unknown","LGBO","40","40","38090","34820"
"In post","2023","Declared disabled","London","Unknown","Undeclared","50","50","37040","33820"
"In post","2023","Declared disabled","London","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","North East (England)","AA/AO","Heterosexual / straight","1285","1080","22580","21780"
"In post","2023","Declared disabled","North East (England)","AA/AO","LGBO","120","110","22440","21960"
"In post","2023","Declared disabled","North East (England)","AA/AO","Undeclared","135","115","22560","21690"
"In post","2023","Declared disabled","North East (England)","AA/AO","Unknown","155","125","22550","22520"
"In post","2023","Declared disabled","North East (England)","EO","Heterosexual / straight","950","835","28090","28120"
"In post","2023","Declared disabled","North East (England)","EO","LGBO","80","75","27710","28120"
"In post","2023","Declared disabled","North East (England)","EO","Undeclared","85","75","27820","28120"
"In post","2023","Declared disabled","North East (England)","EO","Unknown","80","65","27940","28120"
"In post","2023","Declared disabled","North East (England)","G6/G7","Heterosexual / straight","220","215","57360","55780"
"In post","2023","Declared disabled","North East (England)","G6/G7","LGBO","30","30","[c]","[c]"
"In post","2023","Declared disabled","North East (England)","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","North East (England)","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","North East (England)","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","North East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North East (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North East (England)","SEO/HEO","Heterosexual / straight","680","635","36540","35000"
"In post","2023","Declared disabled","North East (England)","SEO/HEO","LGBO","85","85","35800","34700"
"In post","2023","Declared disabled","North East (England)","SEO/HEO","Undeclared","65","60","36480","35000"
"In post","2023","Declared disabled","North East (England)","SEO/HEO","Unknown","40","35","36130","35000"
"In post","2023","Declared disabled","North East (England)","Unknown","Heterosexual / straight","220","210","30900","29050"
"In post","2023","Declared disabled","North East (England)","Unknown","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","North East (England)","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","North East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North West (England)","AA/AO","Heterosexual / straight","2080","1805","22550","21690"
"In post","2023","Declared disabled","North West (England)","AA/AO","LGBO","240","225","23180","21780"
"In post","2023","Declared disabled","North West (England)","AA/AO","Undeclared","265","230","22480","21690"
"In post","2023","Declared disabled","North West (England)","AA/AO","Unknown","225","185","22610","21690"
"In post","2023","Declared disabled","North West (England)","EO","Heterosexual / straight","1970","1755","27960","28120"
"In post","2023","Declared disabled","North West (England)","EO","LGBO","220","210","27640","28120"
"In post","2023","Declared disabled","North West (England)","EO","Undeclared","260","225","27930","28120"
"In post","2023","Declared disabled","North West (England)","EO","Unknown","185","160","28100","28120"
"In post","2023","Declared disabled","North West (England)","G6/G7","Heterosexual / straight","515","495","58550","56870"
"In post","2023","Declared disabled","North West (England)","G6/G7","LGBO","65","60","56050","54370"
"In post","2023","Declared disabled","North West (England)","G6/G7","Undeclared","50","50","56050","55290"
"In post","2023","Declared disabled","North West (England)","G6/G7","Unknown","35","35","58970","56450"
"In post","2023","Declared disabled","North West (England)","SCS level","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Declared disabled","North West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North West (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North West (England)","SEO/HEO","Heterosexual / straight","1425","1355","37110","35000"
"In post","2023","Declared disabled","North West (England)","SEO/HEO","LGBO","190","185","36810","35000"
"In post","2023","Declared disabled","North West (England)","SEO/HEO","Undeclared","155","150","37140","35680"
"In post","2023","Declared disabled","North West (England)","SEO/HEO","Unknown","95","90","35620","34970"
"In post","2023","Declared disabled","North West (England)","Unknown","Heterosexual / straight","520","490","30760","29050"
"In post","2023","Declared disabled","North West (England)","Unknown","LGBO","80","80","29080","28290"
"In post","2023","Declared disabled","North West (England)","Unknown","Undeclared","45","45","32780","30550"
"In post","2023","Declared disabled","North West (England)","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","AA/AO","Heterosexual / straight","95","90","22320","22520"
"In post","2023","Declared disabled","Northern Ireland","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","AA/AO","Unknown","15","10","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","EO","Heterosexual / straight","80","70","27940","27890"
"In post","2023","Declared disabled","Northern Ireland","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","G6/G7","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","SEO/HEO","Heterosexual / straight","95","90","36830","35000"
"In post","2023","Declared disabled","Northern Ireland","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","G6/G7","Heterosexual / straight","40","40","59270","57850"
"In post","2023","Declared disabled","Overseas","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Overseas","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","SEO/HEO","Heterosexual / straight","70","70","39660","35810"
"In post","2023","Declared disabled","Overseas","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scotland","AA/AO","Heterosexual / straight","1205","1055","23020","22180"
"In post","2023","Declared disabled","Scotland","AA/AO","LGBO","185","175","23270","22520"
"In post","2023","Declared disabled","Scotland","AA/AO","Undeclared","150","130","22890","21690"
"In post","2023","Declared disabled","Scotland","AA/AO","Unknown","200","175","24710","23260"
"In post","2023","Declared disabled","Scotland","EO","Heterosexual / straight","1235","1110","29240","28120"
"In post","2023","Declared disabled","Scotland","EO","LGBO","190","185","28920","28130"
"In post","2023","Declared disabled","Scotland","EO","Undeclared","135","120","28830","28120"
"In post","2023","Declared disabled","Scotland","EO","Unknown","200","180","32950","32220"
"In post","2023","Declared disabled","Scotland","G6/G7","Heterosexual / straight","325","310","62650","60840"
"In post","2023","Declared disabled","Scotland","G6/G7","LGBO","60","60","61690","58850"
"In post","2023","Declared disabled","Scotland","G6/G7","Undeclared","40","35","62980","59290"
"In post","2023","Declared disabled","Scotland","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2023","Declared disabled","Scotland","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scotland","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scotland","SEO/HEO","Heterosexual / straight","930","885","39630","38330"
"In post","2023","Declared disabled","Scotland","SEO/HEO","LGBO","185","180","38070","36330"
"In post","2023","Declared disabled","Scotland","SEO/HEO","Undeclared","90","85","38170","35020"
"In post","2023","Declared disabled","Scotland","SEO/HEO","Unknown","120","110","40560","40510"
"In post","2023","Declared disabled","Scotland","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","South East (England)","AA/AO","Heterosexual / straight","1170","1040","24760","22520"
"In post","2023","Declared disabled","South East (England)","AA/AO","LGBO","135","125","25950","25220"
"In post","2023","Declared disabled","South East (England)","AA/AO","Undeclared","150","130","25170","22410"
"In post","2023","Declared disabled","South East (England)","AA/AO","Unknown","105","85","24760","22520"
"In post","2023","Declared disabled","South East (England)","EO","Heterosexual / straight","1190","1080","29290","28120"
"In post","2023","Declared disabled","South East (England)","EO","LGBO","135","130","29200","28120"
"In post","2023","Declared disabled","South East (England)","EO","Undeclared","175","160","29270","28120"
"In post","2023","Declared disabled","South East (England)","EO","Unknown","85","75","29900","28120"
"In post","2023","Declared disabled","South East (England)","G6/G7","Heterosexual / straight","320","300","57920","55930"
"In post","2023","Declared disabled","South East (England)","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","South East (England)","G6/G7","Undeclared","35","35","59140","55670"
"In post","2023","Declared disabled","South East (England)","G6/G7","Unknown","65","60","57060","54260"
"In post","2023","Declared disabled","South East (England)","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","South East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","South East (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","South East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","South East (England)","SEO/HEO","Heterosexual / straight","965","910","38100","37300"
"In post","2023","Declared disabled","South East (England)","SEO/HEO","LGBO","125","120","36730","35200"
"In post","2023","Declared disabled","South East (England)","SEO/HEO","Undeclared","140","135","38250","36120"
"In post","2023","Declared disabled","South East (England)","SEO/HEO","Unknown","65","65","36460","35250"
"In post","2023","Declared disabled","South East (England)","Unknown","Heterosexual / straight","380","355","30590","29050"
"In post","2023","Declared disabled","South East (England)","Unknown","LGBO","60","60","29590","29050"
"In post","2023","Declared disabled","South East (England)","Unknown","Undeclared","30","30","33030","29050"
"In post","2023","Declared disabled","South East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","South West (England)","AA/AO","Heterosexual / straight","940","840","23220","22150"
"In post","2023","Declared disabled","South West (England)","AA/AO","LGBO","110","105","24180","22150"
"In post","2023","Declared disabled","South West (England)","AA/AO","Undeclared","150","130","23940","21870"
"In post","2023","Declared disabled","South West (England)","AA/AO","Unknown","75","65","23090","22170"
"In post","2023","Declared disabled","South West (England)","EO","Heterosexual / straight","920","835","28130","28120"
"In post","2023","Declared disabled","South West (England)","EO","LGBO","110","105","27690","28120"
"In post","2023","Declared disabled","South West (England)","EO","Undeclared","155","135","27910","28120"
"In post","2023","Declared disabled","South West (England)","EO","Unknown","70","60","28090","28120"
"In post","2023","Declared disabled","South West (England)","G6/G7","Heterosexual / straight","565","545","56760","55450"
"In post","2023","Declared disabled","South West (England)","G6/G7","LGBO","55","55","54580","51560"
"In post","2023","Declared disabled","South West (England)","G6/G7","Undeclared","70","65","57020","54510"
"In post","2023","Declared disabled","South West (England)","G6/G7","Unknown","85","80","55060","49260"
"In post","2023","Declared disabled","South West (England)","SCS level","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Declared disabled","South West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","South West (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","South West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","South West (England)","SEO/HEO","Heterosexual / straight","1575","1495","37280","36410"
"In post","2023","Declared disabled","South West (England)","SEO/HEO","LGBO","165","160","36400","37090"
"In post","2023","Declared disabled","South West (England)","SEO/HEO","Undeclared","195","185","38120","37910"
"In post","2023","Declared disabled","South West (England)","SEO/HEO","Unknown","105","100","36990","39500"
"In post","2023","Declared disabled","South West (England)","Unknown","Heterosexual / straight","425","395","34630","32050"
"In post","2023","Declared disabled","South West (England)","Unknown","LGBO","45","45","31760","29050"
"In post","2023","Declared disabled","South West (England)","Unknown","Undeclared","60","55","35960","35030"
"In post","2023","Declared disabled","South West (England)","Unknown","Unknown","20","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","EO","Heterosexual / straight","30","30","27840","28120"
"In post","2023","Declared disabled","Unknown","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared disabled","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Wales","AA/AO","Heterosexual / straight","1005","870","22460","22400"
"In post","2023","Declared disabled","Wales","AA/AO","LGBO","115","110","22610","22500"
"In post","2023","Declared disabled","Wales","AA/AO","Undeclared","265","215","21860","21780"
"In post","2023","Declared disabled","Wales","AA/AO","Unknown","75","60","22100","21960"
"In post","2023","Declared disabled","Wales","EO","Heterosexual / straight","930","850","28040","28120"
"In post","2023","Declared disabled","Wales","EO","LGBO","110","105","27890","28120"
"In post","2023","Declared disabled","Wales","EO","Undeclared","135","120","27950","28120"
"In post","2023","Declared disabled","Wales","EO","Unknown","55","45","27830","28120"
"In post","2023","Declared disabled","Wales","G6/G7","Heterosexual / straight","210","200","60000","57970"
"In post","2023","Declared disabled","Wales","G6/G7","LGBO","35","35","59060","57340"
"In post","2023","Declared disabled","Wales","G6/G7","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared disabled","Wales","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Wales","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Wales","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Wales","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Wales","SEO/HEO","Heterosexual / straight","705","660","37740","37300"
"In post","2023","Declared disabled","Wales","SEO/HEO","LGBO","105","100","36810","35000"
"In post","2023","Declared disabled","Wales","SEO/HEO","Undeclared","100","95","37150","34860"
"In post","2023","Declared disabled","Wales","SEO/HEO","Unknown","40","35","35820","34930"
"In post","2023","Declared disabled","Wales","Unknown","Heterosexual / straight","240","220","29810","29050"
"In post","2023","Declared disabled","Wales","Unknown","LGBO","30","30","28710","26840"
"In post","2023","Declared disabled","Wales","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","West Midlands (England)","AA/AO","Heterosexual / straight","990","870","23150","21780"
"In post","2023","Declared disabled","West Midlands (England)","AA/AO","LGBO","110","100","24190","22150"
"In post","2023","Declared disabled","West Midlands (England)","AA/AO","Undeclared","130","115","22830","21780"
"In post","2023","Declared disabled","West Midlands (England)","AA/AO","Unknown","90","75","23090","21690"
"In post","2023","Declared disabled","West Midlands (England)","EO","Heterosexual / straight","1050","940","28070","28120"
"In post","2023","Declared disabled","West Midlands (England)","EO","LGBO","95","90","27770","28120"
"In post","2023","Declared disabled","West Midlands (England)","EO","Undeclared","145","125","28270","28120"
"In post","2023","Declared disabled","West Midlands (England)","EO","Unknown","90","80","28050","28120"
"In post","2023","Declared disabled","West Midlands (England)","G6/G7","Heterosexual / straight","260","250","57960","56450"
"In post","2023","Declared disabled","West Midlands (England)","G6/G7","LGBO","30","30","56170","54260"
"In post","2023","Declared disabled","West Midlands (England)","G6/G7","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared disabled","West Midlands (England)","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","West Midlands (England)","SCS level","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Declared disabled","West Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","West Midlands (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","West Midlands (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","West Midlands (England)","SEO/HEO","Heterosexual / straight","740","700","37120","35000"
"In post","2023","Declared disabled","West Midlands (England)","SEO/HEO","LGBO","95","90","36660","35000"
"In post","2023","Declared disabled","West Midlands (England)","SEO/HEO","Undeclared","85","80","37060","35000"
"In post","2023","Declared disabled","West Midlands (England)","SEO/HEO","Unknown","50","45","35400","34850"
"In post","2023","Declared disabled","West Midlands (England)","Unknown","Heterosexual / straight","360","330","31210","29050"
"In post","2023","Declared disabled","West Midlands (England)","Unknown","LGBO","40","35","28810","25990"
"In post","2023","Declared disabled","West Midlands (England)","Unknown","Undeclared","30","25","[c]","[c]"
"In post","2023","Declared disabled","West Midlands (England)","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Yorkshire and The Humber","AA/AO","Heterosexual / straight","995","860","23330","21830"
"In post","2023","Declared disabled","Yorkshire and The Humber","AA/AO","LGBO","95","90","23680","22150"
