"Status","Year","Parent_department","Region_ITL3","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Department for Work and Pensions","Plymouth","Outside London","AA/AO","40","30","21770","21690"
"In post","2023","Department for Work and Pensions","Plymouth","Outside London","EO","250","215","28080","28120"
"In post","2023","Department for Work and Pensions","Plymouth","Outside London","G6/G7","10","10","53200","51070"
"In post","2023","Department for Work and Pensions","Plymouth","Outside London","SEO/HEO","75","70","38390","34170"
"In post","2023","Department for Work and Pensions","Portsmouth","Outside London","AA/AO","10","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Portsmouth","Outside London","EO","125","110","28100","28120"
"In post","2023","Department for Work and Pensions","Portsmouth","Outside London","SEO/HEO","20","15","34800","34170"
"In post","2023","Department for Work and Pensions","Powys","Outside London","AA/AO","10","10","22020","21690"
"In post","2023","Department for Work and Pensions","Powys","Outside London","EO","55","50","28060","28120"
"In post","2023","Department for Work and Pensions","Powys","Outside London","SEO/HEO","10","10","36490","34970"
"In post","2023","Department for Work and Pensions","Redbridge and Waltham Forest","London","AA/AO","560","485","25030","25610"
"In post","2023","Department for Work and Pensions","Redbridge and Waltham Forest","London","EO","510","465","32240","32520"
"In post","2023","Department for Work and Pensions","Redbridge and Waltham Forest","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Redbridge and Waltham Forest","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Redbridge and Waltham Forest","London","SEO/HEO","100","95","40090","39150"
"In post","2023","Department for Work and Pensions","Sandwell","Outside London","AA/AO","30","25","21650","21690"
"In post","2023","Department for Work and Pensions","Sandwell","Outside London","EO","220","200","27950","28120"
"In post","2023","Department for Work and Pensions","Sandwell","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Sandwell","Outside London","SEO/HEO","35","30","35050","34170"
"In post","2023","Department for Work and Pensions","Scottish Borders","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Scottish Borders","Outside London","EO","30","30","28120","28120"
"In post","2023","Department for Work and Pensions","Scottish Borders","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Sefton","Outside London","AA/AO","355","310","22060","21690"
"In post","2023","Department for Work and Pensions","Sefton","Outside London","EO","805","735","28110","28120"
"In post","2023","Department for Work and Pensions","Sefton","Outside London","G6/G7","210","200","60180","56850"
"In post","2023","Department for Work and Pensions","Sefton","Outside London","SCS level","10","10","90780","84390"
"In post","2023","Department for Work and Pensions","Sefton","Outside London","SEO/HEO","555","525","39310","36630"
"In post","2023","Department for Work and Pensions","Sheffield","Outside London","AA/AO","340","295","21680","21690"
"In post","2023","Department for Work and Pensions","Sheffield","Outside London","EO","610","535","28100","28120"
"In post","2023","Department for Work and Pensions","Sheffield","Outside London","G6/G7","370","355","58000","53760"
"In post","2023","Department for Work and Pensions","Sheffield","Outside London","SCS level","30","30","82340","78420"
"In post","2023","Department for Work and Pensions","Sheffield","Outside London","SEO/HEO","775","720","37340","38470"
"In post","2023","Department for Work and Pensions","Shetland Islands","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Shetland Islands","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Shetland Islands","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Shropshire","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Shropshire","Outside London","EO","85","75","28080","28120"
"In post","2023","Department for Work and Pensions","Shropshire","Outside London","SEO/HEO","15","15","35390","34170"
"In post","2023","Department for Work and Pensions","Solihull","Outside London","AA/AO","20","20","21800","21690"
"In post","2023","Department for Work and Pensions","Solihull","Outside London","EO","105","95","28040","28120"
"In post","2023","Department for Work and Pensions","Solihull","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Solihull","Outside London","SEO/HEO","15","10","35000","34970"
"In post","2023","Department for Work and Pensions","Somerset CC","Outside London","AA/AO","145","125","21670","21690"
"In post","2023","Department for Work and Pensions","Somerset CC","Outside London","EO","290","250","28100","28120"
"In post","2023","Department for Work and Pensions","Somerset CC","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Somerset CC","Outside London","SEO/HEO","85","80","34840","34170"
"In post","2023","Department for Work and Pensions","South Ayrshire","Outside London","AA/AO","10","10","21610","21690"
"In post","2023","Department for Work and Pensions","South Ayrshire","Outside London","EO","65","60","28070","28120"
"In post","2023","Department for Work and Pensions","South Ayrshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","South Ayrshire","Outside London","SEO/HEO","10","10","34640","34170"
"In post","2023","Department for Work and Pensions","South Hampshire","Outside London","AA/AO","40","30","21670","21690"
"In post","2023","Department for Work and Pensions","South Hampshire","Outside London","EO","175","145","28100","28120"
"In post","2023","Department for Work and Pensions","South Hampshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","South Hampshire","Outside London","SEO/HEO","25","20","35140","34170"
"In post","2023","Department for Work and Pensions","South Lanarkshire","Outside London","AA/AO","15","10","21630","21690"
"In post","2023","Department for Work and Pensions","South Lanarkshire","Outside London","EO","135","115","27980","28120"
"In post","2023","Department for Work and Pensions","South Lanarkshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","South Lanarkshire","Outside London","SEO/HEO","15","15","34820","34570"
"In post","2023","Department for Work and Pensions","South Nottinghamshire","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","Department for Work and Pensions","South Nottinghamshire","Outside London","EO","40","35","28130","28120"
"In post","2023","Department for Work and Pensions","South Nottinghamshire","Outside London","G6/G7","15","15","66200","60850"
"In post","2023","Department for Work and Pensions","South Nottinghamshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","South Nottinghamshire","Outside London","SEO/HEO","25","25","42820","42940"
"In post","2023","Department for Work and Pensions","South Teesside","Outside London","AA/AO","410","355","21640","21690"
"In post","2023","Department for Work and Pensions","South Teesside","Outside London","EO","475","420","28040","28120"
"In post","2023","Department for Work and Pensions","South Teesside","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","South Teesside","Outside London","SEO/HEO","75","70","35230","34170"
"In post","2023","Department for Work and Pensions","South West Wales","Outside London","AA/AO","165","145","21670","21690"
"In post","2023","Department for Work and Pensions","South West Wales","Outside London","EO","200","170","28120","28120"
"In post","2023","Department for Work and Pensions","South West Wales","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","South West Wales","Outside London","SEO/HEO","50","45","35560","34170"
"In post","2023","Department for Work and Pensions","South and West Derbyshire","Outside London","AA/AO","35","30","21990","21690"
"In post","2023","Department for Work and Pensions","South and West Derbyshire","Outside London","EO","270","235","28130","28120"
"In post","2023","Department for Work and Pensions","South and West Derbyshire","Outside London","G6/G7","100","90","60720","59400"
"In post","2023","Department for Work and Pensions","South and West Derbyshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","South and West Derbyshire","Outside London","SEO/HEO","215","195","37910","35540"
"In post","2023","Department for Work and Pensions","Southampton","Outside London","AA/AO","25","20","21660","21690"
"In post","2023","Department for Work and Pensions","Southampton","Outside London","EO","135","120","28090","28120"
"In post","2023","Department for Work and Pensions","Southampton","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Southampton","Outside London","SEO/HEO","15","15","34180","34170"
"In post","2023","Department for Work and Pensions","Southend-on-Sea","Outside London","AA/AO","35","30","25560","25610"
"In post","2023","Department for Work and Pensions","Southend-on-Sea","Outside London","EO","110","95","31590","31280"
"In post","2023","Department for Work and Pensions","Southend-on-Sea","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Department for Work and Pensions","Staffordshire CC","Outside London","AA/AO","55","50","21650","21690"
"In post","2023","Department for Work and Pensions","Staffordshire CC","Outside London","EO","280","240","28130","28120"
"In post","2023","Department for Work and Pensions","Staffordshire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Staffordshire CC","Outside London","SEO/HEO","45","45","34770","34170"
"In post","2023","Department for Work and Pensions","Stoke-on-Trent","Outside London","AA/AO","20","15","21670","21690"
"In post","2023","Department for Work and Pensions","Stoke-on-Trent","Outside London","EO","160","145","28110","28120"
"In post","2023","Department for Work and Pensions","Stoke-on-Trent","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Stoke-on-Trent","Outside London","SEO/HEO","25","25","34740","34170"
"In post","2023","Department for Work and Pensions","Suffolk CC","Outside London","AA/AO","95","80","21650","21690"
"In post","2023","Department for Work and Pensions","Suffolk CC","Outside London","EO","350","310","28120","28120"
"In post","2023","Department for Work and Pensions","Suffolk CC","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Suffolk CC","Outside London","SEO/HEO","55","50","35380","34170"
"In post","2023","Department for Work and Pensions","Sunderland","Outside London","AA/AO","640","525","21640","21690"
"In post","2023","Department for Work and Pensions","Sunderland","Outside London","EO","635","560","28080","28120"
"In post","2023","Department for Work and Pensions","Sunderland","Outside London","G6/G7","15","10","54830","50160"
"In post","2023","Department for Work and Pensions","Sunderland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Sunderland","Outside London","SEO/HEO","145","135","34910","34170"
"In post","2023","Department for Work and Pensions","Swansea","Outside London","AA/AO","365","320","21680","21690"
"In post","2023","Department for Work and Pensions","Swansea","Outside London","EO","220","195","28120","28120"
"In post","2023","Department for Work and Pensions","Swansea","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Department for Work and Pensions","Swansea","Outside London","SEO/HEO","55","55","35230","34170"
"In post","2023","Department for Work and Pensions","Swindon","Outside London","AA/AO","15","15","22320","21820"
"In post","2023","Department for Work and Pensions","Swindon","Outside London","EO","100","90","28390","28120"
"In post","2023","Department for Work and Pensions","Swindon","Outside London","SEO/HEO","15","15","35490","34480"
"In post","2023","Department for Work and Pensions","Telford and Wrekin","Outside London","AA/AO","120","100","21670","21690"
"In post","2023","Department for Work and Pensions","Telford and Wrekin","Outside London","EO","240","215","28110","28120"
"In post","2023","Department for Work and Pensions","Telford and Wrekin","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Telford and Wrekin","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Telford and Wrekin","Outside London","SEO/HEO","50","45","34760","34170"
"In post","2023","Department for Work and Pensions","Thurrock","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","Department for Work and Pensions","Thurrock","Outside London","EO","70","65","31430","31280"
"In post","2023","Department for Work and Pensions","Thurrock","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Thurrock","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Torbay","Outside London","AA/AO","105","80","21640","21690"
"In post","2023","Department for Work and Pensions","Torbay","Outside London","EO","105","85","28080","28120"
"In post","2023","Department for Work and Pensions","Torbay","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Torbay","Outside London","SEO/HEO","25","25","35250","34170"
"In post","2023","Department for Work and Pensions","Tower Hamlets","London","AA/AO","85","70","25470","25610"
"In post","2023","Department for Work and Pensions","Tower Hamlets","London","EO","130","120","32470","32520"
"In post","2023","Department for Work and Pensions","Tower Hamlets","London","G6/G7","40","35","62780","59700"
"In post","2023","Department for Work and Pensions","Tower Hamlets","London","SCS level","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Tower Hamlets","London","SEO/HEO","90","85","44800","45170"
"In post","2023","Department for Work and Pensions","Tyneside","Outside London","AA/AO","2175","1885","21590","21690"
"In post","2023","Department for Work and Pensions","Tyneside","Outside London","EO","1720","1555","28090","28120"
"In post","2023","Department for Work and Pensions","Tyneside","Outside London","G6/G7","740","715","58100","54050"
"In post","2023","Department for Work and Pensions","Tyneside","Outside London","SCS level","25","25","90870","80430"
"In post","2023","Department for Work and Pensions","Tyneside","Outside London","SEO/HEO","1470","1395","36860","34640"
"In post","2023","Department for Work and Pensions","Unknown","Unknown","AA/AO","70","65","21620","21690"
"In post","2023","Department for Work and Pensions","Unknown","Unknown","EO","140","135","28170","28120"
"In post","2023","Department for Work and Pensions","Unknown","Unknown","G6/G7","40","40","59130","56990"
"In post","2023","Department for Work and Pensions","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Unknown","Unknown","SEO/HEO","85","80","39090","38470"
"In post","2023","Department for Work and Pensions","Wakefield","Outside London","AA/AO","30","25","21630","21690"
"In post","2023","Department for Work and Pensions","Wakefield","Outside London","EO","165","140","28060","28120"
"In post","2023","Department for Work and Pensions","Wakefield","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Wakefield","Outside London","SEO/HEO","30","30","35330","34170"
"In post","2023","Department for Work and Pensions","Walsall","Outside London","AA/AO","30","25","21670","21690"
"In post","2023","Department for Work and Pensions","Walsall","Outside London","EO","155","135","28030","28120"
"In post","2023","Department for Work and Pensions","Walsall","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Walsall","Outside London","SEO/HEO","20","15","35180","34170"
"In post","2023","Department for Work and Pensions","Wandsworth","London","AA/AO","65","50","25270","25610"
"In post","2023","Department for Work and Pensions","Wandsworth","London","EO","65","60","32440","32520"
"In post","2023","Department for Work and Pensions","Wandsworth","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Wandsworth","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Wandsworth","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Warrington","Outside London","AA/AO","185","145","21630","21690"
"In post","2023","Department for Work and Pensions","Warrington","Outside London","EO","125","110","28020","28120"
"In post","2023","Department for Work and Pensions","Warrington","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Warrington","Outside London","SEO/HEO","20","15","35180","34170"
"In post","2023","Department for Work and Pensions","Warwickshire CC","Outside London","AA/AO","165","130","21640","21690"
"In post","2023","Department for Work and Pensions","Warwickshire CC","Outside London","EO","200","175","28050","28120"
"In post","2023","Department for Work and Pensions","Warwickshire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Warwickshire CC","Outside London","SEO/HEO","40","35","35500","34170"
"In post","2023","Department for Work and Pensions","West Cumbria","Outside London","AA/AO","40","30","21640","21690"
"In post","2023","Department for Work and Pensions","West Cumbria","Outside London","EO","90","80","28120","28120"
"In post","2023","Department for Work and Pensions","West Cumbria","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","West Cumbria","Outside London","SEO/HEO","15","10","34580","34170"
"In post","2023","Department for Work and Pensions","West Essex","Outside London","AA/AO","10","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","West Essex","Outside London","EO","65","60","31510","31280"
"In post","2023","Department for Work and Pensions","West Essex","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","West Essex","Outside London","SEO/HEO","10","10","38340","37520"
"In post","2023","Department for Work and Pensions","West Kent","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","West Kent","Outside London","EO","50","50","31630","31280"
"In post","2023","Department for Work and Pensions","West Kent","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","West Kent","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","West Lothian","Outside London","AA/AO","30","30","21640","21690"
"In post","2023","Department for Work and Pensions","West Lothian","Outside London","EO","85","75","28100","28120"
"In post","2023","Department for Work and Pensions","West Lothian","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","West Lothian","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","West Lothian","Outside London","SEO/HEO","10","10","36280","34570"
"In post","2023","Department for Work and Pensions","West Northamptonshire","Outside London","AA/AO","20","15","21660","21690"
"In post","2023","Department for Work and Pensions","West Northamptonshire","Outside London","EO","135","120","28160","28120"
"In post","2023","Department for Work and Pensions","West Northamptonshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","West Northamptonshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","West Northamptonshire","Outside London","SEO/HEO","15","15","34840","34170"
"In post","2023","Department for Work and Pensions","West Surrey","Outside London","AA/AO","20","20","25520","25610"
"In post","2023","Department for Work and Pensions","West Surrey","Outside London","EO","170","155","31440","31280"
"In post","2023","Department for Work and Pensions","West Surrey","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","West Surrey","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","West Surrey","Outside London","SEO/HEO","50","50","38970","37520"
"In post","2023","Department for Work and Pensions","West Sussex (North East)","Outside London","AA/AO","15","15","21680","21690"
"In post","2023","Department for Work and Pensions","West Sussex (North East)","Outside London","EO","120","105","28330","28120"
"In post","2023","Department for Work and Pensions","West Sussex (North East)","Outside London","SEO/HEO","10","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","West Sussex (South West)","Outside London","AA/AO","65","50","21610","21690"
"In post","2023","Department for Work and Pensions","West Sussex (South West)","Outside London","EO","210","185","28070","28120"
"In post","2023","Department for Work and Pensions","West Sussex (South West)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","West Sussex (South West)","Outside London","SEO/HEO","30","30","35180","34170"
"In post","2023","Department for Work and Pensions","Westminster","London","AA/AO","65","60","25510","25610"
"In post","2023","Department for Work and Pensions","Westminster","London","EO","440","420","32410","32520"
"In post","2023","Department for Work and Pensions","Westminster","London","G6/G7","690","660","62570","58370"
"In post","2023","Department for Work and Pensions","Westminster","London","SCS level","115","110","95270","85580"
"In post","2023","Department for Work and Pensions","Westminster","London","SEO/HEO","1175","1140","41250","39560"
"In post","2023","Department for Work and Pensions","Wiltshire","Outside London","AA/AO","15","15","21660","21690"
"In post","2023","Department for Work and Pensions","Wiltshire","Outside London","EO","110","100","28080","28120"
"In post","2023","Department for Work and Pensions","Wiltshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Wiltshire","Outside London","SEO/HEO","15","15","35590","34970"
"In post","2023","Department for Work and Pensions","Wirral","Outside London","AA/AO","770","650","21660","21690"
"In post","2023","Department for Work and Pensions","Wirral","Outside London","EO","515","455","28100","28120"
"In post","2023","Department for Work and Pensions","Wirral","Outside London","G6/G7","10","10","52430","50160"
"In post","2023","Department for Work and Pensions","Wirral","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Wirral","Outside London","SEO/HEO","90","85","35050","34170"
"In post","2023","Department for Work and Pensions","Wolverhampton","Outside London","AA/AO","405","335","21630","21690"
"In post","2023","Department for Work and Pensions","Wolverhampton","Outside London","EO","360","315","28130","28120"
"In post","2023","Department for Work and Pensions","Wolverhampton","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Wolverhampton","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Wolverhampton","Outside London","SEO/HEO","50","45","35180","34170"
"In post","2023","Department for Work and Pensions","Worcestershire CC","Outside London","AA/AO","75","60","21560","21500"
"In post","2023","Department for Work and Pensions","Worcestershire CC","Outside London","EO","185","165","28090","28120"
"In post","2023","Department for Work and Pensions","Worcestershire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Worcestershire CC","Outside London","SEO/HEO","35","35","34830","34170"
"In post","2023","Department for Work and Pensions","York","Outside London","AA/AO","45","35","22090","21690"
"In post","2023","Department for Work and Pensions","York","Outside London","EO","145","135","27730","28120"
"In post","2023","Department for Work and Pensions","York","Outside London","G6/G7","30","25","55680","55250"
"In post","2023","Department for Work and Pensions","York","Outside London","SEO/HEO","135","125","36850","36380"
"In post","2023","Department of Health and Social Care","Aberdeen City and Aberdeenshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Aberdeen City and Aberdeenshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Antrim and Newtownabbey","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Ards and North Down","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Barking & Dagenham and Havering","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Barking & Dagenham and Havering","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Barking & Dagenham and Havering","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Barnet","London","AA/AO","140","120","24840","24780"
"In post","2023","Department of Health and Social Care","Barnet","London","EO","155","145","29360","28620"
"In post","2023","Department of Health and Social Care","Barnet","London","G6/G7","275","265","60420","56500"
"In post","2023","Department of Health and Social Care","Barnet","London","SCS level","45","40","122610","112570"
"In post","2023","Department of Health and Social Care","Barnet","London","SEO/HEO","435","425","39180","40880"
"In post","2023","Department of Health and Social Care","Barnsley, Doncaster and Rotherham","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Barnsley, Doncaster and Rotherham","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Barnsley, Doncaster and Rotherham","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Barnsley, Doncaster and Rotherham","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","G6/G7","15","15","56260","53590"
"In post","2023","Department of Health and Social Care","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","Bedford","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Belfast","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Belfast","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Berkshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Berkshire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","Berkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Berkshire","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","Bexley and Greenwich","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Bexley and Greenwich","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Bexley and Greenwich","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Birmingham","Outside London","AA/AO","55","45","21750","21400"
"In post","2023","Department of Health and Social Care","Birmingham","Outside London","EO","45","40","25950","25250"
"In post","2023","Department of Health and Social Care","Birmingham","Outside London","G6/G7","75","70","57940","52200"
"In post","2023","Department of Health and Social Care","Birmingham","Outside London","SCS level","25","20","120430","119130"
"In post","2023","Department of Health and Social Care","Birmingham","Outside London","SEO/HEO","115","105","37250","37060"
"In post","2023","Department of Health and Social Care","Blackpool","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Blackpool","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Bournemouth, Christchurch and Poole","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","Bournemouth, Christchurch and Poole","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Bradford","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Bradford","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Breckland and South Norfolk","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Breckland and South Norfolk","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Breckland and South Norfolk","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Brent","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Brent","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Bridgend and Neath Port Talbot","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Bridgend and Neath Port Talbot","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Brighton and Hove","Outside London","G6/G7","10","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","Brighton and Hove","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Brighton and Hove","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Bristol, City of","Outside London","AA/AO","55","50","22390","22270"
"In post","2023","Department of Health and Social Care","Bristol, City of","Outside London","EO","25","25","26570","27060"
"In post","2023","Department of Health and Social Care","Bristol, City of","Outside London","G6/G7","65","65","60420","55480"
"In post","2023","Department of Health and Social Care","Bristol, City of","Outside London","SCS level","20","20","111170","102410"
"In post","2023","Department of Health and Social Care","Bristol, City of","Outside London","SEO/HEO","105","95","36910","37060"
"In post","2023","Department of Health and Social Care","Bromley","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Bromley","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Bromley","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Buckinghamshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Calderdale and Kirklees","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Calderdale and Kirklees","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Department of Health and Social Care","Calderdale and Kirklees","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Calderdale and Kirklees","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Cambridgeshire CC","Outside London","AA/AO","35","35","22760","22820"
"In post","2023","Department of Health and Social Care","Cambridgeshire CC","Outside London","EO","25","20","26720","26850"
"In post","2023","Department of Health and Social Care","Cambridgeshire CC","Outside London","G6/G7","50","45","58310","53640"
"In post","2023","Department of Health and Social Care","Cambridgeshire CC","Outside London","SCS level","15","15","113890","108900"
