"Status","Year","Ethnicity","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Undeclared","Analysis","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","Defence Science and Technology Laboratory","Science and Engineering","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","Department for Work and Pensions (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","Government Actuary's Department","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","HM Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","HM Treasury (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","Health and Safety Executive","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","Home Office","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","Ministry of Justice (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","Office for Budget Responsibility","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","UK Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","UK Statistics Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","Crown Commercial Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","Defence Electronics and Components Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","Defence Science and Technology Laboratory","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","Driver and Vehicle Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","Government Commercial Organisation","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","HM Revenue and Customs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","Maritime and Coastguard Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","Ministry of Defence (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","Ministry of Justice (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","Submarine Delivery Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","Companies House","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","Driver and Vehicle Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","Registers of Scotland","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","Department for Work and Pensions (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","HM Revenue and Customs (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","Serious Fraud Office","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Debt","Department for Work and Pensions (excl. agencies)","Other","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Debt","HM Revenue and Customs (excl. agencies)","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Debt","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","Cabinet Office (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","Companies House","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","Defence Equipment and Support","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","Defence Science and Technology Laboratory","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","Department for Digital, Culture, Media and Sport (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","Department for Education (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","Education and Skills Funding Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","Home Office","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","Maritime and Coastguard Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","UK Debt Management Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","UK Hydrographic Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","Companies House","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","Defence Equipment and Support","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","Department for Education (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","Department for Work and Pensions (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","HM Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","HM Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","HM Revenue and Customs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","Health and Safety Executive","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","Home Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","Institute for Apprenticeships and Technical Education","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","Ministry of Defence (excl. agencies)","Finance","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","Scottish Prison Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","UK Debt Management Office","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","UK Debt Management Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","Vehicle Certification Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Grants Management","Rural Payments Agency","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","Cabinet Office (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","Companies House","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","Defence Science and Technology Laboratory","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","Department for Work and Pensions (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","Driver and Vehicle Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","Medicines and Healthcare Products Regulatory Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","35","[c]","36160","36380"
"Leaver CS","2023","Undeclared","Human Resources","Ministry of Justice (excl. agencies)","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","UK Debt Management Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Internal Audit","HM Revenue and Customs (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Internal Audit","Ministry of Defence (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Internal Audit","UK Debt Management Office","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","Crown Office and Procurator Fiscal Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","Crown Prosecution Service","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","HM Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","Serious Fraud Office","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","UK Debt Management Office","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Advisory, Conciliation and Arbitration Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Animal and Plant Health Agency","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Animal and Plant Health Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Animal and Plant Health Agency","Veterinarian","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Cabinet Office (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Companies House","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Companies House","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Criminal Injuries Compensation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Defence Equipment and Support","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Defence Equipment and Support","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Defence Equipment and Support","Science and Engineering","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Department for Education (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Department for Transport (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Department for Transport (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Department for Work and Pensions (excl. agencies)","Operational Delivery","265","[c]","25610","25990"
"Leaver CS","2023","Undeclared","No function","Driver and Vehicle Licensing Agency","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Driver and Vehicle Standards Agency","Operational Delivery","40","[c]","28980","27930"
"Leaver CS","2023","Undeclared","No function","Driver and Vehicle Standards Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Education and Skills Funding Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","HM Courts and Tribunals Service","Legal","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","HM Courts and Tribunals Service","Operational Delivery","60","[c]","23510","21780"
"Leaver CS","2023","Undeclared","No function","HM Land Registry","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","HM Prison and Probation Service","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","HM Prison and Probation Service","Operational Delivery","130","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","HM Prison and Probation Service","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","HM Prison and Probation Service","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","HM Revenue and Customs (excl. agencies)","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","HM Revenue and Customs (excl. agencies)","Operational Delivery","45","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","HM Revenue and Customs (excl. agencies)","Tax","35","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","HM Treasury (excl. agencies)","Policy","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Health and Safety Executive","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Health and Safety Executive","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Home Office","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Home Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Home Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Home Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Home Office","Operational Delivery","70","[c]","29910","27410"
"Leaver CS","2023","Undeclared","No function","Home Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Home Office","Policy","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Legal Aid Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Maritime and Coastguard Agency","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Maritime and Coastguard Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Ministry of Defence (excl. agencies)","Intelligence Analysis","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Ministry of Defence (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Ministry of Defence (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Ministry of Defence (excl. agencies)","Other","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Ministry of Defence (excl. agencies)","Policy","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Ministry of Defence (excl. agencies)","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Ministry of Justice (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Ministry of Justice (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","National Crime Agency","Operational Delivery","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","National Savings and Investments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Office for Standards in Education, Children's Services and Skills","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Office of the Public Guardian","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Planning Inspectorate","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Registers of Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Scottish Prison Service","Operational Delivery","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Scottish Prison Service","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Scottish Prison Service","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","UK Debt Management Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","UK Debt Management Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","UK Debt Management Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","UK Health Security Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","UK Health Security Agency","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","UK Health Security Agency","Operational Delivery","55","[c]","40160","36330"
"Leaver CS","2023","Undeclared","No function","UK Health Security Agency","Science and Engineering","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","UK Statistics Authority","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","UK Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Vehicle Certification Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Vehicle Certification Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","Defence Equipment and Support","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","Defence Science and Technology Laboratory","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","Department for Digital, Culture, Media and Sport (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","Department for Education (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","Department for Work and Pensions (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","Driver and Vehicle Licensing Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","Driver and Vehicle Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","Education and Skills Funding Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","HM Revenue and Customs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","HM Revenue and Customs (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","HM Revenue and Customs (excl. agencies)","Policy","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","HM Revenue and Customs (excl. agencies)","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","HM Revenue and Customs (excl. agencies)","Tax","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","National Savings and Investments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","Scottish Prison Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","Submarine Delivery Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","Submarine Delivery Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","Submarine Delivery Agency","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","UK Debt Management Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","Companies House","Property","[c]","[c]","[c]","[c]"
