"Status","Year","Ethnicity","Region_ITL1","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","East Midlands (England)","Outside London","Heterosexual / straight","1720","1590","29830","28120"
"In post","2023","Asian","East Midlands (England)","Outside London","LGBO","35","35","27140","27510"
"In post","2023","Asian","East Midlands (England)","Outside London","Undeclared","105","90","28890","26950"
"In post","2023","Asian","East Midlands (England)","Outside London","Unknown","215","185","29520","28080"
"In post","2023","Asian","East of England","Outside London","Heterosexual / straight","1045","955","32410","28480"
"In post","2023","Asian","East of England","Outside London","LGBO","20","20","[c]","[c]"
"In post","2023","Asian","East of England","Outside London","Undeclared","85","70","30290","25830"
"In post","2023","Asian","East of England","Outside London","Unknown","85","75","35160","29670"
"In post","2023","Asian","London","London","Heterosexual / straight","12570","11980","40250","35590"
"In post","2023","Asian","London","London","LGBO","355","340","42250","39150"
"In post","2023","Asian","London","London","Undeclared","875","810","37590","32520"
"In post","2023","Asian","London","London","Unknown","1260","1155","39090","32540"
"In post","2023","Asian","North East (England)","Outside London","Heterosexual / straight","580","545","31240","28120"
"In post","2023","Asian","North East (England)","Outside London","LGBO","20","20","[c]","[c]"
"In post","2023","Asian","North East (England)","Outside London","Undeclared","30","30","28760","22520"
"In post","2023","Asian","North East (England)","Outside London","Unknown","50","45","29910","22870"
"In post","2023","Asian","North West (England)","Outside London","Heterosexual / straight","2910","2730","30730","28120"
"In post","2023","Asian","North West (England)","Outside London","LGBO","75","70","29630","28120"
"In post","2023","Asian","North West (England)","Outside London","Undeclared","160","145","28750","26430"
"In post","2023","Asian","North West (England)","Outside London","Unknown","320","285","28660","27650"
"In post","2023","Asian","Northern Ireland","Outside London","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","Overseas","Heterosexual / straight","135","135","50050","52400"
"In post","2023","Asian","Overseas","Overseas","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Overseas","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","Overseas","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","Scotland","Outside London","Heterosexual / straight","685","645","34230","29270"
"In post","2023","Asian","Scotland","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Scotland","Outside London","Undeclared","30","25","28640","23570"
"In post","2023","Asian","Scotland","Outside London","Unknown","65","65","32370","28120"
"In post","2023","Asian","South East (England)","Outside London","Heterosexual / straight","1340","1250","32530","29890"
"In post","2023","Asian","South East (England)","Outside London","LGBO","30","30","33250","28120"
"In post","2023","Asian","South East (England)","Outside London","Undeclared","80","75","31250","28150"
"In post","2023","Asian","South East (England)","Outside London","Unknown","125","110","31140","28120"
"In post","2023","Asian","South West (England)","Outside London","Heterosexual / straight","835","795","36590","33700"
"In post","2023","Asian","South West (England)","Outside London","LGBO","20","20","[c]","[c]"
"In post","2023","Asian","South West (England)","Outside London","Undeclared","40","40","37300","34990"
"In post","2023","Asian","South West (England)","Outside London","Unknown","50","45","31870","28120"
"In post","2023","Asian","Unknown","Unknown","Heterosexual / straight","65","60","33770","28120"
"In post","2023","Asian","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Wales","Outside London","Heterosexual / straight","550","520","33500","28130"
"In post","2023","Asian","Wales","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Wales","Outside London","Undeclared","35","30","29180","25620"
"In post","2023","Asian","Wales","Outside London","Unknown","50","45","34590","29130"
"In post","2023","Asian","West Midlands (England)","Outside London","Heterosexual / straight","4525","4255","30640","28120"
"In post","2023","Asian","West Midlands (England)","Outside London","LGBO","80","75","29230","27390"
"In post","2023","Asian","West Midlands (England)","Outside London","Undeclared","255","230","28240","27890"
"In post","2023","Asian","West Midlands (England)","Outside London","Unknown","510","460","29520","28120"
"In post","2023","Asian","Yorkshire and The Humber","Outside London","Heterosexual / straight","2715","2545","30610","28120"
"In post","2023","Asian","Yorkshire and The Humber","Outside London","LGBO","60","60","28800","27770"
"In post","2023","Asian","Yorkshire and The Humber","Outside London","Undeclared","140","125","30020","27450"
"In post","2023","Asian","Yorkshire and The Humber","Outside London","Unknown","325","285","30050","28120"
"In post","2023","Black","East Midlands (England)","Outside London","Heterosexual / straight","580","550","29570","28120"
"In post","2023","Black","East Midlands (England)","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Black","East Midlands (England)","Outside London","Undeclared","20","15","[c]","[c]"
"In post","2023","Black","East Midlands (England)","Outside London","Unknown","45","45","28850","28080"
"In post","2023","Black","East of England","Outside London","Heterosexual / straight","530","505","32020","30490"
"In post","2023","Black","East of England","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Black","East of England","Outside London","Undeclared","35","30","34780","32160"
"In post","2023","Black","East of England","Outside London","Unknown","40","35","36090","31280"
"In post","2023","Black","London","London","Heterosexual / straight","8745","8460","37350","33330"
"In post","2023","Black","London","London","LGBO","210","205","40240","34820"
"In post","2023","Black","London","London","Undeclared","510","480","36290","32520"
"In post","2023","Black","London","London","Unknown","850","785","35700","32520"
"In post","2023","Black","North East (England)","Outside London","Heterosexual / straight","185","175","31750","28130"
"In post","2023","Black","North East (England)","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Black","North East (England)","Outside London","Undeclared","5","5","[c]","[c]"
