"Status","Year","Age","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","40-49","G6/G7","G6","Male","225","[c]","71400","68730"
"Leaver CS","2023","40-49","G6/G7","G7","Female","410","[c]","56200","55010"
"Leaver CS","2023","40-49","G6/G7","G7","Male","375","[c]","57010","55500"
"Leaver CS","2023","40-49","SCS level","SCS level","Female","110","[c]","91010","84200"
"Leaver CS","2023","40-49","SCS level","SCS level","Male","120","[c]","97880","93840"
"Leaver CS","2023","40-49","SEO/HEO","HEO","Female","395","[c]","35070","33840"
"Leaver CS","2023","40-49","SEO/HEO","HEO","Male","310","[c]","34350","33520"
"Leaver CS","2023","40-49","SEO/HEO","SEO","Female","370","[c]","42280","41660"
"Leaver CS","2023","40-49","SEO/HEO","SEO","Male","350","[c]","43080","41800"
"Leaver CS","2023","40-49","Unknown","Unknown","Female","225","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Unknown","Male","110","[c]","40050","38920"
"Leaver CS","2023","50-59","AA/AO","AA","Female","205","[c]","21000","20150"
"Leaver CS","2023","50-59","AA/AO","AA","Male","220","[c]","21740","21380"
"Leaver CS","2023","50-59","AA/AO","AO","Female","1335","[c]","22300","21690"
"Leaver CS","2023","50-59","AA/AO","AO","Male","910","[c]","24240","21780"
"Leaver CS","2023","50-59","EO","EO","Female","1090","[c]","28250","28120"
"Leaver CS","2023","50-59","EO","EO","Male","940","[c]","29240","28080"
"Leaver CS","2023","50-59","G6/G7","G6","Female","185","[c]","71110","68750"
"Leaver CS","2023","50-59","G6/G7","G6","Male","190","[c]","71350","70150"
"Leaver CS","2023","50-59","G6/G7","G7","Female","350","[c]","57220","56000"
"Leaver CS","2023","50-59","G6/G7","G7","Male","350","[c]","58260","56920"
"Leaver CS","2023","50-59","SCS level","SCS level","Female","110","[c]","97860","92070"
"Leaver CS","2023","50-59","SCS level","SCS level","Male","120","[c]","112720","100040"
"Leaver CS","2023","50-59","SEO/HEO","HEO","Female","430","[c]","34910","34170"
"Leaver CS","2023","50-59","SEO/HEO","HEO","Male","450","[c]","36440","34640"
"Leaver CS","2023","50-59","SEO/HEO","SEO","Female","440","[c]","42820","41750"
"Leaver CS","2023","50-59","SEO/HEO","SEO","Male","450","[c]","43850","42620"
"Leaver CS","2023","50-59","Unknown","Unknown","Female","215","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Unknown","Male","160","[c]","46120","43000"
"Leaver CS","2023","60-64","AA/AO","AA","Female","150","[c]","20650","19930"
"Leaver CS","2023","60-64","AA/AO","AA","Male","160","[c]","21510","21380"
"Leaver CS","2023","60-64","AA/AO","AO","Female","975","[c]","22100","21690"
"Leaver CS","2023","60-64","AA/AO","AO","Male","600","[c]","24310","21780"
"Leaver CS","2023","60-64","EO","EO","Female","780","[c]","28390","28120"
"Leaver CS","2023","60-64","EO","EO","Male","585","[c]","29810","28120"
"Leaver CS","2023","60-64","G6/G7","G6","Female","110","[c]","72240","70920"
"Leaver CS","2023","60-64","G6/G7","G6","Male","165","[c]","74640","73100"
"Leaver CS","2023","60-64","G6/G7","G7","Female","195","[c]","57210","56380"
"Leaver CS","2023","60-64","G6/G7","G7","Male","290","[c]","58760","58640"
"Leaver CS","2023","60-64","SCS level","SCS level","Female","50","[c]","101600","99290"
"Leaver CS","2023","60-64","SCS level","SCS level","Male","85","[c]","109480","99000"
"Leaver CS","2023","60-64","SEO/HEO","HEO","Female","375","[c]","35270","34410"
"Leaver CS","2023","60-64","SEO/HEO","HEO","Male","380","[c]","36570","34970"
"Leaver CS","2023","60-64","SEO/HEO","SEO","Female","265","[c]","42950","42110"
"Leaver CS","2023","60-64","SEO/HEO","SEO","Male","375","[c]","44880","43770"
"Leaver CS","2023","60-64","Unknown","Unknown","Female","160","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","Male","115","[c]","52740","42620"
"Leaver CS","2023","65+","AA/AO","AA","Female","180","[c]","20960","20350"
"Leaver CS","2023","65+","AA/AO","AA","Male","290","[c]","21230","20750"
"Leaver CS","2023","65+","AA/AO","AO","Female","990","[c]","22390","21690"
"Leaver CS","2023","65+","AA/AO","AO","Male","645","[c]","23380","21780"
"Leaver CS","2023","65+","EO","EO","Female","615","[c]","28440","28120"
"Leaver CS","2023","65+","EO","EO","Male","545","[c]","29260","28120"
"Leaver CS","2023","65+","G6/G7","G6","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","65+","G6/G7","G6","Male","55","[c]","73260","71890"
"Leaver CS","2023","65+","G6/G7","G7","Female","65","[c]","58980","59400"
"Leaver CS","2023","65+","G6/G7","G7","Male","140","[c]","59180","57930"
"Leaver CS","2023","65+","SCS level","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","SCS level","SCS level","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","SEO/HEO","HEO","Female","180","[c]","34970","34640"
"Leaver CS","2023","65+","SEO/HEO","HEO","Male","280","[c]","36040","35300"
"Leaver CS","2023","65+","SEO/HEO","SEO","Female","95","[c]","44000","43160"
"Leaver CS","2023","65+","SEO/HEO","SEO","Male","220","[c]","45490","44430"
"Leaver CS","2023","65+","Unknown","Unknown","Female","135","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Unknown","Male","105","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","EO","EO","Female","50","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","EO","EO","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","G6/G7","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","G6/G7","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SEO/HEO","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SEO/HEO","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","AA/AO","AA","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","AA/AO","AA","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","AA/AO","AO","Female","565","[c]","22590","21840"
"Leaver Dept.","2023","20-29","AA/AO","AO","Male","385","[c]","22470","21780"
"Leaver Dept.","2023","20-29","EO","EO","Female","785","[c]","28270","28120"
"Leaver Dept.","2023","20-29","EO","EO","Male","550","[c]","28050","28120"
"Leaver Dept.","2023","20-29","G6/G7","G6","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","G6/G7","G7","Female","175","[c]","55130","54730"
"Leaver Dept.","2023","20-29","G6/G7","G7","Male","155","[c]","54960","54700"
"Leaver Dept.","2023","20-29","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","SEO/HEO","HEO","Female","1110","[c]","33270","33210"
"Leaver Dept.","2023","20-29","SEO/HEO","HEO","Male","770","[c]","33590","33570"
"Leaver Dept.","2023","20-29","SEO/HEO","SEO","Female","320","[c]","41170","41400"
"Leaver Dept.","2023","20-29","SEO/HEO","SEO","Male","260","[c]","41140","41410"
"Leaver Dept.","2023","20-29","Unknown","Unknown","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","AA/AO","AA","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","AA/AO","AA","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","AA/AO","AO","Female","345","[c]","22130","21780"
"Leaver Dept.","2023","30-39","AA/AO","AO","Male","310","[c]","22720","21780"
"Leaver Dept.","2023","30-39","EO","EO","Female","540","[c]","27990","28120"
"Leaver Dept.","2023","30-39","EO","EO","Male","450","[c]","28240","27850"
"Leaver Dept.","2023","30-39","G6/G7","G6","Female","155","[c]","66530","65650"
"Leaver Dept.","2023","30-39","G6/G7","G6","Male","125","[c]","66970","66440"
"Leaver Dept.","2023","30-39","G6/G7","G7","Female","445","[c]","54660","54700"
"Leaver Dept.","2023","30-39","G6/G7","G7","Male","405","[c]","54730","54700"
"Leaver Dept.","2023","30-39","SCS level","SCS level","Female","45","[c]","77980","76510"
"Leaver Dept.","2023","30-39","SCS level","SCS level","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","SEO/HEO","HEO","Female","535","[c]","33740","33300"
"Leaver Dept.","2023","30-39","SEO/HEO","HEO","Male","455","[c]","33970","33630"
"Leaver Dept.","2023","30-39","SEO/HEO","SEO","Female","480","[c]","41480","41510"
"Leaver Dept.","2023","30-39","SEO/HEO","SEO","Male","360","[c]","41100","40620"
"Leaver Dept.","2023","30-39","Unknown","Unknown","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Unknown","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","AA/AO","AA","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","AA/AO","AA","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","AA/AO","AO","Female","290","[c]","22100","21690"
"Leaver Dept.","2023","40-49","AA/AO","AO","Male","175","[c]","22440","21690"
"Leaver Dept.","2023","40-49","EO","EO","Female","405","[c]","28180","28120"
"Leaver Dept.","2023","40-49","EO","EO","Male","270","[c]","28060","28120"
"Leaver Dept.","2023","40-49","G6/G7","G6","Female","135","[c]","67840","66700"
"Leaver Dept.","2023","40-49","G6/G7","G6","Male","105","[c]","68100","67440"
"Leaver Dept.","2023","40-49","G6/G7","G7","Female","220","[c]","54410","54000"
"Leaver Dept.","2023","40-49","G6/G7","G7","Male","215","[c]","56100","55320"
"Leaver Dept.","2023","40-49","SCS level","SCS level","Female","90","[c]","86300","78670"
"Leaver Dept.","2023","40-49","SCS level","SCS level","Male","85","[c]","91000","83170"
"Leaver Dept.","2023","40-49","SEO/HEO","HEO","Female","290","[c]","33600","33570"
"Leaver Dept.","2023","40-49","SEO/HEO","HEO","Male","195","[c]","34330","34170"
"Leaver Dept.","2023","40-49","SEO/HEO","SEO","Female","295","[c]","41050","40600"
"Leaver Dept.","2023","40-49","SEO/HEO","SEO","Male","215","[c]","41810","41430"
"Leaver Dept.","2023","40-49","Unknown","Unknown","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","AA/AO","AA","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","AA/AO","AA","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","AA/AO","AO","Female","240","[c]","22090","21690"
"Leaver Dept.","2023","50-59","AA/AO","AO","Male","140","[c]","22250","21690"
"Leaver Dept.","2023","50-59","EO","EO","Female","300","[c]","27900","28120"
"Leaver Dept.","2023","50-59","EO","EO","Male","190","[c]","28280","28120"
"Leaver Dept.","2023","50-59","G6/G7","G6","Female","65","[c]","68940","68940"
"Leaver Dept.","2023","50-59","G6/G7","G6","Male","65","[c]","70340","68960"
"Leaver Dept.","2023","50-59","G6/G7","G7","Female","140","[c]","54960","54850"
"Leaver Dept.","2023","50-59","G6/G7","G7","Male","120","[c]","55890","55020"
"Leaver Dept.","2023","50-59","SCS level","SCS level","Female","50","[c]","90780","89430"
"Leaver Dept.","2023","50-59","SCS level","SCS level","Male","70","[c]","103170","96230"
"Leaver Dept.","2023","50-59","SEO/HEO","HEO","Female","175","[c]","33750","33980"
"Leaver Dept.","2023","50-59","SEO/HEO","HEO","Male","120","[c]","34280","34110"
