"Status","Year","Ethnicity","Region_ITL1","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Undeclared","North West (England)","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2023","Undeclared","North West (England)","AA/AO","Undeclared","345","310","22740","22150"
"In post","2023","Undeclared","North West (England)","AA/AO","Unknown","145","120","21950","21690"
"In post","2023","Undeclared","North West (England)","EO","Heterosexual / straight","85","80","27970","28120"
"In post","2023","Undeclared","North West (England)","EO","LGBO","10","5","[c]","[c]"
"In post","2023","Undeclared","North West (England)","EO","Undeclared","405","370","28360","28120"
"In post","2023","Undeclared","North West (England)","EO","Unknown","135","115","27970","28120"
"In post","2023","Undeclared","North West (England)","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Undeclared","North West (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","North West (England)","G6/G7","Undeclared","180","175","59280","57970"
"In post","2023","Undeclared","North West (England)","G6/G7","Unknown","30","30","60200","57970"
"In post","2023","Undeclared","North West (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","North West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","North West (England)","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Undeclared","North West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","North West (England)","SEO/HEO","Heterosexual / straight","65","60","37910","37680"
"In post","2023","Undeclared","North West (England)","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Undeclared","North West (England)","SEO/HEO","Undeclared","435","415","38480","37680"
"In post","2023","Undeclared","North West (England)","SEO/HEO","Unknown","85","80","36980","35000"
"In post","2023","Undeclared","North West (England)","Unknown","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Undeclared","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","North West (England)","Unknown","Undeclared","65","60","32820","30810"
"In post","2023","Undeclared","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland","AA/AO","Undeclared","20","20","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Overseas","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Overseas","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Undeclared","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Overseas","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Undeclared","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Overseas","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Undeclared","Overseas","G6/G7","Unknown","35","35","59180","58290"
"In post","2023","Undeclared","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Overseas","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","Undeclared","Overseas","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Undeclared","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Overseas","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2023","Undeclared","Overseas","SEO/HEO","Unknown","35","35","37080","35250"
"In post","2023","Undeclared","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Overseas","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2023","Undeclared","Scotland","AA/AO","Heterosexual / straight","60","55","25030","22520"
"In post","2023","Undeclared","Scotland","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2023","Undeclared","Scotland","AA/AO","Undeclared","240","220","24120","22220"
"In post","2023","Undeclared","Scotland","AA/AO","Unknown","130","110","24590","22520"
"In post","2023","Undeclared","Scotland","EO","Heterosexual / straight","95","85","33590","37060"
"In post","2023","Undeclared","Scotland","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Undeclared","Scotland","EO","Undeclared","230","210","29120","28120"
"In post","2023","Undeclared","Scotland","EO","Unknown","180","165","33870","37060"
"In post","2023","Undeclared","Scotland","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Undeclared","Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scotland","G6/G7","Undeclared","115","110","66260","65280"
"In post","2023","Undeclared","Scotland","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2023","Undeclared","Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scotland","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Undeclared","Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scotland","SEO/HEO","Heterosexual / straight","55","50","41400","42590"
"In post","2023","Undeclared","Scotland","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Undeclared","Scotland","SEO/HEO","Undeclared","255","245","40700","38330"
"In post","2023","Undeclared","Scotland","SEO/HEO","Unknown","80","75","40880","39560"
"In post","2023","Undeclared","Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","South East (England)","AA/AO","Heterosexual / straight","75","70","24210","22400"
"In post","2023","Undeclared","South East (England)","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2023","Undeclared","South East (England)","AA/AO","Undeclared","275","255","26340","22970"
"In post","2023","Undeclared","South East (England)","AA/AO","Unknown","60","50","24300","23140"
"In post","2023","Undeclared","South East (England)","EO","Heterosexual / straight","100","90","29610","28120"
"In post","2023","Undeclared","South East (England)","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Undeclared","South East (England)","EO","Undeclared","435","390","29550","28120"
"In post","2023","Undeclared","South East (England)","EO","Unknown","80","70","29980","29120"
"In post","2023","Undeclared","South East (England)","G6/G7","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Undeclared","South East (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","South East (England)","G6/G7","Undeclared","130","125","60940","57970"
"In post","2023","Undeclared","South East (England)","G6/G7","Unknown","105","105","54400","50010"
"In post","2023","Undeclared","South East (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","South East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","South East (England)","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2023","Undeclared","South East (England)","SEO/HEO","Heterosexual / straight","65","65","38900","38910"
"In post","2023","Undeclared","South East (England)","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Undeclared","South East (England)","SEO/HEO","Undeclared","485","460","38280","36890"
"In post","2023","Undeclared","South East (England)","SEO/HEO","Unknown","70","65","39150","39890"
"In post","2023","Undeclared","South East (England)","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Undeclared","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","South East (England)","Unknown","Undeclared","45","40","34810","32630"
"In post","2023","Undeclared","South West (England)","AA/AO","Heterosexual / straight","50","50","23790","22220"
"In post","2023","Undeclared","South West (England)","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2023","Undeclared","South West (England)","AA/AO","Undeclared","235","220","23970","22150"
"In post","2023","Undeclared","South West (England)","AA/AO","Unknown","35","30","22430","21690"
"In post","2023","Undeclared","South West (England)","EO","Heterosexual / straight","40","35","27770","28120"
"In post","2023","Undeclared","South West (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","South West (England)","EO","Undeclared","260","245","28530","28090"
"In post","2023","Undeclared","South West (England)","EO","Unknown","50","40","27610","28120"
"In post","2023","Undeclared","South West (England)","G6/G7","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Undeclared","South West (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","South West (England)","G6/G7","Undeclared","235","230","58360","56180"
"In post","2023","Undeclared","South West (England)","G6/G7","Unknown","125","120","54580","49260"
"In post","2023","Undeclared","South West (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","South West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","South West (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","South West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","South West (England)","SEO/HEO","Heterosexual / straight","75","75","37820","37330"
"In post","2023","Undeclared","South West (England)","SEO/HEO","LGBO","10","5","[c]","[c]"
"In post","2023","Undeclared","South West (England)","SEO/HEO","Undeclared","645","615","38810","38740"
"In post","2023","Undeclared","South West (England)","SEO/HEO","Unknown","135","130","37240","39890"
"In post","2023","Undeclared","South West (England)","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Undeclared","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","South West (England)","Unknown","Undeclared","105","100","43840","41050"
"In post","2023","Undeclared","South West (England)","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","EO","Undeclared","20","20","[c]","[c]"
"In post","2023","Undeclared","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Wales","AA/AO","Heterosexual / straight","75","65","23220","22500"
"In post","2023","Undeclared","Wales","AA/AO","LGBO","10","5","[c]","[c]"
"In post","2023","Undeclared","Wales","AA/AO","Undeclared","210","195","23050","22500"
"In post","2023","Undeclared","Wales","AA/AO","Unknown","50","40","22080","21690"
"In post","2023","Undeclared","Wales","EO","Heterosexual / straight","45","40","28320","28120"
"In post","2023","Undeclared","Wales","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Undeclared","Wales","EO","Undeclared","210","200","28430","28120"
"In post","2023","Undeclared","Wales","EO","Unknown","50","40","28060","28120"
"In post","2023","Undeclared","Wales","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Undeclared","Wales","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Wales","G6/G7","Undeclared","110","105","62530","63900"
"In post","2023","Undeclared","Wales","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","Undeclared","Wales","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Wales","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2023","Undeclared","Wales","SEO/HEO","Heterosexual / straight","60","60","38560","37720"
"In post","2023","Undeclared","Wales","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Wales","SEO/HEO","Undeclared","310","295","40570","39690"
"In post","2023","Undeclared","Wales","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2023","Undeclared","Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Wales","Unknown","Undeclared","20","15","[c]","[c]"
"In post","2023","Undeclared","West Midlands (England)","AA/AO","Heterosexual / straight","80","70","22850","21780"
"In post","2023","Undeclared","West Midlands (England)","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2023","Undeclared","West Midlands (England)","AA/AO","Undeclared","210","190","23390","21780"
"In post","2023","Undeclared","West Midlands (England)","AA/AO","Unknown","55","45","22060","21690"
"In post","2023","Undeclared","West Midlands (England)","EO","Heterosexual / straight","85","80","28430","28120"
"In post","2023","Undeclared","West Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","West Midlands (England)","EO","Undeclared","215","195","28460","28120"
"In post","2023","Undeclared","West Midlands (England)","EO","Unknown","90","75","27790","28120"
"In post","2023","Undeclared","West Midlands (England)","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Undeclared","West Midlands (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","West Midlands (England)","G6/G7","Undeclared","90","85","60280","57970"
"In post","2023","Undeclared","West Midlands (England)","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2023","Undeclared","West Midlands (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","West Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","West Midlands (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","West Midlands (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","West Midlands (England)","SEO/HEO","Heterosexual / straight","45","45","36490","35000"
"In post","2023","Undeclared","West Midlands (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","West Midlands (England)","SEO/HEO","Undeclared","215","205","37480","36540"
"In post","2023","Undeclared","West Midlands (England)","SEO/HEO","Unknown","35","30","36730","35000"
"In post","2023","Undeclared","West Midlands (England)","Unknown","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Undeclared","West Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","West Midlands (England)","Unknown","Undeclared","40","40","31630","29050"
"In post","2023","Undeclared","West Midlands (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Yorkshire and The Humber","AA/AO","Heterosexual / straight","65","60","24050","22500"
"In post","2023","Undeclared","Yorkshire and The Humber","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Yorkshire and The Humber","AA/AO","Undeclared","215","195","24420","22330"
"In post","2023","Undeclared","Yorkshire and The Humber","AA/AO","Unknown","65","50","22300","21690"
"In post","2023","Undeclared","Yorkshire and The Humber","EO","Heterosexual / straight","80","75","27760","28120"
"In post","2023","Undeclared","Yorkshire and The Humber","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Undeclared","Yorkshire and The Humber","EO","Undeclared","270","250","28430","28120"
"In post","2023","Undeclared","Yorkshire and The Humber","EO","Unknown","65","60","28150","28120"
"In post","2023","Undeclared","Yorkshire and The Humber","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Undeclared","Yorkshire and The Humber","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Yorkshire and The Humber","G6/G7","Undeclared","130","125","56950","55320"
"In post","2023","Undeclared","Yorkshire and The Humber","G6/G7","Unknown","30","30","57110","52460"
"In post","2023","Undeclared","Yorkshire and The Humber","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Yorkshire and The Humber","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Yorkshire and The Humber","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Undeclared","Yorkshire and The Humber","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","Undeclared","Yorkshire and The Humber","SEO/HEO","Heterosexual / straight","60","55","36020","35350"
"In post","2023","Undeclared","Yorkshire and The Humber","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Undeclared","Yorkshire and The Humber","SEO/HEO","Undeclared","320","310","37200","36110"
"In post","2023","Undeclared","Yorkshire and The Humber","SEO/HEO","Unknown","45","40","37080","35820"
"In post","2023","Undeclared","Yorkshire and The Humber","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Undeclared","Yorkshire and The Humber","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Yorkshire and The Humber","Unknown","Undeclared","30","25","[c]","[c]"
"In post","2023","Unknown","East Midlands (England)","AA/AO","Heterosexual / straight","65","60","24930","22520"
"In post","2023","Unknown","East Midlands (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","East Midlands (England)","AA/AO","Undeclared","25","20","[c]","[c]"
"In post","2023","Unknown","East Midlands (England)","AA/AO","Unknown","1265","1185","24210","22520"
"In post","2023","Unknown","East Midlands (England)","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Unknown","East Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","East Midlands (England)","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","Unknown","East Midlands (England)","EO","Unknown","675","645","27940","28080"
"In post","2023","Unknown","East Midlands (England)","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Unknown","East Midlands (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","East Midlands (England)","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Unknown","East Midlands (England)","G6/G7","Unknown","125","120","57340","56160"
"In post","2023","Unknown","East Midlands (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","East Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","East Midlands (England)","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","East Midlands (England)","SEO/HEO","Heterosexual / straight","45","40","39960","39720"
"In post","2023","Unknown","East Midlands (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","East Midlands (England)","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2023","Unknown","East Midlands (England)","SEO/HEO","Unknown","520","505","36350","35000"
"In post","2023","Unknown","East Midlands (England)","Unknown","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Unknown","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","East Midlands (England)","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","Unknown","East Midlands (England)","Unknown","Unknown","250","230","27890","26840"
"In post","2023","Unknown","East of England","AA/AO","Heterosexual / straight","60","55","26330","24070"
"In post","2023","Unknown","East of England","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","East of England","AA/AO","Undeclared","25","20","[c]","[c]"
"In post","2023","Unknown","East of England","AA/AO","Unknown","870","815","25240","23230"
"In post","2023","Unknown","East of England","EO","Heterosexual / straight","35","35","29750","28120"
"In post","2023","Unknown","East of England","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","East of England","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","Unknown","East of England","EO","Unknown","535","500","28460","27650"
"In post","2023","Unknown","East of England","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Unknown","East of England","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","East of England","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Unknown","East of England","G6/G7","Unknown","90","85","60350","59340"
"In post","2023","Unknown","East of England","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","East of England","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","East of England","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","East of England","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","East of England","SEO/HEO","Heterosexual / straight","40","40","40590","38200"
"In post","2023","Unknown","East of England","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","East of England","SEO/HEO","Undeclared","25","20","[c]","[c]"
"In post","2023","Unknown","East of England","SEO/HEO","Unknown","275","265","38120","37520"
"In post","2023","Unknown","East of England","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Unknown","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","East of England","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","East of England","Unknown","Unknown","320","285","26790","26840"
"In post","2023","Unknown","London","AA/AO","Heterosexual / straight","110","100","27890","26560"
"In post","2023","Unknown","London","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","London","AA/AO","Undeclared","40","40","26820","25480"
"In post","2023","Unknown","London","AA/AO","Unknown","2135","2060","28140","26400"
"In post","2023","Unknown","London","EO","Heterosexual / straight","135","130","31940","32520"
"In post","2023","Unknown","London","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","London","EO","Undeclared","125","120","30150","28770"
"In post","2023","Unknown","London","EO","Unknown","2850","2770","30910","29890"
"In post","2023","Unknown","London","G6/G7","Heterosexual / straight","180","175","62620","60220"
"In post","2023","Unknown","London","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2023","Unknown","London","G6/G7","Undeclared","380","370","60130","55640"
"In post","2023","Unknown","London","G6/G7","Unknown","3555","3470","61750","59290"
"In post","2023","Unknown","London","SCS level","Heterosexual / straight","30","30","92480","87710"
"In post","2023","Unknown","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","London","SCS level","Undeclared","35","35","94300","84120"
"In post","2023","Unknown","London","SCS level","Unknown","450","435","95110","85610"
"In post","2023","Unknown","London","SEO/HEO","Heterosexual / straight","220","215","40410","40390"
"In post","2023","Unknown","London","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2023","Unknown","London","SEO/HEO","Undeclared","325","320","39050","40780"
"In post","2023","Unknown","London","SEO/HEO","Unknown","5080","5000","39960","39790"
"In post","2023","Unknown","London","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Unknown","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","London","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","Unknown","London","Unknown","Unknown","375","345","31590","28580"
"In post","2023","Unknown","North East (England)","AA/AO","Heterosexual / straight","100","85","23630","22520"
"In post","2023","Unknown","North East (England)","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","North East (England)","AA/AO","Undeclared","35","30","23490","22520"
"In post","2023","Unknown","North East (England)","AA/AO","Unknown","2070","1840","23320","22520"
"In post","2023","Unknown","North East (England)","EO","Heterosexual / straight","45","40","28620","28120"
"In post","2023","Unknown","North East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","North East (England)","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Unknown","North East (England)","EO","Unknown","1070","1020","27550","27890"
"In post","2023","Unknown","North East (England)","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Unknown","North East (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","North East (England)","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Unknown","North East (England)","G6/G7","Unknown","255","250","58250","56870"
"In post","2023","Unknown","North East (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","North East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","North East (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","North East (England)","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","North East (England)","SEO/HEO","Heterosexual / straight","55","50","37600","36680"
"In post","2023","Unknown","North East (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","North East (England)","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Unknown","North East (England)","SEO/HEO","Unknown","835","815","36610","35000"
"In post","2023","Unknown","North East (England)","Unknown","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Unknown","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
