"Status","Year","Age","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","30-39","Central Civil Service Fast Stream","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Central Civil Service Fast Stream","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Centre for Environment, Fisheries and Aquaculture Science","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Centre for Environment, Fisheries and Aquaculture Science","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Charity Commission","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Charity Commission","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Companies House","Female","50","[c]","30570","25610"
"New entrant CS","2023","30-39","Companies House","Male","40","[c]","33640","35570"
"New entrant CS","2023","30-39","Competition and Markets Authority","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Competition and Markets Authority","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Crown Commercial Service","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Crown Commercial Service","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Crown Office and Procurator Fiscal Service","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Crown Office and Procurator Fiscal Service","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Crown Prosecution Service","Female","155","[c]","35420","38760"
"New entrant CS","2023","30-39","Crown Prosecution Service","Male","65","[c]","34970","38760"
"New entrant CS","2023","30-39","Defence Equipment and Support","Female","130","[c]","31990","32500"
"New entrant CS","2023","30-39","Defence Equipment and Support","Male","140","[c]","35910","33550"
"New entrant CS","2023","30-39","Defence Science and Technology Laboratory","Female","70","[c]","33480","30650"
"New entrant CS","2023","30-39","Defence Science and Technology Laboratory","Male","90","[c]","37890","39890"
"New entrant CS","2023","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","45","[c]","39960","39220"
"New entrant CS","2023","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","55","[c]","40050","37470"
"New entrant CS","2023","30-39","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Education (excl. agencies)","Female","65","[c]","36350","35810"
"New entrant CS","2023","30-39","Department for Education (excl. agencies)","Male","35","[c]","41480","37590"
"New entrant CS","2023","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","135","[c]","40620","37300"
"New entrant CS","2023","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","105","[c]","42510","40260"
"New entrant CS","2023","30-39","Department for International Trade","Female","70","[c]","40840","38050"
"New entrant CS","2023","30-39","Department for International Trade","Male","60","[c]","40640","38780"
"New entrant CS","2023","30-39","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","30","[c]","39110","38710"
"New entrant CS","2023","30-39","Department for Transport (excl. agencies)","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department for Transport (excl. agencies)","Male","35","[c]","45350","43530"
"New entrant CS","2023","30-39","Department for Work and Pensions (excl. agencies)","Female","475","[c]","28710","28120"
"New entrant CS","2023","30-39","Department for Work and Pensions (excl. agencies)","Male","385","[c]","29860","28120"
"New entrant CS","2023","30-39","Department of Health and Social Care (excl. agencies)","Female","35","[c]","41910","41950"
"New entrant CS","2023","30-39","Department of Health and Social Care (excl. agencies)","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Disclosure Scotland","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Disclosure Scotland","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Driver and Vehicle Licensing Agency","Female","90","[c]","23180","22500"
"New entrant CS","2023","30-39","Driver and Vehicle Licensing Agency","Male","60","[c]","26520","22500"
"New entrant CS","2023","30-39","Driver and Vehicle Standards Agency","Female","35","[c]","26760","22500"
"New entrant CS","2023","30-39","Driver and Vehicle Standards Agency","Male","85","[c]","27380","26780"
"New entrant CS","2023","30-39","Education Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Education Scotland","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Education and Skills Funding Agency","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Estyn","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Estyn","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Food Standards Agency","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Food Standards Agency","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Government Commercial Organisation","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Government Commercial Organisation","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Government Internal Audit Agency","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Government Legal Department","Female","60","[c]","46450","50460"
"New entrant CS","2023","30-39","Government Legal Department","Male","40","[c]","46180","51240"
"New entrant CS","2023","30-39","Government Property Agency","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Government Property Agency","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Courts and Tribunals Service","Female","210","[c]","24210","21780"
"New entrant CS","2023","30-39","HM Courts and Tribunals Service","Male","115","[c]","24780","21780"
"New entrant CS","2023","30-39","HM Land Registry","Female","70","[c]","31550","26760"
"New entrant CS","2023","30-39","HM Land Registry","Male","45","[c]","30910","28080"
"New entrant CS","2023","30-39","HM Prison and Probation Service","Female","1545","[c]","25990","23640"
"New entrant CS","2023","30-39","HM Prison and Probation Service","Male","1300","[c]","28180","28880"
"New entrant CS","2023","30-39","HM Revenue and Customs (excl. agencies)","Female","650","[c]","28170","22520"
"New entrant CS","2023","30-39","HM Revenue and Customs (excl. agencies)","Male","600","[c]","30680","26920"
"New entrant CS","2023","30-39","HM Treasury (excl. agencies)","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Treasury (excl. agencies)","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Health and Safety Executive","Female","45","[c]","34380","32800"
"New entrant CS","2023","30-39","Health and Safety Executive","Male","35","[c]","33520","27320"
"New entrant CS","2023","30-39","Home Office","Female","960","[c]","26290","25750"
"New entrant CS","2023","30-39","Home Office","Male","905","[c]","26910","25750"
"New entrant CS","2023","30-39","Institute for Apprenticeships and Technical Education","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Intellectual Property Office","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Intellectual Property Office","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal Aid Agency","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Maritime and Coastguard Agency","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Maritime and Coastguard Agency","Male","50","[c]","32650","31350"
"New entrant CS","2023","30-39","Medicines and Healthcare Products Regulatory Agency","Female","45","[c]","45370","41190"
"New entrant CS","2023","30-39","Medicines and Healthcare Products Regulatory Agency","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Met Office","Female","35","[c]","33930","31680"
"New entrant CS","2023","30-39","Met Office","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence (excl. agencies)","Female","410","[c]","31500","27080"
"New entrant CS","2023","30-39","Ministry of Defence (excl. agencies)","Male","360","[c]","32630","27880"
"New entrant CS","2023","30-39","Ministry of Justice (excl. agencies)","Female","130","[c]","36740","35410"
"New entrant CS","2023","30-39","Ministry of Justice (excl. agencies)","Male","95","[c]","39620","37680"
"New entrant CS","2023","30-39","National Crime Agency","Female","65","[c]","37000","36040"
"New entrant CS","2023","30-39","National Crime Agency","Male","65","[c]","39730","36140"
"New entrant CS","2023","30-39","National Records of Scotland","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","National Records of Scotland","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","National Savings and Investments","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","National Savings and Investments","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","Female","75","[c]","48530","47750"
"New entrant CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","Male","35","[c]","50070","47750"
"New entrant CS","2023","30-39","Office of Gas and Electricity Markets","Female","70","[c]","41020","40000"
"New entrant CS","2023","30-39","Office of Gas and Electricity Markets","Male","90","[c]","45510","40500"
"New entrant CS","2023","30-39","Office of Qualifications and Examinations Regulation","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Office of Qualifications and Examinations Regulation","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Office of Rail and Road","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Office of Rail and Road","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Office of the Public Guardian","Female","35","[c]","22370","21780"
"New entrant CS","2023","30-39","Office of the Public Guardian","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Office of the Scottish Charity Regulator","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Planning Inspectorate","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Planning Inspectorate","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Registers of Scotland","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Registers of Scotland","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Royal Fleet Auxiliary","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Rural Payments Agency","Female","50","[c]","23980","22150"
"New entrant CS","2023","30-39","Rural Payments Agency","Male","45","[c]","24150","22150"
"New entrant CS","2023","30-39","Scottish Courts and Tribunals Service","Female","35","[c]","29150","23190"
"New entrant CS","2023","30-39","Scottish Courts and Tribunals Service","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Scottish Government (excl. agencies)","Female","175","[c]","40390","41640"
"New entrant CS","2023","30-39","Scottish Government (excl. agencies)","Male","130","[c]","40280","36120"
"New entrant CS","2023","30-39","Scottish Housing Regulator","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Scottish Housing Regulator","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Scottish Prison Service","Female","55","[c]","27310","24710"
"New entrant CS","2023","30-39","Scottish Prison Service","Male","75","[c]","28030","24710"
"New entrant CS","2023","30-39","Scottish Public Pensions Agency","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Scottish Public Pensions Agency","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Serious Fraud Office","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Social Security Scotland","Female","335","[c]","28460","29100"
"New entrant CS","2023","30-39","Social Security Scotland","Male","240","[c]","29100","29100"
"New entrant CS","2023","30-39","Standards and Testing Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Student Awards Agency for Scotland","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Submarine Delivery Agency","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Submarine Delivery Agency","Male","35","[c]","37370","35000"
"New entrant CS","2023","30-39","Teaching Regulation Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","The Insolvency Service","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","The Insolvency Service","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","The National Archives","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","The National Archives","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Transport Scotland","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Transport Scotland","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","UK Debt Management Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","UK Debt Management Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","UK Export Finance","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","UK Export Finance","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","UK Health Security Agency","Female","170","[c]","40490","37060"
"New entrant CS","2023","30-39","UK Health Security Agency","Male","100","[c]","45780","40880"
"New entrant CS","2023","30-39","UK Hydrographic Office","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","UK Hydrographic Office","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","UK Statistics Authority","Female","125","[c]","31920","31060"
"New entrant CS","2023","30-39","UK Statistics Authority","Male","130","[c]","34850","31560"
"New entrant CS","2023","30-39","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Valuation Office Agency","Female","45","[c]","25810","22520"
"New entrant CS","2023","30-39","Valuation Office Agency","Male","30","[c]","24450","22520"
"New entrant CS","2023","30-39","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Water Services Regulation Authority","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Water Services Regulation Authority","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Welsh Government (excl. agencies)","Female","55","[c]","36730","36590"
"New entrant CS","2023","30-39","Welsh Government (excl. agencies)","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Wilton Park","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Wilton Park","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Active Travel England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Active Travel England","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Advisory, Conciliation and Arbitration Service","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Advisory, Conciliation and Arbitration Service","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Animal and Plant Health Agency","Female","60","[c]","26420","22150"
"New entrant CS","2023","40-49","Animal and Plant Health Agency","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Building Digital UK","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Building Digital UK","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Cabinet Office (excl. agencies)","Female","40","[c]","43310","38050"
"New entrant CS","2023","40-49","Cabinet Office (excl. agencies)","Male","45","[c]","53300","50690"
"New entrant CS","2023","40-49","Central Civil Service Fast Stream","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Central Civil Service Fast Stream","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Centre for Environment, Fisheries and Aquaculture Science","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Charity Commission","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Charity Commission","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Companies House","Female","50","[c]","35610","34000"
"New entrant CS","2023","40-49","Companies House","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Competition and Markets Authority","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Competition and Markets Authority","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Crown Commercial Service","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Crown Office and Procurator Fiscal Service","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Crown Office and Procurator Fiscal Service","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Crown Prosecution Service","Female","80","[c]","33210","29690"
"New entrant CS","2023","40-49","Crown Prosecution Service","Male","35","[c]","39970","38760"
"New entrant CS","2023","40-49","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Defence Equipment and Support","Female","95","[c]","35230","33000"
"New entrant CS","2023","40-49","Defence Equipment and Support","Male","150","[c]","40500","39500"
"New entrant CS","2023","40-49","Defence Science and Technology Laboratory","Female","50","[c]","36730","36020"
"New entrant CS","2023","40-49","Defence Science and Technology Laboratory","Male","60","[c]","40380","39890"
"New entrant CS","2023","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Department for Education (excl. agencies)","Female","50","[c]","40740","37590"
"New entrant CS","2023","40-49","Department for Education (excl. agencies)","Male","35","[c]","46930","51360"
"New entrant CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","80","[c]","46930","49400"
"New entrant CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","60","[c]","49030","49400"
"New entrant CS","2023","40-49","Department for International Trade","Female","65","[c]","41540","42200"
"New entrant CS","2023","40-49","Department for International Trade","Male","45","[c]","45900","41590"
"New entrant CS","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Department for Transport (excl. agencies)","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Department for Transport (excl. agencies)","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Department for Work and Pensions (excl. agencies)","Female","355","[c]","28970","25610"
"New entrant CS","2023","40-49","Department for Work and Pensions (excl. agencies)","Male","285","[c]","32060","28120"
"New entrant CS","2023","40-49","Department of Health and Social Care (excl. agencies)","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Department of Health and Social Care (excl. agencies)","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Disclosure Scotland","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Disclosure Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Driver and Vehicle Licensing Agency","Female","55","[c]","22390","22500"
"New entrant CS","2023","40-49","Driver and Vehicle Licensing Agency","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Driver and Vehicle Standards Agency","Female","40","[c]","28450","26780"
"New entrant CS","2023","40-49","Driver and Vehicle Standards Agency","Male","100","[c]","27610","26780"
"New entrant CS","2023","40-49","Education Scotland","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Education Scotland","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Estyn","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Estyn","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Food Standards Agency","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Food Standards Agency","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Food Standards Scotland","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Government Commercial Organisation","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Government Commercial Organisation","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Government Internal Audit Agency","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Government Legal Department","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Government Legal Department","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Government Property Agency","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Government Property Agency","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","HM Courts and Tribunals Service","Female","160","[c]","23600","21780"
"New entrant CS","2023","40-49","HM Courts and Tribunals Service","Male","65","[c]","26850","21780"
"New entrant CS","2023","40-49","HM Land Registry","Female","40","[c]","27900","23390"
"New entrant CS","2023","40-49","HM Land Registry","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","HM Prison and Probation Service","Female","915","[c]","25960","23640"
"New entrant CS","2023","40-49","HM Prison and Probation Service","Male","770","[c]","28040","28880"
"New entrant CS","2023","40-49","HM Revenue and Customs (excl. agencies)","Female","425","[c]","28510","22520"
"New entrant CS","2023","40-49","HM Revenue and Customs (excl. agencies)","Male","335","[c]","33190","27650"
"New entrant CS","2023","40-49","HM Treasury (excl. agencies)","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","HM Treasury (excl. agencies)","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Health and Safety Executive","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Health and Safety Executive","Male","35","[c]","40920","37180"
"New entrant CS","2023","40-49","Home Office","Female","700","[c]","26640","25750"
"New entrant CS","2023","40-49","Home Office","Male","555","[c]","28210","25750"
"New entrant CS","2023","40-49","Institute for Apprenticeships and Technical Education","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Institute for Apprenticeships and Technical Education","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Intellectual Property Office","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Intellectual Property Office","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal Aid Agency","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal Aid Agency","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Maritime and Coastguard Agency","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Maritime and Coastguard Agency","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Medicines and Healthcare Products Regulatory Agency","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Met Office","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Met Office","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence (excl. agencies)","Female","360","[c]","33760","27080"
"New entrant CS","2023","40-49","Ministry of Defence (excl. agencies)","Male","315","[c]","34770","33830"
"New entrant CS","2023","40-49","Ministry of Justice (excl. agencies)","Female","60","[c]","38510","35410"
"New entrant CS","2023","40-49","Ministry of Justice (excl. agencies)","Male","60","[c]","47530","51770"
"New entrant CS","2023","40-49","National Crime Agency","Female","50","[c]","41030","38450"
"New entrant CS","2023","40-49","National Crime Agency","Male","30","[c]","41110","38970"
"New entrant CS","2023","40-49","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","National Records of Scotland","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","National Savings and Investments","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
