"Status","Year","Region_ITL1","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Yorkshire and The Humber","North Yorkshire","EO","1070","1015","27880","27430"
"In post","2023","Yorkshire and The Humber","North Yorkshire","G6","185","175","68020","64150"
"In post","2023","Yorkshire and The Humber","North Yorkshire","G7","510","495","54040","51320"
"In post","2023","Yorkshire and The Humber","North Yorkshire","HEO","885","850","33560","33180"
"In post","2023","Yorkshire and The Humber","North Yorkshire","SCS level","40","40","90660","85000"
"In post","2023","Yorkshire and The Humber","North Yorkshire","SEO","620","600","40200","38730"
"In post","2023","Yorkshire and The Humber","North Yorkshire","Unknown","270","250","30650","29050"
"In post","2023","Yorkshire and The Humber","South Yorkshire","AA","295","270","22040","23230"
"In post","2023","Yorkshire and The Humber","South Yorkshire","AO","2660","2360","23900","22400"
"In post","2023","Yorkshire and The Humber","South Yorkshire","EO","3065","2780","27730","27650"
"In post","2023","Yorkshire and The Humber","South Yorkshire","G6","390","370","67140","66070"
"In post","2023","Yorkshire and The Humber","South Yorkshire","G7","1090","1045","53970","52150"
"In post","2023","Yorkshire and The Humber","South Yorkshire","HEO","1660","1570","33390","32310"
"In post","2023","Yorkshire and The Humber","South Yorkshire","SCS level","95","90","82840","77000"
"In post","2023","Yorkshire and The Humber","South Yorkshire","SEO","1475","1405","40280","38760"
"In post","2023","Yorkshire and The Humber","South Yorkshire","Unknown","600","555","30030","29050"
"In post","2023","Yorkshire and The Humber","West Yorkshire","AA","475","435","22390","23230"
"In post","2023","Yorkshire and The Humber","West Yorkshire","AO","4550","4105","24390","22520"
"In post","2023","Yorkshire and The Humber","West Yorkshire","EO","5280","4885","28380","28120"
"In post","2023","Yorkshire and The Humber","West Yorkshire","G6","675","645","68530","66860"
"In post","2023","Yorkshire and The Humber","West Yorkshire","G7","1945","1875","54830","53810"
"In post","2023","Yorkshire and The Humber","West Yorkshire","HEO","3240","3090","34210","34400"
"In post","2023","Yorkshire and The Humber","West Yorkshire","SCS level","165","160","89600","81270"
"In post","2023","Yorkshire and The Humber","West Yorkshire","SEO","2230","2145","41410","41070"
"In post","2023","Yorkshire and The Humber","West Yorkshire","Unknown","1090","1015","29810","27530"
"Leaver CS","2023","East Midlands (England)","Derbyshire and Nottinghamshire","AA","40","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Derbyshire and Nottinghamshire","AO","445","[c]","21990","21780"
"Leaver CS","2023","East Midlands (England)","Derbyshire and Nottinghamshire","EO","325","[c]","27460","27570"
"Leaver CS","2023","East Midlands (England)","Derbyshire and Nottinghamshire","G6","20","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Derbyshire and Nottinghamshire","G7","70","[c]","56870","56450"
"Leaver CS","2023","East Midlands (England)","Derbyshire and Nottinghamshire","HEO","160","[c]","33010","32570"
"Leaver CS","2023","East Midlands (England)","Derbyshire and Nottinghamshire","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Derbyshire and Nottinghamshire","SEO","115","[c]","41270","40070"
"Leaver CS","2023","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","85","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","AA","75","[c]","19640","19770"
"Leaver CS","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","AO","335","[c]","22060","21780"
"Leaver CS","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","180","[c]","27480","27570"
"Leaver CS","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G7","15","[c]","57010","56450"
"Leaver CS","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","HEO","30","[c]","35350","34290"
"Leaver CS","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO","30","[c]","41880","41580"
"Leaver CS","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Lincolnshire","AA","50","[c]","21710","21380"
"Leaver CS","2023","East Midlands (England)","Lincolnshire","AO","110","[c]","22000","21690"
"Leaver CS","2023","East Midlands (England)","Lincolnshire","EO","85","[c]","28060","27570"
"Leaver CS","2023","East Midlands (England)","Lincolnshire","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Lincolnshire","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Lincolnshire","HEO","35","[c]","34620","33990"
"Leaver CS","2023","East Midlands (England)","Lincolnshire","SEO","15","[c]","43000","41200"
"Leaver CS","2023","East Midlands (England)","Lincolnshire","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Bedfordshire and Hertfordshire","AA","45","[c]","20200","19480"
"Leaver CS","2023","East of England","Bedfordshire and Hertfordshire","AO","155","[c]","23620","23560"
"Leaver CS","2023","East of England","Bedfordshire and Hertfordshire","EO","205","[c]","29020","29290"
"Leaver CS","2023","East of England","Bedfordshire and Hertfordshire","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Bedfordshire and Hertfordshire","G7","20","[c]","58980","58220"
"Leaver CS","2023","East of England","Bedfordshire and Hertfordshire","HEO","40","[c]","34690","34300"
"Leaver CS","2023","East of England","Bedfordshire and Hertfordshire","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Bedfordshire and Hertfordshire","SEO","40","[c]","43570","41950"
"Leaver CS","2023","East of England","Bedfordshire and Hertfordshire","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","East of England","East Anglia","AA","135","[c]","21230","19930"
"Leaver CS","2023","East of England","East Anglia","AO","485","[c]","23010","21830"
"Leaver CS","2023","East of England","East Anglia","EO","300","[c]","27760","27570"
"Leaver CS","2023","East of England","East Anglia","G6","15","[c]","74540","66140"
"Leaver CS","2023","East of England","East Anglia","G7","45","[c]","54190","52000"
"Leaver CS","2023","East of England","East Anglia","HEO","135","[c]","34210","33990"
"Leaver CS","2023","East of England","East Anglia","SCS level","10","[c]","110540","117400"
"Leaver CS","2023","East of England","East Anglia","SEO","95","[c]","42510","41200"
"Leaver CS","2023","East of England","East Anglia","Unknown","105","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex","AA","45","[c]","21810","19930"
"Leaver CS","2023","East of England","Essex","AO","160","[c]","23610","22630"
"Leaver CS","2023","East of England","Essex","EO","210","[c]","29190","29290"
"Leaver CS","2023","East of England","Essex","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex","G7","20","[c]","61420","58820"
"Leaver CS","2023","East of England","Essex","HEO","50","[c]","35290","33710"
"Leaver CS","2023","East of England","Essex","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex","SEO","60","[c]","41840","41660"
"Leaver CS","2023","East of England","Essex","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2023","London","Inner London - East","AA","30","[c]","22300","22350"
"Leaver CS","2023","London","Inner London - East","AO","320","[c]","24310","25110"
"Leaver CS","2023","London","Inner London - East","EO","505","[c]","30720","31060"
"Leaver CS","2023","London","Inner London - East","G6","160","[c]","71690","70880"
"Leaver CS","2023","London","Inner London - East","G7","335","[c]","57600","56210"
"Leaver CS","2023","London","Inner London - East","HEO","305","[c]","36270","35000"
"Leaver CS","2023","London","Inner London - East","SCS level","90","[c]","99390","92420"
"Leaver CS","2023","London","Inner London - East","SEO","255","[c]","43560","41890"
"Leaver CS","2023","London","Inner London - East","Unknown","105","[c]","[c]","[c]"
"Leaver CS","2023","London","Inner London - West","AA","115","[c]","22460","23470"
"Leaver CS","2023","London","Inner London - West","AO","635","[c]","24580","25280"
"Leaver CS","2023","London","Inner London - West","EO","890","[c]","28620","28780"
"Leaver CS","2023","London","Inner London - West","G6","570","[c]","69490","67420"
"Leaver CS","2023","London","Inner London - West","G7","1305","[c]","56400","55020"
"Leaver CS","2023","London","Inner London - West","HEO","1200","[c]","34840","34260"
"Leaver CS","2023","London","Inner London - West","SCS level","360","[c]","98080","86700"
"Leaver CS","2023","London","Inner London - West","SEO","915","[c]","42640","42000"
"Leaver CS","2023","London","Inner London - West","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","London","Outer London - East and North East","AA","40","[c]","[c]","[c]"
"Leaver CS","2023","London","Outer London - East and North East","AO","165","[c]","25450","25480"
"Leaver CS","2023","London","Outer London - East and North East","EO","210","[c]","31220","31060"
"Leaver CS","2023","London","Outer London - East and North East","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","London","Outer London - East and North East","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","London","Outer London - East and North East","HEO","20","[c]","35520","36120"
"Leaver CS","2023","London","Outer London - East and North East","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","London","Outer London - East and North East","SEO","10","[c]","44210","43290"
"Leaver CS","2023","London","Outer London - East and North East","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","London","Outer London - South","AA","35","[c]","22950","23500"
"Leaver CS","2023","London","Outer London - South","AO","145","[c]","25760","25630"
"Leaver CS","2023","London","Outer London - South","EO","255","[c]","30930","30460"
"Leaver CS","2023","London","Outer London - South","G6","35","[c]","73760","75570"
"Leaver CS","2023","London","Outer London - South","G7","85","[c]","60860","59290"
"Leaver CS","2023","London","Outer London - South","HEO","175","[c]","36280","36180"
"Leaver CS","2023","London","Outer London - South","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","London","Outer London - South","SEO","125","[c]","44240","43210"
"Leaver CS","2023","London","Outer London - South","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","London","Outer London - West and North West","AA","45","[c]","23250","23470"
"Leaver CS","2023","London","Outer London - West and North West","AO","235","[c]","25050","25480"
"Leaver CS","2023","London","Outer London - West and North West","EO","395","[c]","30330","31060"
"Leaver CS","2023","London","Outer London - West and North West","G6","20","[c]","65480","66290"
"Leaver CS","2023","London","Outer London - West and North West","G7","30","[c]","56720","56070"
"Leaver CS","2023","London","Outer London - West and North West","HEO","130","[c]","34170","33330"
"Leaver CS","2023","London","Outer London - West and North West","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","London","Outer London - West and North West","SEO","90","[c]","42080","41680"
"Leaver CS","2023","London","Outer London - West and North West","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2023","North East (England)","Northumberland, and Tyne and Wear","AA","50","[c]","19940","19850"
"Leaver CS","2023","North East (England)","Northumberland, and Tyne and Wear","AO","755","[c]","21530","21690"
"Leaver CS","2023","North East (England)","Northumberland, and Tyne and Wear","EO","315","[c]","27180","27570"
"Leaver CS","2023","North East (England)","Northumberland, and Tyne and Wear","G6","40","[c]","67470","66860"
"Leaver CS","2023","North East (England)","Northumberland, and Tyne and Wear","G7","95","[c]","54870","53750"
"Leaver CS","2023","North East (England)","Northumberland, and Tyne and Wear","HEO","135","[c]","32840","33300"
"Leaver CS","2023","North East (England)","Northumberland, and Tyne and Wear","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","North East (England)","Northumberland, and Tyne and Wear","SEO","115","[c]","41590","40080"
"Leaver CS","2023","North East (England)","Northumberland, and Tyne and Wear","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2023","North East (England)","Tees Valley and Durham","AA","80","[c]","19520","19500"
"Leaver CS","2023","North East (England)","Tees Valley and Durham","AO","455","[c]","22160","21780"
"Leaver CS","2023","North East (England)","Tees Valley and Durham","EO","140","[c]","27360","28080"
"Leaver CS","2023","North East (England)","Tees Valley and Durham","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","North East (England)","Tees Valley and Durham","G7","30","[c]","53870","51770"
"Leaver CS","2023","North East (England)","Tees Valley and Durham","HEO","75","[c]","32420","31920"
"Leaver CS","2023","North East (England)","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","North East (England)","Tees Valley and Durham","SEO","40","[c]","41290","39520"
"Leaver CS","2023","North East (England)","Tees Valley and Durham","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","North West (England)","Cheshire","AA","25","[c]","[c]","[c]"
"Leaver CS","2023","North West (England)","Cheshire","AO","150","[c]","22590","21780"
"Leaver CS","2023","North West (England)","Cheshire","EO","100","[c]","29640","28120"
"Leaver CS","2023","North West (England)","Cheshire","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","North West (England)","Cheshire","G7","15","[c]","62100","58770"
"Leaver CS","2023","North West (England)","Cheshire","HEO","40","[c]","38540","38640"
"Leaver CS","2023","North West (England)","Cheshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","North West (England)","Cheshire","SEO","30","[c]","43940","41510"
"Leaver CS","2023","North West (England)","Cheshire","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","North West (England)","Cumbria","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","North West (England)","Cumbria","AO","95","[c]","23230","22150"
"Leaver CS","2023","North West (England)","Cumbria","EO","35","[c]","27150","27520"
"Leaver CS","2023","North West (England)","Cumbria","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","North West (England)","Cumbria","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","North West (England)","Cumbria","HEO","15","[c]","32860","33500"
"Leaver CS","2023","North West (England)","Cumbria","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","North West (England)","Cumbria","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","North West (England)","Cumbria","Unknown","40","[c]","42370","39980"
"Leaver CS","2023","North West (England)","Greater Manchester","AA","75","[c]","19440","19930"
"Leaver CS","2023","North West (England)","Greater Manchester","AO","755","[c]","21560","21690"
"Leaver CS","2023","North West (England)","Greater Manchester","EO","400","[c]","26950","27570"
"Leaver CS","2023","North West (England)","Greater Manchester","G6","45","[c]","68080","66610"
"Leaver CS","2023","North West (England)","Greater Manchester","G7","135","[c]","56360","55790"
"Leaver CS","2023","North West (England)","Greater Manchester","HEO","200","[c]","32560","32160"
"Leaver CS","2023","North West (England)","Greater Manchester","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","North West (England)","Greater Manchester","SEO","180","[c]","39680","39000"
"Leaver CS","2023","North West (England)","Greater Manchester","Unknown","115","[c]","[c]","[c]"
"Leaver CS","2023","North West (England)","Lancashire","AA","65","[c]","21100","20020"
"Leaver CS","2023","North West (England)","Lancashire","AO","510","[c]","21660","21690"
"Leaver CS","2023","North West (England)","Lancashire","EO","215","[c]","27800","28120"
"Leaver CS","2023","North West (England)","Lancashire","G6","25","[c]","72240","71300"
"Leaver CS","2023","North West (England)","Lancashire","G7","30","[c]","54940","53320"
"Leaver CS","2023","North West (England)","Lancashire","HEO","90","[c]","33610","34170"
"Leaver CS","2023","North West (England)","Lancashire","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","North West (England)","Lancashire","SEO","55","[c]","41860","41200"
"Leaver CS","2023","North West (England)","Lancashire","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2023","North West (England)","Merseyside","AA","45","[c]","19980","19500"
"Leaver CS","2023","North West (England)","Merseyside","AO","680","[c]","22010","22400"
"Leaver CS","2023","North West (England)","Merseyside","EO","380","[c]","27190","27570"
"Leaver CS","2023","North West (England)","Merseyside","G6","20","[c]","70500","70960"
"Leaver CS","2023","North West (England)","Merseyside","G7","60","[c]","58980","56720"
"Leaver CS","2023","North West (England)","Merseyside","HEO","130","[c]","32720","32310"
"Leaver CS","2023","North West (England)","Merseyside","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","North West (England)","Merseyside","SEO","100","[c]","42540","41000"
"Leaver CS","2023","North West (England)","Merseyside","Unknown","75","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland","Northern Ireland","AA","30","[c]","21480","21500"
"Leaver CS","2023","Northern Ireland","Northern Ireland","AO","110","[c]","23730","22400"
"Leaver CS","2023","Northern Ireland","Northern Ireland","EO","65","[c]","28300","26920"
"Leaver CS","2023","Northern Ireland","Northern Ireland","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland","Northern Ireland","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland","Northern Ireland","HEO","35","[c]","33950","33870"
"Leaver CS","2023","Northern Ireland","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland","Northern Ireland","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","Overseas","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","Overseas","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","Overseas","G7","30","[c]","67870","67840"
"Leaver CS","2023","Overseas","Overseas","HEO","65","[c]","44660","44040"
"Leaver CS","2023","Overseas","Overseas","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","Overseas","SEO","20","[c]","49110","47770"
"Leaver CS","2023","Overseas","Overseas","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Scotland","Eastern Scotland","AA","170","[c]","22960","22690"
"Leaver CS","2023","Scotland","Eastern Scotland","AO","540","[c]","24040","22520"
"Leaver CS","2023","Scotland","Eastern Scotland","EO","390","[c]","30960","29450"
"Leaver CS","2023","Scotland","Eastern Scotland","G6","65","[c]","75750","79110"
"Leaver CS","2023","Scotland","Eastern Scotland","G7","80","[c]","59830","58910"
"Leaver CS","2023","Scotland","Eastern Scotland","HEO","205","[c]","37230","37710"
"Leaver CS","2023","Scotland","Eastern Scotland","SCS level","15","[c]","92780","85200"
"Leaver CS","2023","Scotland","Eastern Scotland","SEO","155","[c]","46500","48410"
"Leaver CS","2023","Scotland","Highlands and Islands","AA","25","[c]","22490","22460"
"Leaver CS","2023","Scotland","Highlands and Islands","AO","85","[c]","24410","23700"
"Leaver CS","2023","Scotland","Highlands and Islands","EO","55","[c]","29830","28120"
"Leaver CS","2023","Scotland","Highlands and Islands","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scotland","Highlands and Islands","HEO","20","[c]","34780","33560"
"Leaver CS","2023","Scotland","Highlands and Islands","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scotland","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scotland","North Eastern Scotland","AA","10","[c]","22900","22920"
"Leaver CS","2023","Scotland","North Eastern Scotland","AO","40","[c]","27620","24710"
"Leaver CS","2023","Scotland","North Eastern Scotland","EO","50","[c]","29930","29100"
"Leaver CS","2023","Scotland","North Eastern Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scotland","North Eastern Scotland","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Scotland","North Eastern Scotland","HEO","25","[c]","38090","34730"
"Leaver CS","2023","Scotland","North Eastern Scotland","SEO","20","[c]","52570","47370"
"Leaver CS","2023","Scotland","Southern Scotland","AA","15","[c]","22220","22080"
"Leaver CS","2023","Scotland","Southern Scotland","AO","230","[c]","24110","24490"
"Leaver CS","2023","Scotland","Southern Scotland","EO","105","[c]","28790","27570"
"Leaver CS","2023","Scotland","Southern Scotland","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Scotland","Southern Scotland","G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Scotland","Southern Scotland","HEO","45","[c]","35990","35770"
"Leaver CS","2023","Scotland","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scotland","Southern Scotland","SEO","30","[c]","[c]","[c]"
"Leaver CS","2023","Scotland","West Central Scotland","AA","150","[c]","22380","22180"
"Leaver CS","2023","Scotland","West Central Scotland","AO","535","[c]","23500","21690"
"Leaver CS","2023","Scotland","West Central Scotland","EO","365","[c]","29640","28120"
"Leaver CS","2023","Scotland","West Central Scotland","G6","35","[c]","71500","72550"
"Leaver CS","2023","Scotland","West Central Scotland","G7","80","[c]","56040","54870"
"Leaver CS","2023","Scotland","West Central Scotland","HEO","175","[c]","36940","34730"
"Leaver CS","2023","Scotland","West Central Scotland","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Scotland","West Central Scotland","SEO","115","[c]","43760","42860"
"Leaver CS","2023","Scotland","West Central Scotland","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","AA","115","[c]","21930","21380"
"Leaver CS","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","AO","415","[c]","26850","25110"
"Leaver CS","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","EO","235","[c]","29020","28120"
"Leaver CS","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G6","20","[c]","71630","68140"
"Leaver CS","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G7","35","[c]","57740","55080"
"Leaver CS","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","HEO","120","[c]","35460","34300"
"Leaver CS","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SCS level","15","[c]","108580","112570"
"Leaver CS","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO","90","[c]","42960","41860"
"Leaver CS","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","90","[c]","[c]","[c]"
"Leaver CS","2023","South East (England)","Hampshire and Isle of Wight","AA","160","[c]","20860","20150"
"Leaver CS","2023","South East (England)","Hampshire and Isle of Wight","AO","635","[c]","22210","21260"
"Leaver CS","2023","South East (England)","Hampshire and Isle of Wight","EO","340","[c]","27680","27420"
"Leaver CS","2023","South East (England)","Hampshire and Isle of Wight","G6","35","[c]","73730","66880"
"Leaver CS","2023","South East (England)","Hampshire and Isle of Wight","G7","115","[c]","55220","53020"
"Leaver CS","2023","South East (England)","Hampshire and Isle of Wight","HEO","220","[c]","33730","33300"
"Leaver CS","2023","South East (England)","Hampshire and Isle of Wight","SCS level","15","[c]","101720","93000"
"Leaver CS","2023","South East (England)","Hampshire and Isle of Wight","SEO","190","[c]","41440","40580"
"Leaver CS","2023","South East (England)","Hampshire and Isle of Wight","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2023","South East (England)","Kent","AA","85","[c]","19930","19640"
"Leaver CS","2023","South East (England)","Kent","AO","310","[c]","24310","24250"
"Leaver CS","2023","South East (England)","Kent","EO","260","[c]","28780","29290"
"Leaver CS","2023","South East (England)","Kent","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","South East (England)","Kent","G7","25","[c]","56400","52000"
"Leaver CS","2023","South East (England)","Kent","HEO","55","[c]","33620","32750"
"Leaver CS","2023","South East (England)","Kent","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","South East (England)","Kent","SEO","25","[c]","41990","40820"
"Leaver CS","2023","South East (England)","Kent","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","South East (England)","Surrey, East and West Sussex","AA","80","[c]","20470","19770"
"Leaver CS","2023","South East (England)","Surrey, East and West Sussex","AO","345","[c]","22770","21780"
"Leaver CS","2023","South East (England)","Surrey, East and West Sussex","EO","325","[c]","28140","27570"
"Leaver CS","2023","South East (England)","Surrey, East and West Sussex","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","South East (England)","Surrey, East and West Sussex","G7","40","[c]","57550","56650"
"Leaver CS","2023","South East (England)","Surrey, East and West Sussex","HEO","75","[c]","34360","33830"
"Leaver CS","2023","South East (England)","Surrey, East and West Sussex","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","South East (England)","Surrey, East and West Sussex","SEO","55","[c]","41900","40830"
"Leaver CS","2023","South East (England)","Surrey, East and West Sussex","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2023","South West (England)","Cornwall and Isles of Scilly","AA","10","[c]","20320","19850"
"Leaver CS","2023","South West (England)","Cornwall and Isles of Scilly","AO","60","[c]","22420","21690"
"Leaver CS","2023","South West (England)","Cornwall and Isles of Scilly","EO","60","[c]","27710","27570"
"Leaver CS","2023","South West (England)","Cornwall and Isles of Scilly","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","South West (England)","Cornwall and Isles of Scilly","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","South West (England)","Cornwall and Isles of Scilly","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","South West (England)","Cornwall and Isles of Scilly","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","South West (England)","Cornwall and Isles of Scilly","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","South West (England)","Devon","AA","110","[c]","21940","20750"
"Leaver CS","2023","South West (England)","Devon","AO","300","[c]","23260","21780"
"Leaver CS","2023","South West (England)","Devon","EO","155","[c]","28180","27570"
"Leaver CS","2023","South West (England)","Devon","G6","25","[c]","68090","65700"
"Leaver CS","2023","South West (England)","Devon","G7","55","[c]","52820","48540"
"Leaver CS","2023","South West (England)","Devon","HEO","95","[c]","34820","34170"
"Leaver CS","2023","South West (England)","Devon","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","South West (England)","Devon","SEO","100","[c]","42640","41800"
"Leaver CS","2023","South West (England)","Devon","Unknown","55","[c]","36170","37300"
"Leaver CS","2023","South West (England)","Dorset and Somerset","AA","50","[c]","21460","19770"
"Leaver CS","2023","South West (England)","Dorset and Somerset","AO","165","[c]","22270","21690"
"Leaver CS","2023","South West (England)","Dorset and Somerset","EO","150","[c]","27890","27570"
"Leaver CS","2023","South West (England)","Dorset and Somerset","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","South West (England)","Dorset and Somerset","G7","15","[c]","58400","55470"
"Leaver CS","2023","South West (England)","Dorset and Somerset","HEO","80","[c]","34540","34370"
"Leaver CS","2023","South West (England)","Dorset and Somerset","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","South West (England)","Dorset and Somerset","SEO","45","[c]","43350","43440"
"Leaver CS","2023","South West (England)","Dorset and Somerset","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AA","135","[c]","20190","19930"
"Leaver CS","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AO","580","[c]","22420","21690"
"Leaver CS","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","540","[c]","27710","27570"
"Leaver CS","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6","85","[c]","72490","70550"
"Leaver CS","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G7","270","[c]","54380","53720"
"Leaver CS","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","525","[c]","33050","32910"
"Leaver CS","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","30","[c]","111540","96350"
"Leaver CS","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","510","[c]","42230","41800"
"Leaver CS","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","195","[c]","42410","37670"
"Leaver CS","2023","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","AO","50","[c]","22220","21690"
"Leaver CS","2023","Unknown","Unknown","EO","70","[c]","29160","28120"
"Leaver CS","2023","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","HEO","45","[c]","33790","32000"
