"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Property","Other","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Other","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Other","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Other","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Other","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Other","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Other","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Planning","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Planning","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Planning","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Planning","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Project Delivery","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Project Delivery","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Project Delivery","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Project Delivery","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Property","AA","Female","30","[c]","19350","19030"
"Leaver CS","2023","Property","Property","AA","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Property","Property","AO","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Property","Property","AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Property","Property","EO","Female","40","[c]","27560","27260"
"Leaver CS","2023","Property","Property","EO","Male","65","[c]","27410","26980"
"Leaver CS","2023","Property","Property","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Property","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","Property","G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Property","Property","G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Property","Property","HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Property","Property","HEO","Male","75","[c]","34300","34000"
"Leaver CS","2023","Property","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Property","SEO","Female","40","[c]","44490","44610"
"Leaver CS","2023","Property","Property","SEO","Male","90","[c]","45130","45750"
"Leaver CS","2023","Property","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Security","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Security","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Digital, Data and Technology","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Digital, Data and Technology","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Digital, Data and Technology","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Digital, Data and Technology","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Digital, Data and Technology","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Digital, Data and Technology","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Human Resources","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Human Resources","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Knowledge and Information Management","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Knowledge and Information Management","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Knowledge and Information Management","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Knowledge and Information Management","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Security","AA","Female","35","[c]","23540","23750"
"Leaver CS","2023","Security","Security","AA","Male","230","[c]","23550","22250"
"Leaver CS","2023","Security","Security","AO","Female","45","[c]","31730","28480"
"Leaver CS","2023","Security","Security","AO","Male","275","[c]","33730","30680"
"Leaver CS","2023","Security","Security","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Security","Security","EO","Male","65","[c]","38300","37940"
"Leaver CS","2023","Security","Security","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Security","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Security","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Security","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","Security","HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Security","Security","HEO","Male","45","[c]","45640","40480"
"Leaver CS","2023","Security","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Security","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","Security","SEO","Male","40","[c]","45990","44920"
"Leaver CS","2023","Security","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Economics","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Economics","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Economics","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Economics","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Inspector of Education and Training","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Inspector of Education and Training","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","AA","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","AA","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","SEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","Unknown","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","Unknown","Male","180","[c]","37610","34250"
"Leaver CS","2023","Unknown","Planning","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","SEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","SEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","SEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","AA","Female","110","[c]","23200","23340"
"Leaver CS","2023","Unknown","Unknown","AA","Male","100","[c]","23410","23340"
"Leaver CS","2023","Unknown","Unknown","AO","Female","105","[c]","25830","26600"
"Leaver CS","2023","Unknown","Unknown","AO","Male","85","[c]","26920","26600"
"Leaver CS","2023","Unknown","Unknown","EO","Female","205","[c]","29230","29450"
"Leaver CS","2023","Unknown","Unknown","EO","Male","170","[c]","28570","29450"
"Leaver CS","2023","Unknown","Unknown","G6","Female","85","[c]","76210","79110"
"Leaver CS","2023","Unknown","Unknown","G6","Male","90","[c]","76870","79110"
"Leaver CS","2023","Unknown","Unknown","G7","Female","170","[c]","59830","60650"
"Leaver CS","2023","Unknown","Unknown","G7","Male","125","[c]","59650","61610"
"Leaver CS","2023","Unknown","Unknown","HEO","Female","245","[c]","35170","34730"
"Leaver CS","2023","Unknown","Unknown","HEO","Male","160","[c]","35810","34730"
"Leaver CS","2023","Unknown","Unknown","SCS level","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SCS level","Male","50","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SEO","Female","165","[c]","45160","42860"
"Leaver CS","2023","Unknown","Unknown","SEO","Male","140","[c]","46690","49370"
"Leaver CS","2023","Unknown","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Veterinarian","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Veterinarian","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Digital, Data and Technology","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Digital, Data and Technology","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Economics","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Economics","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Economics","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Economics","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Economics","G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Economics","G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Economics","HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Economics","HEO","Male","45","[c]","33920","33630"
"Leaver Dept.","2023","Analysis","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Economics","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Economics","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Economics","SEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Geography","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Geography","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Intelligence Analysis","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Intelligence Analysis","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Intelligence Analysis","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Intelligence Analysis","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Intelligence Analysis","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Intelligence Analysis","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Knowledge and Information Management","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Knowledge and Information Management","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Delivery","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Delivery","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Delivery","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Delivery","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Delivery","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Delivery","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Delivery","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Delivery","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Delivery","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Delivery","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Delivery","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Research","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Research","AO","Male","[c]","[c]","[c]","[c]"
