"Status","Year","Organisation","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Social Security Scotland","Scottish Borders","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Social Security Scotland","South Ayrshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Social Security Scotland","South Ayrshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Social Security Scotland","South Lanarkshire","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Social Security Scotland","South Lanarkshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Social Security Scotland","West Lothian","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Social Security Scotland","West Lothian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Standards and Testing Agency","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Standards and Testing Agency","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Standards and Testing Agency","Coventry","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Standards and Testing Agency","Coventry","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Standards and Testing Agency","Manchester","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Standards and Testing Agency","Manchester","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Standards and Testing Agency","Sheffield","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Standards and Testing Agency","Sheffield","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Standards and Testing Agency","Westminster","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Standards and Testing Agency","Westminster","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Student Awards Agency for Scotland","City of Edinburgh","Female","45","[c]","25260","22180"
"New entrant CS","2023","Student Awards Agency for Scotland","City of Edinburgh","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Submarine Delivery Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","65","[c]","31300","27540"
"New entrant CS","2023","Submarine Delivery Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","110","[c]","32760","29600"
"New entrant CS","2023","Submarine Delivery Agency","Caithness and Sutherland, and Ross and Cromarty","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Submarine Delivery Agency","Caithness and Sutherland, and Ross and Cromarty","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Submarine Delivery Agency","Clackmannanshire and Fife","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Submarine Delivery Agency","Clackmannanshire and Fife","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Submarine Delivery Agency","Derby","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Submarine Delivery Agency","Derby","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Submarine Delivery Agency","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Submarine Delivery Agency","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Submarine Delivery Agency","Plymouth","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Submarine Delivery Agency","Plymouth","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Submarine Delivery Agency","West Cumbria","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Submarine Delivery Agency","West Cumbria","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Teaching Regulation Agency","Coventry","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Teaching Regulation Agency","Coventry","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","Birmingham","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","Birmingham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","Brighton and Hove","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","Brighton and Hove","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","Devon CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","Devon CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","Hackney and Newham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","Leeds","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","Leeds","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","Manchester","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","Manchester","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","Medway","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","Medway","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","Nottingham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","Nottingham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","Suffolk CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","Suffolk CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","Tyneside","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","Tyneside","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","Hounslow and Richmond upon Thames","Female","60","[c]","30300","29840"
"New entrant CS","2023","The National Archives","Hounslow and Richmond upon Thames","Male","45","[c]","33670","28000"
"New entrant CS","2023","The National Archives","Liverpool","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","Liverpool","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Transport Scotland","City of Edinburgh","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Transport Scotland","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Transport Scotland","Glasgow City","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Transport Scotland","Glasgow City","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","UK Debt Management Office","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Debt Management Office","Camden and City of London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","Westminster","Female","40","[c]","46670","37570"
"New entrant CS","2023","UK Export Finance","Westminster","Male","55","[c]","49670","42000"
"New entrant CS","2023","UK Health Security Agency","Aberdeen City and Aberdeenshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Barking & Dagenham and Havering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Barking & Dagenham and Havering","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Barnet","Female","80","[c]","34700","32590"
"New entrant CS","2023","UK Health Security Agency","Barnet","Male","45","[c]","39110","32980"
"New entrant CS","2023","UK Health Security Agency","Barnsley, Doncaster and Rotherham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Belfast","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Belfast","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Berkshire","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Berkshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Bexley and Greenwich","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Bexley and Greenwich","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Birmingham","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Birmingham","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Blackpool","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Blackpool","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Bournemouth, Christchurch and Poole","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Bournemouth, Christchurch and Poole","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Bradford","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Bradford","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Breckland and South Norfolk","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Breckland and South Norfolk","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Brent","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Brent","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Bridgend and Neath Port Talbot","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Bridgend and Neath Port Talbot","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Brighton and Hove","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Brighton and Hove","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Bristol, City of","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Bristol, City of","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Bromley","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Bromley","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Calderdale and Kirklees","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Calderdale and Kirklees","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Cambridgeshire CC","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Cambridgeshire CC","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Camden and City of London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Cheshire East","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Cheshire East","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Cheshire West and Chester","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Cheshire West and Chester","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Coventry","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Coventry","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Croydon","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Croydon","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Derby","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Derby","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Derry City and Strabane","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Derry City and Strabane","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Devon CC","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Devon CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Dorset","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Dorset","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Dudley","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Dudley","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Durham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Durham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Ealing","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Ealing","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","East Ayrshire and North Ayrshire mainland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","East Ayrshire and North Ayrshire mainland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","East Cumbria","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","East Cumbria","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","East Derbyshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","East Derbyshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","East Kent","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","East Kent","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","East Lancashire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","East Lancashire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","East Merseyside","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","East Merseyside","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","East Surrey","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","East Surrey","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","East Sussex CC","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","East Sussex CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Enfield","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Enfield","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Essex Haven Gateway","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Essex Haven Gateway","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Glasgow City","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Glasgow City","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Gloucestershire CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Gloucestershire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Greater Manchester North East","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Greater Manchester North East","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Greater Manchester North West","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Greater Manchester North West","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Greater Manchester South East","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Greater Manchester South East","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Greater Manchester South West","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Greater Manchester South West","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Hackney and Newham","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Haringey and Islington","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Haringey and Islington","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Harrow and Hillingdon","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Harrow and Hillingdon","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Heart of Essex","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Herefordshire, County of","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Herefordshire, County of","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Hertfordshire CC","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Hertfordshire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Hounslow and Richmond upon Thames","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Hounslow and Richmond upon Thames","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Inverclyde, East Renfrewshire, and Renfrewshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Inverclyde, East Renfrewshire, and Renfrewshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Isle of Anglesey","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Isle of Anglesey","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Kensington & Chelsea and Hammersmith & Fulham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Kensington & Chelsea and Hammersmith & Fulham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Lambeth","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Lambeth","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Lancaster and Wyre","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Lancaster and Wyre","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Leeds","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Leeds","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Leicestershire CC and Rutland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Leicestershire CC and Rutland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Lewisham and Southwark","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Lewisham and Southwark","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Lincolnshire CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Lincolnshire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Liverpool","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Liverpool","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Manchester","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Manchester","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Medway","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Medway","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Mid Kent","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Mid Kent","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Mid and East Antrim","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Mid and East Antrim","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Milton Keynes","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Milton Keynes","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Monmouthshire and Newport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Monmouthshire and Newport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Na h-Eileanan Siar","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Na h-Eileanan Siar","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","North Hampshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","North Hampshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","North Northamptonshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","North Northamptonshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","North Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","North Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","North Yorkshire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Northumberland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Northumberland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Nottingham","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Nottingham","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Oxfordshire CC","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Oxfordshire CC","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Peterborough","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Peterborough","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Plymouth","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Plymouth","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Portsmouth","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Portsmouth","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Redbridge and Waltham Forest","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Redbridge and Waltham Forest","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Sefton","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Sefton","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Sheffield","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Sheffield","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Shropshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Shropshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Solihull","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Solihull","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","South Ayrshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","South Ayrshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","South Hampshire","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","South Hampshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","South Lanarkshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","South Lanarkshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","South Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","South Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","South Teesside","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","South Teesside","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","South West Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","South West Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","South and West Derbyshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","South and West Derbyshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Southampton","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Southampton","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Southend-on-Sea","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Southend-on-Sea","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Staffordshire CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
