"Status","Year","Region_ITL3","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","LGBO","245","245","37580","34660"
"In post","2023","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Undeclared","805","780","44470","42620"
"In post","2023","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Unknown","815","795","36790","32550"
"In post","2023","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Bedford","Female","Heterosexual / straight","370","340","30850","28120"
"In post","2023","Bedford","Female","LGBO","30","30","30150","30880"
"In post","2023","Bedford","Female","Undeclared","45","40","34620","30500"
"In post","2023","Bedford","Female","Unknown","85","70","30590","28800"
"In post","2023","Bedford","Male","Heterosexual / straight","250","240","34480","30880"
"In post","2023","Bedford","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Bedford","Male","Undeclared","45","45","34020","31950"
"In post","2023","Bedford","Male","Unknown","65","65","31120","30880"
"In post","2023","Bedford","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Bedford","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Belfast","Female","Heterosexual / straight","1105","1015","33140","29730"
"In post","2023","Belfast","Female","LGBO","60","60","29590","27890"
"In post","2023","Belfast","Female","Undeclared","65","60","33430","29730"
"In post","2023","Belfast","Female","Unknown","445","400","28240","22520"
"In post","2023","Belfast","Male","Heterosexual / straight","1035","1005","33710","29730"
"In post","2023","Belfast","Male","LGBO","75","70","30340","27890"
"In post","2023","Belfast","Male","Undeclared","90","85","33020","34700"
"In post","2023","Belfast","Male","Unknown","445","435","29600","27650"
"In post","2023","Belfast","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Belfast","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Berkshire","Female","Heterosexual / straight","955","880","34300","31280"
"In post","2023","Berkshire","Female","LGBO","55","50","32840","31280"
"In post","2023","Berkshire","Female","Undeclared","120","115","33260","30770"
"In post","2023","Berkshire","Female","Unknown","260","235","33380","30910"
"In post","2023","Berkshire","Male","Heterosexual / straight","945","925","38820","37350"
"In post","2023","Berkshire","Male","LGBO","45","45","35500","31280"
"In post","2023","Berkshire","Male","Undeclared","150","145","40290","41000"
"In post","2023","Berkshire","Male","Unknown","315","310","36450","32700"
"In post","2023","Berkshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Berkshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Bexley and Greenwich","Female","Heterosexual / straight","590","550","33550","32520"
"In post","2023","Bexley and Greenwich","Female","LGBO","45","45","33740","33650"
"In post","2023","Bexley and Greenwich","Female","Undeclared","70","60","32740","31310"
"In post","2023","Bexley and Greenwich","Female","Unknown","195","180","31500","32110"
"In post","2023","Bexley and Greenwich","Male","Heterosexual / straight","560","550","36190","35410"
"In post","2023","Bexley and Greenwich","Male","LGBO","25","25","[c]","[c]"
"In post","2023","Bexley and Greenwich","Male","Undeclared","60","55","37670","35830"
"In post","2023","Bexley and Greenwich","Male","Unknown","200","190","33760","33810"
"In post","2023","Bexley and Greenwich","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Bexley and Greenwich","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Birmingham","Female","Heterosexual / straight","5265","4830","32900","28120"
"In post","2023","Birmingham","Female","LGBO","245","235","33350","28920"
"In post","2023","Birmingham","Female","Undeclared","535","475","31720","28120"
"In post","2023","Birmingham","Female","Unknown","1735","1565","30180","27890"
"In post","2023","Birmingham","Male","Heterosexual / straight","3940","3835","35150","30940"
"In post","2023","Birmingham","Male","LGBO","250","245","33980","29240"
"In post","2023","Birmingham","Male","Undeclared","430","415","34610","29730"
"In post","2023","Birmingham","Male","Unknown","1375","1320","32320","28120"
"In post","2023","Birmingham","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Birmingham","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Blackburn with Darwen","Female","Heterosexual / straight","175","155","29410","28120"
"In post","2023","Blackburn with Darwen","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Blackburn with Darwen","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Blackburn with Darwen","Female","Unknown","35","30","26890","28120"
"In post","2023","Blackburn with Darwen","Male","Heterosexual / straight","115","110","29210","28120"
"In post","2023","Blackburn with Darwen","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Blackburn with Darwen","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Blackburn with Darwen","Male","Unknown","30","30","29240","28120"
"In post","2023","Blackburn with Darwen","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Blackburn with Darwen","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Blackpool","Female","Heterosexual / straight","2445","2175","30950","28120"
"In post","2023","Blackpool","Female","LGBO","125","120","27990","28120"
"In post","2023","Blackpool","Female","Undeclared","240","215","31260","28120"
"In post","2023","Blackpool","Female","Unknown","550","475","29040","28120"
"In post","2023","Blackpool","Male","Heterosexual / straight","1480","1435","33680","28120"
"In post","2023","Blackpool","Male","LGBO","115","115","30340","28120"
"In post","2023","Blackpool","Male","Undeclared","170","165","32960","28120"
"In post","2023","Blackpool","Male","Unknown","370","350","33780","28120"
"In post","2023","Blackpool","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Blackpool","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Bournemouth, Christchurch and Poole","Female","Heterosexual / straight","330","290","29450","28120"
"In post","2023","Bournemouth, Christchurch and Poole","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Bournemouth, Christchurch and Poole","Female","Undeclared","35","30","28910","27960"
"In post","2023","Bournemouth, Christchurch and Poole","Female","Unknown","60","50","27050","27480"
"In post","2023","Bournemouth, Christchurch and Poole","Male","Heterosexual / straight","230","220","29750","27850"
"In post","2023","Bournemouth, Christchurch and Poole","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Bournemouth, Christchurch and Poole","Male","Undeclared","35","35","28910","27650"
"In post","2023","Bournemouth, Christchurch and Poole","Male","Unknown","45","40","28230","25750"
"In post","2023","Bournemouth, Christchurch and Poole","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Bournemouth, Christchurch and Poole","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Bradford","Female","Heterosexual / straight","1080","930","27990","26650"
"In post","2023","Bradford","Female","LGBO","45","45","27730","23640"
"In post","2023","Bradford","Female","Undeclared","120","100","26620","25400"
"In post","2023","Bradford","Female","Unknown","425","350","25670","22520"
"In post","2023","Bradford","Male","Heterosexual / straight","690","660","27520","23640"
"In post","2023","Bradford","Male","LGBO","40","40","26750","25830"
"In post","2023","Bradford","Male","Undeclared","70","65","27390","22520"
"In post","2023","Bradford","Male","Unknown","325","305","25940","22520"
"In post","2023","Bradford","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Bradford","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Breckland and South Norfolk","Female","Heterosexual / straight","195","180","31050","28480"
"In post","2023","Breckland and South Norfolk","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Breckland and South Norfolk","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Breckland and South Norfolk","Female","Unknown","30","30","31420","28880"
"In post","2023","Breckland and South Norfolk","Male","Heterosexual / straight","235","225","33440","31720"
"In post","2023","Breckland and South Norfolk","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Breckland and South Norfolk","Male","Undeclared","20","15","[c]","[c]"
"In post","2023","Breckland and South Norfolk","Male","Unknown","40","40","31470","29430"
"In post","2023","Breckland and South Norfolk","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Breckland and South Norfolk","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Brent","Female","Heterosexual / straight","225","205","32590","32520"
"In post","2023","Brent","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Brent","Female","Undeclared","50","45","32020","32520"
"In post","2023","Brent","Female","Unknown","75","70","33360","31920"
"In post","2023","Brent","Male","Heterosexual / straight","120","115","34110","32520"
"In post","2023","Brent","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Brent","Male","Undeclared","20","15","[c]","[c]"
"In post","2023","Brent","Male","Unknown","50","50","33480","30930"
"In post","2023","Brent","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Brent","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Bridgend and Neath Port Talbot","Female","Heterosexual / straight","385","345","28740","28120"
"In post","2023","Bridgend and Neath Port Talbot","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Bridgend and Neath Port Talbot","Female","Undeclared","30","25","[c]","[c]"
"In post","2023","Bridgend and Neath Port Talbot","Female","Unknown","75","65","26880","25160"
"In post","2023","Bridgend and Neath Port Talbot","Male","Heterosexual / straight","175","170","32660","28120"
"In post","2023","Bridgend and Neath Port Talbot","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Bridgend and Neath Port Talbot","Male","Undeclared","15","10","[c]","[c]"
"In post","2023","Bridgend and Neath Port Talbot","Male","Unknown","35","35","29490","28120"
"In post","2023","Bridgend and Neath Port Talbot","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Bridgend and Neath Port Talbot","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Brighton and Hove","Female","Heterosexual / straight","285","250","34840","28610"
"In post","2023","Brighton and Hove","Female","LGBO","50","45","32130","28120"
"In post","2023","Brighton and Hove","Female","Undeclared","45","35","33580","30560"
"In post","2023","Brighton and Hove","Female","Unknown","70","60","31000","28120"
"In post","2023","Brighton and Hove","Male","Heterosexual / straight","135","130","36300","28620"
"In post","2023","Brighton and Hove","Male","LGBO","40","35","33610","28120"
"In post","2023","Brighton and Hove","Male","Undeclared","25","25","[c]","[c]"
"In post","2023","Brighton and Hove","Male","Unknown","35","35","35290","29050"
"In post","2023","Brighton and Hove","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Brighton and Hove","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Bristol, City of","Female","Heterosexual / straight","2630","2400","36510","33340"
"In post","2023","Bristol, City of","Female","LGBO","215","205","37820","34440"
"In post","2023","Bristol, City of","Female","Undeclared","310","280","36940","33130"
"In post","2023","Bristol, City of","Female","Unknown","565","500","34090","28840"
"In post","2023","Bristol, City of","Male","Heterosexual / straight","2075","2015","39410","35000"
"In post","2023","Bristol, City of","Male","LGBO","180","175","36680","34660"
"In post","2023","Bristol, City of","Male","Undeclared","300","285","37810","33890"
"In post","2023","Bristol, City of","Male","Unknown","540","520","37700","33570"
"In post","2023","Bristol, City of","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Bristol, City of","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Bromley","Female","Heterosexual / straight","340","305","32760","32520"
"In post","2023","Bromley","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Bromley","Female","Undeclared","35","30","36080","32520"
"In post","2023","Bromley","Female","Unknown","60","55","34050","32520"
"In post","2023","Bromley","Male","Heterosexual / straight","125","120","34670","32520"
"In post","2023","Bromley","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Bromley","Male","Undeclared","25","20","[c]","[c]"
"In post","2023","Bromley","Male","Unknown","25","25","[c]","[c]"
"In post","2023","Bromley","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Bromley","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Buckinghamshire","Female","Heterosexual / straight","760","710","34160","30940"
"In post","2023","Buckinghamshire","Female","LGBO","50","50","31550","32380"
"In post","2023","Buckinghamshire","Female","Undeclared","80","75","32860","30550"
"In post","2023","Buckinghamshire","Female","Unknown","115","100","33060","29080"
"In post","2023","Buckinghamshire","Male","Heterosexual / straight","520","510","36900","34060"
"In post","2023","Buckinghamshire","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Buckinghamshire","Male","Undeclared","65","60","35790","35560"
"In post","2023","Buckinghamshire","Male","Unknown","95","90","36550","33830"
"In post","2023","Buckinghamshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Buckinghamshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Caithness and Sutherland, and Ross and Cromarty","Female","Heterosexual / straight","65","55","28970","28120"
"In post","2023","Caithness and Sutherland, and Ross and Cromarty","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Caithness and Sutherland, and Ross and Cromarty","Female","Undeclared","10","5","[c]","[c]"
"In post","2023","Caithness and Sutherland, and Ross and Cromarty","Female","Unknown","25","20","[c]","[c]"
"In post","2023","Caithness and Sutherland, and Ross and Cromarty","Male","Heterosexual / straight","70","70","34270","31940"
"In post","2023","Caithness and Sutherland, and Ross and Cromarty","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Caithness and Sutherland, and Ross and Cromarty","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Caithness and Sutherland, and Ross and Cromarty","Male","Unknown","40","35","33670","31940"
"In post","2023","Caithness and Sutherland, and Ross and Cromarty","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Caithness and Sutherland, and Ross and Cromarty","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Calderdale and Kirklees","Female","Heterosexual / straight","535","470","30300","28120"
"In post","2023","Calderdale and Kirklees","Female","LGBO","30","25","[c]","[c]"
"In post","2023","Calderdale and Kirklees","Female","Undeclared","65","55","30050","28120"
"In post","2023","Calderdale and Kirklees","Female","Unknown","105","80","28800","28120"
"In post","2023","Calderdale and Kirklees","Male","Heterosexual / straight","235","230","30750","28120"
"In post","2023","Calderdale and Kirklees","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Calderdale and Kirklees","Male","Undeclared","35","35","31820","28120"
"In post","2023","Calderdale and Kirklees","Male","Unknown","60","60","29810","28120"
"In post","2023","Calderdale and Kirklees","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Calderdale and Kirklees","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cambridgeshire CC","Female","Heterosexual / straight","1210","1130","34210","30940"
"In post","2023","Cambridgeshire CC","Female","LGBO","55","55","31220","29050"
"In post","2023","Cambridgeshire CC","Female","Undeclared","160","150","35670","32920"
"In post","2023","Cambridgeshire CC","Female","Unknown","215","200","32530","28300"
"In post","2023","Cambridgeshire CC","Male","Heterosexual / straight","1295","1255","37260","33990"
"In post","2023","Cambridgeshire CC","Male","LGBO","50","50","35530","33170"
"In post","2023","Cambridgeshire CC","Male","Undeclared","190","180","37260","34300"
"In post","2023","Cambridgeshire CC","Male","Unknown","290","275","34400","31740"
"In post","2023","Cambridgeshire CC","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cambridgeshire CC","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Camden and City of London","Female","Heterosexual / straight","650","605","37130","29890"
"In post","2023","Camden and City of London","Female","LGBO","25","20","[c]","[c]"
"In post","2023","Camden and City of London","Female","Undeclared","100","90","35590","30930"
"In post","2023","Camden and City of London","Female","Unknown","145","135","36630","29750"
"In post","2023","Camden and City of London","Male","Heterosexual / straight","505","490","42300","31950"
"In post","2023","Camden and City of London","Male","LGBO","45","45","39630","33050"
"In post","2023","Camden and City of London","Male","Undeclared","110","100","40240","31950"
"In post","2023","Camden and City of London","Male","Unknown","180","175","47490","36180"
"In post","2023","Camden and City of London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Camden and City of London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cardiff and Vale of Glamorgan","Female","Heterosexual / straight","4780","4385","37040","32460"
"In post","2023","Cardiff and Vale of Glamorgan","Female","LGBO","335","320","33760","28880"
"In post","2023","Cardiff and Vale of Glamorgan","Female","Undeclared","480","435","37550","32160"
"In post","2023","Cardiff and Vale of Glamorgan","Female","Unknown","1120","1005","30230","27890"
"In post","2023","Cardiff and Vale of Glamorgan","Male","Heterosexual / straight","3770","3675","38640","34700"
"In post","2023","Cardiff and Vale of Glamorgan","Male","LGBO","365","360","36860","32110"
"In post","2023","Cardiff and Vale of Glamorgan","Male","Undeclared","515","490","39660","35000"
"In post","2023","Cardiff and Vale of Glamorgan","Male","Unknown","1100","1065","32030","28130"
"In post","2023","Cardiff and Vale of Glamorgan","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cardiff and Vale of Glamorgan","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Causeway Coast and Glens","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Causeway Coast and Glens","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Causeway Coast and Glens","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Causeway Coast and Glens","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Causeway Coast and Glens","Male","Heterosexual / straight","55","55","23620","22130"
"In post","2023","Causeway Coast and Glens","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Causeway Coast and Glens","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Causeway Coast and Glens","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Causeway Coast and Glens","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Causeway Coast and Glens","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Central Bedfordshire","Female","Heterosexual / straight","145","140","32350","28120"
"In post","2023","Central Bedfordshire","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Central Bedfordshire","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Central Bedfordshire","Female","Unknown","20","20","[c]","[c]"
"In post","2023","Central Bedfordshire","Male","Heterosexual / straight","195","195","34300","32570"
"In post","2023","Central Bedfordshire","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Central Bedfordshire","Male","Undeclared","40","35","36400","35680"
"In post","2023","Central Bedfordshire","Male","Unknown","25","20","[c]","[c]"
"In post","2023","Central Bedfordshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Central Bedfordshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Central Hampshire","Female","Heterosexual / straight","1530","1455","36840","34300"
"In post","2023","Central Hampshire","Female","LGBO","95","90","33620","30880"
"In post","2023","Central Hampshire","Female","Undeclared","160","155","37690","34300"
"In post","2023","Central Hampshire","Female","Unknown","255","240","36630","33830"
"In post","2023","Central Hampshire","Male","Heterosexual / straight","1805","1755","41010","39890"
"In post","2023","Central Hampshire","Male","LGBO","75","75","37710","35700"
"In post","2023","Central Hampshire","Male","Undeclared","175","170","36390","34300"
"In post","2023","Central Hampshire","Male","Unknown","435","425","41960","39890"
"In post","2023","Central Hampshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Central Hampshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Central Valleys","Female","Heterosexual / straight","1540","1410","32220","28120"
"In post","2023","Central Valleys","Female","LGBO","75","70","30780","28120"
"In post","2023","Central Valleys","Female","Undeclared","130","120","31060","28120"
"In post","2023","Central Valleys","Female","Unknown","275","235","28770","28120"
"In post","2023","Central Valleys","Male","Heterosexual / straight","820","795","33860","28120"
"In post","2023","Central Valleys","Male","LGBO","85","85","30980","28120"
"In post","2023","Central Valleys","Male","Undeclared","105","100","32710","28120"
"In post","2023","Central Valleys","Male","Unknown","155","150","32360","28120"
"In post","2023","Central Valleys","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
