"Status","Year","Age","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Analysis","East Wales","5","5","[c]","[c]"
"In post","2023","16-19","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","23320","23340"
"In post","2023","16-19","Analysis","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Analysis","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2023","16-19","Analysis","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Analysis","Inner London - West","15","15","28020","28510"
"In post","2023","16-19","Analysis","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Analysis","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Analysis","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Analysis","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2023","16-19","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Analysis","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Kent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","East Wales","5","5","[c]","[c]"
"In post","2023","16-19","Debt","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Southern Scotland","5","5","[c]","[c]"
"In post","2023","16-19","Debt","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","West Midlands","5","5","[c]","[c]"
"In post","2023","16-19","Debt","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","West Yorkshire","15","15","22430","22520"
"In post","2023","16-19","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Devon","10","10","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Greater Manchester","5","5","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2023","16-19","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","19540","19460"
"In post","2023","16-19","Finance","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","West Central Scotland","5","5","[c]","[c]"
"In post","2023","16-19","Finance","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
