"Status","Year","Parent_department","Region_ITL2","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","Bedfordshire and Hertfordshire","Outside London","AO","40","40","23990","24480"
"In post","2023","Attorney General's Departments","Bedfordshire and Hertfordshire","Outside London","EO","40","35","29300","28870"
"In post","2023","Attorney General's Departments","Bedfordshire and Hertfordshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Bedfordshire and Hertfordshire","Outside London","G7","85","80","60810","62890"
"In post","2023","Attorney General's Departments","Bedfordshire and Hertfordshire","Outside London","HEO","10","10","34250","32660"
"In post","2023","Attorney General's Departments","Bedfordshire and Hertfordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Bedfordshire and Hertfordshire","Outside London","SEO","10","10","41940","41340"
"In post","2023","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Outside London","AO","30","25","23880","24480"
"In post","2023","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Outside London","EO","30","25","28990","28200"
"In post","2023","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G6","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G7","45","40","59570","58210"
"In post","2023","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Outside London","HEO","15","15","33710","32820"
"In post","2023","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SEO","10","10","40780","40800"
"In post","2023","Attorney General's Departments","Cheshire","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Cheshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cheshire","Outside London","G7","15","15","59500","58030"
"In post","2023","Attorney General's Departments","Cheshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","G7","10","10","53870","56450"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cumbria","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cumbria","Outside London","AO","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Cumbria","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cumbria","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cumbria","Outside London","G7","15","15","55160","54520"
"In post","2023","Attorney General's Departments","Cumbria","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","Outside London","AO","80","75","22360","22870"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","Outside London","EO","70","65","27420","26900"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","Outside London","G6","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","Outside London","G7","115","105","53860","52880"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","Outside London","HEO","35","35","32440","31490"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derbyshire and Nottinghamshire","Outside London","SEO","15","15","40180","38940"
"In post","2023","Attorney General's Departments","Devon","Outside London","AO","15","15","22370","22870"
"In post","2023","Attorney General's Departments","Devon","Outside London","EO","25","20","27870","27440"
"In post","2023","Attorney General's Departments","Devon","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon","Outside London","G7","45","45","55210","56450"
"In post","2023","Attorney General's Departments","Devon","Outside London","HEO","15","15","32850","33100"
"In post","2023","Attorney General's Departments","Devon","Outside London","SEO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Dorset and Somerset","Outside London","G7","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","Outside London","AO","40","35","22520","22870"
"In post","2023","Attorney General's Departments","East Anglia","Outside London","EO","35","30","27700","27020"
"In post","2023","Attorney General's Departments","East Anglia","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","Outside London","G7","50","45","55670","56450"
"In post","2023","Attorney General's Departments","East Anglia","Outside London","HEO","15","10","32950","33100"
"In post","2023","Attorney General's Departments","East Anglia","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Anglia","Outside London","SEO","10","10","38810","38760"
"In post","2023","Attorney General's Departments","East Wales","Outside London","AO","70","65","23000","22870"
"In post","2023","Attorney General's Departments","East Wales","Outside London","EO","60","60","27820","27400"
"In post","2023","Attorney General's Departments","East Wales","Outside London","G6","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Wales","Outside London","G7","145","130","54850","55290"
"In post","2023","Attorney General's Departments","East Wales","Outside London","HEO","25","25","33830","33810"
"In post","2023","Attorney General's Departments","East Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Wales","Outside London","SEO","20","20","39640","38760"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Outside London","AO","20","15","22850","22870"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Outside London","EO","20","15","28210","28850"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Outside London","G7","35","30","55390","56450"
