"Status","Year","Ethnicity","Region_ITL1","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Black","North West (England)","Cheshire","Outside London","40","40","33730","30740"
"In post","2023","Black","North West (England)","Cumbria","Outside London","5","5","[c]","[c]"
"In post","2023","Black","North West (England)","Greater Manchester","Outside London","735","705","31530","28120"
"In post","2023","Black","North West (England)","Lancashire","Outside London","70","70","30830","28120"
"In post","2023","Black","North West (England)","Merseyside","Outside London","165","160","30340","27500"
"In post","2023","Black","Northern Ireland","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2023","Black","Overseas","Overseas","Overseas","70","70","48280","50400"
"In post","2023","Black","Scotland","Eastern Scotland","Outside London","135","130","33970","29100"
"In post","2023","Black","Scotland","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","North Eastern Scotland","Outside London","20","15","[c]","[c]"
"In post","2023","Black","Scotland","Southern Scotland","Outside London","35","35","35140","28120"
"In post","2023","Black","Scotland","West Central Scotland","Outside London","180","170","30480","28120"
"In post","2023","Black","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","310","300","31550","30720"
"In post","2023","Black","South East (England)","Hampshire and Isle of Wight","Outside London","185","170","31420","28200"
"In post","2023","Black","South East (England)","Kent","Outside London","215","210","32570","31280"
"In post","2023","Black","South East (England)","Surrey, East and West Sussex","Outside London","275","260","32790","31280"
"In post","2023","Black","South West (England)","Cornwall and Isles of Scilly","Outside London","5","5","[c]","[c]"
"In post","2023","Black","South West (England)","Devon","Outside London","25","25","[c]","[c]"
"In post","2023","Black","South West (England)","Dorset and Somerset","Outside London","20","20","[c]","[c]"
"In post","2023","Black","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","540","520","34850","33390"
"In post","2023","Black","Unknown","Unknown","Unknown","30","30","33330","28120"
"In post","2023","Black","Wales","East Wales","Outside London","190","180","33660","30830"
"In post","2023","Black","Wales","West Wales and The Valleys","Outside London","75","70","28090","28100"
"In post","2023","Black","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","70","65","30760","28120"
"In post","2023","Black","West Midlands (England)","Shropshire and Staffordshire","Outside London","145","140","32650","31270"
"In post","2023","Black","West Midlands (England)","West Midlands","Outside London","1260","1180","30460","28120"
"In post","2023","Black","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","30","30","[c]","[c]"
"In post","2023","Black","Yorkshire and The Humber","North Yorkshire","Outside London","30","30","35060","32050"
"In post","2023","Black","Yorkshire and The Humber","South Yorkshire","Outside London","180","175","30220","28120"
"In post","2023","Black","Yorkshire and The Humber","West Yorkshire","Outside London","445","430","31780","28120"
"In post","2023","Mixed","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","290","275","31650","28120"
"In post","2023","Mixed","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","125","115","30380","28120"
"In post","2023","Mixed","East Midlands (England)","Lincolnshire","Outside London","35","35","33940","29570"
"In post","2023","Mixed","East of England","Bedfordshire and Hertfordshire","Outside London","150","145","35060","30880"
"In post","2023","Mixed","East of England","East Anglia","Outside London","220","210","33140","29890"
"In post","2023","Mixed","East of England","Essex","Outside London","80","75","34070","31280"
"In post","2023","Mixed","London","Inner London - East","London","630","610","41700","36100"
"In post","2023","Mixed","London","Inner London - West","London","2130","2080","46790","42990"
"In post","2023","Mixed","London","Outer London - East and North East","London","120","115","33120","32520"
"In post","2023","Mixed","London","Outer London - South","London","440","420","39420","36020"
"In post","2023","Mixed","London","Outer London - West and North West","London","285","270","34500","32520"
"In post","2023","Mixed","North East (England)","Northumberland, and Tyne and Wear","Outside London","195","180","31670","28120"
"In post","2023","Mixed","North East (England)","Tees Valley and Durham","Outside London","105","100","31730","29930"
"In post","2023","Mixed","North West (England)","Cheshire","Outside London","70","65","34540","32920"
"In post","2023","Mixed","North West (England)","Cumbria","Outside London","20","20","[c]","[c]"
"In post","2023","Mixed","North West (England)","Greater Manchester","Outside London","450","430","33480","28980"
"In post","2023","Mixed","North West (England)","Lancashire","Outside London","160","150","30850","28120"
"In post","2023","Mixed","North West (England)","Merseyside","Outside London","320","300","30590","27260"
"In post","2023","Mixed","Northern Ireland","Northern Ireland","Outside London","20","20","[c]","[c]"
"In post","2023","Mixed","Overseas","Overseas","Overseas","130","130","49790","46640"
"In post","2023","Mixed","Scotland","Eastern Scotland","Outside London","180","175","39210","33010"
"In post","2023","Mixed","Scotland","Highlands and Islands","Outside London","5","5","[c]","[c]"
"In post","2023","Mixed","Scotland","North Eastern Scotland","Outside London","10","10","[c]","[c]"
"In post","2023","Mixed","Scotland","Southern Scotland","Outside London","25","25","[c]","[c]"
"In post","2023","Mixed","Scotland","West Central Scotland","Outside London","145","140","34550","29450"
"In post","2023","Mixed","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","205","195","33680","30810"
"In post","2023","Mixed","South East (England)","Hampshire and Isle of Wight","Outside London","250","235","36000","31270"
"In post","2023","Mixed","South East (England)","Kent","Outside London","150","140","31680","30030"
"In post","2023","Mixed","South East (England)","Surrey, East and West Sussex","Outside London","220","210","32700","30690"
"In post","2023","Mixed","South West (England)","Cornwall and Isles of Scilly","Outside London","25","20","[c]","[c]"
"In post","2023","Mixed","South West (England)","Devon","Outside London","135","125","34010","30870"
"In post","2023","Mixed","South West (England)","Dorset and Somerset","Outside London","65","60","33200","30380"
"In post","2023","Mixed","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","500","480","36770","33040"
"In post","2023","Mixed","Unknown","Unknown","Unknown","20","20","[c]","[c]"
"In post","2023","Mixed","Wales","East Wales","Outside London","310","295","35030","31560"
"In post","2023","Mixed","Wales","West Wales and The Valleys","Outside London","155","145","29420","27450"
"In post","2023","Mixed","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","60","55","30150","28120"
"In post","2023","Mixed","West Midlands (England)","Shropshire and Staffordshire","Outside London","140","135","34940","30180"
"In post","2023","Mixed","West Midlands (England)","West Midlands","Outside London","495","465","31040","28120"
"In post","2023","Mixed","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","55","50","31450","28880"
"In post","2023","Mixed","Yorkshire and The Humber","North Yorkshire","Outside London","65","60","34660","31110"
"In post","2023","Mixed","Yorkshire and The Humber","South Yorkshire","Outside London","175","165","34530","28120"
"In post","2023","Mixed","Yorkshire and The Humber","West Yorkshire","Outside London","340","320","32930","28880"
"In post","2023","Other ethnicity","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","45","40","31960","30850"
"In post","2023","Other ethnicity","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","30","25","[c]","[c]"
"In post","2023","Other ethnicity","East Midlands (England)","Lincolnshire","Outside London","5","5","[c]","[c]"
"In post","2023","Other ethnicity","East of England","Bedfordshire and Hertfordshire","Outside London","35","35","36890","32520"
"In post","2023","Other ethnicity","East of England","East Anglia","Outside London","40","40","30310","28120"
"In post","2023","Other ethnicity","East of England","Essex","Outside London","30","30","31510","29850"
"In post","2023","Other ethnicity","London","Inner London - East","London","280","265","44510","39070"
"In post","2023","Other ethnicity","London","Inner London - West","London","795","775","46580","42280"
"In post","2023","Other ethnicity","London","Outer London - East and North East","London","80","70","32720","32520"
"In post","2023","Other ethnicity","London","Outer London - South","London","120","115","36900","32520"
"In post","2023","Other ethnicity","London","Outer London - West and North West","London","130","120","36060","32520"
"In post","2023","Other ethnicity","North East (England)","Northumberland, and Tyne and Wear","Outside London","45","40","31940","28120"
"In post","2023","Other ethnicity","North East (England)","Tees Valley and Durham","Outside London","30","30","35830","30510"
"In post","2023","Other ethnicity","North West (England)","Cheshire","Outside London","10","10","[c]","[c]"
"In post","2023","Other ethnicity","North West (England)","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","North West (England)","Greater Manchester","Outside London","110","105","33860","28900"
"In post","2023","Other ethnicity","North West (England)","Lancashire","Outside London","35","30","30620","29050"
"In post","2023","Other ethnicity","North West (England)","Merseyside","Outside London","45","45","31960","28120"
"In post","2023","Other ethnicity","Northern Ireland","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Overseas","Overseas","Overseas","45","45","49720","49960"
"In post","2023","Other ethnicity","Scotland","Eastern Scotland","Outside London","60","60","37150","31970"
"In post","2023","Other ethnicity","Scotland","Highlands and Islands","Outside London","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Scotland","North Eastern Scotland","Outside London","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Scotland","Southern Scotland","Outside London","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Scotland","West Central Scotland","Outside London","55","55","35480","30500"
"In post","2023","Other ethnicity","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","60","55","35280","32450"
"In post","2023","Other ethnicity","South East (England)","Hampshire and Isle of Wight","Outside London","40","35","33640","31350"
"In post","2023","Other ethnicity","South East (England)","Kent","Outside London","35","30","33430","32000"
"In post","2023","Other ethnicity","South East (England)","Surrey, East and West Sussex","Outside London","65","60","30910","28130"
"In post","2023","Other ethnicity","South West (England)","Cornwall and Isles of Scilly","Outside London","5","5","[c]","[c]"
"In post","2023","Other ethnicity","South West (England)","Devon","Outside London","35","30","36730","37420"
"In post","2023","Other ethnicity","South West (England)","Dorset and Somerset","Outside London","10","10","[c]","[c]"
"In post","2023","Other ethnicity","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","65","60","36480","33710"
"In post","2023","Other ethnicity","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Wales","East Wales","Outside London","85","80","35360","32460"
"In post","2023","Other ethnicity","Wales","West Wales and The Valleys","Outside London","30","30","30740","28120"
"In post","2023","Other ethnicity","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","10","10","[c]","[c]"
"In post","2023","Other ethnicity","West Midlands (England)","Shropshire and Staffordshire","Outside London","25","25","[c]","[c]"
"In post","2023","Other ethnicity","West Midlands (England)","West Midlands","Outside London","140","130","32490","28120"
"In post","2023","Other ethnicity","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Yorkshire and The Humber","North Yorkshire","Outside London","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Yorkshire and The Humber","South Yorkshire","Outside London","50","50","31290","28120"
"In post","2023","Other ethnicity","Yorkshire and The Humber","West Yorkshire","Outside London","65","60","35200","32920"
"In post","2023","Undeclared","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","515","480","34750","31350"
"In post","2023","Undeclared","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","250","235","29090","28080"
"In post","2023","Undeclared","East Midlands (England)","Lincolnshire","Outside London","120","115","33210","30350"
"In post","2023","Undeclared","East of England","Bedfordshire and Hertfordshire","Outside London","210","200","34150","31540"
"In post","2023","Undeclared","East of England","East Anglia","Outside London","545","505","33230","31670"
"In post","2023","Undeclared","East of England","Essex","Outside London","210","190","31300","29330"
"In post","2023","Undeclared","London","Inner London - East","London","865","820","43660","39150"
"In post","2023","Undeclared","London","Inner London - West","London","2200","2140","50450","46470"
"In post","2023","Undeclared","London","Outer London - East and North East","London","260","235","31600","32520"
"In post","2023","Undeclared","London","Outer London - South","London","575","545","40830","36310"
"In post","2023","Undeclared","London","Outer London - West and North West","London","525","475","37140","32520"
"In post","2023","Undeclared","North East (England)","Northumberland, and Tyne and Wear","Outside London","785","720","32930","28120"
"In post","2023","Undeclared","North East (England)","Tees Valley and Durham","Outside London","265","240","31820","28120"
"In post","2023","Undeclared","North West (England)","Cheshire","Outside London","155","150","34240","31910"
"In post","2023","Undeclared","North West (England)","Cumbria","Outside London","105","95","29440","25920"
"In post","2023","Undeclared","North West (England)","Greater Manchester","Outside London","755","705","35280","32160"
"In post","2023","Undeclared","North West (England)","Lancashire","Outside London","495","445","32340","28120"
"In post","2023","Undeclared","North West (England)","Merseyside","Outside London","630","575","31980","28120"
"In post","2023","Undeclared","Northern Ireland","Northern Ireland","Outside London","85","80","32440","28490"
"In post","2023","Undeclared","Overseas","Overseas","Overseas","170","170","51870","52570"
"In post","2023","Undeclared","Scotland","Eastern Scotland","Outside London","585","545","39130","37060"
"In post","2023","Undeclared","Scotland","Highlands and Islands","Outside London","65","60","31790","28140"
"In post","2023","Undeclared","Scotland","North Eastern Scotland","Outside London","60","60","44840","37700"
"In post","2023","Undeclared","Scotland","Southern Scotland","Outside London","135","125","32540","28130"
"In post","2023","Undeclared","Scotland","West Central Scotland","Outside London","685","620","33690","29450"
"In post","2023","Undeclared","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","390","365","37420","34310"
"In post","2023","Undeclared","South East (England)","Hampshire and Isle of Wight","Outside London","745","700","37730","34320"
"In post","2023","Undeclared","South East (England)","Kent","Outside London","430","395","31380","29590"
"In post","2023","Undeclared","South East (England)","Surrey, East and West Sussex","Outside London","420","375","34470","31000"
"In post","2023","Undeclared","South West (England)","Cornwall and Isles of Scilly","Outside London","85","80","28680","27100"
"In post","2023","Undeclared","South West (England)","Devon","Outside London","315","285","31880","28120"
"In post","2023","Undeclared","South West (England)","Dorset and Somerset","Outside London","225","215","33340","31920"
"In post","2023","Undeclared","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","1460","1390","41130","39890"
"In post","2023","Undeclared","Unknown","Unknown","Unknown","45","45","32380","28490"
"In post","2023","Undeclared","Wales","East Wales","Outside London","590","560","38500","34520"
"In post","2023","Undeclared","Wales","West Wales and The Valleys","Outside London","615","570","31710","28120"
"In post","2023","Undeclared","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","140","135","31630","28120"
"In post","2023","Undeclared","West Midlands (England)","Shropshire and Staffordshire","Outside London","285","260","33650","30470"
"In post","2023","Undeclared","West Midlands (England)","West Midlands","Outside London","820","745","32230","28120"
"In post","2023","Undeclared","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","170","155","30850","28120"
"In post","2023","Undeclared","Yorkshire and The Humber","North Yorkshire","Outside London","210","205","36120","33830"
"In post","2023","Undeclared","Yorkshire and The Humber","South Yorkshire","Outside London","405","375","34820","32160"
"In post","2023","Undeclared","Yorkshire and The Humber","West Yorkshire","Outside London","645","595","33720","28300"
"In post","2023","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","2135","2020","30530","28120"
"In post","2023","Unknown","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","725","670","27500","25880"
"In post","2023","Unknown","East Midlands (England)","Lincolnshire","Outside London","245","240","29720","28120"
"In post","2023","Unknown","East of England","Bedfordshire and Hertfordshire","Outside London","505","470","32560","30740"
"In post","2023","Unknown","East of England","East Anglia","Outside London","1290","1205","30210","27650"
"In post","2023","Unknown","East of England","Essex","Outside London","555","515","28970","25920"
"In post","2023","Unknown","London","Inner London - East","London","2600","2490","41140","36040"
"In post","2023","Unknown","London","Inner London - West","London","9360","9180","48160","43650"
"In post","2023","Unknown","London","Outer London - East and North East","London","510","480","32450","32520"
"In post","2023","Unknown","London","Outer London - South","London","2230","2165","37320","32260"
"In post","2023","Unknown","London","Outer London - West and North West","London","1440","1390","32690","29890"
"In post","2023","Unknown","North East (England)","Northumberland, and Tyne and Wear","Outside London","3390","3105","29840","26960"
"In post","2023","Unknown","North East (England)","Tees Valley and Durham","Outside London","1230","1160","28100","26020"
"In post","2023","Unknown","North West (England)","Cheshire","Outside London","455","430","32040","28880"
"In post","2023","Unknown","North West (England)","Cumbria","Outside London","355","325","28590","25350"
"In post","2023","Unknown","North West (England)","Greater Manchester","Outside London","3350","3220","32030","28130"
"In post","2023","Unknown","North West (England)","Lancashire","Outside London","1495","1400","29370","28120"
"In post","2023","Unknown","North West (England)","Merseyside","Outside London","4175","3950","27300","24570"
"In post","2023","Unknown","Northern Ireland","Northern Ireland","Outside London","925","880","28910","25750"
"In post","2023","Unknown","Overseas","Overseas","Overseas","625","625","54790","54740"
"In post","2023","Unknown","Scotland","Eastern Scotland","Outside London","5530","5260","35040","31290"
"In post","2023","Unknown","Scotland","Highlands and Islands","Outside London","280","260","30760","28490"
"In post","2023","Unknown","Scotland","North Eastern Scotland","Outside London","445","420","35130","31410"
"In post","2023","Unknown","Scotland","Southern Scotland","Outside London","1535","1420","29590","26600"
"In post","2023","Unknown","Scotland","West Central Scotland","Outside London","4680","4445","31780","28490"
"In post","2023","Unknown","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","1095","1040","33290","30820"
"In post","2023","Unknown","South East (England)","Hampshire and Isle of Wight","Outside London","1775","1630","31740","27400"
"In post","2023","Unknown","South East (England)","Kent","Outside London","1325","1280","28600","25880"
"In post","2023","Unknown","South East (England)","Surrey, East and West Sussex","Outside London","980","900","32020","28730"
"In post","2023","Unknown","South West (England)","Cornwall and Isles of Scilly","Outside London","155","140","28460","24160"
"In post","2023","Unknown","South West (England)","Devon","Outside London","1205","1130","30480","28080"
"In post","2023","Unknown","South West (England)","Dorset and Somerset","Outside London","655","620","31740","28120"
"In post","2023","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","2885","2765","35680","31920"
"In post","2023","Unknown","Unknown","Unknown","Unknown","1900","1885","41120","38920"
"In post","2023","Unknown","Wales","East Wales","Outside London","2955","2805","32160","28130"
"In post","2023","Unknown","Wales","West Wales and The Valleys","Outside London","1665","1550","28940","24570"
"In post","2023","Unknown","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","435","410","29460","28120"
"In post","2023","Unknown","West Midlands (England)","Shropshire and Staffordshire","Outside London","1125","1075","32490","28880"
"In post","2023","Unknown","West Midlands (England)","West Midlands","Outside London","3035","2855","30170","27740"
"In post","2023","Unknown","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","480","455","28390","27490"
"In post","2023","Unknown","Yorkshire and The Humber","North Yorkshire","Outside London","515","490","33680","29180"
"In post","2023","Unknown","Yorkshire and The Humber","South Yorkshire","Outside London","1615","1545","29910","25750"
"In post","2023","Unknown","Yorkshire and The Humber","West Yorkshire","Outside London","3130","2985","31090","28120"
"In post","2023","White","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","9895","9195","34320","30410"
"In post","2023","White","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","3855","3555","31000","28120"
"In post","2023","White","East Midlands (England)","Lincolnshire","Outside London","2620","2455","30610","28120"
"In post","2023","White","East of England","Bedfordshire and Hertfordshire","Outside London","2930","2750","35980","32160"
"In post","2023","White","East of England","East Anglia","Outside London","10440","9710","32510","28930"
"In post","2023","White","East of England","Essex","Outside London","3285","3025","31920","31280"
"In post","2023","White","London","Inner London - East","London","8585","8240","49510","44040"
"In post","2023","White","London","Inner London - West","London","33825","32820","52510","53550"
"In post","2023","White","London","Outer London - East and North East","London","1585","1470","34290","32520"
"In post","2023","White","London","Outer London - South","London","5315","5025","44160","39630"
"In post","2023","White","London","Outer London - West and North West","London","3480","3250","37510","33450"
"In post","2023","White","North East (England)","Northumberland, and Tyne and Wear","Outside London","18555","16830","32100","28120"
"In post","2023","White","North East (England)","Tees Valley and Durham","Outside London","8770","8015","31210","28120"
"In post","2023","White","North West (England)","Cheshire","Outside London","3680","3455","34550","32540"
"In post","2023","White","North West (England)","Cumbria","Outside London","1965","1805","30540","26840"
"In post","2023","White","North West (England)","Greater Manchester","Outside London","14940","14085","35050","30810"
"In post","2023","White","North West (England)","Lancashire","Outside London","11530","10530","31400","28120"
"In post","2023","White","North West (England)","Merseyside","Outside London","17315","15980","31590","28120"
"In post","2023","White","Northern Ireland","Northern Ireland","Outside London","3485","3305","31600","28130"
"In post","2023","White","Overseas","Overseas","Overseas","2305","2300","53710","53050"
"In post","2023","White","Scotland","Eastern Scotland","Outside London","14930","14070","39170","34300"
"In post","2023","White","Scotland","Highlands and Islands","Outside London","1670","1565","31580","28120"
"In post","2023","White","Scotland","North Eastern Scotland","Outside London","1325","1230","39010","33260"
"In post","2023","White","Scotland","Southern Scotland","Outside London","4405","4005","32470","28130"
"In post","2023","White","Scotland","West Central Scotland","Outside London","15470","14415","34490","29100"
"In post","2023","White","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","6610","6265","36170","32960"
"In post","2023","White","South East (England)","Hampshire and Isle of Wight","Outside London","12490","11575","35080","31660"
"In post","2023","White","South East (England)","Kent","Outside London","6745","6290","31570","30250"
"In post","2023","White","South East (England)","Surrey, East and West Sussex","Outside London","6440","5910","33590","29120"
"In post","2023","White","South West (England)","Cornwall and Isles of Scilly","Outside London","1440","1310","29040","28120"
"In post","2023","White","South West (England)","Devon","Outside London","7755","7135","34080","30840"
"In post","2023","White","South West (England)","Dorset and Somerset","Outside London","4560","4230","32360","28880"
"In post","2023","White","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","24265","23055","39350","35490"
"In post","2023","White","Unknown","Unknown","Unknown","640","605","36870","32640"
"In post","2023","White","Wales","East Wales","Outside London","16670","15660","36530","31750"
"In post","2023","White","Wales","West Wales and The Valleys","Outside London","14670","13330","30610","28080"
"In post","2023","White","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","3200","2980","31090","28120"
"In post","2023","White","West Midlands (England)","Shropshire and Staffordshire","Outside London","7260","6795","33660","30410"
"In post","2023","White","West Midlands (England)","West Midlands","Outside London","10435","9635","35160","30330"
"In post","2023","White","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","4290","3910","30360","28120"
"In post","2023","White","Yorkshire and The Humber","North Yorkshire","Outside London","3890","3690","34560","30410"
"In post","2023","White","Yorkshire and The Humber","South Yorkshire","Outside London","8380","7650","34490","30940"
"In post","2023","White","Yorkshire and The Humber","West Yorkshire","Outside London","12420","11550","36190","32160"
"Leaver CS","2023","Asian","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","70","[c]","28480","24090"
"Leaver CS","2023","Asian","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","80","[c]","26050","27130"
"Leaver CS","2023","Asian","East Midlands (England)","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","East of England","Bedfordshire and Hertfordshire","Outside London","60","[c]","32460","29290"
"Leaver CS","2023","Asian","East of England","East Anglia","Outside London","40","[c]","[c]","[c]"
"Leaver CS","2023","Asian","East of England","Essex","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","Inner London - East","London","305","[c]","39160","32520"
"Leaver CS","2023","Asian","London","Inner London - West","London","570","[c]","39540","35620"
"Leaver CS","2023","Asian","London","Outer London - East and North East","London","90","[c]","30500","31060"
