"Status","Year","Disability","Ethnicity","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Asian","East Midlands (England)","Derbyshire and Nottinghamshire","115","105","30040","28120"
"In post","2023","Declared disabled","Asian","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","140","120","26270","25830"
"In post","2023","Declared disabled","Asian","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","East of England","Bedfordshire and Hertfordshire","90","80","33390","30910"
"In post","2023","Declared disabled","Asian","East of England","East Anglia","40","35","28600","27740"
"In post","2023","Declared disabled","Asian","East of England","Essex","20","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","London","Inner London - East","315","290","38010","33050"
"In post","2023","Declared disabled","Asian","London","Inner London - West","640","620","42280","39150"
"In post","2023","Declared disabled","Asian","London","Outer London - East and North East","135","120","31160","32520"
"In post","2023","Declared disabled","Asian","London","Outer London - South","180","170","36200","32520"
"In post","2023","Declared disabled","Asian","London","Outer London - West and North West","280","245","33290","32520"
"In post","2023","Declared disabled","Asian","North East (England)","Northumberland, and Tyne and Wear","45","45","28650","28120"
"In post","2023","Declared disabled","Asian","North East (England)","Tees Valley and Durham","20","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","North West (England)","Cheshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","North West (England)","Greater Manchester","185","170","30670","28120"
"In post","2023","Declared disabled","Asian","North West (England)","Lancashire","140","125","27240","26330"
"In post","2023","Declared disabled","Asian","North West (England)","Merseyside","30","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Overseas","Overseas","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scotland","Eastern Scotland","35","30","35050","29100"
"In post","2023","Declared disabled","Asian","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scotland","West Central Scotland","25","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","65","60","35210","31280"
"In post","2023","Declared disabled","Asian","South East (England)","Hampshire and Isle of Wight","25","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","South East (England)","Kent","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","South East (England)","Surrey, East and West Sussex","30","30","33480","31280"
"In post","2023","Declared disabled","Asian","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","South West (England)","Devon","10","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","70","65","35620","31920"
"In post","2023","Declared disabled","Asian","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Wales","East Wales","30","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","Wales","West Wales and The Valleys","15","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","20","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Midlands (England)","Shropshire and Staffordshire","25","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Midlands (England)","West Midlands","550","500","29300","28120"
