"Status","Year","Ethnicity","Region_ITL2","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Hampshire and Isle of Wight","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Herefordshire, Worcestershire and Warwickshire","Outside London","AA/AO","80","65","23330","21780"
"In post","2023","Asian","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","70","65","27790","28120"
"In post","2023","Asian","Herefordshire, Worcestershire and Warwickshire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Asian","Herefordshire, Worcestershire and Warwickshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Herefordshire, Worcestershire and Warwickshire","Outside London","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Asian","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","30","25","[c]","[c]"
"In post","2023","Asian","Highlands and Islands","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Highlands and Islands","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Highlands and Islands","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Highlands and Islands","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Highlands and Islands","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Highlands and Islands","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inner London - East","London","AA/AO","485","425","26780","26400"
"In post","2023","Asian","Inner London - East","London","EO","970","910","32000","32520"
"In post","2023","Asian","Inner London - East","London","G6/G7","540","525","63260","63040"
"In post","2023","Asian","Inner London - East","London","SCS level","35","35","96390","91100"
"In post","2023","Asian","Inner London - East","London","SEO/HEO","1035","1010","40850","39790"
"In post","2023","Asian","Inner London - East","London","Unknown","70","65","34960","33050"
"In post","2023","Asian","Inner London - West","London","AA/AO","560","520","26500","25480"
"In post","2023","Asian","Inner London - West","London","EO","1070","1025","30340","30000"
"In post","2023","Asian","Inner London - West","London","G6/G7","1890","1840","60790","58910"
"In post","2023","Asian","Inner London - West","London","SCS level","185","180","89580","81010"
"In post","2023","Asian","Inner London - West","London","SEO/HEO","2845","2795","39470","39220"
"In post","2023","Asian","Inner London - West","London","Unknown","25","25","[c]","[c]"
"In post","2023","Asian","Kent","Outside London","AA/AO","65","60","25620","24680"
"In post","2023","Asian","Kent","Outside London","EO","75","70","30900","31280"
"In post","2023","Asian","Kent","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Asian","Kent","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Kent","Outside London","SEO/HEO","30","30","37150","37520"
"In post","2023","Asian","Kent","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Lancashire","Outside London","AA/AO","565","495","22180","21690"
"In post","2023","Asian","Lancashire","Outside London","EO","345","325","28040","28120"
"In post","2023","Asian","Lancashire","Outside London","G6/G7","40","40","57240","54800"
"In post","2023","Asian","Lancashire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Lancashire","Outside London","SEO/HEO","120","115","37470","35000"
"In post","2023","Asian","Lancashire","Outside London","Unknown","55","50","27240","24570"
"In post","2023","Asian","Leicestershire, Rutland and Northamptonshire","Outside London","AA/AO","480","410","22310","21780"
"In post","2023","Asian","Leicestershire, Rutland and Northamptonshire","Outside London","EO","320","295","27740","28120"
"In post","2023","Asian","Leicestershire, Rutland and Northamptonshire","Outside London","G6/G7","30","30","58740","56450"
"In post","2023","Asian","Leicestershire, Rutland and Northamptonshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Leicestershire, Rutland and Northamptonshire","Outside London","SEO/HEO","110","105","37000","34850"
"In post","2023","Asian","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","65","60","27540","25300"
"In post","2023","Asian","Lincolnshire","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Asian","Lincolnshire","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Asian","Lincolnshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Lincolnshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Lincolnshire","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Asian","Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Merseyside","Outside London","AA/AO","80","70","22260","22400"
"In post","2023","Asian","Merseyside","Outside London","EO","70","65","27030","27290"
"In post","2023","Asian","Merseyside","Outside London","G6/G7","25","25","[c]","[c]"
"In post","2023","Asian","Merseyside","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Merseyside","Outside London","SEO/HEO","75","70","37540","34700"
"In post","2023","Asian","Merseyside","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","North Eastern Scotland","Outside London","AA/AO","10","5","[c]","[c]"
"In post","2023","Asian","North Eastern Scotland","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Asian","North Eastern Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North Eastern Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North Eastern Scotland","Outside London","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Asian","North Yorkshire","Outside London","AA/AO","25","25","[c]","[c]"
"In post","2023","Asian","North Yorkshire","Outside London","EO","15","15","[c]","[c]"
"In post","2023","Asian","North Yorkshire","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Asian","North Yorkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North Yorkshire","Outside London","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Asian","North Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Outside London","SEO/HEO","10","5","[c]","[c]"
"In post","2023","Asian","Northumberland, and Tyne and Wear","Outside London","AA/AO","195","180","21930","22150"
"In post","2023","Asian","Northumberland, and Tyne and Wear","Outside London","EO","140","130","27760","28120"
"In post","2023","Asian","Northumberland, and Tyne and Wear","Outside London","G6/G7","50","50","57700","56560"
"In post","2023","Asian","Northumberland, and Tyne and Wear","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northumberland, and Tyne and Wear","Outside London","SEO/HEO","130","130","37710","35100"
"In post","2023","Asian","Northumberland, and Tyne and Wear","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Outer London - East and North East","London","AA/AO","305","260","25720","25610"
"In post","2023","Asian","Outer London - East and North East","London","EO","435","390","32140","32520"
"In post","2023","Asian","Outer London - East and North East","London","G6/G7","10","10","[c]","[c]"
"In post","2023","Asian","Outer London - East and North East","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - East and North East","London","SEO/HEO","85","85","40320","39150"
"In post","2023","Asian","Outer London - East and North East","London","Unknown","40","35","32310","31950"
"In post","2023","Asian","Outer London - South","London","AA/AO","420","370","26180","26400"
"In post","2023","Asian","Outer London - South","London","EO","580","535","31070","30410"
"In post","2023","Asian","Outer London - South","London","G6/G7","220","215","63670","62350"
"In post","2023","Asian","Outer London - South","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - South","London","SEO/HEO","675","655","40560","39790"
"In post","2023","Asian","Outer London - South","London","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","Outer London - West and North West","London","AA/AO","570","500","26130","25610"
"In post","2023","Asian","Outer London - West and North West","London","EO","1250","1130","31160","30830"
"In post","2023","Asian","Outer London - West and North West","London","G6/G7","110","110","62840","61050"
"In post","2023","Asian","Outer London - West and North West","London","SCS level","15","15","[c]","[c]"
"In post","2023","Asian","Outer London - West and North West","London","SEO/HEO","555","535","39200","38030"
"In post","2023","Asian","Outer London - West and North West","London","Unknown","50","50","32660","30840"
"In post","2023","Asian","Overseas","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","Overseas","EO","15","15","[c]","[c]"
"In post","2023","Asian","Overseas","Overseas","G6/G7","65","65","61540","60080"
"In post","2023","Asian","Overseas","Overseas","SCS level","10","10","[c]","[c]"
"In post","2023","Asian","Overseas","Overseas","SEO/HEO","55","55","39540","35810"
"In post","2023","Asian","Overseas","Overseas","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","Shropshire and Staffordshire","Outside London","AA/AO","100","95","24320","22220"
"In post","2023","Asian","Shropshire and Staffordshire","Outside London","EO","90","90","28200","28120"
"In post","2023","Asian","Shropshire and Staffordshire","Outside London","G6/G7","40","40","59560","57970"
"In post","2023","Asian","Shropshire and Staffordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Shropshire and Staffordshire","Outside London","SEO/HEO","140","140","39920","40990"
"In post","2023","Asian","Shropshire and Staffordshire","Outside London","Unknown","15","10","[c]","[c]"
"In post","2023","Asian","South Yorkshire","Outside London","AA/AO","140","125","22290","22400"
"In post","2023","Asian","South Yorkshire","Outside London","EO","170","155","26670","25900"
"In post","2023","Asian","South Yorkshire","Outside London","G6/G7","55","50","54690","52150"
"In post","2023","Asian","South Yorkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South Yorkshire","Outside London","SEO/HEO","140","135","35710","34170"
"In post","2023","Asian","South Yorkshire","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Southern Scotland","Outside London","AA/AO","35","30","22590","22520"
"In post","2023","Asian","Southern Scotland","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Asian","Southern Scotland","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Asian","Southern Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Southern Scotland","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","Outside London","AA/AO","115","105","25530","25340"
"In post","2023","Asian","Surrey, East and West Sussex","Outside London","EO","145","135","29560","29080"
"In post","2023","Asian","Surrey, East and West Sussex","Outside London","G6/G7","30","30","62180","58830"
"In post","2023","Asian","Surrey, East and West Sussex","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","Outside London","SEO/HEO","75","75","37880","36940"
"In post","2023","Asian","Surrey, East and West Sussex","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","Outside London","AA/AO","60","50","23280","22400"
"In post","2023","Asian","Tees Valley and Durham","Outside London","EO","35","30","27590","28120"
"In post","2023","Asian","Tees Valley and Durham","Outside London","G6/G7","20","20","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","Outside London","SEO/HEO","35","30","35690","32340"
"In post","2023","Asian","Tees Valley and Durham","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Unknown","Unknown","AA/AO","15","15","[c]","[c]"
"In post","2023","Asian","Unknown","Unknown","EO","30","30","27900","28120"
"In post","2023","Asian","Unknown","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2023","Asian","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Unknown","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","West Central Scotland","Outside London","AA/AO","140","125","23070","22520"
"In post","2023","Asian","West Central Scotland","Outside London","EO","125","115","27980","28120"
"In post","2023","Asian","West Central Scotland","Outside London","G6/G7","35","35","60570","57360"
"In post","2023","Asian","West Central Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","West Central Scotland","Outside London","SEO/HEO","110","105","38740","37000"
"In post","2023","Asian","West Central Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","West Midlands","Outside London","AA/AO","1580","1410","22130","21780"
"In post","2023","Asian","West Midlands","Outside London","EO","1525","1430","27670","28120"
"In post","2023","Asian","West Midlands","Outside London","G6/G7","305","300","55990","53750"
"In post","2023","Asian","West Midlands","Outside London","SCS level","15","15","[c]","[c]"
"In post","2023","Asian","West Midlands","Outside London","SEO/HEO","1165","1135","36330","35000"
"In post","2023","Asian","West Midlands","Outside London","Unknown","175","165","28330","25300"
"In post","2023","Asian","West Wales and The Valleys","Outside London","AA/AO","75","65","21830","22000"
"In post","2023","Asian","West Wales and The Valleys","Outside London","EO","55","50","27830","28120"
"In post","2023","Asian","West Wales and The Valleys","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Asian","West Wales and The Valleys","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","West Wales and The Valleys","Outside London","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Asian","West Wales and The Valleys","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","West Yorkshire","Outside London","AA/AO","825","730","22490","22520"
"In post","2023","Asian","West Yorkshire","Outside London","EO","890","830","27860","28120"
"In post","2023","Asian","West Yorkshire","Outside London","G6/G7","155","150","56930","56160"
"In post","2023","Asian","West Yorkshire","Outside London","SCS level","15","10","[c]","[c]"
"In post","2023","Asian","West Yorkshire","Outside London","SEO/HEO","615","590","36280","35000"
"In post","2023","Asian","West Yorkshire","Outside London","Unknown","105","95","27960","25300"
"In post","2023","Black","Bedfordshire and Hertfordshire","Outside London","AA/AO","75","70","26060","25480"
"In post","2023","Black","Bedfordshire and Hertfordshire","Outside London","EO","100","90","30250","30650"
"In post","2023","Black","Bedfordshire and Hertfordshire","Outside London","G6/G7","20","20","[c]","[c]"
"In post","2023","Black","Bedfordshire and Hertfordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Bedfordshire and Hertfordshire","Outside London","SEO/HEO","40","35","38710","37820"
"In post","2023","Black","Bedfordshire and Hertfordshire","Outside London","Unknown","40","40","28050","24570"
"In post","2023","Black","Berkshire, Buckinghamshire and Oxfordshire","Outside London","AA/AO","110","105","27680","25700"
"In post","2023","Black","Berkshire, Buckinghamshire and Oxfordshire","Outside London","EO","105","100","29710","28480"
"In post","2023","Black","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Black","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SEO/HEO","55","55","39460","37520"
"In post","2023","Black","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","30","30","[c]","[c]"
"In post","2023","Black","Cheshire","Outside London","AA/AO","15","15","[c]","[c]"
"In post","2023","Black","Cheshire","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Black","Cheshire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Black","Cheshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cheshire","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Black","Cheshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cornwall and Isles of Scilly","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cornwall and Isles of Scilly","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cornwall and Isles of Scilly","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cornwall and Isles of Scilly","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cornwall and Isles of Scilly","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cornwall and Isles of Scilly","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cumbria","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cumbria","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cumbria","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cumbria","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cumbria","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cumbria","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Derbyshire and Nottinghamshire","Outside London","AA/AO","135","130","23270","22520"
"In post","2023","Black","Derbyshire and Nottinghamshire","Outside London","EO","135","130","27880","28120"
"In post","2023","Black","Derbyshire and Nottinghamshire","Outside London","G6/G7","15","15","[c]","[c]"
"In post","2023","Black","Derbyshire and Nottinghamshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Derbyshire and Nottinghamshire","Outside London","SEO/HEO","95","95","37520","35000"
"In post","2023","Black","Derbyshire and Nottinghamshire","Outside London","Unknown","45","40","29260","29050"
"In post","2023","Black","Devon","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","Black","Devon","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Devon","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Devon","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Devon","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Black","Devon","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Dorset and Somerset","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","Black","Dorset and Somerset","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Dorset and Somerset","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Dorset and Somerset","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Dorset and Somerset","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Dorset and Somerset","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Black","East Anglia","Outside London","AA/AO","55","55","25540","22520"
"In post","2023","Black","East Anglia","Outside London","EO","25","25","[c]","[c]"
"In post","2023","Black","East Anglia","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Black","East Anglia","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","East Anglia","Outside London","SEO/HEO","30","25","[c]","[c]"
"In post","2023","Black","East Anglia","Outside London","Unknown","20","20","[c]","[c]"
"In post","2023","Black","East Wales","Outside London","AA/AO","50","45","23020","22520"
