"Status","Year","Ethnicity","Function_of_post","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Analysis","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Essex Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Fermanagh and Omagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Glasgow City","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Analysis","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Greater Manchester South West","Outside London","25","25","[c]","[c]"
"In post","2023","Asian","Analysis","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Hackney and Newham","London","35","35","47100","45050"
"In post","2023","Asian","Analysis","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Lambeth","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Leeds","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Analysis","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Luton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Manchester","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Analysis","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Mid and East Antrim","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Monmouthshire and Newport","Outside London","35","35","36840","37690"
"In post","2023","Asian","Analysis","Newry, Mourne and Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Nottingham","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Analysis","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Sandwell","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Sheffield","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Analysis","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","South Hampshire","Outside London","20","20","[c]","[c]"
"In post","2023","Asian","Analysis","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Swindon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Tower Hamlets","London","140","140","43630","40000"
"In post","2023","Asian","Analysis","Tyneside","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Walsall","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Warrington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Westminster","London","325","320","46220","43190"
"In post","2023","Asian","Analysis","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Wolverhampton","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Analysis","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Antrim and Newtownabbey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Armagh City, Banbridge and Craigavon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Barnet","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","20","20","[c]","[c]"
"In post","2023","Asian","Commercial","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Birmingham","Outside London","20","20","[c]","[c]"
"In post","2023","Asian","Commercial","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Chorley and West Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Coventry","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Commercial","Croydon","London","15","15","[c]","[c]"
"In post","2023","Asian","Commercial","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Enfield","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Greater Manchester South West","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Commercial","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Lambeth","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Leeds","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Commercial","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Luton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Manchester","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Commercial","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Mid and East Antrim","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Milton Keynes","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Commercial","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Sheffield","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Commercial","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South Ayrshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Staffordshire CC","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Commercial","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Swindon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Tower Hamlets","London","40","40","44420","38680"
"In post","2023","Asian","Commercial","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Walsall","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Warrington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Westminster","London","165","165","53490","45130"
"In post","2023","Asian","Commercial","Wiltshire","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Commercial","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Antrim and Newtownabbey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Barnet","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
