"Status","Year","Age","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","30-39","Intelligence Analysis","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Intelligence Analysis","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Intelligence Analysis","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Intelligence Analysis","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Internal Audit","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Internal Audit","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Internal Audit","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Internal Audit","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Internal Audit","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Internal Audit","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","International Trade","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","International Trade","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","International Trade","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","International Trade","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","International Trade","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","International Trade","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","International Trade","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","International Trade","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Knowledge and Information Management","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Knowledge and Information Management","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Knowledge and Information Management","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Knowledge and Information Management","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Knowledge and Information Management","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Knowledge and Information Management","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Knowledge and Information Management","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Knowledge and Information Management","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Knowledge and Information Management","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Knowledge and Information Management","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Legal","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Legal","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Legal","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Legal","G6","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Legal","G7","Female","55","[c]","53900","52790"
"Leaver CS","2023","30-39","Legal","G7","Male","40","[c]","53030","52360"
"Leaver CS","2023","30-39","Legal","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Legal","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Legal","SEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Legal","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Medicine","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Medicine","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Medicine","AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Medicine","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Medicine","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Medicine","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Medicine","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Medicine","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Medicine","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Medicine","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Medicine","HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Medicine","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Medicine","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Medicine","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Medicine","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Medicine","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Operational Delivery","AA","Female","165","[c]","19730","19500"
"Leaver CS","2023","30-39","Operational Delivery","AA","Male","110","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Operational Delivery","AO","Female","1070","[c]","22270","21780"
"Leaver CS","2023","30-39","Operational Delivery","AO","Male","1120","[c]","22630","21840"
"Leaver CS","2023","30-39","Operational Delivery","EO","Female","680","[c]","28640","28120"
"Leaver CS","2023","30-39","Operational Delivery","EO","Male","615","[c]","28610","28080"
"Leaver CS","2023","30-39","Operational Delivery","G6","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Operational Delivery","G6","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Operational Delivery","G7","Female","55","[c]","53890","53380"
"Leaver CS","2023","30-39","Operational Delivery","G7","Male","55","[c]","53330","53360"
"Leaver CS","2023","30-39","Operational Delivery","HEO","Female","150","[c]","32960","32320"
"Leaver CS","2023","30-39","Operational Delivery","HEO","Male","120","[c]","33870","32980"
"Leaver CS","2023","30-39","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Operational Delivery","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Operational Delivery","SEO","Female","110","[c]","40440","40070"
"Leaver CS","2023","30-39","Operational Delivery","SEO","Male","90","[c]","40880","40880"
"Leaver CS","2023","30-39","Operational Delivery","Unknown","Female","290","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Operational Delivery","Unknown","Male","90","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Operational Research","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Operational Research","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Operational Research","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Operational Research","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Operational Research","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Operational Research","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Operational Research","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Operational Research","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other","AA","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other","AA","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other","AO","Female","50","[c]","22110","21690"
"Leaver CS","2023","30-39","Other","AO","Male","30","[c]","22750","21690"
"Leaver CS","2023","30-39","Other","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other","G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other","HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other","SEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other","Unknown","Male","40","[c]","39840","37920"
"Leaver CS","2023","30-39","Planning","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Planning","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Planning","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Planning","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Planning","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Planning","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Policy","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Policy","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Policy","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Policy","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Policy","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Policy","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Policy","G6","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Policy","G6","Male","40","[c]","64320","64700"
"Leaver CS","2023","30-39","Policy","G7","Female","80","[c]","54210","53560"
"Leaver CS","2023","30-39","Policy","G7","Male","110","[c]","54910","53600"
"Leaver CS","2023","30-39","Policy","HEO","Female","60","[c]","33760","33570"
"Leaver CS","2023","30-39","Policy","HEO","Male","55","[c]","34460","34180"
"Leaver CS","2023","30-39","Policy","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Policy","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Policy","SEO","Female","60","[c]","41190","40050"
"Leaver CS","2023","30-39","Policy","SEO","Male","60","[c]","41350","40260"
"Leaver CS","2023","30-39","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Project Delivery","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Project Delivery","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Project Delivery","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Project Delivery","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Project Delivery","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Project Delivery","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Project Delivery","G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Project Delivery","G7","Male","35","[c]","53410","53030"
"Leaver CS","2023","30-39","Project Delivery","HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Project Delivery","HEO","Male","35","[c]","33820","33000"
"Leaver CS","2023","30-39","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Project Delivery","SEO","Female","35","[c]","41270","40800"
"Leaver CS","2023","30-39","Project Delivery","SEO","Male","45","[c]","41130","41200"
"Leaver CS","2023","30-39","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Project Delivery","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","SEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Psychology","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Psychology","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Psychology","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Psychology","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Psychology","HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Psychology","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Psychology","SEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Psychology","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Science and Engineering","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Science and Engineering","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Science and Engineering","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Science and Engineering","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Science and Engineering","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Science and Engineering","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Science and Engineering","G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Science and Engineering","G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Science and Engineering","HEO","Female","35","[c]","32920","33330"
"Leaver CS","2023","30-39","Science and Engineering","HEO","Male","50","[c]","32840","32960"
"Leaver CS","2023","30-39","Science and Engineering","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Science and Engineering","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Science and Engineering","SEO","Female","50","[c]","40610","41280"
"Leaver CS","2023","30-39","Science and Engineering","SEO","Male","55","[c]","42220","42290"
"Leaver CS","2023","30-39","Science and Engineering","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Science and Engineering","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","AA","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","AA","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","AO","Male","55","[c]","31820","30560"
"Leaver CS","2023","30-39","Security","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Social Research","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Social Research","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Social Research","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Social Research","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Social Research","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Social Research","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Social Research","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Social Research","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Statistics","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Statistics","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Statistics","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Statistics","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Statistics","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Statistics","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Statistics","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Statistics","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Statistics","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Tax","AO","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Tax","AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Tax","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Tax","EO","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Tax","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Tax","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Tax","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Tax","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Tax","HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Tax","HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Tax","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Tax","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Tax","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Tax","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","AA","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","AA","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","EO","Female","65","[c]","28820","29450"
"Leaver CS","2023","30-39","Unknown","EO","Male","50","[c]","29450","29450"
"Leaver CS","2023","30-39","Unknown","G6","Female","45","[c]","68270","66530"
"Leaver CS","2023","30-39","Unknown","G6","Male","40","[c]","70570","68470"
"Leaver CS","2023","30-39","Unknown","G7","Female","105","[c]","56290","56240"
"Leaver CS","2023","30-39","Unknown","G7","Male","115","[c]","57140","56340"
"Leaver CS","2023","30-39","Unknown","HEO","Female","85","[c]","35630","34730"
"Leaver CS","2023","30-39","Unknown","HEO","Male","75","[c]","35580","34730"
"Leaver CS","2023","30-39","Unknown","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","SEO","Female","90","[c]","41810","41870"
"Leaver CS","2023","30-39","Unknown","SEO","Male","70","[c]","42840","42860"
"Leaver CS","2023","30-39","Unknown","Unknown","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Veterinarian","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Veterinarian","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Veterinarian","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Veterinarian","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Veterinarian","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Veterinarian","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Veterinarian","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Veterinarian","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","SEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Corporate Finance","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Corporate Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Corporate Finance","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Corporate Finance","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Corporate Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Corporate Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Counter Fraud","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Counter Fraud","AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Counter Fraud","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Counter Fraud","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Counter Fraud","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Counter Fraud","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Counter Fraud","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Counter Fraud","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Counter Fraud","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Counter Fraud","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Counter Fraud","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Counter Fraud","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data and Technology","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data and Technology","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data and Technology","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data and Technology","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data and Technology","G6","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data and Technology","G6","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data and Technology","G7","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data and Technology","G7","Male","95","[c]","59460","58630"
"Leaver CS","2023","40-49","Digital, Data and Technology","HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data and Technology","HEO","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data and Technology","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data and Technology","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data and Technology","SEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data and Technology","SEO","Male","60","[c]","43480","43150"
"Leaver CS","2023","40-49","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Economics","G6","Female","[c]","[c]","[c]","[c]"
