"Status","Year","Disability","Profession_of_post","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Communications","Shropshire and Staffordshire","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","South Yorkshire","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Midlands","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Wales and The Valleys","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Yorkshire","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Bedfordshire and Hertfordshire","Outside London","20","15","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Cornwall and Isles of Scilly","Outside London","10","5","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Cumbria","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Derbyshire and Nottinghamshire","Outside London","50","45","30340","28120"
"In post","2023","Declared disabled","Counter Fraud","Devon","Outside London","20","15","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Dorset and Somerset","Outside London","35","30","30110","28120"
"In post","2023","Declared disabled","Counter Fraud","East Anglia","Outside London","30","25","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","East Wales","Outside London","30","25","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","East Yorkshire and Northern Lincolnshire","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Eastern Scotland","Outside London","20","15","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Essex","Outside London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","40","35","27170","28120"
"In post","2023","Declared disabled","Counter Fraud","Greater Manchester","Outside London","60","55","32750","34050"
"In post","2023","Declared disabled","Counter Fraud","Hampshire and Isle of Wight","Outside London","45","40","28910","28120"
"In post","2023","Declared disabled","Counter Fraud","Herefordshire, Worcestershire and Warwickshire","Outside London","15","10","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Inner London - East","London","70","65","35440","32520"
"In post","2023","Declared disabled","Counter Fraud","Inner London - West","London","35","30","40050","38680"
"In post","2023","Declared disabled","Counter Fraud","Kent","Outside London","65","60","29840","31280"
"In post","2023","Declared disabled","Counter Fraud","Lancashire","Outside London","35","30","31420","28120"
"In post","2023","Declared disabled","Counter Fraud","Leicestershire, Rutland and Northamptonshire","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Lincolnshire","Outside London","10","5","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Merseyside","Outside London","60","55","29970","28120"
"In post","2023","Declared disabled","Counter Fraud","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","North Yorkshire","Outside London","15","10","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Northern Ireland","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Northumberland, and Tyne and Wear","Outside London","65","60","30340","28120"
"In post","2023","Declared disabled","Counter Fraud","Outer London - East and North East","London","70","60","30970","32520"
"In post","2023","Declared disabled","Counter Fraud","Outer London - South","London","40","40","34740","32540"
"In post","2023","Declared disabled","Counter Fraud","Outer London - West and North West","London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Shropshire and Staffordshire","Outside London","20","15","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","South Yorkshire","Outside London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Southern Scotland","Outside London","40","35","24530","21690"
"In post","2023","Declared disabled","Counter Fraud","Surrey, East and West Sussex","Outside London","50","45","30460","28170"
"In post","2023","Declared disabled","Counter Fraud","Tees Valley and Durham","Outside London","60","55","27480","28120"
"In post","2023","Declared disabled","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","West Central Scotland","Outside London","45","40","29750","28120"
"In post","2023","Declared disabled","Counter Fraud","West Midlands","Outside London","75","70","29330","28120"
"In post","2023","Declared disabled","Counter Fraud","West Wales and The Valleys","Outside London","80","70","27410","28120"
"In post","2023","Declared disabled","Counter Fraud","West Yorkshire","Outside London","65","55","32090","28120"
"In post","2023","Declared disabled","Digital, Data and Technology","Bedfordshire and Hertfordshire","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","Outside London","40","35","38160","35950"
"In post","2023","Declared disabled","Digital, Data and Technology","Cheshire","Outside London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","Derbyshire and Nottinghamshire","Outside London","40","40","37850","34700"
"In post","2023","Declared disabled","Digital, Data and Technology","Devon","Outside London","90","80","36850","37700"
"In post","2023","Declared disabled","Digital, Data and Technology","Dorset and Somerset","Outside London","40","35","39490","34370"
"In post","2023","Declared disabled","Digital, Data and Technology","East Anglia","Outside London","35","35","33960","33830"
"In post","2023","Declared disabled","Digital, Data and Technology","East Wales","Outside London","90","90","41570","39690"
"In post","2023","Declared disabled","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","Eastern Scotland","Outside London","35","35","38540","36540"
"In post","2023","Declared disabled","Digital, Data and Technology","Essex","Outside London","10","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","195","190","40230","37640"
"In post","2023","Declared disabled","Digital, Data and Technology","Greater Manchester","Outside London","160","155","43320","38470"
"In post","2023","Declared disabled","Digital, Data and Technology","Hampshire and Isle of Wight","Outside London","70","70","38730","34300"
"In post","2023","Declared disabled","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","Inner London - East","London","140","140","50440","54390"
"In post","2023","Declared disabled","Digital, Data and Technology","Inner London - West","London","285","280","49480","45460"
"In post","2023","Declared disabled","Digital, Data and Technology","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","Lancashire","Outside London","120","115","40790","38110"
"In post","2023","Declared disabled","Digital, Data and Technology","Leicestershire, Rutland and Northamptonshire","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","Merseyside","Outside London","70","65","37700","33830"
"In post","2023","Declared disabled","Digital, Data and Technology","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","North Yorkshire","Outside London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","Northumberland, and Tyne and Wear","Outside London","205","195","41690","38470"
"In post","2023","Declared disabled","Digital, Data and Technology","Outer London - East and North East","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","Outer London - South","London","55","50","59010","59290"
"In post","2023","Declared disabled","Digital, Data and Technology","Outer London - West and North West","London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","Shropshire and Staffordshire","Outside London","50","50","43390","36990"
"In post","2023","Declared disabled","Digital, Data and Technology","South Yorkshire","Outside London","80","75","46360","49400"
"In post","2023","Declared disabled","Digital, Data and Technology","Southern Scotland","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","Surrey, East and West Sussex","Outside London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","Tees Valley and Durham","Outside London","20","15","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","West Central Scotland","Outside London","45","40","39220","34700"
"In post","2023","Declared disabled","Digital, Data and Technology","West Midlands","Outside London","70","70","40110","37590"
"In post","2023","Declared disabled","Digital, Data and Technology","West Wales and The Valleys","Outside London","65","65","38630","34010"
"In post","2023","Declared disabled","Digital, Data and Technology","West Yorkshire","Outside London","75","70","40760","37680"
"In post","2023","Declared disabled","Economics","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","East Wales","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Economics","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Inner London - East","London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Economics","Inner London - West","London","80","75","52120","54230"
"In post","2023","Declared disabled","Economics","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Bedfordshire and Hertfordshire","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","Berkshire, Buckinghamshire and Oxfordshire","Outside London","35","35","33190","28090"
"In post","2023","Declared disabled","Finance","Cheshire","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Finance","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Derbyshire and Nottinghamshire","Outside London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Finance","Devon","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Finance","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","East Anglia","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Finance","East Wales","Outside London","30","30","47470","39690"
"In post","2023","Declared disabled","Finance","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Eastern Scotland","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Finance","Essex","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","115","110","40330","35200"
"In post","2023","Declared disabled","Finance","Greater Manchester","Outside London","45","45","38910","35350"
"In post","2023","Declared disabled","Finance","Hampshire and Isle of Wight","Outside London","40","40","36560","34500"
"In post","2023","Declared disabled","Finance","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Inner London - East","London","40","40","50480","47010"
"In post","2023","Declared disabled","Finance","Inner London - West","London","150","145","49250","43650"
"In post","2023","Declared disabled","Finance","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Lancashire","Outside London","50","40","32760","28120"
"In post","2023","Declared disabled","Finance","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Lincolnshire","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","Merseyside","Outside London","35","35","36130","34780"
"In post","2023","Declared disabled","Finance","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","North Yorkshire","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Finance","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","Northumberland, and Tyne and Wear","Outside London","40","35","38810","34400"
"In post","2023","Declared disabled","Finance","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Outer London - South","London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Finance","Outer London - West and North West","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Finance","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Shropshire and Staffordshire","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Finance","South Yorkshire","Outside London","50","45","38910","34570"
"In post","2023","Declared disabled","Finance","Southern Scotland","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","Surrey, East and West Sussex","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Finance","Tees Valley and Durham","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","West Central Scotland","Outside London","20","15","[c]","[c]"
"In post","2023","Declared disabled","Finance","West Midlands","Outside London","35","35","38660","37590"
"In post","2023","Declared disabled","Finance","West Wales and The Valleys","Outside London","30","25","[c]","[c]"
"In post","2023","Declared disabled","Finance","West Yorkshire","Outside London","35","35","43180","38290"
"In post","2023","Declared disabled","Geography","Dorset and Somerset","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Geography","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Geography","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Geography","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Geography","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Geography","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Bedfordshire and Hertfordshire","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Outside London","60","60","38950","34300"
"In post","2023","Declared disabled","Human Resources","Cheshire","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Cornwall and Isles of Scilly","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Derbyshire and Nottinghamshire","Outside London","60","55","37110","35000"
"In post","2023","Declared disabled","Human Resources","Devon","Outside London","30","25","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Dorset and Somerset","Outside London","30","30","37010","35270"
"In post","2023","Declared disabled","Human Resources","East Anglia","Outside London","35","35","36190","34300"
"In post","2023","Declared disabled","Human Resources","East Wales","Outside London","85","80","39290","35360"
"In post","2023","Declared disabled","Human Resources","East Yorkshire and Northern Lincolnshire","Outside London","35","35","28540","27650"
"In post","2023","Declared disabled","Human Resources","Eastern Scotland","Outside London","35","30","38560","37060"
"In post","2023","Declared disabled","Human Resources","Essex","Outside London","10","5","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","155","145","37420","34300"
"In post","2023","Declared disabled","Human Resources","Greater Manchester","Outside London","75","70","41880","39600"
"In post","2023","Declared disabled","Human Resources","Hampshire and Isle of Wight","Outside London","70","65","36300","33470"
"In post","2023","Declared disabled","Human Resources","Herefordshire, Worcestershire and Warwickshire","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Inner London - East","London","75","70","49340","43710"
"In post","2023","Declared disabled","Human Resources","Inner London - West","London","295","290","48900","43760"
"In post","2023","Declared disabled","Human Resources","Kent","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Lancashire","Outside London","40","40","39010","36330"
"In post","2023","Declared disabled","Human Resources","Leicestershire, Rutland and Northamptonshire","Outside London","15","15","[c]","[c]"
