"Status","Year","Profession_of_post","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","Inner London - West","EO","65","65","30760","30950"
"In post","2023","Commercial","Inner London - West","G6","235","230","75860","72500"
"In post","2023","Commercial","Inner London - West","G7","410","400","61260","57940"
"In post","2023","Commercial","Inner London - West","HEO","200","200","35320","35480"
"In post","2023","Commercial","Inner London - West","SCS level","145","140","122260","118420"
"In post","2023","Commercial","Inner London - West","SEO","220","215","44180","43750"
"In post","2023","Commercial","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","SEO","10","10","[c]","[c]"
"In post","2023","Commercial","Lancashire","EO","15","15","28270","28120"
"In post","2023","Commercial","Lancashire","G6","15","15","70260","66270"
"In post","2023","Commercial","Lancashire","G7","40","40","56510","56000"
"In post","2023","Commercial","Lancashire","HEO","50","50","33990","34170"
"In post","2023","Commercial","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lancashire","SEO","70","65","39500","38470"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","SEO","10","10","44990","43080"
"In post","2023","Commercial","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire","SEO","5","5","[c]","[c]"
"In post","2023","Commercial","Merseyside","AO","20","15","21740","21690"
"In post","2023","Commercial","Merseyside","EO","35","30","26850","26410"
"In post","2023","Commercial","Merseyside","G6","20","20","70120","66270"
"In post","2023","Commercial","Merseyside","G7","45","40","58860","56000"
"In post","2023","Commercial","Merseyside","HEO","75","75","31920","32110"
"In post","2023","Commercial","Merseyside","SCS level","10","10","94700","87160"
"In post","2023","Commercial","Merseyside","SEO","115","115","40390","40470"
"In post","2023","Commercial","North Eastern Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Eastern Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Yorkshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Yorkshire","EO","10","10","26720","27020"
"In post","2023","Commercial","North Yorkshire","G6","10","10","70240","69680"
"In post","2023","Commercial","North Yorkshire","G7","30","30","56680","52740"
"In post","2023","Commercial","North Yorkshire","HEO","20","15","32160","32100"
"In post","2023","Commercial","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Yorkshire","SEO","25","25","40580","38800"
"In post","2023","Commercial","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northern Ireland","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northumberland, and Tyne and Wear","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northumberland, and Tyne and Wear","EO","10","5","[c]","[c]"
"In post","2023","Commercial","Northumberland, and Tyne and Wear","G6","5","5","[c]","[c]"
"In post","2023","Commercial","Northumberland, and Tyne and Wear","G7","30","30","59730","56000"
"In post","2023","Commercial","Northumberland, and Tyne and Wear","HEO","30","30","32980","34170"
"In post","2023","Commercial","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northumberland, and Tyne and Wear","SEO","30","30","40590","38470"
"In post","2023","Commercial","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Outer London - East and North East","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Outer London - East and North East","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Outer London - East and North East","SEO","5","5","[c]","[c]"
"In post","2023","Commercial","Outer London - South","AO","10","10","28920","28180"
"In post","2023","Commercial","Outer London - South","EO","25","20","31150","31310"
"In post","2023","Commercial","Outer London - South","G6","15","15","79270","77500"
"In post","2023","Commercial","Outer London - South","G7","25","25","64750","65500"
"In post","2023","Commercial","Outer London - South","HEO","25","25","37180","36180"
"In post","2023","Commercial","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Outer London - South","SEO","50","50","46720","46270"
"In post","2023","Commercial","Outer London - West and North West","AO","20","20","23800","23460"
"In post","2023","Commercial","Outer London - West and North West","EO","10","10","[c]","[c]"
"In post","2023","Commercial","Outer London - West and North West","G6","10","10","[c]","[c]"
"In post","2023","Commercial","Outer London - West and North West","G7","5","5","[c]","[c]"
"In post","2023","Commercial","Outer London - West and North West","HEO","10","10","[c]","[c]"
"In post","2023","Commercial","Outer London - West and North West","SEO","10","10","[c]","[c]"
"In post","2023","Commercial","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Overseas","G7","10","10","[c]","[c]"
"In post","2023","Commercial","Overseas","HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Overseas","SEO","10","10","68790","69790"
"In post","2023","Commercial","Shropshire and Staffordshire","AO","25","20","22250","21780"
"In post","2023","Commercial","Shropshire and Staffordshire","EO","45","45","26710","26350"
"In post","2023","Commercial","Shropshire and Staffordshire","G6","10","10","76080","72720"
"In post","2023","Commercial","Shropshire and Staffordshire","G7","25","20","60590","58110"
"In post","2023","Commercial","Shropshire and Staffordshire","HEO","35","35","34090","33990"
"In post","2023","Commercial","Shropshire and Staffordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Shropshire and Staffordshire","SEO","40","40","43760","42320"
"In post","2023","Commercial","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South Yorkshire","AO","20","20","21670","21690"
"In post","2023","Commercial","South Yorkshire","EO","30","30","27430","28120"
"In post","2023","Commercial","South Yorkshire","G6","20","20","69890","66860"
"In post","2023","Commercial","South Yorkshire","G7","55","55","56720","56000"
"In post","2023","Commercial","South Yorkshire","HEO","60","55","33570","34170"
"In post","2023","Commercial","South Yorkshire","SCS level","5","5","[c]","[c]"
"In post","2023","Commercial","South Yorkshire","SEO","95","90","39890","38470"
"In post","2023","Commercial","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Southern Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Southern Scotland","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Southern Scotland","G6","5","5","[c]","[c]"
"In post","2023","Commercial","Southern Scotland","G7","30","30","58400","56000"
"In post","2023","Commercial","Southern Scotland","HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Southern Scotland","SEO","15","15","41520","40810"
"In post","2023","Commercial","Surrey, East and West Sussex","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Surrey, East and West Sussex","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Surrey, East and West Sussex","G6","5","5","[c]","[c]"
"In post","2023","Commercial","Surrey, East and West Sussex","G7","10","10","[c]","[c]"
"In post","2023","Commercial","Surrey, East and West Sussex","HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Surrey, East and West Sussex","SEO","15","15","46870","44100"
"In post","2023","Commercial","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tees Valley and Durham","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tees Valley and Durham","EO","10","10","27210","25900"
"In post","2023","Commercial","Tees Valley and Durham","G6","5","5","[c]","[c]"
"In post","2023","Commercial","Tees Valley and Durham","G7","15","15","56910","55360"
"In post","2023","Commercial","Tees Valley and Durham","HEO","10","10","31790","31080"
"In post","2023","Commercial","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tees Valley and Durham","SEO","30","30","41130","41590"
"In post","2023","Commercial","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Central Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Central Scotland","AO","20","15","25990","28490"
"In post","2023","Commercial","West Central Scotland","EO","35","35","27650","27080"
"In post","2023","Commercial","West Central Scotland","G6","10","10","78210","78600"
"In post","2023","Commercial","West Central Scotland","G7","30","25","60540","57050"
"In post","2023","Commercial","West Central Scotland","HEO","65","60","34270","33990"
"In post","2023","Commercial","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Central Scotland","SEO","45","45","41780","42700"
"In post","2023","Commercial","West Central Scotland","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","West Midlands","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Midlands","EO","15","15","27530","26780"
"In post","2023","Commercial","West Midlands","G6","20","20","78720","75010"
"In post","2023","Commercial","West Midlands","G7","55","55","62260","65500"
"In post","2023","Commercial","West Midlands","HEO","45","40","32470","31660"
"In post","2023","Commercial","West Midlands","SCS level","10","10","[c]","[c]"
"In post","2023","Commercial","West Midlands","SEO","45","45","40770","39240"
"In post","2023","Commercial","West Midlands","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","West Wales and The Valleys","AA","10","10","19000","19000"
"In post","2023","Commercial","West Wales and The Valleys","AO","30","30","22500","22500"
"In post","2023","Commercial","West Wales and The Valleys","EO","35","35","27260","26960"
"In post","2023","Commercial","West Wales and The Valleys","G6","5","5","[c]","[c]"
"In post","2023","Commercial","West Wales and The Valleys","G7","20","20","54310","53540"
"In post","2023","Commercial","West Wales and The Valleys","HEO","50","50","32500","31660"
"In post","2023","Commercial","West Wales and The Valleys","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Wales and The Valleys","SEO","55","50","42090","41000"
"In post","2023","Commercial","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Yorkshire","AO","15","15","21660","21690"
"In post","2023","Commercial","West Yorkshire","EO","25","25","27340","26960"
"In post","2023","Commercial","West Yorkshire","G6","35","35","72320","70350"
"In post","2023","Commercial","West Yorkshire","G7","105","100","61070","60860"
"In post","2023","Commercial","West Yorkshire","HEO","80","80","32840","32030"
"In post","2023","Commercial","West Yorkshire","SCS level","5","5","[c]","[c]"
"In post","2023","Commercial","West Yorkshire","SEO","120","115","39860","38470"
"In post","2023","Communications","Bedfordshire and Hertfordshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Bedfordshire and Hertfordshire","EO","10","10","[c]","[c]"
"In post","2023","Communications","Bedfordshire and Hertfordshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Bedfordshire and Hertfordshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Bedfordshire and Hertfordshire","HEO","5","5","[c]","[c]"
"In post","2023","Communications","Bedfordshire and Hertfordshire","SEO","5","5","[c]","[c]"
"In post","2023","Communications","Berkshire, Buckinghamshire and Oxfordshire","AO","15","15","23240","22330"
"In post","2023","Communications","Berkshire, Buckinghamshire and Oxfordshire","EO","25","25","29160","29110"
"In post","2023","Communications","Berkshire, Buckinghamshire and Oxfordshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Berkshire, Buckinghamshire and Oxfordshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Berkshire, Buckinghamshire and Oxfordshire","HEO","30","25","34740","35330"
"In post","2023","Communications","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Berkshire, Buckinghamshire and Oxfordshire","SEO","15","15","41680","41800"
"In post","2023","Communications","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cheshire","EO","5","5","[c]","[c]"
"In post","2023","Communications","Cheshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cheshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cheshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cheshire","SEO","5","5","[c]","[c]"
"In post","2023","Communications","Cornwall and Isles of Scilly","AO","10","5","[c]","[c]"
"In post","2023","Communications","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cornwall and Isles of Scilly","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cumbria","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cumbria","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Derbyshire and Nottinghamshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Derbyshire and Nottinghamshire","EO","10","10","28740","27670"
"In post","2023","Communications","Derbyshire and Nottinghamshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Derbyshire and Nottinghamshire","G7","20","20","55640","56100"
"In post","2023","Communications","Derbyshire and Nottinghamshire","HEO","30","30","32960","32950"
"In post","2023","Communications","Derbyshire and Nottinghamshire","SEO","35","35","42050","42510"
"In post","2023","Communications","Devon","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Devon","EO","10","10","[c]","[c]"
"In post","2023","Communications","Devon","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Devon","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Devon","HEO","20","15","32250","32500"
"In post","2023","Communications","Devon","SEO","20","15","39660","39650"
"In post","2023","Communications","Dorset and Somerset","AO","5","5","[c]","[c]"
"In post","2023","Communications","Dorset and Somerset","EO","15","15","28160","27470"
"In post","2023","Communications","Dorset and Somerset","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Dorset and Somerset","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Dorset and Somerset","HEO","10","10","[c]","[c]"
"In post","2023","Communications","Dorset and Somerset","SEO","10","10","[c]","[c]"
"In post","2023","Communications","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Anglia","AA","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Anglia","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Anglia","EO","5","5","[c]","[c]"
"In post","2023","Communications","East Anglia","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Anglia","G7","5","5","[c]","[c]"
"In post","2023","Communications","East Anglia","HEO","15","15","33130","32500"
"In post","2023","Communications","East Anglia","SEO","5","5","[c]","[c]"
"In post","2023","Communications","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Wales","AO","20","15","24370","25620"
"In post","2023","Communications","East Wales","EO","45","40","28740","28300"
"In post","2023","Communications","East Wales","G6","10","10","69950","69580"
"In post","2023","Communications","East Wales","G7","55","50","55840","56770"
"In post","2023","Communications","East Wales","HEO","90","85","35330","34520"
"In post","2023","Communications","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Wales","SEO","90","85","43160","41700"
"In post","2023","Communications","East Yorkshire and Northern Lincolnshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Yorkshire and Northern Lincolnshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Yorkshire and Northern Lincolnshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Yorkshire and Northern Lincolnshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Eastern Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Eastern Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Eastern Scotland","G7","10","10","[c]","[c]"
"In post","2023","Communications","Eastern Scotland","HEO","20","20","37110","38170"
"In post","2023","Communications","Eastern Scotland","SEO","10","10","[c]","[c]"
"In post","2023","Communications","Essex","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Essex","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","AO","10","5","[c]","[c]"
"In post","2023","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","EO","35","30","27620","27470"
