"Status","Year","Age","Region_ITL2","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Inner London - West","London","Male","25","25","[c]","[c]"
"In post","2023","16-19","Kent","Outside London","Female","30","30","[c]","[c]"
"In post","2023","16-19","Kent","Outside London","Male","25","25","[c]","[c]"
"In post","2023","16-19","Lancashire","Outside London","Female","20","20","[c]","[c]"
"In post","2023","16-19","Lancashire","Outside London","Male","10","10","[c]","[c]"
"In post","2023","16-19","Leicestershire, Rutland and Northamptonshire","Outside London","Female","10","10","[c]","[c]"
"In post","2023","16-19","Leicestershire, Rutland and Northamptonshire","Outside London","Male","10","10","[c]","[c]"
"In post","2023","16-19","Lincolnshire","Outside London","Female","5","5","[c]","[c]"
"In post","2023","16-19","Lincolnshire","Outside London","Male","10","10","[c]","[c]"
"In post","2023","16-19","Merseyside","Outside London","Female","35","30","22920","22400"
"In post","2023","16-19","Merseyside","Outside London","Male","20","20","[c]","[c]"
"In post","2023","16-19","North Eastern Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North Eastern Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North Yorkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North Yorkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northumberland, and Tyne and Wear","Outside London","Female","20","20","[c]","[c]"
"In post","2023","16-19","Northumberland, and Tyne and Wear","Outside London","Male","20","20","[c]","[c]"
"In post","2023","16-19","Outer London - East and North East","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Outer London - East and North East","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Outer London - South","London","Female","10","10","[c]","[c]"
"In post","2023","16-19","Outer London - South","London","Male","10","10","[c]","[c]"
"In post","2023","16-19","Outer London - West and North West","London","Female","5","5","[c]","[c]"
"In post","2023","16-19","Outer London - West and North West","London","Male","15","15","[c]","[c]"
"In post","2023","16-19","Shropshire and Staffordshire","Outside London","Female","10","10","[c]","[c]"
"In post","2023","16-19","Shropshire and Staffordshire","Outside London","Male","15","15","[c]","[c]"
"In post","2023","16-19","South Yorkshire","Outside London","Female","15","15","[c]","[c]"
"In post","2023","16-19","South Yorkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Southern Scotland","Outside London","Female","10","10","[c]","[c]"
"In post","2023","16-19","Southern Scotland","Outside London","Male","20","20","[c]","[c]"
"In post","2023","16-19","Surrey, East and West Sussex","Outside London","Female","10","10","[c]","[c]"
"In post","2023","16-19","Surrey, East and West Sussex","Outside London","Male","5","5","[c]","[c]"
"In post","2023","16-19","Tees Valley and Durham","Outside London","Female","20","20","[c]","[c]"
"In post","2023","16-19","Tees Valley and Durham","Outside London","Male","15","15","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Female","15","15","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Male","25","25","[c]","[c]"
"In post","2023","16-19","West Central Scotland","Outside London","Female","30","25","[c]","[c]"
"In post","2023","16-19","West Central Scotland","Outside London","Male","25","20","[c]","[c]"
"In post","2023","16-19","West Midlands","Outside London","Female","25","25","[c]","[c]"
"In post","2023","16-19","West Midlands","Outside London","Male","30","30","24600","23230"
"In post","2023","16-19","West Wales and The Valleys","Outside London","Female","60","55","21110","21690"
"In post","2023","16-19","West Wales and The Valleys","Outside London","Male","40","35","21140","21690"
"In post","2023","16-19","West Yorkshire","Outside London","Female","45","40","23720","22520"
"In post","2023","16-19","West Yorkshire","Outside London","Male","40","40","24180","22520"
"In post","2023","20-29","Bedfordshire and Hertfordshire","Outside London","Female","405","395","29390","28480"
"In post","2023","20-29","Bedfordshire and Hertfordshire","Outside London","Male","275","275","31440","30880"
"In post","2023","20-29","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","715","705","29280","28840"
"In post","2023","20-29","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","585","580","30290","29470"
"In post","2023","20-29","Cheshire","Outside London","Female","405","395","29580","28880"
"In post","2023","20-29","Cheshire","Outside London","Male","230","230","29090","28880"
"In post","2023","20-29","Cornwall and Isles of Scilly","Outside London","Female","80","75","25480","23640"
"In post","2023","20-29","Cornwall and Isles of Scilly","Outside London","Male","50","45","26560","24260"
"In post","2023","20-29","Cumbria","Outside London","Female","150","145","24350","22150"
"In post","2023","20-29","Cumbria","Outside London","Male","115","115","26310","25120"
"In post","2023","20-29","Derbyshire and Nottinghamshire","Outside London","Female","1325","1290","28000","27890"
"In post","2023","20-29","Derbyshire and Nottinghamshire","Outside London","Male","980","970","28720","28120"
"In post","2023","20-29","Devon","Outside London","Female","580","570","27260","26650"
"In post","2023","20-29","Devon","Outside London","Male","535","535","28310","28080"
"In post","2023","20-29","Dorset and Somerset","Outside London","Female","335","325","27390","27610"
"In post","2023","20-29","Dorset and Somerset","Outside London","Male","285","285","28260","27610"
"In post","2023","20-29","East Anglia","Outside London","Female","895","865","27610","27080"
"In post","2023","20-29","East Anglia","Outside London","Male","780","770","28550","28880"
"In post","2023","20-29","East Wales","Outside London","Female","1780","1745","29200","27890"
"In post","2023","20-29","East Wales","Outside London","Male","1570","1560","29380","28120"
"In post","2023","20-29","East Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","East Yorkshire and Northern Lincolnshire","Outside London","Female","400","385","27150","28080"
"In post","2023","20-29","East Yorkshire and Northern Lincolnshire","Outside London","Male","345","345","28100","28880"
"In post","2023","20-29","Eastern Scotland","Outside London","Female","1930","1885","30620","29100"
"In post","2023","20-29","Eastern Scotland","Outside London","Male","1380","1370","30510","28700"
"In post","2023","20-29","Essex","Outside London","Female","380","370","27560","25880"
"In post","2023","20-29","Essex","Outside London","Male","250","250","27440","25880"
"In post","2023","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","2610","2565","30070","28880"
"In post","2023","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","2790","2785","30600","30320"
"In post","2023","20-29","Greater Manchester","Outside London","Female","2230","2205","29480","28120"
"In post","2023","20-29","Greater Manchester","Outside London","Male","1880","1870","30630","28130"
"In post","2023","20-29","Hampshire and Isle of Wight","Outside London","Female","1075","1055","29740","28200"
"In post","2023","20-29","Hampshire and Isle of Wight","Outside London","Male","1060","1050","30060","30440"
"In post","2023","20-29","Hampshire and Isle of Wight","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","295","285","26650","25830"
"In post","2023","20-29","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","205","200","27690","28880"
"In post","2023","20-29","Highlands and Islands","Outside London","Female","120","115","27510","27000"
"In post","2023","20-29","Highlands and Islands","Outside London","Male","90","90","26140","25010"
"In post","2023","20-29","Inner London - East","London","Female","1845","1825","36110","33800"
"In post","2023","20-29","Inner London - East","London","Male","1375","1365","36870","34620"
"In post","2023","20-29","Inner London - West","London","Female","9015","8975","39740","36620"
"In post","2023","20-29","Inner London - West","London","Male","6750","6730","40700","38020"
"In post","2023","20-29","Inner London - West","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Kent","Outside London","Female","755","740","27410","25880"
"In post","2023","20-29","Kent","Outside London","Male","675","670","27400","25880"
"In post","2023","20-29","Lancashire","Outside London","Female","1010","980","26870","28080"
"In post","2023","20-29","Lancashire","Outside London","Male","740","735","26600","28120"
"In post","2023","20-29","Leicestershire, Rutland and Northamptonshire","Outside London","Female","570","545","25580","24070"
"In post","2023","20-29","Leicestershire, Rutland and Northamptonshire","Outside London","Male","395","390","26810","28080"
"In post","2023","20-29","Lincolnshire","Outside London","Female","205","205","26710","25830"
"In post","2023","20-29","Lincolnshire","Outside London","Male","140","140","28220","28880"
"In post","2023","20-29","Merseyside","Outside London","Female","2160","2110","26780","25750"
"In post","2023","20-29","Merseyside","Outside London","Male","1500","1485","26500","25750"
"In post","2023","20-29","North Eastern Scotland","Outside London","Female","145","140","29900","29100"
"In post","2023","20-29","North Eastern Scotland","Outside London","Male","85","85","30610","29450"
"In post","2023","20-29","North Yorkshire","Outside London","Female","370","360","28450","27320"
"In post","2023","20-29","North Yorkshire","Outside London","Male","265","265","29260","27450"
"In post","2023","20-29","Northern Ireland","Outside London","Female","320","310","26850","25750"
"In post","2023","20-29","Northern Ireland","Outside London","Male","285","285","26300","22520"
"In post","2023","20-29","Northumberland, and Tyne and Wear","Outside London","Female","1705","1655","27820","27650"
"In post","2023","20-29","Northumberland, and Tyne and Wear","Outside London","Male","1490","1475","28520","27890"
"In post","2023","20-29","Outer London - East and North East","London","Female","385","375","30890","32520"
"In post","2023","20-29","Outer London - East and North East","London","Male","225","225","31630","32520"
"In post","2023","20-29","Outer London - South","London","Female","970","955","33890","31310"
"In post","2023","20-29","Outer London - South","London","Male","685","680","35320","32520"
"In post","2023","20-29","Outer London - West and North West","London","Female","880","865","31480","30810"
"In post","2023","20-29","Outer London - West and North West","London","Male","560","560","31560","29890"
"In post","2023","20-29","Overseas","Overseas","Female","200","200","38460","34220"
"In post","2023","20-29","Overseas","Overseas","Male","140","140","39750","35660"
"In post","2023","20-29","Shropshire and Staffordshire","Outside London","Female","720","705","28130","28120"
"In post","2023","20-29","Shropshire and Staffordshire","Outside London","Male","525","520","30170","28880"
"In post","2023","20-29","South Yorkshire","Outside London","Female","1085","1060","28810","26000"
"In post","2023","20-29","South Yorkshire","Outside London","Male","755","750","29210","25900"
"In post","2023","20-29","Southern Scotland","Outside London","Female","460","445","28150","25710"
"In post","2023","20-29","Southern Scotland","Outside London","Male","360","360","26720","25020"
"In post","2023","20-29","Surrey, East and West Sussex","Outside London","Female","760","740","29030","28200"
"In post","2023","20-29","Surrey, East and West Sussex","Outside London","Male","455","450","29080","28120"
"In post","2023","20-29","Tees Valley and Durham","Outside London","Female","990","960","27360","28080"
"In post","2023","20-29","Tees Valley and Durham","Outside London","Male","685","675","28210","28160"
"In post","2023","20-29","Unknown","Unknown","Female","145","140","31700","29860"
"In post","2023","20-29","Unknown","Unknown","Male","400","400","31610","29880"
"In post","2023","20-29","West Central Scotland","Outside London","Female","1830","1785","28770","27650"
"In post","2023","20-29","West Central Scotland","Outside London","Male","1440","1425","28260","25980"
"In post","2023","20-29","West Midlands","Outside London","Female","2130","2065","27860","26780"
"In post","2023","20-29","West Midlands","Outside London","Male","1535","1520","28480","27890"
"In post","2023","20-29","West Wales and The Valleys","Outside London","Female","1240","1180","25370","23640"
"In post","2023","20-29","West Wales and The Valleys","Outside London","Male","795","785","25920","23640"
"In post","2023","20-29","West Yorkshire","Outside London","Female","2115","2065","29330","28120"
"In post","2023","20-29","West Yorkshire","Outside London","Male","1750","1735","29030","28120"
"In post","2023","30-39","Bedfordshire and Hertfordshire","Outside London","Female","505","465","34330","31280"
"In post","2023","30-39","Bedfordshire and Hertfordshire","Outside London","Male","375","370","36450","32520"
"In post","2023","30-39","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","935","870","33680","32050"
"In post","2023","30-39","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","915","905","36320","34060"
"In post","2023","30-39","Cheshire","Outside London","Female","575","535","33630","32540"
"In post","2023","30-39","Cheshire","Outside London","Male","455","450","35140","33700"
"In post","2023","30-39","Cornwall and Isles of Scilly","Outside London","Female","160","140","28160","25920"
"In post","2023","30-39","Cornwall and Isles of Scilly","Outside London","Male","105","100","27460","27470"
"In post","2023","30-39","Cumbria","Outside London","Female","245","220","28680","25920"
"In post","2023","30-39","Cumbria","Outside London","Male","170","170","30760","27480"
"In post","2023","30-39","Derbyshire and Nottinghamshire","Outside London","Female","1680","1535","32520","30320"
"In post","2023","30-39","Derbyshire and Nottinghamshire","Outside London","Male","1390","1380","33500","31510"
"In post","2023","30-39","Devon","Outside London","Female","970","865","31950","28880"
"In post","2023","30-39","Devon","Outside London","Male","910","900","34600","33120"
"In post","2023","30-39","Dorset and Somerset","Outside London","Female","470","430","32070","28880"
"In post","2023","30-39","Dorset and Somerset","Outside London","Male","485","480","33160","31510"
"In post","2023","30-39","East Anglia","Outside London","Female","1330","1185","30910","28480"
"In post","2023","30-39","East Anglia","Outside London","Male","1115","1100","32900","32000"
"In post","2023","30-39","East Wales","Outside London","Female","2940","2730","34950","31870"
"In post","2023","30-39","East Wales","Outside London","Male","2545","2520","35920","33730"
"In post","2023","30-39","East Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","East Yorkshire and Northern Lincolnshire","Outside London","Female","490","435","29580","28120"
"In post","2023","30-39","East Yorkshire and Northern Lincolnshire","Outside London","Male","455","450","30580","30410"
"In post","2023","30-39","Eastern Scotland","Outside London","Female","3040","2845","38010","34730"
"In post","2023","30-39","Eastern Scotland","Outside London","Male","2405","2385","37340","34700"
"In post","2023","30-39","Essex","Outside London","Female","470","430","31200","30810"
"In post","2023","30-39","Essex","Outside London","Male","320","315","31440","31280"
"In post","2023","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","3720","3405","37270","34700"
"In post","2023","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","3480","3455","39770","38790"
"In post","2023","30-39","Greater Manchester","Outside London","Female","2730","2570","34500","32000"
"In post","2023","30-39","Greater Manchester","Outside London","Male","2790","2765","35760","33130"
"In post","2023","30-39","Hampshire and Isle of Wight","Outside London","Female","1495","1365","34230","31660"
"In post","2023","30-39","Hampshire and Isle of Wight","Outside London","Male","1360","1335","36610","34000"
"In post","2023","30-39","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","440","400","29700","28120"
"In post","2023","30-39","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","320","320","30220","28880"
"In post","2023","30-39","Highlands and Islands","Outside London","Female","175","160","31800","30000"
"In post","2023","30-39","Highlands and Islands","Outside London","Male","160","160","31600","29560"
"In post","2023","30-39","Inner London - East","London","Female","2270","2150","44680","40000"
"In post","2023","30-39","Inner London - East","London","Male","2025","2015","46460","41870"
"In post","2023","30-39","Inner London - West","London","Female","8755","8450","51640","54330"
"In post","2023","30-39","Inner London - West","London","Male","7295","7250","51960","54630"
"In post","2023","30-39","Inner London - West","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Kent","Outside London","Female","865","795","30620","30320"
"In post","2023","30-39","Kent","Outside London","Male","910","905","31110","30880"
"In post","2023","30-39","Lancashire","Outside London","Female","1385","1260","29640","28120"
"In post","2023","30-39","Lancashire","Outside London","Male","1215","1195","29850","28120"
"In post","2023","30-39","Leicestershire, Rutland and Northamptonshire","Outside London","Female","760","670","29200","28120"
"In post","2023","30-39","Leicestershire, Rutland and Northamptonshire","Outside London","Male","515","505","30650","28480"
"In post","2023","30-39","Lincolnshire","Outside London","Female","290","270","31110","28880"
"In post","2023","30-39","Lincolnshire","Outside London","Male","240","235","32240","30950"
"In post","2023","30-39","Merseyside","Outside London","Female","3020","2775","30330","27890"
"In post","2023","30-39","Merseyside","Outside London","Male","2290","2270","31250","28120"
"In post","2023","30-39","Merseyside","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","North Eastern Scotland","Outside London","Female","235","215","35690","34170"
"In post","2023","30-39","North Eastern Scotland","Outside London","Male","185","185","37090","33520"
"In post","2023","30-39","North Yorkshire","Outside London","Female","470","440","34810","32930"
"In post","2023","30-39","North Yorkshire","Outside London","Male","400","395","35250","32980"
"In post","2023","30-39","Northern Ireland","Outside London","Female","530","495","31750","28130"
"In post","2023","30-39","Northern Ireland","Outside London","Male","595","590","31430","27890"
"In post","2023","30-39","Northumberland, and Tyne and Wear","Outside London","Female","2785","2520","31050","28120"
"In post","2023","30-39","Northumberland, and Tyne and Wear","Outside London","Male","2330","2300","33880","30320"
"In post","2023","30-39","Outer London - East and North East","London","Female","410","375","33340","32520"
"In post","2023","30-39","Outer London - East and North East","London","Male","340","335","35290","33810"
"In post","2023","30-39","Outer London - South","London","Female","1265","1195","39380","36180"
"In post","2023","30-39","Outer London - South","London","Male","1060","1055","41590","39110"
"In post","2023","30-39","Outer London - West and North West","London","Female","920","870","35520","32520"
"In post","2023","30-39","Outer London - West and North West","London","Male","855","845","34610","32520"
"In post","2023","30-39","Overseas","Overseas","Female","460","460","50190","53050"
"In post","2023","30-39","Overseas","Overseas","Male","565","565","50020","52400"
"In post","2023","30-39","Shropshire and Staffordshire","Outside London","Female","1005","935","32020","28880"
"In post","2023","30-39","Shropshire and Staffordshire","Outside London","Male","840","835","33830","32060"
"In post","2023","30-39","South Yorkshire","Outside London","Female","1450","1290","33130","30330"
"In post","2023","30-39","South Yorkshire","Outside London","Male","1235","1225","34570","32060"
"In post","2023","30-39","Southern Scotland","Outside London","Female","745","680","32580","28490"
"In post","2023","30-39","Southern Scotland","Outside London","Male","590","585","32220","28320"
"In post","2023","30-39","Surrey, East and West Sussex","Outside London","Female","870","780","32740","30880"
"In post","2023","30-39","Surrey, East and West Sussex","Outside London","Male","630","625","33520","31280"
"In post","2023","30-39","Tees Valley and Durham","Outside London","Female","1250","1150","30700","28120"
"In post","2023","30-39","Tees Valley and Durham","Outside London","Male","995","980","31740","29890"
"In post","2023","30-39","Unknown","Unknown","Female","130","125","37730","34380"
"In post","2023","30-39","Unknown","Unknown","Male","440","440","39680","38710"
"In post","2023","30-39","West Central Scotland","Outside London","Female","2685","2500","33740","30440"
"In post","2023","30-39","West Central Scotland","Outside London","Male","2565","2550","34810","32340"
"In post","2023","30-39","West Midlands","Outside London","Female","2720","2495","31840","28120"
"In post","2023","30-39","West Midlands","Outside London","Male","2215","2180","33480","30320"
"In post","2023","30-39","West Wales and The Valleys","Outside London","Female","2380","2115","28320","26960"
"In post","2023","30-39","West Wales and The Valleys","Outside London","Male","1610","1585","30130","28120"
"In post","2023","30-39","West Yorkshire","Outside London","Female","2410","2210","34250","31270"
"In post","2023","30-39","West Yorkshire","Outside London","Male","2200","2170","34800","32050"
"In post","2023","40-49","Bedfordshire and Hertfordshire","Outside London","Female","650","580","37260","32420"
"In post","2023","40-49","Bedfordshire and Hertfordshire","Outside London","Male","445","440","37530","32720"
"In post","2023","40-49","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","1110","1015","36700","32750"
"In post","2023","40-49","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","945","935","38660","35710"
"In post","2023","40-49","Cheshire","Outside London","Female","610","570","36180","32960"
"In post","2023","40-49","Cheshire","Outside London","Male","410","410","36440","35710"
"In post","2023","40-49","Cornwall and Isles of Scilly","Outside London","Female","210","185","30770","28120"
"In post","2023","40-49","Cornwall and Isles of Scilly","Outside London","Male","145","145","31490","28120"
"In post","2023","40-49","Cumbria","Outside London","Female","475","405","29920","25920"
"In post","2023","40-49","Cumbria","Outside London","Male","270","265","32760","28120"
"In post","2023","40-49","Derbyshire and Nottinghamshire","Outside London","Female","1960","1765","35210","31510"
"In post","2023","40-49","Derbyshire and Nottinghamshire","Outside London","Male","1380","1360","36360","33700"
"In post","2023","40-49","Devon","Outside London","Female","1215","1065","34200","30320"
"In post","2023","40-49","Devon","Outside London","Male","1125","1100","37630","35710"
"In post","2023","40-49","Dorset and Somerset","Outside London","Female","625","560","32340","28120"
"In post","2023","40-49","Dorset and Somerset","Outside London","Male","565","560","36040","33470"
"In post","2023","40-49","East Anglia","Outside London","Female","1620","1430","33510","29050"
"In post","2023","40-49","East Anglia","Outside London","Male","1380","1360","34740","32160"
"In post","2023","40-49","East Wales","Outside London","Female","2825","2580","38560","34700"
"In post","2023","40-49","East Wales","Outside London","Male","2225","2190","41430","37760"
"In post","2023","40-49","East Yorkshire and Northern Lincolnshire","Outside London","Female","600","535","30590","28120"
"In post","2023","40-49","East Yorkshire and Northern Lincolnshire","Outside London","Male","445","440","32840","30440"
"In post","2023","40-49","Eastern Scotland","Outside London","Female","2870","2630","41310","35000"
"In post","2023","40-49","Eastern Scotland","Outside London","Male","2225","2200","42890","37790"
"In post","2023","40-49","Essex","Outside London","Female","640","565","33310","31280"
"In post","2023","40-49","Essex","Outside London","Male","390","390","34090","31280"
"In post","2023","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","3420","3110","39950","37360"
"In post","2023","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","3450","3415","44310","41800"
"In post","2023","40-49","Greater Manchester","Outside London","Female","2650","2445","35620","31270"
"In post","2023","40-49","Greater Manchester","Outside London","Male","2310","2285","37470","34170"
"In post","2023","40-49","Hampshire and Isle of Wight","Outside London","Female","1720","1550","37170","33830"
"In post","2023","40-49","Hampshire and Isle of Wight","Outside London","Male","1515","1485","39710","35710"
"In post","2023","40-49","Hampshire and Isle of Wight","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","550","500","32900","28120"
"In post","2023","40-49","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","390","380","33680","30020"
"In post","2023","40-49","Highlands and Islands","Outside London","Female","275","250","32650","28120"
"In post","2023","40-49","Highlands and Islands","Outside London","Male","195","190","34830","31940"
"In post","2023","40-49","Inner London - East","London","Female","2335","2145","46690","41870"
"In post","2023","40-49","Inner London - East","London","Male","1940","1920","50760","45560"
"In post","2023","40-49","Inner London - West","London","Female","6765","6265","55750","55720"
"In post","2023","40-49","Inner London - West","London","Male","5575","5515","57520","56240"
"In post","2023","40-49","Inner London - West","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Kent","Outside London","Female","1070","970","32170","30880"
"In post","2023","40-49","Kent","Outside London","Male","945","935","32630","31280"
"In post","2023","40-49","Lancashire","Outside London","Female","2085","1855","31450","28120"
"In post","2023","40-49","Lancashire","Outside London","Male","1495","1455","32810","28120"
"In post","2023","40-49","Leicestershire, Rutland and Northamptonshire","Outside London","Female","890","780","31290","28120"
"In post","2023","40-49","Leicestershire, Rutland and Northamptonshire","Outside London","Male","555","540","32090","28480"
"In post","2023","40-49","Lincolnshire","Outside London","Female","355","330","30700","28120"
"In post","2023","40-49","Lincolnshire","Outside London","Male","260","255","32860","31330"
"In post","2023","40-49","Merseyside","Outside London","Female","3170","2855","31870","28120"
"In post","2023","40-49","Merseyside","Outside London","Male","2105","2085","34350","28480"
"In post","2023","40-49","North Eastern Scotland","Outside London","Female","220","200","38650","33520"
"In post","2023","40-49","North Eastern Scotland","Outside London","Male","225","225","44740","38330"
"In post","2023","40-49","North Yorkshire","Outside London","Female","590","545","37440","34170"
"In post","2023","40-49","North Yorkshire","Outside London","Male","495","490","39180","37140"
"In post","2023","40-49","Northern Ireland","Outside London","Female","570","520","32560","28130"
"In post","2023","40-49","Northern Ireland","Outside London","Male","590","580","32560","28130"
"In post","2023","40-49","Northumberland, and Tyne and Wear","Outside London","Female","3385","2995","32180","28120"
"In post","2023","40-49","Northumberland, and Tyne and Wear","Outside London","Male","2590","2555","36020","32400"
"In post","2023","40-49","Outer London - East and North East","London","Female","495","435","32580","32520"
"In post","2023","40-49","Outer London - East and North East","London","Male","360","355","34630","32520"
"In post","2023","40-49","Outer London - South","London","Female","1635","1510","41710","36310"
"In post","2023","40-49","Outer London - South","London","Male","1290","1280","45350","39790"
"In post","2023","40-49","Outer London - West and North West","London","Female","1155","1050","37260","32520"
"In post","2023","40-49","Outer London - West and North West","London","Male","915","900","37300","32520"
"In post","2023","40-49","Overseas","Overseas","Female","440","435","58210","58050"
"In post","2023","40-49","Overseas","Overseas","Male","620","620","56700","56100"
"In post","2023","40-49","Shropshire and Staffordshire","Outside London","Female","1230","1135","34680","29840"
"In post","2023","40-49","Shropshire and Staffordshire","Outside London","Male","870","855","37380","34170"
"In post","2023","40-49","South Yorkshire","Outside London","Female","1475","1290","35350","30710"
"In post","2023","40-49","South Yorkshire","Outside London","Male","1150","1130","38540","34170"
"In post","2023","40-49","Southern Scotland","Outside London","Female","800","710","33200","28130"
"In post","2023","40-49","Southern Scotland","Outside London","Male","540","530","35580","31940"
