"Status","Year","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Legal","20","20","57760","61980"
"In post","2023","Attorney General's Office","Operational Delivery","5","5","[c]","[c]"
"In post","2023","Attorney General's Office","Other","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Policy","10","10","51560","51620"
"In post","2023","Building Digital UK","Counter Fraud","10","10","[c]","[c]"
"In post","2023","Building Digital UK","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Finance","15","15","49730","53010"
"In post","2023","Building Digital UK","Human Resources","10","10","44780","36900"
"In post","2023","Building Digital UK","Operational Research","20","20","45030","39040"
"In post","2023","Building Digital UK","Other","50","50","40750","35620"
"In post","2023","Building Digital UK","Project Delivery","120","115","48500","52760"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","165","160","56210","51290"
"In post","2023","Cabinet Office (excl. agencies)","Communications","150","150","51230","49730"
"In post","2023","Cabinet Office (excl. agencies)","Counter Fraud","25","25","58730","56430"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","1030","1015","52430","56290"
"In post","2023","Cabinet Office (excl. agencies)","Economics","25","25","58290","56430"
"In post","2023","Cabinet Office (excl. agencies)","Finance","115","110","56040","41870"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","885","845","41840","38460"
"In post","2023","Cabinet Office (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","55","50","40090","35650"
"In post","2023","Cabinet Office (excl. agencies)","Legal","65","65","81520","81600"
"In post","2023","Cabinet Office (excl. agencies)","Policy","380","375","50650","51290"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","85","85","56600","56400"
"In post","2023","Cabinet Office (excl. agencies)","Property","25","25","63810","57650"
"In post","2023","Cabinet Office (excl. agencies)","Psychology","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Security","395","375","41290","34650"
"In post","2023","Cabinet Office (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Statistics","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","2490","2425","46220","41410"
"In post","2023","Central Civil Service Fast Stream","Commercial","90","90","30450","30130"
"In post","2023","Central Civil Service Fast Stream","Communications","10","10","33660","34250"
"In post","2023","Central Civil Service Fast Stream","Digital, Data and Technology","155","155","30760","30130"
"In post","2023","Central Civil Service Fast Stream","Finance","90","90","31290","30130"
"In post","2023","Central Civil Service Fast Stream","Project Delivery","260","260","30730","30130"
"In post","2023","Central Civil Service Fast Stream","Property","40","40","29690","30130"
"In post","2023","Central Civil Service Fast Stream","Science and Engineering","100","100","30250","30130"
"In post","2023","Central Civil Service Fast Stream","Statistics","115","110","31120","30130"
"In post","2023","Central Civil Service Fast Stream","Unknown","800","800","30670","30130"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Commercial","20","15","45610","49400"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Communications","10","10","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","55","50","34350","30350"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Finance","10","10","36270","30330"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","10","10","36600","30350"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Other","45","40","37820","31050"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","55","50","34730","30350"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","455","435","35600","30820"
"In post","2023","Charity Commission","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Communications","25","25","41680","38800"
"In post","2023","Charity Commission","Digital, Data and Technology","60","55","36980","31360"
"In post","2023","Charity Commission","Finance","10","10","[c]","[c]"
"In post","2023","Charity Commission","Human Resources","20","20","37160","30170"
"In post","2023","Charity Commission","Intelligence Analysis","5","5","[c]","[c]"
"In post","2023","Charity Commission","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Legal","25","25","58530","55820"
"In post","2023","Charity Commission","Operational Delivery","325","310","33090","30170"
"In post","2023","Charity Commission","Policy","15","15","42190","38800"
"In post","2023","Charity Commission","Project Delivery","5","5","[c]","[c]"
"In post","2023","Charity Commission","Property","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Security","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Statistics","5","5","[c]","[c]"
"In post","2023","Companies House","Commercial","5","5","[c]","[c]"
"In post","2023","Companies House","Communications","25","25","39420","40680"
"In post","2023","Companies House","Counter Fraud","185","170","26170","25610"
"In post","2023","Companies House","Digital, Data and Technology","260","250","41010","38000"
"In post","2023","Companies House","Finance","80","70","33100","29710"
"In post","2023","Companies House","Human Resources","60","55","37890","34840"
"In post","2023","Companies House","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2023","Companies House","Legal","10","10","[c]","[c]"
"In post","2023","Companies House","Operational Delivery","480","435","26160","23240"
"In post","2023","Companies House","Other","20","20","49490","40740"
"In post","2023","Companies House","Policy","35","35","44490","40680"
"In post","2023","Companies House","Project Delivery","25","25","43170","44460"
"In post","2023","Companies House","Property","10","10","[c]","[c]"
"In post","2023","Companies House","Statistics","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Commercial","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Communications","30","30","47490","42920"
"In post","2023","Competition and Markets Authority","Corporate Finance","15","15","48390","44670"
"In post","2023","Competition and Markets Authority","Digital, Data and Technology","70","70","55870","55130"
"In post","2023","Competition and Markets Authority","Economics","110","100","64660","59230"
"In post","2023","Competition and Markets Authority","Human Resources","35","35","50290","45000"
"In post","2023","Competition and Markets Authority","Intelligence Analysis","30","30","56990","55950"
"In post","2023","Competition and Markets Authority","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Legal","140","135","72530","73510"
"In post","2023","Competition and Markets Authority","Policy","20","20","64950","59480"
"In post","2023","Competition and Markets Authority","Project Delivery","435","425","62110","57540"
"In post","2023","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Statistics","5","5","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Operational Delivery","330","305","27620","25830"
"In post","2023","Criminal Injuries Compensation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Commercial","340","330","37480","39860"
"In post","2023","Crown Commercial Service","Communications","20","20","41100","40160"
"In post","2023","Crown Commercial Service","Digital, Data and Technology","125","125","46050","41230"
"In post","2023","Crown Commercial Service","Finance","35","35","50460","47920"
"In post","2023","Crown Commercial Service","Human Resources","35","30","44390","40820"
"In post","2023","Crown Commercial Service","Operational Delivery","175","170","42260","40620"
"In post","2023","Crown Commercial Service","Policy","20","15","52020","48020"
"In post","2023","Crown Commercial Service","Project Delivery","15","15","55560","52990"
"In post","2023","Crown Commercial Service","Property","5","5","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Communications","10","10","40570","35420"
"In post","2023","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","65","65","44710","39730"
"In post","2023","Crown Office and Procurator Fiscal Service","Finance","25","25","42120","42540"
"In post","2023","Crown Office and Procurator Fiscal Service","Human Resources","45","45","38100","33920"
"In post","2023","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","25","25","37890","31540"
"In post","2023","Crown Office and Procurator Fiscal Service","Legal","700","665","62400","58850"
"In post","2023","Crown Office and Procurator Fiscal Service","Operational Delivery","1560","1465","29510","28700"
"In post","2023","Crown Office and Procurator Fiscal Service","Policy","20","20","59280","58850"
"In post","2023","Crown Office and Procurator Fiscal Service","Security","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Commercial","35","30","40620","38940"
"In post","2023","Crown Prosecution Service","Communications","70","65","41980","40540"
"In post","2023","Crown Prosecution Service","Digital, Data and Technology","125","125","42550","38940"
"In post","2023","Crown Prosecution Service","Finance","180","170","31050","27440"
"In post","2023","Crown Prosecution Service","Human Resources","170","165","39780","33280"
"In post","2023","Crown Prosecution Service","Internal Audit","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Knowledge and Information Management","60","60","40470","36970"
"In post","2023","Crown Prosecution Service","Legal","3385","3155","55930","55290"
"In post","2023","Crown Prosecution Service","Operational Delivery","3235","3020","27850","26900"
"In post","2023","Crown Prosecution Service","Other","15","15","42990","28850"
"In post","2023","Crown Prosecution Service","Policy","110","105","51250","53140"
"In post","2023","Crown Prosecution Service","Project Delivery","80","75","38420","38940"
"In post","2023","Crown Prosecution Service","Property","25","25","35060","33000"
"In post","2023","Crown Prosecution Service","Security","15","15","32410","32660"
"In post","2023","Defence Electronics and Components Agency","Commercial","25","25","33530","34680"
"In post","2023","Defence Electronics and Components Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Finance","5","5","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Human Resources","5","5","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Medicine","15","15","30500","30060"
"In post","2023","Defence Electronics and Components Agency","Operational Delivery","70","70","31000","28710"
"In post","2023","Defence Electronics and Components Agency","Other","25","25","27050","27130"
"In post","2023","Defence Electronics and Components Agency","Project Delivery","15","15","36670","34680"
"In post","2023","Defence Electronics and Components Agency","Property","15","15","30970","27250"
"In post","2023","Defence Electronics and Components Agency","Science and Engineering","245","235","28240","30060"
"In post","2023","Defence Equipment and Support","Commercial","925","880","41990","42620"
"In post","2023","Defence Equipment and Support","Communications","35","30","42330","38890"
"In post","2023","Defence Equipment and Support","Digital, Data and Technology","435","425","38790","34810"
"In post","2023","Defence Equipment and Support","Finance","445","430","40600","32920"
"In post","2023","Defence Equipment and Support","Human Resources","205","195","40000","38790"
"In post","2023","Defence Equipment and Support","Operational Delivery","2535","2450","33770","31920"
"In post","2023","Defence Equipment and Support","Other","1210","1130","37220","32500"
"In post","2023","Defence Equipment and Support","Project Delivery","2145","2065","42680","40270"
"In post","2023","Defence Equipment and Support","Science and Engineering","2715","2650","41790","42620"
"In post","2023","Defence Equipment and Support","Security","70","70","38480","38790"
"In post","2023","Defence Science and Technology Laboratory","Commercial","80","75","32460","30650"
"In post","2023","Defence Science and Technology Laboratory","Communications","35","35","38320","35500"
"In post","2023","Defence Science and Technology Laboratory","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Finance","55","50","42540","45690"
"In post","2023","Defence Science and Technology Laboratory","Human Resources","120","115","37650","38070"
"In post","2023","Defence Science and Technology Laboratory","Intelligence Analysis","15","15","37590","30650"
"In post","2023","Defence Science and Technology Laboratory","Knowledge and Information Management","55","50","41320","39890"
"In post","2023","Defence Science and Technology Laboratory","Legal","10","10","51660","49260"
"In post","2023","Defence Science and Technology Laboratory","Operational Delivery","415","400","41810","39890"
"In post","2023","Defence Science and Technology Laboratory","Operational Research","310","300","42490","39890"
"In post","2023","Defence Science and Technology Laboratory","Other","510","495","48260","49260"
"In post","2023","Defence Science and Technology Laboratory","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Project Delivery","460","435","40320","39890"
"In post","2023","Defence Science and Technology Laboratory","Psychology","30","25","47210","49260"
"In post","2023","Defence Science and Technology Laboratory","Science and Engineering","2775","2680","42540","39890"
"In post","2023","Defence Science and Technology Laboratory","Security","90","90","40880","39890"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","115","110","49420","46110"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","120","120","48720","43560"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","250","245","47130","40670"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","155","150","53800","55120"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","145","140","49540","50680"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","25","25","41370","36430"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","550","540","48630","43630"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","10","10","50350","45610"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","4730","4630","50720","53490"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","110","105","50610","51560"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","15","15","51270","46960"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","15","15","41750","37740"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","40","40","51660","54710"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Commercial","20","20","54640","54980"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Communications","50","50","54870","58180"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Digital, Data and Technology","25","25","59590","54500"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Economics","70","70","52420","56760"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Finance","80","80","54990","54200"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Human Resources","65","65","45010","37120"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","International Trade","10","10","52490","53030"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Operational Research","5","5","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Other","65","65","32380","28030"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Policy","1130","1110","49110","52760"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Project Delivery","115","115","51270","53030"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Science and Engineering","5","5","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Security","10","10","47640","45580"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Social Research","25","25","49480","56760"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Statistics","15","15","46390","39960"
"In post","2023","Department for Education (excl. agencies)","Commercial","230","225","42310","39090"
"In post","2023","Department for Education (excl. agencies)","Communications","265","255","41180","37870"
"In post","2023","Department for Education (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Digital, Data and Technology","880","860","43830","38490"
"In post","2023","Department for Education (excl. agencies)","Economics","90","85","49690","46600"
"In post","2023","Department for Education (excl. agencies)","Finance","415","400","44600","41720"
"In post","2023","Department for Education (excl. agencies)","Geography","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Human Resources","165","155","38840","33700"
"In post","2023","Department for Education (excl. agencies)","Knowledge and Information Management","25","25","37290","33910"
"In post","2023","Department for Education (excl. agencies)","Legal","60","55","56880","62540"
"In post","2023","Department for Education (excl. agencies)","Operational Delivery","1315","1270","43880","37880"
"In post","2023","Department for Education (excl. agencies)","Operational Research","100","95","47620","46600"
"In post","2023","Department for Education (excl. agencies)","Policy","2200","2100","47370","42170"
"In post","2023","Department for Education (excl. agencies)","Project Delivery","950","925","49420","51360"
"In post","2023","Department for Education (excl. agencies)","Property","20","20","56330","55380"
"In post","2023","Department for Education (excl. agencies)","Science and Engineering","5","5","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Security","15","15","50390","51360"
"In post","2023","Department for Education (excl. agencies)","Social Research","140","130","47020","45610"
"In post","2023","Department for Education (excl. agencies)","Statistics","280","270","45160","43250"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","150","145","36560","37300"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","220","210","42080","37980"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","865","845","44780","49400"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","60","60","46890","40260"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","430","415","43550","38140"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","300","285","44600","41000"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","55","55","35750","30990"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","100","100","47640","46480"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","45","45","33810","29880"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","3680","3560","44220","40260"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","425","405","40470","37300"
"In post","2023","Department for International Trade","Commercial","40","35","39250","37090"
"In post","2023","Department for International Trade","Communications","120","115","48240","42530"
"In post","2023","Department for International Trade","Digital, Data and Technology","200","200","52050","52200"
"In post","2023","Department for International Trade","Economics","170","165","48560","51020"
"In post","2023","Department for International Trade","Finance","85","85","51300","55370"
"In post","2023","Department for International Trade","Human Resources","135","135","44220","38850"
"In post","2023","Department for International Trade","International Trade","1960","1930","49080","44040"
"In post","2023","Department for International Trade","Knowledge and Information Management","25","25","40680","36360"
"In post","2023","Department for International Trade","Operational Delivery","160","160","43440","35790"
"In post","2023","Department for International Trade","Operational Research","5","5","[c]","[c]"
"In post","2023","Department for International Trade","Other","140","140","47680","41550"
"In post","2023","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Policy","230","230","48730","41870"
"In post","2023","Department for International Trade","Project Delivery","110","110","48680","52000"
"In post","2023","Department for International Trade","Property","5","5","[c]","[c]"
"In post","2023","Department for International Trade","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Security","25","25","48280","44450"
"In post","2023","Department for International Trade","Social Research","30","30","46780","41730"
"In post","2023","Department for International Trade","Statistics","60","60","47920","43870"
"In post","2023","Department for International Trade","Unknown","25","25","45650","35010"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","30","30","43400","40390"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","90","90","48610","43610"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","130","125","54830","54630"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","60","55","49680","54630"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","120","120","51730","52070"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","75","75","44290","40030"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Knowledge and Information Management","45","45","43060","37270"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","490","470","40830","37540"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","105","100","47260","44180"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","1740","1700","49640","49700"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","165","160","48930","49700"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Security","5","5","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Social Research","35","35","51790","54630"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","160","155","46590","44180"
"In post","2023","Department for Transport (excl. agencies)","Commercial","150","145","50230","43750"
"In post","2023","Department for Transport (excl. agencies)","Communications","95","95","47800","44110"
"In post","2023","Department for Transport (excl. agencies)","Corporate Finance","15","15","69820","76420"
"In post","2023","Department for Transport (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Digital, Data and Technology","110","110","47590","44470"
"In post","2023","Department for Transport (excl. agencies)","Economics","170","165","50880","55740"
"In post","2023","Department for Transport (excl. agencies)","Finance","165","160","52310","52420"
"In post","2023","Department for Transport (excl. agencies)","Human Resources","90","85","50230","50340"
"In post","2023","Department for Transport (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","International Trade","50","50","60020","56340"
"In post","2023","Department for Transport (excl. agencies)","Knowledge and Information Management","20","20","39710","36890"
"In post","2023","Department for Transport (excl. agencies)","Operational Delivery","195","185","39440","34390"
"In post","2023","Department for Transport (excl. agencies)","Operational Research","20","20","50190","51540"
"In post","2023","Department for Transport (excl. agencies)","Other","35","35","53330","55740"
"In post","2023","Department for Transport (excl. agencies)","Planning","35","30","39040","35760"
"In post","2023","Department for Transport (excl. agencies)","Policy","1130","1105","51850","55190"
"In post","2023","Department for Transport (excl. agencies)","Project Delivery","445","440","55180","55740"
"In post","2023","Department for Transport (excl. agencies)","Property","25","25","52780","52760"
"In post","2023","Department for Transport (excl. agencies)","Science and Engineering","75","70","53570","55190"
"In post","2023","Department for Transport (excl. agencies)","Security","120","120","48230","44820"
"In post","2023","Department for Transport (excl. agencies)","Social Research","50","50","52400","55190"
"In post","2023","Department for Transport (excl. agencies)","Statistics","75","75","45210","43750"
"In post","2023","Department for Transport (excl. agencies)","Unknown","730","700","50860","39820"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","735","685","38590","38470"
"In post","2023","Department for Work and Pensions (excl. agencies)","Communications","95","85","46890","44360"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","6235","5625","29240","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","4150","3990","43580","38470"
"In post","2023","Department for Work and Pensions (excl. agencies)","Economics","35","35","48430","43760"
"In post","2023","Department for Work and Pensions (excl. agencies)","Finance","1085","1010","39680","38470"
"In post","2023","Department for Work and Pensions (excl. agencies)","Human Resources","660","615","41280","38470"
"In post","2023","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","430","405","36840","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Operational Delivery","62655","55405","27380","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Operational Research","25","20","47830","43880"
"In post","2023","Department for Work and Pensions (excl. agencies)","Other","4720","4195","27520","25610"
"In post","2023","Department for Work and Pensions (excl. agencies)","Policy","1085","1030","46250","41190"
"In post","2023","Department for Work and Pensions (excl. agencies)","Project Delivery","1490","1365","39940","34970"
"In post","2023","Department for Work and Pensions (excl. agencies)","Property","280","265","44580","40060"
"In post","2023","Department for Work and Pensions (excl. agencies)","Psychology","60","55","36270","36690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Security","530","505","40660","38470"
"In post","2023","Department for Work and Pensions (excl. agencies)","Social Research","45","45","47950","43760"
"In post","2023","Department for Work and Pensions (excl. agencies)","Statistics","205","195","45760","39150"
"In post","2023","Department for Work and Pensions (excl. agencies)","Unknown","425","395","33340","28120"
"In post","2023","Department of Health and Social Care (excl. agencies)","Commercial","55","55","43660","41950"
"In post","2023","Department of Health and Social Care (excl. agencies)","Communications","30","25","50170","52740"
"In post","2023","Department of Health and Social Care (excl. agencies)","Counter Fraud","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","50","50","53470","54690"
"In post","2023","Department of Health and Social Care (excl. agencies)","Economics","35","35","47990","54670"
"In post","2023","Department of Health and Social Care (excl. agencies)","Finance","100","95","47980","50830"
"In post","2023","Department of Health and Social Care (excl. agencies)","Human Resources","90","90","44660","38120"
