"Status","Year","Age","Ethnicity","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Asian","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Devon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","East Wales","5","5","[c]","[c]"
"In post","2023","16-19","Asian","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Essex","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Greater Manchester","10","10","[c]","[c]"
"In post","2023","16-19","Asian","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Inner London - East","5","5","[c]","[c]"
"In post","2023","16-19","Asian","Inner London - West","15","15","[c]","[c]"
"In post","2023","16-19","Asian","Kent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","West Midlands","15","15","[c]","[c]"
"In post","2023","16-19","Asian","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","West Yorkshire","20","20","[c]","[c]"
"In post","2023","16-19","Black","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Devon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Essex","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Kent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Devon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Essex","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2023","16-19","Mixed","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Kent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Devon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Essex","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Kent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Lancashire","[c]","[c]","[c]","[c]"
