"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","20-29","Project Delivery","EO","30","[c]","27500","27260"
"Leaver Dept.","2023","20-29","Project Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","SEO/HEO","130","[c]","34190","33250"
"Leaver Dept.","2023","20-29","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","AA/AO","15","[c]","21960","22520"
"Leaver Dept.","2023","20-29","Property","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","SEO/HEO","15","[c]","36380","34500"
"Leaver Dept.","2023","20-29","Security","AA/AO","15","[c]","23880","23330"
"Leaver Dept.","2023","20-29","Security","EO","20","[c]","25780","24860"
"Leaver Dept.","2023","20-29","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","SEO/HEO","25","[c]","35910","35650"
"Leaver Dept.","2023","20-29","Unknown","AA/AO","20","[c]","25020","24630"
"Leaver Dept.","2023","20-29","Unknown","EO","85","[c]","27450","26980"
"Leaver Dept.","2023","20-29","Unknown","G6/G7","40","[c]","53570","54870"
"Leaver Dept.","2023","20-29","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","SEO/HEO","420","[c]","32770","32000"
"Leaver Dept.","2023","30-39","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Analysis","G6/G7","55","[c]","56400","55060"
"Leaver Dept.","2023","30-39","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Analysis","SEO/HEO","100","[c]","37710","37900"
"Leaver Dept.","2023","30-39","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","G6/G7","20","[c]","51960","53360"
"Leaver Dept.","2023","30-39","Commercial","SEO/HEO","65","[c]","37430","38310"
"Leaver Dept.","2023","30-39","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","G6/G7","25","[c]","59640","56960"
"Leaver Dept.","2023","30-39","Communications","SEO/HEO","75","[c]","39100","39420"
"Leaver Dept.","2023","30-39","Counter Fraud","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Counter Fraud","EO","55","[c]","28950","28120"
"Leaver Dept.","2023","30-39","Counter Fraud","SEO/HEO","30","[c]","35350","34170"
"Leaver Dept.","2023","30-39","Debt","AA/AO","40","[c]","21620","21690"
"Leaver Dept.","2023","30-39","Debt","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","EO","30","[c]","27290","26960"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","G6/G7","65","[c]","56550","55830"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","SEO/HEO","140","[c]","36920","36670"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","EO","25","[c]","27390","26670"
"Leaver Dept.","2023","30-39","Finance","G6/G7","40","[c]","57980","54530"
"Leaver Dept.","2023","30-39","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","SEO/HEO","65","[c]","38090","38020"
"Leaver Dept.","2023","30-39","Grants Management","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","AA/AO","35","[c]","21810","21720"
"Leaver Dept.","2023","30-39","Human Resources","EO","35","[c]","27500","27180"
"Leaver Dept.","2023","30-39","Human Resources","G6/G7","50","[c]","58710","56940"
"Leaver Dept.","2023","30-39","Human Resources","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","SEO/HEO","125","[c]","36920","36960"
"Leaver Dept.","2023","30-39","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","EO","20","[c]","27720","27350"
"Leaver Dept.","2023","30-39","Legal","G6/G7","50","[c]","58170","54140"
"Leaver Dept.","2023","30-39","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","SEO/HEO","15","[c]","37780","41230"
"Leaver Dept.","2023","30-39","No function","AA/AO","535","[c]","22130","21780"
"Leaver Dept.","2023","30-39","No function","EO","735","[c]","28210","28120"
"Leaver Dept.","2023","30-39","No function","G6/G7","620","[c]","57920","56340"
"Leaver Dept.","2023","30-39","No function","SCS level","55","[c]","76060","73470"
"Leaver Dept.","2023","30-39","No function","SEO/HEO","840","[c]","37440","37030"
"Leaver Dept.","2023","30-39","No function","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","EO","20","[c]","27230","27060"
"Leaver Dept.","2023","30-39","Project Delivery","G6/G7","45","[c]","55580","54440"
"Leaver Dept.","2023","30-39","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","SEO/HEO","105","[c]","37360","37220"
"Leaver Dept.","2023","30-39","Project Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","AA/AO","15","[c]","22080","22520"
"Leaver Dept.","2023","30-39","Property","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","SEO/HEO","25","[c]","37330","36640"
"Leaver Dept.","2023","30-39","Security","AA/AO","20","[c]","24530","22220"
"Leaver Dept.","2023","30-39","Security","EO","15","[c]","27310","26300"
"Leaver Dept.","2023","30-39","Security","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","SEO/HEO","30","[c]","37190","37590"
"Leaver Dept.","2023","30-39","Unknown","AA/AO","15","[c]","25890","26220"
"Leaver Dept.","2023","30-39","Unknown","EO","25","[c]","29370","29450"
"Leaver Dept.","2023","30-39","Unknown","G6/G7","140","[c]","58660","55790"
"Leaver Dept.","2023","30-39","Unknown","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","SEO/HEO","215","[c]","35590","34210"
"Leaver Dept.","2023","30-39","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","G6/G7","25","[c]","60530","60960"
"Leaver Dept.","2023","40-49","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","SEO/HEO","30","[c]","38900","37880"
"Leaver Dept.","2023","40-49","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Commercial","G6/G7","20","[c]","54120","55180"
"Leaver Dept.","2023","40-49","Commercial","SEO/HEO","45","[c]","39900","39360"
"Leaver Dept.","2023","40-49","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","G6/G7","20","[c]","59940","57250"
"Leaver Dept.","2023","40-49","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","SEO/HEO","20","[c]","40560","41570"
"Leaver Dept.","2023","40-49","Counter Fraud","AA/AO","15","[c]","22840","21690"
"Leaver Dept.","2023","40-49","Counter Fraud","EO","35","[c]","29280","28120"
"Leaver Dept.","2023","40-49","Counter Fraud","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Counter Fraud","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Debt","AA/AO","30","[c]","21600","21690"
"Leaver Dept.","2023","40-49","Debt","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","EO","25","[c]","27470","27170"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","G6/G7","75","[c]","59140","57150"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","SEO/HEO","95","[c]","39290","39090"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","G6/G7","30","[c]","63240","63410"
"Leaver Dept.","2023","40-49","Finance","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","SEO/HEO","55","[c]","36850","35760"
"Leaver Dept.","2023","40-49","Grants Management","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","AA/AO","20","[c]","22240","22220"
"Leaver Dept.","2023","40-49","Human Resources","EO","20","[c]","26940","27080"
"Leaver Dept.","2023","40-49","Human Resources","G6/G7","30","[c]","59710","59900"
"Leaver Dept.","2023","40-49","Human Resources","SCS level","10","[c]","87360","85650"
"Leaver Dept.","2023","40-49","Human Resources","SEO/HEO","75","[c]","36730","36870"
"Leaver Dept.","2023","40-49","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Internal Audit","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","G6/G7","40","[c]","59890","59200"
"Leaver Dept.","2023","40-49","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","AA/AO","375","[c]","21930","21690"
"Leaver Dept.","2023","40-49","No function","EO","505","[c]","28200","28120"
"Leaver Dept.","2023","40-49","No function","G6/G7","300","[c]","59980","59110"
"Leaver Dept.","2023","40-49","No function","SCS level","100","[c]","88500","77700"
"Leaver Dept.","2023","40-49","No function","SEO/HEO","460","[c]","37190","37060"
"Leaver Dept.","2023","40-49","No function","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","G6/G7","35","[c]","57830","57420"
"Leaver Dept.","2023","40-49","Project Delivery","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","SEO/HEO","60","[c]","37860","38060"
"Leaver Dept.","2023","40-49","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Property","AA/AO","10","[c]","22250","22520"
"Leaver Dept.","2023","40-49","Property","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Property","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Property","SEO/HEO","25","[c]","38790","38470"
"Leaver Dept.","2023","40-49","Security","AA/AO","10","[c]","26080","25000"
"Leaver Dept.","2023","40-49","Security","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Security","SEO/HEO","20","[c]","37180","36680"
"Leaver Dept.","2023","40-49","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","EO","25","[c]","29580","29270"
"Leaver Dept.","2023","40-49","Unknown","G6/G7","85","[c]","63010","61440"
"Leaver Dept.","2023","40-49","Unknown","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","SEO/HEO","70","[c]","39770","38470"
"Leaver Dept.","2023","50-59","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Analysis","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Analysis","SEO/HEO","20","[c]","37790","37300"
"Leaver Dept.","2023","50-59","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Commercial","G6/G7","20","[c]","57960","55800"
"Leaver Dept.","2023","50-59","Commercial","SEO/HEO","25","[c]","39020","40430"
"Leaver Dept.","2023","50-59","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Communications","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Communications","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Counter Fraud","AA/AO","10","[c]","23190","21690"
"Leaver Dept.","2023","50-59","Counter Fraud","EO","30","[c]","29130","28120"
"Leaver Dept.","2023","50-59","Counter Fraud","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Counter Fraud","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Debt","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Digital, Data & Technology","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Digital, Data & Technology","EO","10","[c]","28840","28120"
"Leaver Dept.","2023","50-59","Digital, Data & Technology","G6/G7","30","[c]","59250","56140"
"Leaver Dept.","2023","50-59","Digital, Data & Technology","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Digital, Data & Technology","SEO/HEO","50","[c]","37260","37710"
"Leaver Dept.","2023","50-59","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Finance","EO","10","[c]","28560","27470"
"Leaver Dept.","2023","50-59","Finance","G6/G7","30","[c]","61650","60270"
"Leaver Dept.","2023","50-59","Finance","SCS level","10","[c]","102480","97770"
"Leaver Dept.","2023","50-59","Finance","SEO/HEO","30","[c]","37480","36560"
"Leaver Dept.","2023","50-59","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Human Resources","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Human Resources","EO","20","[c]","27510","27780"
"Leaver Dept.","2023","50-59","Human Resources","G6/G7","30","[c]","58300","55520"
"Leaver Dept.","2023","50-59","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Human Resources","SEO/HEO","50","[c]","37350","37720"
"Leaver Dept.","2023","50-59","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Legal","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Legal","G6/G7","15","[c]","62780","58030"
"Leaver Dept.","2023","50-59","Legal","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","AA/AO","335","[c]","21950","21690"
"Leaver Dept.","2023","50-59","No function","EO","370","[c]","28030","28120"
"Leaver Dept.","2023","50-59","No function","G6/G7","145","[c]","60260","59110"
"Leaver Dept.","2023","50-59","No function","SCS level","60","[c]","98250","93000"
"Leaver Dept.","2023","50-59","No function","SEO/HEO","265","[c]","37100","36110"
"Leaver Dept.","2023","50-59","No function","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","G6/G7","30","[c]","55740","51970"
"Leaver Dept.","2023","50-59","Project Delivery","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","SEO/HEO","25","[c]","39300","39040"
"Leaver Dept.","2023","50-59","Property","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","G6/G7","15","[c]","58070","57850"
"Leaver Dept.","2023","50-59","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","SEO/HEO","15","[c]","36550","35310"
"Leaver Dept.","2023","50-59","Security","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Security","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Security","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Security","SEO/HEO","15","[c]","37510","36510"
"Leaver Dept.","2023","50-59","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","G6/G7","45","[c]","62680","61610"
"Leaver Dept.","2023","50-59","Unknown","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","SEO/HEO","35","[c]","42310","43660"
"Leaver Dept.","2023","50-59","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Debt","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Digital, Data & Technology","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Finance","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","No function","AA/AO","65","[c]","22360","21690"
"Leaver Dept.","2023","60-64","No function","EO","50","[c]","28290","28120"
"Leaver Dept.","2023","60-64","No function","G6/G7","15","[c]","57380","54000"
"Leaver Dept.","2023","60-64","No function","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","No function","SEO/HEO","20","[c]","37110","35790"
"Leaver Dept.","2023","60-64","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Debt","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","No function","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","No function","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","No function","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Analysis","AA/AO","20","[c]","22920","23340"
"New entrant CS","2023","16-19","Analysis","EO","35","[c]","26610","25490"
"New entrant CS","2023","16-19","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Counter Fraud","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Debt","AA/AO","50","[c]","22520","22520"
"New entrant CS","2023","16-19","Digital, Data & Technology","AA/AO","10","[c]","20990","21690"
"New entrant CS","2023","16-19","Digital, Data & Technology","EO","15","[c]","25670","27080"
"New entrant CS","2023","16-19","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","AA/AO","25","[c]","21110","19460"
"New entrant CS","2023","16-19","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Grants Management","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","AA/AO","50","[c]","20590","20980"
"New entrant CS","2023","16-19","Legal","EO","[c]","[c]","[c]","[c]"
