"Status","Year","Ethnicity","Region_ITL2","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Black","Cumbria","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cumbria","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cumbria","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cumbria","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cumbria","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cumbria","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cumbria","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cumbria","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cumbria","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cumbria","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cumbria","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Derbyshire and Nottinghamshire","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Derbyshire and Nottinghamshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Derbyshire and Nottinghamshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Derbyshire and Nottinghamshire","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Derbyshire and Nottinghamshire","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Derbyshire and Nottinghamshire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Derbyshire and Nottinghamshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Derbyshire and Nottinghamshire","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Derbyshire and Nottinghamshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Derbyshire and Nottinghamshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Derbyshire and Nottinghamshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Derbyshire and Nottinghamshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Derbyshire and Nottinghamshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Derbyshire and Nottinghamshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Derbyshire and Nottinghamshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Derbyshire and Nottinghamshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Derbyshire and Nottinghamshire","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Derbyshire and Nottinghamshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Derbyshire and Nottinghamshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Derbyshire and Nottinghamshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Derbyshire and Nottinghamshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Derbyshire and Nottinghamshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Derbyshire and Nottinghamshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Derbyshire and Nottinghamshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Devon","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Devon","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Devon","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Devon","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Devon","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Devon","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Devon","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Devon","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Devon","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Devon","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Devon","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Devon","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Devon","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Devon","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Devon","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Devon","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Devon","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Devon","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Devon","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Devon","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Devon","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Devon","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Devon","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Devon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Dorset and Somerset","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Dorset and Somerset","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Dorset and Somerset","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Dorset and Somerset","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Dorset and Somerset","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Dorset and Somerset","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Dorset and Somerset","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Dorset and Somerset","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Dorset and Somerset","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Dorset and Somerset","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Dorset and Somerset","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Dorset and Somerset","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Dorset and Somerset","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Dorset and Somerset","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Dorset and Somerset","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Dorset and Somerset","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Dorset and Somerset","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Dorset and Somerset","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Dorset and Somerset","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Dorset and Somerset","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Dorset and Somerset","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Dorset and Somerset","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Dorset and Somerset","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Dorset and Somerset","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Anglia","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Anglia","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Anglia","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Anglia","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Anglia","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Anglia","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Anglia","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Anglia","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Anglia","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Anglia","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Anglia","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Anglia","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Anglia","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Anglia","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Anglia","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Anglia","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Anglia","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Anglia","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Anglia","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Anglia","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Anglia","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Anglia","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Anglia","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Anglia","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Wales","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Wales","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Wales","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Wales","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Wales","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Wales","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Wales","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Wales","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Wales","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Wales","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Wales","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Wales","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Wales","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Wales","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Wales","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Wales","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Wales","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Wales","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Yorkshire and Northern Lincolnshire","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Yorkshire and Northern Lincolnshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Yorkshire and Northern Lincolnshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Yorkshire and Northern Lincolnshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Yorkshire and Northern Lincolnshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Yorkshire and Northern Lincolnshire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Yorkshire and Northern Lincolnshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Yorkshire and Northern Lincolnshire","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Yorkshire and Northern Lincolnshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Yorkshire and Northern Lincolnshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Yorkshire and Northern Lincolnshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Yorkshire and Northern Lincolnshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Yorkshire and Northern Lincolnshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Yorkshire and Northern Lincolnshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Yorkshire and Northern Lincolnshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Yorkshire and Northern Lincolnshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Yorkshire and Northern Lincolnshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Yorkshire and Northern Lincolnshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Yorkshire and Northern Lincolnshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Yorkshire and Northern Lincolnshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Yorkshire and Northern Lincolnshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Yorkshire and Northern Lincolnshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Yorkshire and Northern Lincolnshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Yorkshire and Northern Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Eastern Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Eastern Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Eastern Scotland","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Eastern Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Eastern Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Eastern Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Eastern Scotland","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Eastern Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Eastern Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Eastern Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Eastern Scotland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Eastern Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Eastern Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Eastern Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Eastern Scotland","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Eastern Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Eastern Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Eastern Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Eastern Scotland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Eastern Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Essex","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Essex","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Essex","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Essex","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Essex","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Essex","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Essex","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Essex","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Essex","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Essex","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Essex","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Essex","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Essex","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Essex","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Essex","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Essex","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Essex","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Essex","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Essex","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Essex","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Essex","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Essex","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Essex","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Essex","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Gloucestershire, Wiltshire and Bath/Bristol area","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Heterosexual / straight","35","[c]","37720","37400"
"Leaver CS","2023","Black","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Greater Manchester","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Greater Manchester","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Greater Manchester","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Greater Manchester","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Greater Manchester","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Greater Manchester","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Greater Manchester","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Greater Manchester","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Greater Manchester","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Greater Manchester","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Greater Manchester","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Greater Manchester","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Greater Manchester","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Greater Manchester","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Greater Manchester","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Greater Manchester","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Greater Manchester","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Greater Manchester","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Greater Manchester","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Greater Manchester","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Greater Manchester","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Greater Manchester","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Greater Manchester","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Greater Manchester","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Hampshire and Isle of Wight","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Hampshire and Isle of Wight","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Hampshire and Isle of Wight","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Hampshire and Isle of Wight","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Hampshire and Isle of Wight","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Hampshire and Isle of Wight","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Hampshire and Isle of Wight","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Hampshire and Isle of Wight","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Hampshire and Isle of Wight","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Hampshire and Isle of Wight","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Hampshire and Isle of Wight","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Hampshire and Isle of Wight","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Hampshire and Isle of Wight","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
