"Status","Year","Parent_department","Region_london","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Department of Health and Social Care","Outside London","AO","Heterosexual / straight","230","205","22040","21910"
"In post","2023","Department of Health and Social Care","Outside London","AO","LGBO","15","15","[c]","[c]"
"In post","2023","Department of Health and Social Care","Outside London","AO","Undeclared","40","35","21970","21400"
"In post","2023","Department of Health and Social Care","Outside London","AO","Unknown","95","85","21680","21480"
"In post","2023","Department of Health and Social Care","Outside London","EO","Heterosexual / straight","345","330","26020","25250"
"In post","2023","Department of Health and Social Care","Outside London","EO","LGBO","35","35","25840","25190"
"In post","2023","Department of Health and Social Care","Outside London","EO","Undeclared","80","75","25740","25190"
"In post","2023","Department of Health and Social Care","Outside London","EO","Unknown","100","95","26270","25760"
"In post","2023","Department of Health and Social Care","Outside London","G6","Heterosexual / straight","285","270","69300","65870"
"In post","2023","Department of Health and Social Care","Outside London","G6","LGBO","15","15","[c]","[c]"
"In post","2023","Department of Health and Social Care","Outside London","G6","Undeclared","90","85","67630","67060"
"In post","2023","Department of Health and Social Care","Outside London","G6","Unknown","105","100","69200","67890"
"In post","2023","Department of Health and Social Care","Outside London","G7","Heterosexual / straight","700","675","52910","51610"
"In post","2023","Department of Health and Social Care","Outside London","G7","LGBO","35","35","51570","50830"
"In post","2023","Department of Health and Social Care","Outside London","G7","Undeclared","175","165","52610","51670"
"In post","2023","Department of Health and Social Care","Outside London","G7","Unknown","245","240","52940","51730"
"In post","2023","Department of Health and Social Care","Outside London","HEO","Heterosexual / straight","515","490","32050","30960"
"In post","2023","Department of Health and Social Care","Outside London","HEO","LGBO","35","35","31280","30370"
"In post","2023","Department of Health and Social Care","Outside London","HEO","Undeclared","120","115","31720","30880"
"In post","2023","Department of Health and Social Care","Outside London","HEO","Unknown","175","165","32880","32670"
"In post","2023","Department of Health and Social Care","Outside London","SCS level","Heterosexual / straight","185","170","103150","102410"
"In post","2023","Department of Health and Social Care","Outside London","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","Outside London","SCS level","Undeclared","40","35","104030","106000"
"In post","2023","Department of Health and Social Care","Outside London","SCS level","Unknown","45","40","113940","114480"
"In post","2023","Department of Health and Social Care","Outside London","SEO","Heterosexual / straight","655","630","39980","39100"
"In post","2023","Department of Health and Social Care","Outside London","SEO","LGBO","45","45","39390","38120"
"In post","2023","Department of Health and Social Care","Outside London","SEO","Undeclared","155","145","40310","39440"
"In post","2023","Department of Health and Social Care","Outside London","SEO","Unknown","205","195","40250","39880"
"In post","2023","Department of Health and Social Care","Overseas","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Overseas","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Unknown","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Outside London","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Estyn","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Outside London","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Outside London","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Estyn","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Outside London","G6","Heterosexual / straight","60","55","78000","78500"
"In post","2023","Estyn","Outside London","G6","LGBO","5","5","[c]","[c]"
"In post","2023","Estyn","Outside London","G6","Unknown","5","5","[c]","[c]"
"In post","2023","Estyn","Outside London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Outside London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Outside London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","London","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Food Standards Agency","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","London","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","London","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","London","G7","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Food Standards Agency","London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","London","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","London","G7","Unknown","10","5","[c]","[c]"
"In post","2023","Food Standards Agency","London","HEO","Heterosexual / straight","40","40","33970","33820"
"In post","2023","Food Standards Agency","London","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","London","HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","London","HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","London","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","London","SEO","Heterosexual / straight","50","45","41950","41160"
"In post","2023","Food Standards Agency","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","London","SEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","London","SEO","Unknown","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Outside London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Outside London","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Outside London","EO","Heterosexual / straight","210","200","28210","28090"
"In post","2023","Food Standards Agency","Outside London","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","Outside London","EO","Undeclared","25","25","[c]","[c]"
"In post","2023","Food Standards Agency","Outside London","EO","Unknown","160","150","28100","28090"
"In post","2023","Food Standards Agency","Outside London","G6","Heterosexual / straight","40","40","63380","62430"
"In post","2023","Food Standards Agency","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Outside London","G6","Undeclared","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Outside London","G6","Unknown","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Outside London","G7","Heterosexual / straight","145","145","53700","53110"
"In post","2023","Food Standards Agency","Outside London","G7","LGBO","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Outside London","G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Food Standards Agency","Outside London","G7","Unknown","15","15","[c]","[c]"
"In post","2023","Food Standards Agency","Outside London","HEO","Heterosexual / straight","230","225","31930","31730"
"In post","2023","Food Standards Agency","Outside London","HEO","LGBO","15","15","[c]","[c]"
"In post","2023","Food Standards Agency","Outside London","HEO","Undeclared","20","20","[c]","[c]"
"In post","2023","Food Standards Agency","Outside London","HEO","Unknown","50","50","32110","31260"
"In post","2023","Food Standards Agency","Outside London","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Food Standards Agency","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Outside London","SEO","Heterosexual / straight","280","275","39370","38670"
"In post","2023","Food Standards Agency","Outside London","SEO","LGBO","20","20","[c]","[c]"
"In post","2023","Food Standards Agency","Outside London","SEO","Undeclared","30","30","40730","41160"
"In post","2023","Food Standards Agency","Outside London","SEO","Unknown","35","35","39250","38100"
"In post","2023","Food Standards Agency","Overseas","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Overseas","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","London","AO","Heterosexual / straight","105","105","29570","28950"
"In post","2023","Foreign, Commonwealth and Development Office","London","AO","LGBO","10","10","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","London","AO","Unknown","65","65","29030","28950"
"In post","2023","Foreign, Commonwealth and Development Office","London","EO","Heterosexual / straight","310","305","32660","32260"
"In post","2023","Foreign, Commonwealth and Development Office","London","EO","LGBO","15","15","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","London","EO","Unknown","120","120","32430","32630"
"In post","2023","Foreign, Commonwealth and Development Office","London","G6","Heterosexual / straight","400","390","70790","70100"
"In post","2023","Foreign, Commonwealth and Development Office","London","G6","LGBO","35","35","70650","70100"
"In post","2023","Foreign, Commonwealth and Development Office","London","G6","Undeclared","10","10","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","London","G6","Unknown","215","205","68810","67800"
"In post","2023","Foreign, Commonwealth and Development Office","London","G7","Heterosexual / straight","765","740","58790","58960"
"In post","2023","Foreign, Commonwealth and Development Office","London","G7","LGBO","60","60","57160","56830"
"In post","2023","Foreign, Commonwealth and Development Office","London","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","London","G7","Unknown","465","455","57160","56550"
"In post","2023","Foreign, Commonwealth and Development Office","London","HEO","Heterosexual / straight","640","635","38560","38540"
"In post","2023","Foreign, Commonwealth and Development Office","London","HEO","LGBO","70","70","37900","38540"
"In post","2023","Foreign, Commonwealth and Development Office","London","HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","London","HEO","Unknown","425","425","37910","38540"
"In post","2023","Foreign, Commonwealth and Development Office","London","SCS level","Heterosexual / straight","215","210","87330","79470"
"In post","2023","Foreign, Commonwealth and Development Office","London","SCS level","LGBO","20","20","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","London","SCS level","Unknown","80","80","87890","80100"
"In post","2023","Foreign, Commonwealth and Development Office","London","SEO","Heterosexual / straight","285","280","46110","44480"
"In post","2023","Foreign, Commonwealth and Development Office","London","SEO","LGBO","25","25","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","London","SEO","Unknown","195","190","44790","44450"
"In post","2023","Foreign, Commonwealth and Development Office","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","AO","Heterosexual / straight","190","185","25770","25700"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","AO","LGBO","20","20","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","AO","Undeclared","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","AO","Unknown","80","80","25150","25300"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","EO","Heterosexual / straight","265","250","28840","28540"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","EO","LGBO","25","20","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","EO","Unknown","75","70","27920","27500"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","G6","Heterosexual / straight","90","90","68380","68930"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","G6","Undeclared","10","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","G6","Unknown","30","30","63800","63040"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","G7","Heterosexual / straight","225","205","56470","55840"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","G7","LGBO","10","10","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","G7","Unknown","90","90","52950","52960"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","HEO","Heterosexual / straight","280","265","35850","34950"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","HEO","Undeclared","20","20","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","HEO","Unknown","95","95","35630","34950"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","SEO","Heterosexual / straight","245","240","44630","43980"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","SEO","LGBO","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","SEO","Undeclared","20","20","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","SEO","Unknown","90","90","42890","42660"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","Unknown","Heterosexual / straight","40","40","24450","23800"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Outside London","Unknown","Unknown","15","15","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Overseas","AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Overseas","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Overseas","EO","Heterosexual / straight","45","45","28380","28170"
"In post","2023","Foreign, Commonwealth and Development Office","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Overseas","EO","Unknown","15","15","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Overseas","G6","Heterosexual / straight","230","230","66960","66720"
"In post","2023","Foreign, Commonwealth and Development Office","Overseas","G6","LGBO","15","15","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Overseas","G6","Undeclared","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Overseas","G6","Unknown","105","105","66590","65970"
"In post","2023","Foreign, Commonwealth and Development Office","Overseas","G7","Heterosexual / straight","400","400","55880","55900"
"In post","2023","Foreign, Commonwealth and Development Office","Overseas","G7","LGBO","50","50","55410","55130"
"In post","2023","Foreign, Commonwealth and Development Office","Overseas","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Overseas","G7","Unknown","235","235","55640","55220"
"In post","2023","Foreign, Commonwealth and Development Office","Overseas","HEO","Heterosexual / straight","475","475","34850","34880"
"In post","2023","Foreign, Commonwealth and Development Office","Overseas","HEO","LGBO","40","40","35170","34910"
"In post","2023","Foreign, Commonwealth and Development Office","Overseas","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Overseas","HEO","Unknown","135","135","35550","35250"
"In post","2023","Foreign, Commonwealth and Development Office","Overseas","SCS level","Heterosexual / straight","170","170","88730","78110"
"In post","2023","Foreign, Commonwealth and Development Office","Overseas","SCS level","LGBO","15","15","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Overseas","SCS level","Unknown","60","60","82630","76160"
"In post","2023","Foreign, Commonwealth and Development Office","Overseas","SEO","Heterosexual / straight","130","130","42750","41410"
"In post","2023","Foreign, Commonwealth and Development Office","Overseas","SEO","LGBO","10","10","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Overseas","SEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Overseas","SEO","Unknown","55","55","42070","42230"
"In post","2023","HM Land Registry","London","AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","HM Land Registry","London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","London","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","London","AO","Unknown","20","20","[c]","[c]"
"In post","2023","HM Land Registry","London","EO","Heterosexual / straight","55","50","31720","31680"
"In post","2023","HM Land Registry","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","London","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","HM Land Registry","London","EO","Unknown","40","35","32060","31680"
"In post","2023","HM Land Registry","London","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","HM Land Registry","London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","London","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","HM Land Registry","London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","London","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","London","G7","Unknown","10","5","[c]","[c]"
"In post","2023","HM Land Registry","London","HEO","Heterosexual / straight","55","50","39130","38410"
"In post","2023","HM Land Registry","London","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","HM Land Registry","London","HEO","Undeclared","15","10","[c]","[c]"
"In post","2023","HM Land Registry","London","HEO","Unknown","30","30","40310","38410"
"In post","2023","HM Land Registry","London","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","HM Land Registry","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","London","SEO","Heterosexual / straight","50","50","46000","44060"
"In post","2023","HM Land Registry","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","London","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","HM Land Registry","London","SEO","Unknown","15","15","[c]","[c]"
"In post","2023","HM Land Registry","Outside London","AA","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","HM Land Registry","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Outside London","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Outside London","AA","Unknown","10","10","[c]","[c]"
"In post","2023","HM Land Registry","Outside London","AO","Heterosexual / straight","740","680","23410","23390"
"In post","2023","HM Land Registry","Outside London","AO","LGBO","65","65","23390","23390"
"In post","2023","HM Land Registry","Outside London","AO","Undeclared","45","40","23390","23390"
"In post","2023","HM Land Registry","Outside London","AO","Unknown","670","630","23390","23390"
"In post","2023","HM Land Registry","Outside London","EO","Heterosexual / straight","1310","1160","28240","28080"
"In post","2023","HM Land Registry","Outside London","EO","LGBO","55","55","28210","28080"
"In post","2023","HM Land Registry","Outside London","EO","Undeclared","250","215","28340","28080"
"In post","2023","HM Land Registry","Outside London","EO","Unknown","730","665","28320","28080"
"In post","2023","HM Land Registry","Outside London","G6","Heterosexual / straight","35","35","70720","69870"
"In post","2023","HM Land Registry","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Outside London","G6","Unknown","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Outside London","G7","Heterosexual / straight","155","150","59150","57880"
"In post","2023","HM Land Registry","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Outside London","G7","Undeclared","20","20","[c]","[c]"
"In post","2023","HM Land Registry","Outside London","G7","Unknown","50","45","57810","56480"
"In post","2023","HM Land Registry","Outside London","HEO","Heterosexual / straight","845","740","35340","34850"
"In post","2023","HM Land Registry","Outside London","HEO","LGBO","30","30","35150","34850"
"In post","2023","HM Land Registry","Outside London","HEO","Undeclared","185","155","35350","34850"
"In post","2023","HM Land Registry","Outside London","HEO","Unknown","300","265","35560","34850"
"In post","2023","HM Land Registry","Outside London","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","HM Land Registry","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Outside London","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Outside London","SEO","Heterosexual / straight","525","485","42620","41680"
"In post","2023","HM Land Registry","Outside London","SEO","LGBO","15","15","[c]","[c]"
"In post","2023","HM Land Registry","Outside London","SEO","Undeclared","95","85","42600","41680"
"In post","2023","HM Land Registry","Outside London","SEO","Unknown","140","135","42200","40080"
"In post","2023","HM Revenue and Customs","London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","London","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","London","AO","Heterosexual / straight","510","460","26740","26920"
"In post","2023","HM Revenue and Customs","London","AO","LGBO","25","25","[c]","[c]"
"In post","2023","HM Revenue and Customs","London","AO","Undeclared","85","80","26610","26920"
"In post","2023","HM Revenue and Customs","London","AO","Unknown","415","370","26770","26920"
"In post","2023","HM Revenue and Customs","London","EO","Heterosexual / straight","1130","1065","32670","32540"
"In post","2023","HM Revenue and Customs","London","EO","LGBO","75","75","32510","32540"
"In post","2023","HM Revenue and Customs","London","EO","Undeclared","170","160","32840","32540"
"In post","2023","HM Revenue and Customs","London","EO","Unknown","700","665","32640","32540"
"In post","2023","HM Revenue and Customs","London","G6","Heterosexual / straight","535","505","77990","78600"
"In post","2023","HM Revenue and Customs","London","G6","LGBO","40","40","78040","78600"
"In post","2023","HM Revenue and Customs","London","G6","Undeclared","75","70","78800","78600"
"In post","2023","HM Revenue and Customs","London","G6","Unknown","155","150","77720","78600"
"In post","2023","HM Revenue and Customs","London","G7","Heterosexual / straight","1095","1050","64430","65230"
"In post","2023","HM Revenue and Customs","London","G7","LGBO","90","85","64020","65230"
"In post","2023","HM Revenue and Customs","London","G7","Undeclared","155","150","64590","65230"
"In post","2023","HM Revenue and Customs","London","G7","Unknown","380","370","64140","65230"
"In post","2023","HM Revenue and Customs","London","HEO","Heterosexual / straight","1570","1515","39780","39790"
"In post","2023","HM Revenue and Customs","London","HEO","LGBO","90","90","39600","39450"
"In post","2023","HM Revenue and Customs","London","HEO","Undeclared","215","205","39930","39790"
"In post","2023","HM Revenue and Customs","London","HEO","Unknown","835","800","39560","39790"
"In post","2023","HM Revenue and Customs","London","SCS level","Heterosexual / straight","180","175","89960","84330"
"In post","2023","HM Revenue and Customs","London","SCS level","LGBO","20","20","[c]","[c]"
"In post","2023","HM Revenue and Customs","London","SCS level","Undeclared","20","20","[c]","[c]"
"In post","2023","HM Revenue and Customs","London","SCS level","Unknown","40","40","93060","84600"
"In post","2023","HM Revenue and Customs","London","SEO","Heterosexual / straight","1030","995","46440","45960"
"In post","2023","HM Revenue and Customs","London","SEO","LGBO","60","60","46210","45960"
"In post","2023","HM Revenue and Customs","London","SEO","Undeclared","150","145","46990","45990"
"In post","2023","HM Revenue and Customs","London","SEO","Unknown","420","405","46490","45960"
"In post","2023","HM Revenue and Customs","Outside London","AA","Heterosexual / straight","260","195","22520","22520"
"In post","2023","HM Revenue and Customs","Outside London","AA","LGBO","15","15","[c]","[c]"
"In post","2023","HM Revenue and Customs","Outside London","AA","Undeclared","40","30","22520","22520"
"In post","2023","HM Revenue and Customs","Outside London","AA","Unknown","300","220","22540","22520"
"In post","2023","HM Revenue and Customs","Outside London","AO","Heterosexual / straight","9310","8230","22530","22520"
"In post","2023","HM Revenue and Customs","Outside London","AO","LGBO","760","720","22550","22520"
"In post","2023","HM Revenue and Customs","Outside London","AO","Undeclared","1040","890","22560","22520"
"In post","2023","HM Revenue and Customs","Outside London","AO","Unknown","7505","6625","22540","22520"
"In post","2023","HM Revenue and Customs","Outside London","EO","Heterosexual / straight","8355","7770","28240","28130"
"In post","2023","HM Revenue and Customs","Outside London","EO","LGBO","640","620","28110","28120"
"In post","2023","HM Revenue and Customs","Outside London","EO","Undeclared","845","765","28470","28130"
"In post","2023","HM Revenue and Customs","Outside London","EO","Unknown","4365","4095","28160","28130"
"In post","2023","HM Revenue and Customs","Outside London","G6","Heterosexual / straight","1165","1120","70740","71300"
"In post","2023","HM Revenue and Customs","Outside London","G6","LGBO","55","55","70300","71300"
"In post","2023","HM Revenue and Customs","Outside London","G6","Undeclared","110","105","71450","71300"
"In post","2023","HM Revenue and Customs","Outside London","G6","Unknown","210","205","70530","71300"
"In post","2023","HM Revenue and Customs","Outside London","G7","Heterosexual / straight","3740","3610","57300","57970"
