"Status","Year","Disability","Function_of_post","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared disabled","Human Resources","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Valuation Office Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Valuation Office Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Vehicle Certification Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Government Internal Audit Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Government Internal Audit Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Government Internal Audit Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Government Internal Audit Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Government Internal Audit Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","HM Revenue and Customs (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","HM Revenue and Customs (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Intellectual Property Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Met Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Ministry of Defence (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Ministry of Defence (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Ministry of Defence (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Attorney General's Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Attorney General's Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Attorney General's Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Cabinet Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Charity Commission","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Charity Commission","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Companies House","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Companies House","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Crown Office and Procurator Fiscal Service","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Crown Prosecution Service","AO","55","[c]","21800","20980"
"New entrant CS","2023","Declared disabled","Legal","Crown Prosecution Service","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Crown Prosecution Service","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Crown Prosecution Service","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Crown Prosecution Service","SEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Department for Education (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Department for Education (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Government Legal Department","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Government Legal Department","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Government Legal Department","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Government Legal Department","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Government Legal Department","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","HM Courts and Tribunals Service","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","HM Courts and Tribunals Service","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","HM Courts and Tribunals Service","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","HM Courts and Tribunals Service","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","HM Land Registry","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","HM Revenue and Customs (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","HM Revenue and Customs (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","HM Revenue and Customs (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Health and Safety Executive","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Health and Safety Executive","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Institute for Apprenticeships and Technical Education","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Institute for Apprenticeships and Technical Education","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Legal Aid Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Medicines and Healthcare Products Regulatory Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Medicines and Healthcare Products Regulatory Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Medicines and Healthcare Products Regulatory Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Medicines and Healthcare Products Regulatory Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Met Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Met Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Ministry of Defence (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Ministry of Justice (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Ministry of Justice (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Ministry of Justice (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Office of the Public Guardian","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Office of the Public Guardian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Office of the Public Guardian","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Registers of Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Scottish Courts and Tribunals Service","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Scottish Courts and Tribunals Service","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Scottish Prison Service","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Serious Fraud Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","The Insolvency Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","The Insolvency Service","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","UK Debt Management Office","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","UK Export Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","UK Health Security Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","UK Health Security Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","UK Supreme Court","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","UK Supreme Court","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","UK Supreme Court","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","UK Supreme Court","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Welsh Revenue Authority","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","Active Travel England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","Active Travel England","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","Active Travel England","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","Active Travel England","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","Active Travel England","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","Active Travel England","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
