"Status","Year","Organisation","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Scottish Courts and Tribunals Service","Commercial","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Communications","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Communications","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Digital, Data and Technology","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Digital, Data and Technology","Outside London","EO","30","30","30430","31970"
"In post","2023","Scottish Courts and Tribunals Service","Digital, Data and Technology","Outside London","G6/G7","15","15","62300","63860"
"In post","2023","Scottish Courts and Tribunals Service","Digital, Data and Technology","Outside London","SEO/HEO","30","30","39270","38170"
"In post","2023","Scottish Courts and Tribunals Service","Finance","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Finance","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Finance","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Finance","Outside London","SEO/HEO","20","15","43500","43120"
"In post","2023","Scottish Courts and Tribunals Service","Human Resources","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Human Resources","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Human Resources","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Human Resources","Outside London","SEO/HEO","20","20","40350","38170"
"In post","2023","Scottish Courts and Tribunals Service","Legal","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Legal","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Legal","Outside London","SEO/HEO","30","25","46510","48410"
"In post","2023","Scottish Courts and Tribunals Service","Operational Delivery","Outside London","AA/AO","965","850","23770","23190"
"In post","2023","Scottish Courts and Tribunals Service","Operational Delivery","Outside London","EO","470","440","31070","31970"
"In post","2023","Scottish Courts and Tribunals Service","Operational Delivery","Outside London","G6/G7","35","35","61950","63860"
"In post","2023","Scottish Courts and Tribunals Service","Operational Delivery","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Operational Delivery","Outside London","SEO/HEO","215","210","39240","38170"
"In post","2023","Scottish Courts and Tribunals Service","Policy","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Policy","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Policy","Outside London","SEO/HEO","20","15","39670","38170"
"In post","2023","Scottish Courts and Tribunals Service","Property","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Property","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Property","Outside London","SEO/HEO","10","10","43890","48410"
"In post","2023","Scottish Courts and Tribunals Service","Statistics","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Statistics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","Unknown","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","Unknown","Outside London","G6/G7","10","5","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","Unknown","Outside London","SEO/HEO","15","15","41710","41640"
"In post","2023","Scottish Forestry","Unknown","Outside London","AA/AO","50","50","26550","26220"
"In post","2023","Scottish Forestry","Unknown","Outside London","EO","60","60","32840","32220"
"In post","2023","Scottish Forestry","Unknown","Outside London","G6/G7","20","20","62880","62270"
"In post","2023","Scottish Forestry","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Forestry","Unknown","Outside London","SEO/HEO","85","80","42860","41500"
"In post","2023","Scottish Government (excl. agencies)","Unknown","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","Unknown","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","Unknown","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","Unknown","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","Unknown","Outside London","AA/AO","920","880","26530","26600"
"In post","2023","Scottish Government (excl. agencies)","Unknown","Outside London","EO","1210","1160","30970","30440"
"In post","2023","Scottish Government (excl. agencies)","Unknown","Outside London","G6/G7","2545","2435","66320","65280"
"In post","2023","Scottish Government (excl. agencies)","Unknown","Outside London","SCS level","230","220","91220","85200"
"In post","2023","Scottish Government (excl. agencies)","Unknown","Outside London","SEO/HEO","4235","4070","42040","41640"
"In post","2023","Scottish Government (excl. agencies)","Unknown","Overseas","G6/G7","10","10","84510","84250"
"In post","2023","Scottish Government (excl. agencies)","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","Unknown","Overseas","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Scottish Housing Regulator","Unknown","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","Unknown","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","Unknown","Outside London","G6/G7","25","25","67830","65280"
"In post","2023","Scottish Housing Regulator","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","Unknown","Outside London","SEO/HEO","25","25","44500","49860"
"In post","2023","Scottish Prison Service","Commercial","Outside London","AA/AO","45","45","26740","28490"
"In post","2023","Scottish Prison Service","Commercial","Outside London","EO","15","15","34560","34070"
"In post","2023","Scottish Prison Service","Commercial","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Scottish Prison Service","Commercial","Outside London","SEO/HEO","15","15","44980","42590"
"In post","2023","Scottish Prison Service","Communications","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Digital, Data and Technology","Outside London","AA/AO","10","10","26600","26600"
"In post","2023","Scottish Prison Service","Digital, Data and Technology","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Scottish Prison Service","Digital, Data and Technology","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Scottish Prison Service","Digital, Data and Technology","Outside London","SEO/HEO","15","15","50570","51570"
"In post","2023","Scottish Prison Service","Finance","Outside London","AA/AO","40","35","26010","26930"
"In post","2023","Scottish Prison Service","Finance","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Scottish Prison Service","Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Finance","Outside London","SEO/HEO","20","20","43640","42590"
"In post","2023","Scottish Prison Service","Human Resources","Outside London","AA/AO","40","35","25190","24710"
"In post","2023","Scottish Prison Service","Human Resources","Outside London","EO","35","35","36180","37060"
"In post","2023","Scottish Prison Service","Human Resources","Outside London","G6/G7","20","20","57280","57260"
"In post","2023","Scottish Prison Service","Human Resources","Outside London","SEO/HEO","45","45","44750","42590"
"In post","2023","Scottish Prison Service","Internal Audit","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Internal Audit","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Internal Audit","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Legal","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Legal","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Legal","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Legal","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Operational Delivery","Outside London","AA/AO","1065","1020","26640","26930"
"In post","2023","Scottish Prison Service","Operational Delivery","Outside London","EO","1945","1830","36090","37060"
"In post","2023","Scottish Prison Service","Operational Delivery","Outside London","G6/G7","45","45","70280","69130"
"In post","2023","Scottish Prison Service","Operational Delivery","Outside London","SEO/HEO","430","385","43420","42590"
"In post","2023","Scottish Prison Service","Other","Outside London","AA/AO","350","325","26810","24710"
"In post","2023","Scottish Prison Service","Other","Outside London","EO","100","95","37320","37060"
"In post","2023","Scottish Prison Service","Other","Outside London","G6/G7","35","35","64530","57260"
"In post","2023","Scottish Prison Service","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Other","Outside London","SEO/HEO","130","105","46300","46290"
"In post","2023","Scottish Prison Service","Project Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Project Delivery","Outside London","G6/G7","10","10","59510","57260"
"In post","2023","Scottish Prison Service","Project Delivery","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Psychology","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Psychology","Outside London","EO","35","35","35150","37060"
"In post","2023","Scottish Prison Service","Psychology","Outside London","G6/G7","15","15","62450","58050"
"In post","2023","Scottish Prison Service","Psychology","Outside London","SEO/HEO","15","15","47750","48640"
"In post","2023","Scottish Public Pensions Agency","Unknown","Outside London","AA/AO","195","185","26800","26600"
"In post","2023","Scottish Public Pensions Agency","Unknown","Outside London","EO","85","80","30720","30440"
"In post","2023","Scottish Public Pensions Agency","Unknown","Outside London","G6/G7","20","20","63340","65280"
"In post","2023","Scottish Public Pensions Agency","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","Unknown","Outside London","SEO/HEO","65","65","39590","38330"
"In post","2023","Serious Fraud Office","Commercial","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Commercial","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Commercial","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Communications","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Serious Fraud Office","Corporate Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Corporate Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Corporate Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Corporate Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Counter Fraud","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Counter Fraud","London","EO","50","50","27970","27010"
"In post","2023","Serious Fraud Office","Counter Fraud","London","G6/G7","75","70","66350","67530"
"In post","2023","Serious Fraud Office","Counter Fraud","London","SCS level","5","5","[c]","[c]"
"In post","2023","Serious Fraud Office","Counter Fraud","London","SEO/HEO","105","100","39740","40000"
"In post","2023","Serious Fraud Office","Digital, Data and Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Digital, Data and Technology","London","EO","5","5","[c]","[c]"
"In post","2023","Serious Fraud Office","Digital, Data and Technology","London","G6/G7","15","15","62460","58730"
"In post","2023","Serious Fraud Office","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Digital, Data and Technology","London","SEO/HEO","35","35","41420","41580"
"In post","2023","Serious Fraud Office","Finance","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Serious Fraud Office","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Human Resources","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Serious Fraud Office","Intelligence Analysis","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Intelligence Analysis","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Serious Fraud Office","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Knowledge and Information Management","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Legal","London","G6/G7","60","55","59660","55780"
"In post","2023","Serious Fraud Office","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Legal","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Other","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Serious Fraud Office","Other","London","EO","10","10","28170","27290"
"In post","2023","Serious Fraud Office","Other","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Other","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Other","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Serious Fraud Office","Policy","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Policy","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Serious Fraud Office","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Project Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Project Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Property","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Security","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Security","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","Unknown","Outside London","AA/AO","1365","1285","23180","22180"
"In post","2023","Social Security Scotland","Unknown","Outside London","EO","1515","1465","29610","29100"
"In post","2023","Social Security Scotland","Unknown","Outside London","G6/G7","205","200","65330","65280"
"In post","2023","Social Security Scotland","Unknown","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Social Security Scotland","Unknown","Outside London","SEO/HEO","940","905","38800","37830"
"In post","2023","Standards and Testing Agency","Communications","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Digital, Data and Technology","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Human Resources","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Operational Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Operational Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Operational Delivery","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Policy","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Policy","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Project Delivery","London","G6/G7","10","10","60430","56040"
"In post","2023","Standards and Testing Agency","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Project Delivery","London","SEO/HEO","25","20","43110","46600"
"In post","2023","Standards and Testing Agency","Project Delivery","Outside London","EO","10","10","26270","25900"
"In post","2023","Standards and Testing Agency","Project Delivery","Outside London","G6/G7","15","15","53250","51640"
"In post","2023","Standards and Testing Agency","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Project Delivery","Outside London","SEO/HEO","50","45","35710","37590"
"In post","2023","Standards and Testing Agency","Social Research","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Statistics","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Statistics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Student Awards Agency for Scotland","Unknown","Outside London","AA/AO","115","110","23970","24890"
"In post","2023","Student Awards Agency for Scotland","Unknown","Outside London","EO","65","65","31130","30440"
"In post","2023","Student Awards Agency for Scotland","Unknown","Outside London","G6/G7","15","15","67720","67780"
"In post","2023","Student Awards Agency for Scotland","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Student Awards Agency for Scotland","Unknown","Outside London","SEO/HEO","65","65","42420","41640"
"In post","2023","Submarine Delivery Agency","Commercial","Outside London","Unknown","165","160","43020","42620"
"In post","2023","Submarine Delivery Agency","Communications","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Submarine Delivery Agency","Digital, Data and Technology","Outside London","Unknown","45","40","40110","39230"
"In post","2023","Submarine Delivery Agency","Finance","Outside London","Unknown","60","55","54110","48900"
"In post","2023","Submarine Delivery Agency","Human Resources","Outside London","Unknown","35","35","41240","39460"
"In post","2023","Submarine Delivery Agency","Knowledge and Information Management","Outside London","Unknown","25","25","35010","31920"
"In post","2023","Submarine Delivery Agency","Operational Delivery","Outside London","Unknown","360","345","37160","33690"
"In post","2023","Submarine Delivery Agency","Operational Delivery","Overseas","Unknown","10","10","[c]","[c]"
"In post","2023","Submarine Delivery Agency","Policy","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Submarine Delivery Agency","Project Delivery","Outside London","Unknown","525","510","45970","42230"
"In post","2023","Submarine Delivery Agency","Project Delivery","Overseas","Unknown","5","5","[c]","[c]"
"In post","2023","Submarine Delivery Agency","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Submarine Delivery Agency","Science and Engineering","Outside London","Unknown","790","780","43650","42620"
"In post","2023","Submarine Delivery Agency","Science and Engineering","Overseas","Unknown","10","10","56170","45280"
"In post","2023","Submarine Delivery Agency","Security","Outside London","Unknown","40","40","41000","39000"
"In post","2023","Teaching Regulation Agency","Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Operational Delivery","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Operational Delivery","Outside London","EO","30","30","26320","25900"
"In post","2023","Teaching Regulation Agency","Operational Delivery","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Operational Delivery","Outside London","SEO/HEO","35","35","34380","31140"
"In post","2023","Teaching Regulation Agency","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Statistics","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Commercial","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Commercial","Outside London","SEO/HEO","15","15","42860","44750"
"In post","2023","The Insolvency Service","Communications","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Communications","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Communications","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","The Insolvency Service","Counter Fraud","London","G6/G7","5","5","[c]","[c]"
"In post","2023","The Insolvency Service","Counter Fraud","London","SEO/HEO","50","50","42160","41630"
"In post","2023","The Insolvency Service","Counter Fraud","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","The Insolvency Service","Counter Fraud","Outside London","SEO/HEO","175","170","38920","38980"
"In post","2023","The Insolvency Service","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Digital, Data and Technology","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Digital, Data and Technology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Digital, Data and Technology","Outside London","EO","10","10","28900","30660"
"In post","2023","The Insolvency Service","Digital, Data and Technology","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","The Insolvency Service","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Digital, Data and Technology","Outside London","SEO/HEO","25","25","42610","42460"
"In post","2023","The Insolvency Service","Economics","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Economics","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Economics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Finance","Outside London","EO","5","5","[c]","[c]"
"In post","2023","The Insolvency Service","Finance","Outside London","G6/G7","10","10","61020","58330"
"In post","2023","The Insolvency Service","Finance","Outside London","SEO/HEO","20","20","40820","42460"
"In post","2023","The Insolvency Service","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Human Resources","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","The Insolvency Service","Human Resources","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","The Insolvency Service","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Human Resources","Outside London","SEO/HEO","25","25","38140","39750"
"In post","2023","The Insolvency Service","Intelligence Analysis","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","The Insolvency Service","Intelligence Analysis","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Intelligence Analysis","Outside London","SEO/HEO","10","10","42200","43400"
"In post","2023","The Insolvency Service","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Knowledge and Information Management","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Legal","London","EO","5","5","[c]","[c]"
"In post","2023","The Insolvency Service","Legal","London","G6/G7","20","20","66570","71700"
"In post","2023","The Insolvency Service","Legal","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Legal","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Legal","Outside London","G6/G7","10","10","57090","53310"
"In post","2023","The Insolvency Service","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Legal","Outside London","SEO/HEO","15","15","42410","41230"
"In post","2023","The Insolvency Service","Operational Delivery","London","AA/AO","70","65","25400","25810"
"In post","2023","The Insolvency Service","Operational Delivery","London","EO","30","25","29490","30160"
"In post","2023","The Insolvency Service","Operational Delivery","London","G6/G7","15","15","70450","73830"
"In post","2023","The Insolvency Service","Operational Delivery","London","SCS level","5","5","[c]","[c]"
"In post","2023","The Insolvency Service","Operational Delivery","London","SEO/HEO","75","70","40850","39630"
"In post","2023","The Insolvency Service","Operational Delivery","Outside London","AA/AO","415","385","22070","22180"
"In post","2023","The Insolvency Service","Operational Delivery","Outside London","EO","130","120","25880","25950"
"In post","2023","The Insolvency Service","Operational Delivery","Outside London","G6/G7","30","30","56390","55040"
"In post","2023","The Insolvency Service","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Operational Delivery","Outside London","SEO/HEO","300","285","36570","34870"
"In post","2023","The Insolvency Service","Policy","London","G6/G7","10","5","[c]","[c]"
"In post","2023","The Insolvency Service","Policy","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Policy","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Policy","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","The Insolvency Service","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Project Delivery","London","G6/G7","5","5","[c]","[c]"
"In post","2023","The Insolvency Service","Project Delivery","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","The Insolvency Service","Project Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Project Delivery","Outside London","G6/G7","10","10","55710","54950"
"In post","2023","The Insolvency Service","Project Delivery","Outside London","SEO/HEO","30","30","38650","41880"
"In post","2023","The Insolvency Service","Security","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Security","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Statistics","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Statistics","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Statistics","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Statistics","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","The National Archives","Commercial","London","AA/AO","20","20","23800","23460"
"In post","2023","The National Archives","Commercial","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Commercial","London","G6/G7","5","5","[c]","[c]"
"In post","2023","The National Archives","Commercial","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","The National Archives","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Communications","London","G6/G7","5","5","[c]","[c]"
"In post","2023","The National Archives","Communications","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","The National Archives","Digital, Data and Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Digital, Data and Technology","London","EO","10","10","27690","27880"
"In post","2023","The National Archives","Digital, Data and Technology","London","G6/G7","25","25","56900","54160"
"In post","2023","The National Archives","Digital, Data and Technology","London","SEO/HEO","85","80","42010","41000"
"In post","2023","The National Archives","Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Finance","London","G6/G7","5","5","[c]","[c]"
"In post","2023","The National Archives","Finance","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","The National Archives","Human Resources","London","EO","5","5","[c]","[c]"
"In post","2023","The National Archives","Human Resources","London","G6/G7","5","5","[c]","[c]"
"In post","2023","The National Archives","Human Resources","London","SEO/HEO","5","5","[c]","[c]"
