"Status","Year","Age","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","60-64","Finance","Attorney General's Departments","London","5","5","[c]","[c]"
"In post","2023","60-64","Finance","Attorney General's Departments","Outside London","5","5","[c]","[c]"
"In post","2023","60-64","Finance","Cabinet Office","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Department for Business, Energy and Industrial Strategy","London","5","5","[c]","[c]"
"In post","2023","60-64","Finance","Department for Business, Energy and Industrial Strategy","Outside London","15","10","32800","28070"
"In post","2023","60-64","Finance","Department for Digital, Culture, Media and Sport","London","5","5","[c]","[c]"
"In post","2023","60-64","Finance","Department for Education","London","10","10","[c]","[c]"
"In post","2023","60-64","Finance","Department for Education","Outside London","25","25","45730","47740"
"In post","2023","60-64","Finance","Department for Environment, Food and Rural Affairs","London","5","5","[c]","[c]"
"In post","2023","60-64","Finance","Department for Environment, Food and Rural Affairs","Outside London","15","15","41920","38680"
"In post","2023","60-64","Finance","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Department for Transport","London","5","5","[c]","[c]"
"In post","2023","60-64","Finance","Department for Transport","Outside London","25","25","32560","27450"
"In post","2023","60-64","Finance","Department for Work and Pensions","London","25","25","48890","43760"
"In post","2023","60-64","Finance","Department for Work and Pensions","Outside London","155","120","37500","34970"
"In post","2023","60-64","Finance","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Department of Health and Social Care","London","5","5","[c]","[c]"
"In post","2023","60-64","Finance","Department of Health and Social Care","Outside London","5","5","[c]","[c]"
"In post","2023","60-64","Finance","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Foreign, Commonwealth and Development Office","London","15","10","52240","40810"
"In post","2023","60-64","Finance","Foreign, Commonwealth and Development Office","Outside London","30","25","31190","26900"
"In post","2023","60-64","Finance","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","HM Revenue and Customs","London","45","40","47580","45960"
"In post","2023","60-64","Finance","HM Revenue and Customs","Outside London","260","195","27970","22520"
"In post","2023","60-64","Finance","HM Treasury","London","5","5","[c]","[c]"
"In post","2023","60-64","Finance","Home Office","London","20","20","51830","48650"
"In post","2023","60-64","Finance","Home Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Ministry of Defence","London","15","15","53250","45990"
"In post","2023","60-64","Finance","Ministry of Defence","Outside London","170","150","41940","36140"
"In post","2023","60-64","Finance","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Ministry of Justice","London","30","30","45060","43840"
"In post","2023","60-64","Finance","Ministry of Justice","Outside London","25","25","38850","34450"
"In post","2023","60-64","Finance","National Crime Agency","Outside London","5","5","[c]","[c]"
"In post","2023","60-64","Finance","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Scottish Government","Outside London","5","5","[c]","[c]"
"In post","2023","60-64","Finance","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Finance","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Grants Management","Department for Environment, Food and Rural Affairs","Outside London","195","165","26170","22150"
"In post","2023","60-64","Grants Management","Home Office","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Attorney General's Departments","London","5","5","[c]","[c]"
"In post","2023","60-64","Human Resources","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Cabinet Office","London","15","15","61260","56430"
"In post","2023","60-64","Human Resources","Cabinet Office","Outside London","40","30","37330","27100"
"In post","2023","60-64","Human Resources","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for Business, Energy and Industrial Strategy","London","10","10","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for Business, Energy and Industrial Strategy","Outside London","15","10","42080","42460"
"In post","2023","60-64","Human Resources","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for Education","Outside London","5","5","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for Environment, Food and Rural Affairs","Outside London","10","10","44530","38880"
"In post","2023","60-64","Human Resources","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for Transport","Outside London","30","25","36890","36510"
"In post","2023","60-64","Human Resources","Department for Work and Pensions","London","20","20","42990","39780"
"In post","2023","60-64","Human Resources","Department for Work and Pensions","Outside London","175","140","34330","29640"
"In post","2023","60-64","Human Resources","Department of Health and Social Care","London","10","5","[c]","[c]"
"In post","2023","60-64","Human Resources","Department of Health and Social Care","Outside London","10","10","[c]","[c]"
"In post","2023","60-64","Human Resources","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Foreign, Commonwealth and Development Office","London","10","10","[c]","[c]"
"In post","2023","60-64","Human Resources","Foreign, Commonwealth and Development Office","Outside London","10","10","48180","44720"
"In post","2023","60-64","Human Resources","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","HM Revenue and Customs","London","20","15","45360","41900"
"In post","2023","60-64","Human Resources","HM Revenue and Customs","Outside London","90","70","40920","36990"
"In post","2023","60-64","Human Resources","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Home Office","London","20","20","45170","38150"
"In post","2023","60-64","Human Resources","Home Office","Outside London","5","5","[c]","[c]"
"In post","2023","60-64","Human Resources","Ministry of Defence","London","20","20","49590","41400"
"In post","2023","60-64","Human Resources","Ministry of Defence","Outside London","580","550","33320","33470"
"In post","2023","60-64","Human Resources","Ministry of Defence","Overseas","10","10","[c]","[c]"
"In post","2023","60-64","Human Resources","Ministry of Justice","London","20","20","58660","58740"
"In post","2023","60-64","Human Resources","Ministry of Justice","Outside London","65","50","37170","38860"
"In post","2023","60-64","Human Resources","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","National Crime Agency","Outside London","10","5","[c]","[c]"
"In post","2023","60-64","Human Resources","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Scottish Government","Outside London","20","15","41550","38170"
"In post","2023","60-64","Human Resources","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","UK Statistics Authority","Outside London","10","10","30390","31660"
"In post","2023","60-64","Internal Audit","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Department for Transport","Outside London","5","5","[c]","[c]"
"In post","2023","60-64","Internal Audit","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","HM Treasury","London","20","15","53540","52530"
"In post","2023","60-64","Internal Audit","HM Treasury","Outside London","30","25","46250","44210"
"In post","2023","60-64","Internal Audit","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Ministry of Defence","Outside London","10","10","38720","36020"
"In post","2023","60-64","Internal Audit","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Attorney General's Departments","London","235","210","55530","62790"
"In post","2023","60-64","Legal","Attorney General's Departments","Outside London","340","280","45420","51270"
"In post","2023","60-64","Legal","Cabinet Office","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Department for Business, Energy and Industrial Strategy","Outside London","10","5","[c]","[c]"
"In post","2023","60-64","Legal","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Department for Work and Pensions","Outside London","10","10","30900","28120"
"In post","2023","60-64","Legal","Department of Health and Social Care","London","5","5","[c]","[c]"
"In post","2023","60-64","Legal","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Foreign, Commonwealth and Development Office","Outside London","5","5","[c]","[c]"
"In post","2023","60-64","Legal","HM Land Registry","London","5","5","[c]","[c]"
"In post","2023","60-64","Legal","HM Land Registry","Outside London","25","15","49470","58960"
"In post","2023","60-64","Legal","HM Revenue and Customs","London","35","35","53010","45960"
"In post","2023","60-64","Legal","HM Revenue and Customs","Outside London","70","55","37130","35000"
"In post","2023","60-64","Legal","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Scottish Government","Outside London","35","30","67240","65280"
"In post","2023","60-64","Legal","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Attorney General's Departments","London","5","5","[c]","[c]"
"In post","2023","60-64","No function","Cabinet Office","London","50","50","46240","39350"
"In post","2023","60-64","No function","Cabinet Office","Outside London","15","15","42070","40450"
"In post","2023","60-64","No function","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Charity Commission","Outside London","30","25","32170","30170"
"In post","2023","60-64","No function","Department for Business, Energy and Industrial Strategy","London","165","150","48280","43550"
"In post","2023","60-64","No function","Department for Business, Energy and Industrial Strategy","Outside London","310","250","31900","26900"
"In post","2023","60-64","No function","Department for Digital, Culture, Media and Sport","London","25","25","53940","47550"
"In post","2023","60-64","No function","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Department for Education","London","50","45","50780","44590"
"In post","2023","60-64","No function","Department for Education","Outside London","90","80","47170","41510"
"In post","2023","60-64","No function","Department for Environment, Food and Rural Affairs","London","80","75","44090","41270"
"In post","2023","60-64","No function","Department for Environment, Food and Rural Affairs","Outside London","285","255","34360","30320"
"In post","2023","60-64","No function","Department for International Trade","London","60","60","50790","46080"
"In post","2023","60-64","No function","Department for International Trade","Outside London","45","45","44460","42670"
"In post","2023","60-64","No function","Department for International Trade","Overseas","5","5","[c]","[c]"
"In post","2023","60-64","No function","Department for Levelling Up, Housing and Communities","London","50","45","49560","49980"
"In post","2023","60-64","No function","Department for Levelling Up, Housing and Communities","Outside London","105","90","48130","44100"
"In post","2023","60-64","No function","Department for Transport","London","145","130","41460","33490"
"In post","2023","60-64","No function","Department for Transport","Outside London","1140","925","27640","27400"
"In post","2023","60-64","No function","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Department for Work and Pensions","London","700","590","32200","32520"
"In post","2023","60-64","No function","Department for Work and Pensions","Outside London","7555","5840","27110","28120"
"In post","2023","60-64","No function","Department for Work and Pensions","Unknown","20","15","26890","28120"
"In post","2023","60-64","No function","Department of Health and Social Care","London","165","150","57160","44950"
"In post","2023","60-64","No function","Department of Health and Social Care","Outside London","235","210","53880","48870"
"In post","2023","60-64","No function","Department of Health and Social Care","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Food Standards Agency","London","10","10","38800","36990"
"In post","2023","60-64","No function","Food Standards Agency","Outside London","95","85","31950","29430"
"In post","2023","60-64","No function","Foreign, Commonwealth and Development Office","London","75","70","51800","50150"
"In post","2023","60-64","No function","Foreign, Commonwealth and Development Office","Outside London","5","5","[c]","[c]"
"In post","2023","60-64","No function","Foreign, Commonwealth and Development Office","Overseas","60","60","69570","67160"
"In post","2023","60-64","No function","HM Land Registry","London","25","20","33840","31680"
"In post","2023","60-64","No function","HM Land Registry","Outside London","495","345","31230","28080"
"In post","2023","60-64","No function","HM Revenue and Customs","London","330","280","44050","40890"
"In post","2023","60-64","No function","HM Revenue and Customs","Outside London","2795","2135","28890","22520"
"In post","2023","60-64","No function","HM Treasury","London","35","30","48190","38760"
"In post","2023","60-64","No function","HM Treasury","Outside London","10","5","[c]","[c]"
"In post","2023","60-64","No function","Home Office","London","915","790","36890","30410"
"In post","2023","60-64","No function","Home Office","Outside London","1670","1315","27790","25980"
"In post","2023","60-64","No function","Home Office","Overseas","5","5","[c]","[c]"
"In post","2023","60-64","No function","Home Office","Unknown","15","10","32430","34630"
"In post","2023","60-64","No function","Ministry of Defence","London","220","205","38680","31580"
"In post","2023","60-64","No function","Ministry of Defence","Outside London","2790","2585","31300","27080"
"In post","2023","60-64","No function","Ministry of Defence","Overseas","25","25","56610","48980"
"In post","2023","60-64","No function","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Ministry of Justice","London","1085","970","34200","29660"
"In post","2023","60-64","No function","Ministry of Justice","Outside London","5875","4760","29410","26840"
"In post","2023","60-64","No function","Ministry of Justice","Unknown","5","5","[c]","[c]"
"In post","2023","60-64","No function","National Crime Agency","London","60","55","47100","46080"
"In post","2023","60-64","No function","National Crime Agency","Outside London","225","205","40890","39280"
"In post","2023","60-64","No function","National Crime Agency","Overseas","10","10","[c]","[c]"
"In post","2023","60-64","No function","National Crime Agency","Unknown","15","15","45990","45610"
"In post","2023","60-64","No function","Office for Standards in Education, Children's Services and Skills","London","10","10","76470","66170"
"In post","2023","60-64","No function","Office for Standards in Education, Children's Services and Skills","Outside London","110","100","58820","52750"
"In post","2023","60-64","No function","Office of Gas and Electricity Markets","London","10","5","[c]","[c]"
"In post","2023","60-64","No function","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Office of Qualifications and Examinations Regulation","Outside London","10","10","[c]","[c]"
"In post","2023","60-64","No function","Office of Rail and Road","London","15","10","61160","63800"
"In post","2023","60-64","No function","Office of Rail and Road","Outside London","10","5","[c]","[c]"
"In post","2023","60-64","No function","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Scottish Government","Outside London","680","490","33220","32510"
"In post","2023","60-64","No function","The National Archives","London","25","20","34800","31450"
"In post","2023","60-64","No function","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","UK Statistics Authority","Outside London","390","275","23920","21200"
"In post","2023","60-64","No function","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Project Delivery","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Project Delivery","Cabinet Office","London","10","10","101430","109980"
"In post","2023","60-64","Project Delivery","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Project Delivery","Competition and Markets Authority","London","15","15","64450","55130"
"In post","2023","60-64","Project Delivery","Department for Business, Energy and Industrial Strategy","London","5","5","[c]","[c]"
"In post","2023","60-64","Project Delivery","Department for Business, Energy and Industrial Strategy","Outside London","25","20","45860","42330"
"In post","2023","60-64","Project Delivery","Department for Digital, Culture, Media and Sport","London","5","5","[c]","[c]"
"In post","2023","60-64","Project Delivery","Department for Education","London","15","15","56940","58770"
"In post","2023","60-64","Project Delivery","Department for Education","Outside London","40","40","51010","54090"
"In post","2023","60-64","Project Delivery","Department for Environment, Food and Rural Affairs","Outside London","30","25","39380","38030"
"In post","2023","60-64","Project Delivery","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Project Delivery","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Project Delivery","Department for Transport","London","5","5","[c]","[c]"
"In post","2023","60-64","Project Delivery","Department for Transport","Outside London","10","5","[c]","[c]"
"In post","2023","60-64","Project Delivery","Department for Work and Pensions","London","20","15","43020","39780"
"In post","2023","60-64","Project Delivery","Department for Work and Pensions","Outside London","165","120","36880","34970"
"In post","2023","60-64","Project Delivery","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Project Delivery","Department of Health and Social Care","London","15","10","75370","76640"
"In post","2023","60-64","Project Delivery","Department of Health and Social Care","Outside London","20","20","55560","54480"
"In post","2023","60-64","Project Delivery","Estyn","Outside London","10","10","70390","78500"
"In post","2023","60-64","Project Delivery","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Project Delivery","Foreign, Commonwealth and Development Office","London","35","35","53100","48850"
"In post","2023","60-64","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","25","25","47580","41110"
"In post","2023","60-64","Project Delivery","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Project Delivery","HM Land Registry","Outside London","10","10","40080","40450"
"In post","2023","60-64","Project Delivery","HM Revenue and Customs","London","140","120","53580","47970"
"In post","2023","60-64","Project Delivery","HM Revenue and Customs","Outside London","250","195","43260","42140"
"In post","2023","60-64","Project Delivery","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Project Delivery","Home Office","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Project Delivery","Ministry of Defence","London","20","15","54130","46470"
"In post","2023","60-64","Project Delivery","Ministry of Defence","Outside London","545","485","46090","42620"
"In post","2023","60-64","Project Delivery","Ministry of Defence","Overseas","5","5","[c]","[c]"
"In post","2023","60-64","Project Delivery","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Project Delivery","Ministry of Justice","Outside London","10","5","[c]","[c]"
"In post","2023","60-64","Project Delivery","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Project Delivery","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Project Delivery","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Project Delivery","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Project Delivery","UK Statistics Authority","Outside London","10","10","[c]","[c]"
"In post","2023","60-64","Project Delivery","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Property","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Property","Cabinet Office","London","15","10","60730","57650"
"In post","2023","60-64","Property","Cabinet Office","Outside London","15","15","49390","52490"
"In post","2023","60-64","Property","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Property","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Property","Department for Business, Energy and Industrial Strategy","Outside London","5","5","[c]","[c]"
"In post","2023","60-64","Property","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Property","Department for Environment, Food and Rural Affairs","Outside London","35","30","35340","30320"
"In post","2023","60-64","Property","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Property","Department for Transport","Outside London","25","20","32150","27450"
"In post","2023","60-64","Property","Department for Work and Pensions","London","10","10","55590","43760"
"In post","2023","60-64","Property","Department for Work and Pensions","Outside London","25","20","36000","34970"
"In post","2023","60-64","Property","Department for Work and Pensions","Unknown","5","5","[c]","[c]"
"In post","2023","60-64","Property","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Property","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Property","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Property","Foreign, Commonwealth and Development Office","London","5","5","[c]","[c]"
"In post","2023","60-64","Property","Foreign, Commonwealth and Development Office","Outside London","10","10","43840","44080"
"In post","2023","60-64","Property","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Property","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Property","HM Revenue and Customs","London","70","55","40950","34810"
"In post","2023","60-64","Property","HM Revenue and Customs","Outside London","315","260","35320","29440"
"In post","2023","60-64","Property","Home Office","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Property","Home Office","Outside London","5","5","[c]","[c]"
"In post","2023","60-64","Property","Ministry of Defence","London","10","10","32470","21830"
"In post","2023","60-64","Property","Ministry of Defence","Outside London","275","265","30140","27470"
"In post","2023","60-64","Property","Ministry of Defence","Overseas","10","10","[c]","[c]"
"In post","2023","60-64","Property","Ministry of Justice","London","25","20","45480","43650"
"In post","2023","60-64","Property","Ministry of Justice","Outside London","55","50","41390","41510"
"In post","2023","60-64","Property","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Property","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Property","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Property","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Property","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Property","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Property","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Property","Scottish Government","Outside London","35","35","35300","34430"
"In post","2023","60-64","Property","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Property","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Security","Cabinet Office","London","5","5","[c]","[c]"
"In post","2023","60-64","Security","Cabinet Office","Outside London","70","60","31440","34320"
"In post","2023","60-64","Security","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Security","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Security","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Security","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Security","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Security","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Security","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Security","Department for Transport","London","10","10","45560","43280"
"In post","2023","60-64","Security","Department for Transport","Outside London","15","10","32960","26180"
"In post","2023","60-64","Security","Department for Work and Pensions","Outside London","15","10","33500","31150"
"In post","2023","60-64","Security","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Security","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Security","Foreign, Commonwealth and Development Office","London","30","30","47380","37970"
"In post","2023","60-64","Security","Foreign, Commonwealth and Development Office","Outside London","25","25","39170","38920"
"In post","2023","60-64","Security","Foreign, Commonwealth and Development Office","Overseas","10","10","40660","43170"
"In post","2023","60-64","Security","HM Revenue and Customs","London","10","5","[c]","[c]"
"In post","2023","60-64","Security","HM Revenue and Customs","Outside London","15","15","45950","42510"
"In post","2023","60-64","Security","Home Office","London","25","20","30800","26400"
"In post","2023","60-64","Security","Home Office","Outside London","10","10","23600","22400"
"In post","2023","60-64","Security","Ministry of Defence","London","40","35","37370","30930"
"In post","2023","60-64","Security","Ministry of Defence","Outside London","650","590","27620","22130"
"In post","2023","60-64","Security","Ministry of Defence","Overseas","5","5","[c]","[c]"
