"Status","Year","Age","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Project Delivery","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Ministry of Defence","Outside London","25","25","19490","18780"
"In post","2023","16-19","Project Delivery","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Foreign, Commonwealth and Development Office","Outside London","15","15","23210","22750"
"In post","2023","16-19","Property","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","HM Revenue and Customs","Outside London","20","20","23740","22520"
"In post","2023","16-19","Property","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Scottish Government","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Security","Cabinet Office","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Cabinet Office","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Security","Foreign, Commonwealth and Development Office","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Security","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Work and Pensions","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Ministry of Defence","Outside London","15","15","21160","19430"
"In post","2023","16-19","Unknown","Ministry of Defence","Unknown","30","30","19370","17400"
"In post","2023","16-19","Unknown","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Scottish Government","Outside London","50","50","23060","22460"
"In post","2023","16-19","Unknown","Welsh Government","Outside London","10","10","22670","22150"
"In post","2023","20-29","Analysis","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Cabinet Office","London","80","80","31540","30130"
"In post","2023","20-29","Analysis","Cabinet Office","Outside London","30","30","31220","32800"
"In post","2023","20-29","Analysis","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Chancellor's other departments","London","50","50","40170","36640"
"In post","2023","20-29","Analysis","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Competition and Markets Authority","London","30","30","44080","38090"
"In post","2023","20-29","Analysis","Competition and Markets Authority","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","Department for Business, Energy and Industrial Strategy","London","120","120","36580","34670"
"In post","2023","20-29","Analysis","Department for Business, Energy and Industrial Strategy","Outside London","35","35","33910","34480"
"In post","2023","20-29","Analysis","Department for Digital, Culture, Media and Sport","London","60","60","45120","39620"
"In post","2023","20-29","Analysis","Department for Digital, Culture, Media and Sport","Outside London","10","10","40190","37980"
"In post","2023","20-29","Analysis","Department for Education","London","80","80","45860","46600"
"In post","2023","20-29","Analysis","Department for Education","Outside London","105","100","38280","35230"
"In post","2023","20-29","Analysis","Department for Environment, Food and Rural Affairs","Outside London","80","80","27240","25970"
"In post","2023","20-29","Analysis","Department for International Trade","London","125","125","42280","35080"
"In post","2023","20-29","Analysis","Department for International Trade","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","Department for Levelling Up, Housing and Communities","London","95","95","42160","35430"
"In post","2023","20-29","Analysis","Department for Levelling Up, Housing and Communities","Outside London","20","20","39050","37060"
"In post","2023","20-29","Analysis","Department for Transport","London","145","140","43440","43320"
"In post","2023","20-29","Analysis","Department for Transport","Outside London","25","25","33370","31350"
"In post","2023","20-29","Analysis","Department for Work and Pensions","London","85","85","42120","39150"
"In post","2023","20-29","Analysis","Department for Work and Pensions","Outside London","135","135","34940","34170"
"In post","2023","20-29","Analysis","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Department of Health and Social Care","London","55","55","36700","34190"
"In post","2023","20-29","Analysis","Department of Health and Social Care","Outside London","20","20","37550","34190"
"In post","2023","20-29","Analysis","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Food Standards Agency","London","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","Food Standards Agency","Outside London","15","15","37730","37910"
"In post","2023","20-29","Analysis","Foreign, Commonwealth and Development Office","London","20","20","39820","31200"
"In post","2023","20-29","Analysis","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","HM Revenue and Customs","London","165","165","44290","39790"
"In post","2023","20-29","Analysis","HM Revenue and Customs","Outside London","160","160","38240","35000"
"In post","2023","20-29","Analysis","HM Treasury","London","120","120","37450","35400"
"In post","2023","20-29","Analysis","HM Treasury","Outside London","10","10","32160","30240"
"In post","2023","20-29","Analysis","Home Office","London","240","240","41130","37960"
"In post","2023","20-29","Analysis","Home Office","Outside London","30","30","34630","33640"
"In post","2023","20-29","Analysis","Ministry of Defence","London","85","85","41830","40520"
"In post","2023","20-29","Analysis","Ministry of Defence","Outside London","350","350","33120","30650"
"In post","2023","20-29","Analysis","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Ministry of Justice","London","205","205","41440","36000"
"In post","2023","20-29","Analysis","Ministry of Justice","Outside London","60","60","34960","31270"
"In post","2023","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","London","10","10","34560","36000"
"In post","2023","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","35","35","34330","32800"
"In post","2023","20-29","Analysis","Office of Gas and Electricity Markets","London","30","30","33290","33400"
"In post","2023","20-29","Analysis","Office of Gas and Electricity Markets","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Analysis","Office of Rail and Road","London","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","Office of Rail and Road","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","UK Export Finance","London","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","UK Statistics Authority","London","90","85","37270","34560"
"In post","2023","20-29","Analysis","UK Statistics Authority","Outside London","595","590","33640","31560"
"In post","2023","20-29","Analysis","Water Services Regulation Authority","London","15","15","35070","35330"
"In post","2023","20-29","Analysis","Water Services Regulation Authority","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Analysis","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Attorney General's Departments","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Cabinet Office","London","145","145","44880","35650"
"In post","2023","20-29","Commercial","Cabinet Office","Outside London","115","115","39440","32250"
"In post","2023","20-29","Commercial","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Business, Energy and Industrial Strategy","Outside London","20","20","32720","30930"
"In post","2023","20-29","Commercial","Department for Digital, Culture, Media and Sport","London","10","10","36540","35040"
"In post","2023","20-29","Commercial","Department for Digital, Culture, Media and Sport","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Education","Outside London","50","50","33770","30710"
"In post","2023","20-29","Commercial","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Environment, Food and Rural Affairs","Outside London","25","25","31310","30320"
"In post","2023","20-29","Commercial","Department for International Trade","London","15","15","36770","35010"
"In post","2023","20-29","Commercial","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Levelling Up, Housing and Communities","London","10","10","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Transport","London","35","35","44300","43320"
"In post","2023","20-29","Commercial","Department for Transport","Outside London","35","35","30790","31350"
"In post","2023","20-29","Commercial","Department for Work and Pensions","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Department of Health and Social Care","London","15","15","39690","34190"
"In post","2023","20-29","Commercial","Department of Health and Social Care","Outside London","20","20","34730","34690"
"In post","2023","20-29","Commercial","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Foreign, Commonwealth and Development Office","London","10","10","41440","40600"
"In post","2023","20-29","Commercial","Foreign, Commonwealth and Development Office","Outside London","10","10","30040","28540"
"In post","2023","20-29","Commercial","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","HM Revenue and Customs","Outside London","35","35","33910","34400"
"In post","2023","20-29","Commercial","Home Office","London","10","10","[c]","[c]"
"In post","2023","20-29","Commercial","Home Office","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Commercial","Ministry of Defence","London","10","10","34220","34850"
"In post","2023","20-29","Commercial","Ministry of Defence","Outside London","430","430","31290","29520"
"In post","2023","20-29","Commercial","Ministry of Defence","Overseas","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Ministry of Justice","London","25","25","40310","43650"
"In post","2023","20-29","Commercial","Ministry of Justice","Outside London","25","25","32940","31270"
"In post","2023","20-29","Commercial","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Scottish Government","Outside London","15","15","29840","28490"
"In post","2023","20-29","Commercial","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","UK Export Finance","London","60","60","40960","40340"
"In post","2023","20-29","Commercial","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Attorney General's Departments","London","20","20","34910","32660"
"In post","2023","20-29","Communications","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Cabinet Office","London","65","65","38700","35650"
"In post","2023","20-29","Communications","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Competition and Markets Authority","London","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for Business, Energy and Industrial Strategy","London","40","40","41660","39720"
"In post","2023","20-29","Communications","Department for Business, Energy and Industrial Strategy","Outside London","15","15","32550","30930"
"In post","2023","20-29","Communications","Department for Digital, Culture, Media and Sport","London","15","15","40180","38120"
"In post","2023","20-29","Communications","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for Education","London","45","45","37340","37870"
"In post","2023","20-29","Communications","Department for Education","Outside London","25","25","32370","30700"
"In post","2023","20-29","Communications","Department for Environment, Food and Rural Affairs","London","35","35","35820","33830"
"In post","2023","20-29","Communications","Department for Environment, Food and Rural Affairs","Outside London","25","25","30520","30320"
"In post","2023","20-29","Communications","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for International Trade","London","40","40","40400","41550"
"In post","2023","20-29","Communications","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for Levelling Up, Housing and Communities","London","15","15","35390","32480"
"In post","2023","20-29","Communications","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for Transport","London","25","25","38330","35760"
"In post","2023","20-29","Communications","Department for Transport","Outside London","25","25","31530","31350"
"In post","2023","20-29","Communications","Department for Work and Pensions","London","15","15","41190","44360"
"In post","2023","20-29","Communications","Department for Work and Pensions","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Communications","Department of Health and Social Care","London","40","40","36380","34190"
"In post","2023","20-29","Communications","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Foreign, Commonwealth and Development Office","London","30","30","40980","41360"
"In post","2023","20-29","Communications","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","HM Revenue and Customs","London","10","10","42830","39790"
"In post","2023","20-29","Communications","HM Revenue and Customs","Outside London","25","25","32620","34400"
"In post","2023","20-29","Communications","HM Treasury","London","15","15","35250","33630"
"In post","2023","20-29","Communications","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Home Office","London","30","30","39530","38300"
"In post","2023","20-29","Communications","Home Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Ministry of Defence","London","30","30","40800","41020"
"In post","2023","20-29","Communications","Ministry of Defence","Outside London","60","60","32980","32790"
"In post","2023","20-29","Communications","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Ministry of Justice","London","45","45","39390","35410"
"In post","2023","20-29","Communications","Ministry of Justice","Outside London","15","15","32290","31270"
"In post","2023","20-29","Communications","National Crime Agency","London","5","5","[c]","[c]"
"In post","2023","20-29","Communications","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Office of Gas and Electricity Markets","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Scottish Government","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Communications","The National Archives","London","5","5","[c]","[c]"
"In post","2023","20-29","Communications","UK Export Finance","London","25","25","38790","38250"
"In post","2023","20-29","Communications","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","UK Statistics Authority","Outside London","10","10","31240","31060"
"In post","2023","20-29","Communications","UK Supreme Court","London","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
