"Status","Year","Age","Ethnicity","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","White","London","AO","995","935","27670","26400"
"In post","2023","50-59","White","London","EO","2115","2015","32100","31680"
"In post","2023","50-59","White","London","G6","1660","1610","73640","72260"
"In post","2023","50-59","White","London","G7","2530","2460","60300","59570"
"In post","2023","50-59","White","London","HEO","1870","1820","38590","38580"
"In post","2023","50-59","White","London","SCS level","1070","1045","98410","88970"
"In post","2023","50-59","White","London","SEO","1955","1905","46020","45560"
"In post","2023","50-59","White","London","Unknown","180","170","40860","41910"
"In post","2023","50-59","White","North East (England)","AA","245","215","22370","22520"
"In post","2023","50-59","White","North East (England)","AO","2635","2245","23300","22400"
"In post","2023","50-59","White","North East (England)","EO","1940","1760","28410","28120"
"In post","2023","50-59","White","North East (England)","G6","245","240","69370","69940"
"In post","2023","50-59","White","North East (England)","G7","675","655","55300","55780"
"In post","2023","50-59","White","North East (England)","HEO","1105","1050","34370","34400"
"In post","2023","50-59","White","North East (England)","SCS level","70","70","89880","79080"
"In post","2023","50-59","White","North East (England)","SEO","835","800","41760","41780"
"In post","2023","50-59","White","North East (England)","Unknown","290","275","31970","29050"
"In post","2023","50-59","White","North West (England)","AA","415","385","21780","21380"
"In post","2023","50-59","White","North West (England)","AO","4095","3640","23160","21840"
"In post","2023","50-59","White","North West (England)","EO","4515","4145","28300","28120"
"In post","2023","50-59","White","North West (England)","G6","555","545","70400","69940"
"In post","2023","50-59","White","North West (England)","G7","1340","1305","55810","55860"
"In post","2023","50-59","White","North West (England)","HEO","2100","2020","34610","34170"
"In post","2023","50-59","White","North West (England)","SCS level","145","145","92210","84750"
"In post","2023","50-59","White","North West (England)","SEO","1775","1725","42180","41780"
"In post","2023","50-59","White","North West (England)","Unknown","605","580","33620","29050"
"In post","2023","50-59","White","Northern Ireland","AA","195","195","21650","22130"
"In post","2023","50-59","White","Northern Ireland","AO","235","220","22810","22520"
"In post","2023","50-59","White","Northern Ireland","EO","225","220","28640","28130"
"In post","2023","50-59","White","Northern Ireland","G6","25","25","[c]","[c]"
"In post","2023","50-59","White","Northern Ireland","G7","65","65","57300","56930"
"In post","2023","50-59","White","Northern Ireland","HEO","195","190","35560","35000"
"In post","2023","50-59","White","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","White","Northern Ireland","SEO","120","115","42220","42140"
"In post","2023","50-59","White","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","White","Overseas","AO","15","15","[c]","[c]"
"In post","2023","50-59","White","Overseas","EO","55","55","34310","33370"
"In post","2023","50-59","White","Overseas","G6","110","110","72530","67810"
"In post","2023","50-59","White","Overseas","G7","110","110","59630","57780"
"In post","2023","50-59","White","Overseas","HEO","155","155","40630","35810"
"In post","2023","50-59","White","Overseas","SCS level","90","90","91180","81030"
"In post","2023","50-59","White","Overseas","SEO","110","110","48850","47380"
"In post","2023","50-59","White","Overseas","Unknown","25","25","[c]","[c]"
"In post","2023","50-59","White","Scotland","AA","520","480","22570","22080"
"In post","2023","50-59","White","Scotland","AO","2920","2615","24220","22520"
"In post","2023","50-59","White","Scotland","EO","3145","2920","29900","28120"
"In post","2023","50-59","White","Scotland","G6","640","625","75880","79110"
"In post","2023","50-59","White","Scotland","G7","945","920","59800","58680"
"In post","2023","50-59","White","Scotland","HEO","1795","1725","36570","35000"
"In post","2023","50-59","White","Scotland","SCS level","170","165","91130","85200"
"In post","2023","50-59","White","Scotland","SEO","1360","1325","46500","45570"
"In post","2023","50-59","White","Scotland","Unknown","40","40","46470","46340"
"In post","2023","50-59","White","South East (England)","AA","550","505","21860","21380"
"In post","2023","50-59","White","South East (England)","AO","2200","1980","25950","23080"
"In post","2023","50-59","White","South East (England)","EO","3010","2815","29500","28120"
"In post","2023","50-59","White","South East (England)","G6","320","310","71810","68410"
"In post","2023","50-59","White","South East (England)","G7","945","925","57180","56180"
"In post","2023","50-59","White","South East (England)","HEO","1680","1630","35720","34300"
"In post","2023","50-59","White","South East (England)","SCS level","85","80","95190","87080"
"In post","2023","50-59","White","South East (England)","SEO","1225","1195","43710","41800"
"In post","2023","50-59","White","South East (England)","Unknown","415","385","32520","29050"
"In post","2023","50-59","White","South West (England)","AA","390","370","21670","21380"
"In post","2023","50-59","White","South West (England)","AO","1720","1565","24280","22220"
"In post","2023","50-59","White","South West (England)","EO","2275","2105","28440","28120"
"In post","2023","50-59","White","South West (England)","G6","650","635","69940","68960"
"In post","2023","50-59","White","South West (England)","G7","1570","1535","54530","54510"
"In post","2023","50-59","White","South West (England)","HEO","1770","1700","34530","34300"
"In post","2023","50-59","White","South West (England)","SCS level","175","170","101310","92480"
"In post","2023","50-59","White","South West (England)","SEO","2025","1965","42740","41890"
"In post","2023","50-59","White","South West (England)","Unknown","655","620","43430","40110"
"In post","2023","50-59","White","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","White","Unknown","AO","30","25","[c]","[c]"
"In post","2023","50-59","White","Unknown","EO","70","65","29080","28120"
"In post","2023","50-59","White","Unknown","G6","5","5","[c]","[c]"
"In post","2023","50-59","White","Unknown","G7","20","20","[c]","[c]"
"In post","2023","50-59","White","Unknown","HEO","40","40","39530","36930"
"In post","2023","50-59","White","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","White","Unknown","SEO","40","35","47490","47660"
"In post","2023","50-59","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","White","Wales","AA","355","310","20140","19000"
"In post","2023","50-59","White","Wales","AO","2070","1845","23030","22500"
"In post","2023","50-59","White","Wales","EO","2215","2065","28340","28120"
"In post","2023","50-59","White","Wales","G6","310","305","72480","71540"
"In post","2023","50-59","White","Wales","G7","815","790","58860","59290"
"In post","2023","50-59","White","Wales","HEO","1315","1265","35620","34850"
"In post","2023","50-59","White","Wales","SCS level","125","120","89340","82150"
"In post","2023","50-59","White","Wales","SEO","1095","1065","44560","43010"
"In post","2023","50-59","White","Wales","Unknown","270","255","31910","29050"
"In post","2023","50-59","White","West Midlands (England)","AA","280","260","21760","21380"
"In post","2023","50-59","White","West Midlands (England)","AO","1560","1395","24330","22150"
"In post","2023","50-59","White","West Midlands (England)","EO","2010","1855","28740","28120"
"In post","2023","50-59","White","West Midlands (England)","G6","235","230","71460","69780"
"In post","2023","50-59","White","West Midlands (England)","G7","595","585","56240","55780"
"In post","2023","50-59","White","West Midlands (England)","HEO","995","955","34940","34300"
"In post","2023","50-59","White","West Midlands (England)","SCS level","85","85","99940","92180"
"In post","2023","50-59","White","West Midlands (England)","SEO","760","745","43000","42140"
"In post","2023","50-59","White","West Midlands (England)","Unknown","330","310","32150","29050"
"In post","2023","50-59","White","Yorkshire and The Humber","AA","335","315","21900","21560"
"In post","2023","50-59","White","Yorkshire and The Humber","AO","2010","1775","24600","22400"
"In post","2023","50-59","White","Yorkshire and The Humber","EO","2595","2380","28560","28120"
"In post","2023","50-59","White","Yorkshire and The Humber","G6","405","395","69520","67600"
"In post","2023","50-59","White","Yorkshire and The Humber","G7","940","910","55400","54260"
"In post","2023","50-59","White","Yorkshire and The Humber","HEO","1335","1275","34850","34170"
"In post","2023","50-59","White","Yorkshire and The Humber","SCS level","110","105","90220","83390"
"In post","2023","50-59","White","Yorkshire and The Humber","SEO","1060","1025","41900","40110"
"In post","2023","50-59","White","Yorkshire and The Humber","Unknown","425","400","32320","29050"
"In post","2023","60-64","Asian","East Midlands (England)","AA","10","5","[c]","[c]"
"In post","2023","60-64","Asian","East Midlands (England)","AO","50","40","23070","21780"
"In post","2023","60-64","Asian","East Midlands (England)","EO","25","20","[c]","[c]"
"In post","2023","60-64","Asian","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","East Midlands (England)","HEO","10","10","[c]","[c]"
"In post","2023","60-64","Asian","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","East Midlands (England)","SEO","5","5","[c]","[c]"
"In post","2023","60-64","Asian","East Midlands (England)","Unknown","15","10","[c]","[c]"
"In post","2023","60-64","Asian","East of England","AA","5","5","[c]","[c]"
"In post","2023","60-64","Asian","East of England","AO","30","25","25040","25610"
"In post","2023","60-64","Asian","East of England","EO","45","35","30670","31280"
"In post","2023","60-64","Asian","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","East of England","HEO","10","5","[c]","[c]"
"In post","2023","60-64","Asian","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","East of England","SEO","5","5","[c]","[c]"
"In post","2023","60-64","Asian","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","London","AA","35","35","24020","23500"
"In post","2023","60-64","Asian","London","AO","250","215","26170","26400"
"In post","2023","60-64","Asian","London","EO","325","270","31780","32270"
"In post","2023","60-64","Asian","London","G6","15","15","[c]","[c]"
"In post","2023","60-64","Asian","London","G7","70","60","62070","63050"
"In post","2023","60-64","Asian","London","HEO","155","140","38710","39150"
"In post","2023","60-64","Asian","London","SCS level","10","10","[c]","[c]"
"In post","2023","60-64","Asian","London","SEO","70","65","46260","45960"
"In post","2023","60-64","Asian","London","Unknown","15","15","[c]","[c]"
"In post","2023","60-64","Asian","North East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","North East (England)","AO","10","10","[c]","[c]"
"In post","2023","60-64","Asian","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","North West (England)","AA","5","5","[c]","[c]"
"In post","2023","60-64","Asian","North West (England)","AO","30","30","22020","21810"
"In post","2023","60-64","Asian","North West (England)","EO","15","10","[c]","[c]"
"In post","2023","60-64","Asian","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","North West (England)","HEO","5","5","[c]","[c]"
"In post","2023","60-64","Asian","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Northern Ireland","AA","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Scotland","AO","10","5","[c]","[c]"
"In post","2023","60-64","Asian","Scotland","EO","5","5","[c]","[c]"
"In post","2023","60-64","Asian","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","South East (England)","AA","20","20","[c]","[c]"
"In post","2023","60-64","Asian","South East (England)","AO","30","25","[c]","[c]"
"In post","2023","60-64","Asian","South East (England)","EO","40","35","29940","29730"
"In post","2023","60-64","Asian","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","South East (England)","HEO","15","15","[c]","[c]"
"In post","2023","60-64","Asian","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","South East (England)","SEO","5","5","[c]","[c]"
"In post","2023","60-64","Asian","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","South West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","South West (England)","AO","10","5","[c]","[c]"
"In post","2023","60-64","Asian","South West (England)","EO","5","5","[c]","[c]"
"In post","2023","60-64","Asian","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","South West (England)","G7","10","10","[c]","[c]"
"In post","2023","60-64","Asian","South West (England)","HEO","5","5","[c]","[c]"
"In post","2023","60-64","Asian","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","South West (England)","SEO","5","5","[c]","[c]"
"In post","2023","60-64","Asian","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Wales","AA","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","West Midlands (England)","AA","10","10","[c]","[c]"
"In post","2023","60-64","Asian","West Midlands (England)","AO","70","60","22180","21690"
"In post","2023","60-64","Asian","West Midlands (England)","EO","75","60","28210","28120"
"In post","2023","60-64","Asian","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","West Midlands (England)","G7","5","5","[c]","[c]"
"In post","2023","60-64","Asian","West Midlands (England)","HEO","15","15","[c]","[c]"
"In post","2023","60-64","Asian","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","West Midlands (England)","SEO","25","20","[c]","[c]"
"In post","2023","60-64","Asian","West Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2023","60-64","Asian","Yorkshire and The Humber","AA","5","5","[c]","[c]"
"In post","2023","60-64","Asian","Yorkshire and The Humber","AO","15","10","[c]","[c]"
"In post","2023","60-64","Asian","Yorkshire and The Humber","EO","15","10","[c]","[c]"
"In post","2023","60-64","Asian","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Yorkshire and The Humber","G7","5","5","[c]","[c]"
"In post","2023","60-64","Asian","Yorkshire and The Humber","HEO","10","10","[c]","[c]"
"In post","2023","60-64","Asian","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","East Midlands (England)","AO","25","20","[c]","[c]"
"In post","2023","60-64","Black","East Midlands (England)","EO","15","10","[c]","[c]"
"In post","2023","60-64","Black","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","East Midlands (England)","SEO","5","5","[c]","[c]"
"In post","2023","60-64","Black","East Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2023","60-64","Black","East of England","AA","5","5","[c]","[c]"
"In post","2023","60-64","Black","East of England","AO","15","15","[c]","[c]"
"In post","2023","60-64","Black","East of England","EO","30","25","30720","31280"
"In post","2023","60-64","Black","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","East of England","G7","5","5","[c]","[c]"
"In post","2023","60-64","Black","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","East of England","Unknown","10","10","[c]","[c]"
"In post","2023","60-64","Black","London","AA","50","50","24460","23580"
"In post","2023","60-64","Black","London","AO","280","250","27560","26400"
"In post","2023","60-64","Black","London","EO","365","330","31670","32420"
"In post","2023","60-64","Black","London","G6","15","15","[c]","[c]"
"In post","2023","60-64","Black","London","G7","50","45","60720","61180"
"In post","2023","60-64","Black","London","HEO","125","120","37900","37870"
"In post","2023","60-64","Black","London","SCS level","5","5","[c]","[c]"
"In post","2023","60-64","Black","London","SEO","80","75","46110","45830"
"In post","2023","60-64","Black","London","Unknown","75","75","35150","33820"
"In post","2023","60-64","Black","North East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","North West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","North West (England)","AO","15","15","[c]","[c]"
"In post","2023","60-64","Black","North West (England)","EO","20","15","[c]","[c]"
"In post","2023","60-64","Black","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","North West (England)","HEO","5","5","[c]","[c]"
"In post","2023","60-64","Black","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","North West (England)","Unknown","5","5","[c]","[c]"
"In post","2023","60-64","Black","Northern Ireland","AA","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Scotland","EO","5","5","[c]","[c]"
"In post","2023","60-64","Black","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","South East (England)","AA","10","10","[c]","[c]"
"In post","2023","60-64","Black","South East (England)","AO","25","20","[c]","[c]"
"In post","2023","60-64","Black","South East (England)","EO","30","25","[c]","[c]"
"In post","2023","60-64","Black","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","South East (England)","HEO","10","10","[c]","[c]"
"In post","2023","60-64","Black","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","South East (England)","SEO","5","5","[c]","[c]"
"In post","2023","60-64","Black","South East (England)","Unknown","5","5","[c]","[c]"
"In post","2023","60-64","Black","South West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","South West (England)","AO","15","10","[c]","[c]"
"In post","2023","60-64","Black","South West (England)","EO","10","10","[c]","[c]"
"In post","2023","60-64","Black","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","South West (England)","HEO","10","10","[c]","[c]"
"In post","2023","60-64","Black","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","South West (England)","SEO","5","5","[c]","[c]"
"In post","2023","60-64","Black","South West (England)","Unknown","5","5","[c]","[c]"
"In post","2023","60-64","Black","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Wales","AA","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","West Midlands (England)","AA","10","10","[c]","[c]"
"In post","2023","60-64","Black","West Midlands (England)","AO","50","45","22720","21780"
"In post","2023","60-64","Black","West Midlands (England)","EO","50","45","27660","28120"
"In post","2023","60-64","Black","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","West Midlands (England)","G7","5","5","[c]","[c]"
"In post","2023","60-64","Black","West Midlands (England)","HEO","25","20","[c]","[c]"
"In post","2023","60-64","Black","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","West Midlands (England)","SEO","5","5","[c]","[c]"
"In post","2023","60-64","Black","West Midlands (England)","Unknown","30","30","34590","30970"
"In post","2023","60-64","Black","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Yorkshire and The Humber","AO","10","10","[c]","[c]"
"In post","2023","60-64","Black","Yorkshire and The Humber","EO","15","15","[c]","[c]"
"In post","2023","60-64","Black","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Yorkshire and The Humber","HEO","5","5","[c]","[c]"
"In post","2023","60-64","Black","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Yorkshire and The Humber","Unknown","10","10","[c]","[c]"
"In post","2023","60-64","Mixed","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Mixed","East Midlands (England)","AO","10","10","[c]","[c]"
"In post","2023","60-64","Mixed","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Mixed","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Mixed","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Mixed","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Mixed","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Mixed","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
