"Status","Year","Age","Function_of_post","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","60-64","No function","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","40","[c]","26210","27450"
"Leaver CS","2023","60-64","No function","Yorkshire and The Humber","Bradford","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Yorkshire and The Humber","Calderdale and Kirklees","10","[c]","30120","27570"
"Leaver CS","2023","60-64","No function","Yorkshire and The Humber","East Riding of Yorkshire","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Yorkshire and The Humber","Kingston upon Hull, City of","15","[c]","29820","28120"
"Leaver CS","2023","60-64","No function","Yorkshire and The Humber","Leeds","65","[c]","39030","34290"
"Leaver CS","2023","60-64","No function","Yorkshire and The Humber","North Yorkshire CC","25","[c]","31830","28160"
"Leaver CS","2023","60-64","No function","Yorkshire and The Humber","North and North East Lincolnshire","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Yorkshire and The Humber","Sheffield","40","[c]","30720","26180"
"Leaver CS","2023","60-64","No function","Yorkshire and The Humber","Wakefield","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Yorkshire and The Humber","York","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","East Midlands (England)","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","East Midlands (England)","Nottingham","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","East of England","Southend-on-Sea","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","East of England","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","London","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","London","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","London","Hackney and Newham","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","London","Westminster","25","[c]","59620","59730"
"Leaver CS","2023","60-64","Project Delivery","North East (England)","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","North East (England)","Tyneside","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","North West (England)","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","North West (England)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","North West (England)","Liverpool","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","North West (England)","Manchester","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","North West (England)","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","South East (England)","Buckinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","South East (England)","Central Hampshire","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","South East (England)","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","South East (England)","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","30","[c]","58670","46620"
"Leaver CS","2023","60-64","Project Delivery","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","South West (England)","Dorset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","South West (England)","Somerset CC","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","South West (England)","Wiltshire","10","[c]","51940","54000"
"Leaver CS","2023","60-64","Project Delivery","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Wales","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Wales","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","West Midlands (England)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Yorkshire and The Humber","Bradford","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Yorkshire and The Humber","Leeds","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","East Midlands (England)","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","East of England","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","London","Brent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","London","Croydon","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","London","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","London","Westminster","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","North East (England)","Durham","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","North East (England)","Tyneside","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","North West (England)","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","North West (England)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Scotland","City of Edinburgh","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Scotland","Clackmannanshire and Fife","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","South East (England)","East Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","South West (England)","Dorset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","South West (England)","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","South West (England)","Plymouth","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","South West (England)","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Wales","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Wales","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Wales","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","West Midlands (England)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Yorkshire and The Humber","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Yorkshire and The Humber","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","East of England","Cambridgeshire CC","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","East of England","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","London","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","London","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","London","Westminster","15","[c]","36510","29170"
"Leaver CS","2023","60-64","Security","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","North West (England)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","North West (England)","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","Scotland","Aberdeen City and Aberdeenshire","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","10","[c]","37740","39700"
"Leaver CS","2023","60-64","Security","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","South East (England)","Berkshire","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","South East (England)","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","South East (England)","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","South East (England)","Portsmouth","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","South West (England)","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","South West (England)","Dorset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","South West (England)","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","South West (England)","Plymouth","10","[c]","34880","35540"
"Leaver CS","2023","60-64","Security","South West (England)","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","South West (England)","Wiltshire","10","[c]","44680","45180"
"Leaver CS","2023","60-64","Security","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","Wales","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","West Midlands (England)","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","West Midlands (England)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","London","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","London","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","London","Tower Hamlets","10","[c]","63530","66850"
"Leaver CS","2023","60-64","Unknown","London","Westminster","70","[c]","59000","56690"
"Leaver CS","2023","60-64","Unknown","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Overseas","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Scotland","Aberdeen City and Aberdeenshire","10","[c]","47370","41610"
"Leaver CS","2023","60-64","Unknown","Scotland","Angus and Dundee City","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Scotland","City of Edinburgh","75","[c]","49180","49860"
"Leaver CS","2023","60-64","Unknown","Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Scotland","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Scotland","Glasgow City","35","[c]","42530","35140"
"Leaver CS","2023","60-64","Unknown","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Scotland","Orkney Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Scotland","South Lanarkshire","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Scotland","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","South East (England)","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","South West (England)","Wiltshire","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","Unknown","30","[c]","46800","38420"
"Leaver CS","2023","60-64","Unknown","Wales","Cardiff and Vale of Glamorgan","25","[c]","53870","47470"
"Leaver CS","2023","60-64","Unknown","Wales","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Wales","Conwy and Denbighshire","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Wales","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Wales","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Wales","South West Wales","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Wales","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","West Midlands (England)","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Yorkshire and The Humber","Leeds","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Yorkshire and The Humber","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","East of England","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","London","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","South East (England)","South Hampshire","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","South East (England)","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","South West (England)","Wiltshire","10","[c]","45720","43390"
"Leaver CS","2023","65+","Analysis","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","Yorkshire and The Humber","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","London","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","London","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","London","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","London","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","North West (England)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","East of England","Bedford","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","East of England","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","East of England","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","East of England","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","East of England","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","London","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","London","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","London","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","London","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","London","Ealing","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","London","Hackney and Newham","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","London","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","London","Redbridge and Waltham Forest","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","London","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","North East (England)","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","North West (England)","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","North West (England)","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","North West (England)","Greater Manchester South West","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","North West (England)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
