"Status","Year","Disability","Organisation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","25","20","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","West Central Scotland","20","20","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","West Midlands","15","15","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","West Yorkshire","15","10","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Cornwall and Isles of Scilly","10","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Cumbria","30","25","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Devon","30","30","27410","25920"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","East Anglia","15","15","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","East Wales","20","15","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Eastern Scotland","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","30","30","31400","26400"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Highlands and Islands","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Lancashire","15","15","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","North Yorkshire","45","45","28040","25920"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","10","10","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Outer London - West and North West","10","10","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Shropshire and Staffordshire","15","15","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Southern Scotland","10","10","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Surrey, East and West Sussex","95","90","32970","29150"
"In post","2023","Declared disabled","Animal and Plant Health Agency","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","West Wales and The Valleys","25","25","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Inner London - West","5","5","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","East Anglia","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","East Wales","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Greater Manchester","35","35","47320","41050"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Inner London - East","165","160","52110","56430"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Inner London - West","260","255","48330","41870"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Merseyside","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","North Yorkshire","95","90","34600","34020"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Northumberland, and Tyne and Wear","65","60","28270","24860"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","South Yorkshire","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","West Central Scotland","50","45","39780","33020"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","West Midlands","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","West Yorkshire","15","15","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","East Wales","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Eastern Scotland","10","10","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Greater Manchester","20","20","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Inner London - East","15","15","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Inner London - West","200","200","30860","30130"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","North Yorkshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Northumberland, and Tyne and Wear","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","West Central Scotland","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","West Midlands","10","10","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","West Yorkshire","15","15","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Dorset and Somerset","15","15","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","35","35","32540","30320"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Inner London - West","5","5","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Merseyside","25","25","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","East Wales","100","90","31750","25700"
"In post","2023","Declared disabled","Companies House","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Inner London - East","45","45","55100","44310"
"In post","2023","Declared disabled","Competition and Markets Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","West Central Scotland","45","40","25310","25830"
"In post","2023","Declared disabled","Crown Commercial Service","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","East Anglia","10","10","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","East Wales","10","10","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Merseyside","35","35","39660","39860"
"In post","2023","Declared disabled","Crown Commercial Service","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","Eastern Scotland","65","60","41500","36540"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","North Eastern Scotland","10","10","[c]","[c]"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","Southern Scotland","20","15","[c]","[c]"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","West Central Scotland","65","60","37630","28700"
"In post","2023","Declared disabled","Crown Prosecution Service","Bedfordshire and Hertfordshire","15","15","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Berkshire, Buckinghamshire and Oxfordshire","15","10","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Cheshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Cumbria","5","5","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Derbyshire and Nottinghamshire","45","40","39380","31610"
"In post","2023","Declared disabled","Crown Prosecution Service","Devon","15","15","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","East Anglia","20","15","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","East Wales","30","25","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","East Yorkshire and Northern Lincolnshire","15","10","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Essex","30","30","43390","40800"
"In post","2023","Declared disabled","Crown Prosecution Service","Gloucestershire, Wiltshire and Bath/Bristol area","25","25","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Greater Manchester","50","50","42540","49050"
"In post","2023","Declared disabled","Crown Prosecution Service","Hampshire and Isle of Wight","40","40","40160","34110"
"In post","2023","Declared disabled","Crown Prosecution Service","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Inner London - West","225","210","47230","41340"
"In post","2023","Declared disabled","Crown Prosecution Service","Kent","20","20","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Lancashire","30","30","38750","34640"
"In post","2023","Declared disabled","Crown Prosecution Service","Leicestershire, Rutland and Northamptonshire","25","25","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Merseyside","45","45","38560","32000"
"In post","2023","Declared disabled","Crown Prosecution Service","North Yorkshire","20","20","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Northumberland, and Tyne and Wear","30","30","34200","28200"
"In post","2023","Declared disabled","Crown Prosecution Service","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Outer London - West and North West","5","5","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","South Yorkshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Surrey, East and West Sussex","40","35","45670","47450"
"In post","2023","Declared disabled","Crown Prosecution Service","Tees Valley and Durham","15","15","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","West Midlands","60","55","41650","46550"
"In post","2023","Declared disabled","Crown Prosecution Service","West Wales and The Valleys","15","15","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","West Yorkshire","55","50","37760","32920"
"In post","2023","Declared disabled","Defence Electronics and Components Agency","East Wales","30","30","[c]","[c]"
"In post","2023","Declared disabled","Defence Electronics and Components Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","Cumbria","10","10","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","Dorset and Somerset","40","35","35610","35040"
"In post","2023","Declared disabled","Defence Equipment and Support","East Anglia","20","20","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","Eastern Scotland","10","10","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","Gloucestershire, Wiltshire and Bath/Bristol area","900","860","39360","38790"
"In post","2023","Declared disabled","Defence Equipment and Support","Greater Manchester","5","5","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","Hampshire and Isle of Wight","25","25","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","Herefordshire, Worcestershire and Warwickshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","Lincolnshire","30","25","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
