"Status","Year","Parent_department","Region_ITL2","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","SEO/HEO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","AA/AO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","AA/AO","Unknown","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","EO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","G6/G7","Heterosexual / straight","30","30","56320","56450"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands","AA/AO","Heterosexual / straight","85","80","22790","22870"
"In post","2023","Attorney General's Departments","West Midlands","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands","AA/AO","Unknown","25","20","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands","EO","Heterosexual / straight","80","80","27640","26900"
"In post","2023","Attorney General's Departments","West Midlands","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands","EO","Unknown","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands","G6/G7","Heterosexual / straight","175","165","55200","53750"
"In post","2023","Attorney General's Departments","West Midlands","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands","G6/G7","Unknown","55","50","58410","56450"
"In post","2023","Attorney General's Departments","West Midlands","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands","SEO/HEO","Heterosexual / straight","60","60","35440","35000"
"In post","2023","Attorney General's Departments","West Midlands","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Wales and The Valleys","AA/AO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Attorney General's Departments","West Wales and The Valleys","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Wales and The Valleys","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Wales and The Valleys","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","West Wales and The Valleys","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Wales and The Valleys","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Wales and The Valleys","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Wales and The Valleys","G6/G7","Heterosexual / straight","30","30","54720","51870"
"In post","2023","Attorney General's Departments","West Wales and The Valleys","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Wales and The Valleys","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Wales and The Valleys","G6/G7","Unknown","15","10","[c]","[c]"
"In post","2023","Attorney General's Departments","West Wales and The Valleys","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","West Wales and The Valleys","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Wales and The Valleys","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Wales and The Valleys","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Yorkshire","AA/AO","Heterosexual / straight","60","55","22660","22870"
"In post","2023","Attorney General's Departments","West Yorkshire","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","West Yorkshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Yorkshire","AA/AO","Unknown","25","20","[c]","[c]"
"In post","2023","Attorney General's Departments","West Yorkshire","EO","Heterosexual / straight","95","85","27700","26900"
"In post","2023","Attorney General's Departments","West Yorkshire","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","West Yorkshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Yorkshire","EO","Unknown","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","West Yorkshire","G6/G7","Heterosexual / straight","230","220","55940","52880"
"In post","2023","Attorney General's Departments","West Yorkshire","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","West Yorkshire","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","West Yorkshire","G6/G7","Unknown","60","50","58580","56450"
"In post","2023","Attorney General's Departments","West Yorkshire","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","West Yorkshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Yorkshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Yorkshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Yorkshire","SEO/HEO","Heterosexual / straight","70","70","37150","38760"
"In post","2023","Attorney General's Departments","West Yorkshire","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","West Yorkshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Yorkshire","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2023","Cabinet Office","Bedfordshire and Hertfordshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Bedfordshire and Hertfordshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Bedfordshire and Hertfordshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Bedfordshire and Hertfordshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Bedfordshire and Hertfordshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Bedfordshire and Hertfordshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Bedfordshire and Hertfordshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Bedfordshire and Hertfordshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Heterosexual / straight","35","35","36150","35420"
"In post","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Cheshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cheshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cheshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cheshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cheshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cheshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cumbria","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cumbria","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cumbria","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Cumbria","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Derbyshire and Nottinghamshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Derbyshire and Nottinghamshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Derbyshire and Nottinghamshire","G6/G7","Heterosexual / straight","30","30","63320","57090"
"In post","2023","Cabinet Office","Derbyshire and Nottinghamshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Derbyshire and Nottinghamshire","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Derbyshire and Nottinghamshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Derbyshire and Nottinghamshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Derbyshire and Nottinghamshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Derbyshire and Nottinghamshire","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Derbyshire and Nottinghamshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Derbyshire and Nottinghamshire","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Devon","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Devon","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Devon","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Devon","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Devon","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Devon","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Devon","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Devon","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Devon","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Dorset and Somerset","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Dorset and Somerset","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Dorset and Somerset","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Dorset and Somerset","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Dorset and Somerset","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Dorset and Somerset","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Dorset and Somerset","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Anglia","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Anglia","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Anglia","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Anglia","EO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Cabinet Office","East Anglia","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Anglia","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Anglia","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Anglia","G6/G7","Heterosexual / straight","55","55","60780","58190"
"In post","2023","Cabinet Office","East Anglia","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","East Anglia","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Cabinet Office","East Anglia","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2023","Cabinet Office","East Anglia","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Cabinet Office","East Anglia","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Anglia","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Anglia","SEO/HEO","Heterosexual / straight","85","80","36660","36750"
"In post","2023","Cabinet Office","East Anglia","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Anglia","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Cabinet Office","East Anglia","SEO/HEO","Unknown","25","20","[c]","[c]"
"In post","2023","Cabinet Office","East Wales","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Wales","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Wales","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Wales","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Cabinet Office","East Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Wales","G6/G7","Heterosexual / straight","45","40","55330","52990"
"In post","2023","Cabinet Office","East Wales","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Wales","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Wales","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2023","Cabinet Office","East Wales","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Cabinet Office","East Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Wales","SEO/HEO","Heterosexual / straight","85","80","35360","32960"
"In post","2023","Cabinet Office","East Wales","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Cabinet Office","East Wales","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Cabinet Office","East Wales","SEO/HEO","Unknown","40","40","31960","30130"
"In post","2023","Cabinet Office","East Yorkshire and Northern Lincolnshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Yorkshire and Northern Lincolnshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Yorkshire and Northern Lincolnshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Yorkshire and Northern Lincolnshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Eastern Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Eastern Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Eastern Scotland","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Eastern Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Eastern Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Eastern Scotland","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Eastern Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Eastern Scotland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Eastern Scotland","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Essex","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Essex","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Heterosexual / straight","120","120","61450","56590"
"In post","2023","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Unknown","30","30","[c]","[c]"
"In post","2023","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Heterosexual / straight","50","50","36090","38050"
"In post","2023","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Unknown","40","40","31940","30130"
"In post","2023","Cabinet Office","Greater Manchester","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Greater Manchester","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Greater Manchester","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Greater Manchester","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Greater Manchester","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Greater Manchester","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Greater Manchester","G6/G7","Heterosexual / straight","160","160","59830","56000"
"In post","2023","Cabinet Office","Greater Manchester","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Greater Manchester","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Greater Manchester","G6/G7","Unknown","50","50","61850","57200"
"In post","2023","Cabinet Office","Greater Manchester","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Greater Manchester","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Greater Manchester","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Greater Manchester","SEO/HEO","Heterosexual / straight","120","120","35980","37670"
"In post","2023","Cabinet Office","Greater Manchester","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Greater Manchester","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Greater Manchester","SEO/HEO","Unknown","80","80","31620","30130"
"In post","2023","Cabinet Office","Hampshire and Isle of Wight","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Hampshire and Isle of Wight","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Hampshire and Isle of Wight","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Hampshire and Isle of Wight","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Hampshire and Isle of Wight","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Hampshire and Isle of Wight","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Hampshire and Isle of Wight","G6/G7","Heterosexual / straight","40","40","67870","66790"
"In post","2023","Cabinet Office","Hampshire and Isle of Wight","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Hampshire and Isle of Wight","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Hampshire and Isle of Wight","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Hampshire and Isle of Wight","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Hampshire and Isle of Wight","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Hampshire and Isle of Wight","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Hampshire and Isle of Wight","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Cabinet Office","Hampshire and Isle of Wight","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Hampshire and Isle of Wight","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Hampshire and Isle of Wight","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2023","Cabinet Office","Herefordshire, Worcestershire and Warwickshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Herefordshire, Worcestershire and Warwickshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Highlands and Islands","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Highlands and Islands","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Inner London - East","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Inner London - East","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Inner London - East","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Inner London - East","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Inner London - East","EO","Heterosexual / straight","65","60","28850","28370"
"In post","2023","Cabinet Office","Inner London - East","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Inner London - East","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Inner London - East","EO","Unknown","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Inner London - East","G6/G7","Heterosexual / straight","535","520","61030","59080"
"In post","2023","Cabinet Office","Inner London - East","G6/G7","LGBO","75","70","59650","56430"
"In post","2023","Cabinet Office","Inner London - East","G6/G7","Undeclared","80","80","60470","58490"
"In post","2023","Cabinet Office","Inner London - East","G6/G7","Unknown","75","70","59790","57000"
"In post","2023","Cabinet Office","Inner London - East","SCS level","Heterosexual / straight","75","70","105930","99220"
