"Status","Year","Profession_of_post","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Communications","Eastern Scotland","Heterosexual / straight","35","35","43010","39590"
"In post","2023","Communications","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Essex","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Communications","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","160","150","39450","37620"
"In post","2023","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","20","20","[c]","[c]"
"In post","2023","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","30","30","39390","36660"
"In post","2023","Communications","Greater Manchester","Heterosexual / straight","80","80","39590","37590"
"In post","2023","Communications","Greater Manchester","LGBO","10","10","[c]","[c]"
"In post","2023","Communications","Greater Manchester","Undeclared","5","5","[c]","[c]"
"In post","2023","Communications","Greater Manchester","Unknown","15","15","[c]","[c]"
"In post","2023","Communications","Hampshire and Isle of Wight","Heterosexual / straight","125","115","35260","33990"
"In post","2023","Communications","Hampshire and Isle of Wight","LGBO","5","5","[c]","[c]"
"In post","2023","Communications","Hampshire and Isle of Wight","Undeclared","15","15","[c]","[c]"
"In post","2023","Communications","Hampshire and Isle of Wight","Unknown","20","20","[c]","[c]"
"In post","2023","Communications","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Communications","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Highlands and Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Inner London - East","Heterosexual / straight","155","150","48750","42650"
"In post","2023","Communications","Inner London - East","LGBO","20","20","[c]","[c]"
"In post","2023","Communications","Inner London - East","Undeclared","25","25","[c]","[c]"
"In post","2023","Communications","Inner London - East","Unknown","35","35","45280","38250"
"In post","2023","Communications","Inner London - West","Heterosexual / straight","1035","1010","50130","46600"
"In post","2023","Communications","Inner London - West","LGBO","120","115","47460","44680"
"In post","2023","Communications","Inner London - West","Undeclared","105","100","49820","46690"
"In post","2023","Communications","Inner London - West","Unknown","435","430","48410","44320"
"In post","2023","Communications","Kent","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Communications","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Lancashire","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Communications","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Lincolnshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Communications","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Merseyside","Heterosexual / straight","60","55","42000","40790"
"In post","2023","Communications","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Merseyside","Undeclared","5","5","[c]","[c]"
"In post","2023","Communications","Merseyside","Unknown","20","20","[c]","[c]"
"In post","2023","Communications","North Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North Yorkshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Communications","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Communications","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Unknown","5","5","[c]","[c]"
"In post","2023","Communications","Northumberland, and Tyne and Wear","Heterosexual / straight","50","50","41880","40050"
"In post","2023","Communications","Northumberland, and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northumberland, and Tyne and Wear","Undeclared","5","5","[c]","[c]"
"In post","2023","Communications","Northumberland, and Tyne and Wear","Unknown","15","15","[c]","[c]"
"In post","2023","Communications","Outer London - East and North East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Outer London - South","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Communications","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Outer London - South","Unknown","10","10","[c]","[c]"
"In post","2023","Communications","Outer London - West and North West","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Communications","Outer London - West and North West","LGBO","5","5","[c]","[c]"
"In post","2023","Communications","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Outer London - West and North West","Unknown","10","5","[c]","[c]"
"In post","2023","Communications","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Shropshire and Staffordshire","Heterosexual / straight","45","40","36320","33990"
"In post","2023","Communications","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Shropshire and Staffordshire","Unknown","10","10","[c]","[c]"
"In post","2023","Communications","South Yorkshire","Heterosexual / straight","55","55","43860","43250"
"In post","2023","Communications","South Yorkshire","LGBO","10","10","[c]","[c]"
"In post","2023","Communications","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South Yorkshire","Unknown","15","10","[c]","[c]"
"In post","2023","Communications","Southern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Surrey, East and West Sussex","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Communications","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Tees Valley and Durham","Heterosexual / straight","35","30","32960","30960"
"In post","2023","Communications","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Tees Valley and Durham","Unknown","10","10","[c]","[c]"
"In post","2023","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Central Scotland","Heterosexual / straight","35","30","38620","34930"
"In post","2023","Communications","West Central Scotland","LGBO","5","5","[c]","[c]"
"In post","2023","Communications","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Central Scotland","Unknown","5","5","[c]","[c]"
"In post","2023","Communications","West Midlands","Heterosexual / straight","70","70","42530","40890"
"In post","2023","Communications","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Midlands","Undeclared","10","10","[c]","[c]"
"In post","2023","Communications","West Midlands","Unknown","10","10","[c]","[c]"
"In post","2023","Communications","West Wales and The Valleys","Heterosexual / straight","80","80","33510","31040"
"In post","2023","Communications","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Wales and The Valleys","Undeclared","20","20","[c]","[c]"
"In post","2023","Communications","West Wales and The Valleys","Unknown","15","15","[c]","[c]"
"In post","2023","Communications","West Yorkshire","Heterosexual / straight","55","50","46090","43700"
"In post","2023","Communications","West Yorkshire","LGBO","5","5","[c]","[c]"
"In post","2023","Communications","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Yorkshire","Unknown","15","15","[c]","[c]"
"In post","2023","Corporate Finance","Dorset and Somerset","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Corporate Finance","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Greater Manchester","Heterosexual / straight","[c]","[c]","[c]","[c]"
