"Status","Year","Profession_of_post","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","Bedfordshire and Hertfordshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","155","150","43700","40750"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","LGBO","10","10","[c]","[c]"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Unknown","20","20","[c]","[c]"
"In post","2023","Commercial","Cheshire","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Commercial","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cumbria","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","Heterosexual / straight","75","75","50140","44960"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","Unknown","15","15","[c]","[c]"
"In post","2023","Commercial","Devon","Heterosexual / straight","65","65","43460","40420"
"In post","2023","Commercial","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","Devon","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","Heterosexual / straight","45","45","44260","43400"
"In post","2023","Commercial","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","East Anglia","Heterosexual / straight","160","150","45120","40620"
"In post","2023","Commercial","East Anglia","LGBO","10","10","[c]","[c]"
"In post","2023","Commercial","East Anglia","Undeclared","25","25","[c]","[c]"
"In post","2023","Commercial","East Anglia","Unknown","45","45","47610","41050"
"In post","2023","Commercial","East Wales","Heterosexual / straight","155","150","40340","37680"
"In post","2023","Commercial","East Wales","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","East Wales","Undeclared","20","20","[c]","[c]"
"In post","2023","Commercial","East Wales","Unknown","25","25","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","Heterosexual / straight","55","55","42170","39590"
"In post","2023","Commercial","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","Unknown","45","45","34070","31290"
"In post","2023","Commercial","Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","1200","1150","43990","42620"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","50","50","38000","34300"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","145","135","43110","42620"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","210","205","42810","35490"
"In post","2023","Commercial","Greater Manchester","Heterosexual / straight","245","235","49390","42250"
"In post","2023","Commercial","Greater Manchester","LGBO","15","15","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","Undeclared","20","20","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","Unknown","85","85","51230","42510"
"In post","2023","Commercial","Hampshire and Isle of Wight","Heterosexual / straight","245","235","42890","39890"
"In post","2023","Commercial","Hampshire and Isle of Wight","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","Undeclared","20","20","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","Unknown","30","30","39190","33830"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Highlands and Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","Heterosexual / straight","120","120","54020","48070"
"In post","2023","Commercial","Inner London - East","LGBO","10","10","[c]","[c]"
"In post","2023","Commercial","Inner London - East","Undeclared","15","15","[c]","[c]"
"In post","2023","Commercial","Inner London - East","Unknown","40","40","43990","35530"
"In post","2023","Commercial","Inner London - West","Heterosexual / straight","855","840","63770","56200"
"In post","2023","Commercial","Inner London - West","LGBO","55","55","60970","56200"
"In post","2023","Commercial","Inner London - West","Undeclared","95","95","58090","56000"
"In post","2023","Commercial","Inner London - West","Unknown","290","290","56570","56000"
"In post","2023","Commercial","Kent","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lancashire","Heterosexual / straight","150","145","43910","38470"
"In post","2023","Commercial","Lancashire","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","Lancashire","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","Lancashire","Unknown","30","30","43030","38470"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Merseyside","Heterosexual / straight","235","225","43230","40330"
"In post","2023","Commercial","Merseyside","LGBO","15","15","[c]","[c]"
"In post","2023","Commercial","Merseyside","Undeclared","15","15","[c]","[c]"
"In post","2023","Commercial","Merseyside","Unknown","55","55","36880","32350"
"In post","2023","Commercial","North Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Yorkshire","Heterosexual / straight","75","75","45720","38940"
"In post","2023","Commercial","North Yorkshire","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","North Yorkshire","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","North Yorkshire","Unknown","15","15","[c]","[c]"
"In post","2023","Commercial","Northern Ireland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northumberland, and Tyne and Wear","Heterosexual / straight","75","75","45380","38470"
"In post","2023","Commercial","Northumberland, and Tyne and Wear","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","Northumberland, and Tyne and Wear","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","Northumberland, and Tyne and Wear","Unknown","20","20","[c]","[c]"
"In post","2023","Commercial","Outer London - East and North East","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Outer London - South","Heterosexual / straight","95","95","49980","46280"
"In post","2023","Commercial","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Outer London - South","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","Outer London - South","Unknown","35","35","45180","43000"
"In post","2023","Commercial","Outer London - West and North West","Heterosexual / straight","35","35","40130","35810"
"In post","2023","Commercial","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Outer London - West and North West","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","Outer London - West and North West","Unknown","15","15","[c]","[c]"
"In post","2023","Commercial","Overseas","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Shropshire and Staffordshire","Heterosexual / straight","120","115","41850","34490"
"In post","2023","Commercial","Shropshire and Staffordshire","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","Shropshire and Staffordshire","Undeclared","15","15","[c]","[c]"
"In post","2023","Commercial","Shropshire and Staffordshire","Unknown","50","45","37140","31840"
"In post","2023","Commercial","South Yorkshire","Heterosexual / straight","215","200","42030","38470"
"In post","2023","Commercial","South Yorkshire","LGBO","15","15","[c]","[c]"
"In post","2023","Commercial","South Yorkshire","Undeclared","20","20","[c]","[c]"
"In post","2023","Commercial","South Yorkshire","Unknown","35","35","46810","41880"
"In post","2023","Commercial","Southern Scotland","Heterosexual / straight","30","30","51960","51420"
"In post","2023","Commercial","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Southern Scotland","Unknown","30","30","51360","51460"
"In post","2023","Commercial","Surrey, East and West Sussex","Heterosexual / straight","35","35","51780","50340"
"In post","2023","Commercial","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Surrey, East and West Sussex","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Tees Valley and Durham","Heterosexual / straight","60","60","45560","41590"
"In post","2023","Commercial","Tees Valley and Durham","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tees Valley and Durham","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Central Scotland","Heterosexual / straight","150","150","40690","35490"
"In post","2023","Commercial","West Central Scotland","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","West Central Scotland","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","West Central Scotland","Unknown","45","45","44710","33990"
"In post","2023","Commercial","West Midlands","Heterosexual / straight","130","130","52330","41880"
"In post","2023","Commercial","West Midlands","LGBO","10","10","[c]","[c]"
"In post","2023","Commercial","West Midlands","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","West Midlands","Unknown","45","40","58260","56000"
"In post","2023","Commercial","West Wales and The Valleys","Heterosexual / straight","160","150","36030","32300"
"In post","2023","Commercial","West Wales and The Valleys","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","West Wales and The Valleys","Undeclared","35","30","32260","31660"
"In post","2023","Commercial","West Wales and The Valleys","Unknown","15","15","[c]","[c]"
"In post","2023","Commercial","West Yorkshire","Heterosexual / straight","270","260","45790","38470"
"In post","2023","Commercial","West Yorkshire","LGBO","25","25","[c]","[c]"
"In post","2023","Commercial","West Yorkshire","Undeclared","30","30","47550","50160"
"In post","2023","Commercial","West Yorkshire","Unknown","55","55","50280","50160"
"In post","2023","Communications","Bedfordshire and Hertfordshire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Communications","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","75","75","34520","33830"
"In post","2023","Communications","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","10","10","[c]","[c]"
"In post","2023","Communications","Berkshire, Buckinghamshire and Oxfordshire","Unknown","10","10","[c]","[c]"
"In post","2023","Communications","Cheshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Communications","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cornwall and Isles of Scilly","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Communications","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cumbria","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Communications","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Derbyshire and Nottinghamshire","Heterosexual / straight","65","65","42700","41480"
"In post","2023","Communications","Derbyshire and Nottinghamshire","LGBO","10","10","[c]","[c]"
"In post","2023","Communications","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Derbyshire and Nottinghamshire","Unknown","20","20","[c]","[c]"
"In post","2023","Communications","Devon","Heterosexual / straight","40","35","35850","34890"
"In post","2023","Communications","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Devon","Undeclared","5","5","[c]","[c]"
"In post","2023","Communications","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Dorset and Somerset","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Communications","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Dorset and Somerset","Undeclared","5","5","[c]","[c]"
"In post","2023","Communications","Dorset and Somerset","Unknown","10","5","[c]","[c]"
"In post","2023","Communications","East Anglia","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Communications","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Anglia","Unknown","10","5","[c]","[c]"
"In post","2023","Communications","East Wales","Heterosexual / straight","225","210","41030","39690"
"In post","2023","Communications","East Wales","LGBO","15","15","[c]","[c]"
"In post","2023","Communications","East Wales","Undeclared","25","25","[c]","[c]"
"In post","2023","Communications","East Wales","Unknown","45","45","38120","37680"
"In post","2023","Communications","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Communications","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
