"Status","Year","Age","Disability","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Unknown","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Undeclared","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","London","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared disabled","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared non-disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared non-disabled","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Undeclared","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","London","220","[c]","36090","34550"
"Leaver Dept.","2023","20-29","Declared disabled","Outside London","200","[c]","27310","27170"
"Leaver Dept.","2023","20-29","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","London","1360","[c]","36410","34550"
"Leaver Dept.","2023","20-29","Declared non-disabled","Outside London","1285","[c]","27540","27570"
"Leaver Dept.","2023","20-29","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","London","105","[c]","37580","34310"
"Leaver Dept.","2023","20-29","Undeclared","Outside London","70","[c]","27320","27840"
"Leaver Dept.","2023","20-29","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","London","1190","[c]","34930","32660"
"Leaver Dept.","2023","20-29","Unknown","Outside London","685","[c]","28750","28120"
"Leaver Dept.","2023","20-29","Unknown","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","35","[c]","31170","32000"
"Leaver Dept.","2023","30-39","Declared disabled","London","165","[c]","46200","41720"
"Leaver Dept.","2023","30-39","Declared disabled","Outside London","230","[c]","32160","28120"
"Leaver Dept.","2023","30-39","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","London","1160","[c]","47440","44450"
"Leaver Dept.","2023","30-39","Declared non-disabled","Outside London","1655","[c]","32380","28120"
"Leaver Dept.","2023","30-39","Declared non-disabled","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","London","100","[c]","48070","46120"
"Leaver Dept.","2023","30-39","Undeclared","Outside London","140","[c]","32830","28200"
"Leaver Dept.","2023","30-39","Unknown","London","675","[c]","46080","43210"
"Leaver Dept.","2023","30-39","Unknown","Outside London","610","[c]","33810","31950"
"Leaver Dept.","2023","30-39","Unknown","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","London","90","[c]","48090","41840"
"Leaver Dept.","2023","40-49","Declared disabled","Outside London","235","[c]","33450","28480"
"Leaver Dept.","2023","40-49","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","London","575","[c]","55380","54700"
"Leaver Dept.","2023","40-49","Declared non-disabled","Outside London","1350","[c]","34930","29360"
"Leaver Dept.","2023","40-49","Declared non-disabled","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","London","30","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Outside London","110","[c]","32500","28120"
"Leaver Dept.","2023","40-49","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","London","250","[c]","56130","54690"
"Leaver Dept.","2023","40-49","Unknown","Outside London","375","[c]","38130","34170"
"Leaver Dept.","2023","40-49","Unknown","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","London","70","[c]","49510","43400"
"Leaver Dept.","2023","50-59","Declared disabled","Outside London","200","[c]","31620","28120"
"Leaver Dept.","2023","50-59","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared non-disabled","London","280","[c]","58510","55150"
"Leaver Dept.","2023","50-59","Declared non-disabled","Outside London","925","[c]","34330","28120"
"Leaver Dept.","2023","50-59","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","London","35","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Outside London","90","[c]","33680","28120"
"Leaver Dept.","2023","50-59","Unknown","London","145","[c]","52170","46390"
"Leaver Dept.","2023","50-59","Unknown","Outside London","225","[c]","38760","33520"
"Leaver Dept.","2023","50-59","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Declared disabled","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Declared disabled","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Declared non-disabled","London","30","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Declared non-disabled","Outside London","115","[c]","31690","27570"
"Leaver Dept.","2023","60-64","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Undeclared","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Declared disabled","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Declared non-disabled","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Declared non-disabled","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Declared disabled","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Declared non-disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Declared non-disabled","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Declared disabled","London","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Declared disabled","Outside London","35","[c]","22150","21690"
"New entrant CS","2023","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Declared non-disabled","London","35","[c]","25960","25540"
"New entrant CS","2023","16-19","Declared non-disabled","Outside London","440","[c]","23600","22520"
"New entrant CS","2023","16-19","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Undeclared","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","London","70","[c]","26720","26400"
"New entrant CS","2023","16-19","Unknown","Outside London","550","[c]","22570","22400"
"New entrant CS","2023","16-19","Unknown","Unknown","30","[c]","18690","16660"
"New entrant CS","2023","20-29","Declared disabled","London","335","[c]","31080","29280"
"New entrant CS","2023","20-29","Declared disabled","Outside London","1170","[c]","25930","23640"
"New entrant CS","2023","20-29","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Declared disabled","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Declared non-disabled","London","1830","[c]","32450","31120"
"New entrant CS","2023","20-29","Declared non-disabled","Outside London","7505","[c]","25990","23640"
"New entrant CS","2023","20-29","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Declared non-disabled","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Undeclared","London","135","[c]","31910","29750"
"New entrant CS","2023","20-29","Undeclared","Outside London","325","[c]","26060","23640"
"New entrant CS","2023","20-29","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","London","2850","[c]","31240","29750"
"New entrant CS","2023","20-29","Unknown","Outside London","8695","[c]","25690","24070"
"New entrant CS","2023","20-29","Unknown","Overseas","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Unknown","125","[c]","22900","21780"
"New entrant CS","2023","30-39","Declared disabled","London","125","[c]","40960","38570"
"New entrant CS","2023","30-39","Declared disabled","Outside London","785","[c]","28820","25750"
"New entrant CS","2023","30-39","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Declared disabled","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Declared non-disabled","London","845","[c]","42470","39110"
"New entrant CS","2023","30-39","Declared non-disabled","Outside London","4925","[c]","30670","28120"
