"Status","Year","Disability","Parent_department","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Attorney General's Departments","East Midlands (England)","Derbyshire and Nottinghamshire","45","40","39380","31610"
"In post","2023","Declared disabled","Attorney General's Departments","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","25","25","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East of England","Bedfordshire and Hertfordshire","15","15","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East of England","East Anglia","20","15","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","East of England","Essex","30","30","43390","40800"
"In post","2023","Declared disabled","Attorney General's Departments","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","London","Inner London - West","460","435","50310","52790"
"In post","2023","Declared disabled","Attorney General's Departments","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","London","Outer London - South","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","London","Outer London - West and North West","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","North East (England)","Northumberland, and Tyne and Wear","30","30","34200","28200"
"In post","2023","Declared disabled","Attorney General's Departments","North East (England)","Tees Valley and Durham","15","15","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","North West (England)","Cheshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","North West (England)","Cumbria","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","North West (England)","Greater Manchester","50","50","42540","49050"
"In post","2023","Declared disabled","Attorney General's Departments","North West (England)","Lancashire","30","30","38750","34640"
"In post","2023","Declared disabled","Attorney General's Departments","North West (England)","Merseyside","45","45","38560","32000"
"In post","2023","Declared disabled","Attorney General's Departments","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","15","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","South East (England)","Hampshire and Isle of Wight","40","40","40160","34110"
"In post","2023","Declared disabled","Attorney General's Departments","South East (England)","Kent","20","20","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","South East (England)","Surrey, East and West Sussex","40","35","45670","47450"
"In post","2023","Declared disabled","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","South West (England)","Devon","15","15","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","30","25","40160","33090"
"In post","2023","Declared disabled","Attorney General's Departments","Wales","East Wales","30","25","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Wales","West Wales and The Valleys","15","15","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","West Midlands (England)","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","West Midlands (England)","West Midlands","60","55","41650","46550"
"In post","2023","Declared disabled","Attorney General's Departments","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","15","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Yorkshire and The Humber","North Yorkshire","20","20","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Yorkshire and The Humber","South Yorkshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Departments","Yorkshire and The Humber","West Yorkshire","75","70","42000","35000"
"In post","2023","Declared disabled","Cabinet Office","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East of England","East Anglia","30","30","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","London","Inner London - East","185","180","50180","56430"
"In post","2023","Declared disabled","Cabinet Office","London","Inner London - West","540","535","45550","35650"
"In post","2023","Declared disabled","Cabinet Office","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","North East (England)","Northumberland, and Tyne and Wear","75","70","30860","26300"
"In post","2023","Declared disabled","Cabinet Office","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","North West (England)","Greater Manchester","70","70","46140","40990"
"In post","2023","Declared disabled","Cabinet Office","North West (England)","Lancashire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","North West (England)","Merseyside","50","50","44820","40450"
"In post","2023","Declared disabled","Cabinet Office","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Scotland","Eastern Scotland","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Scotland","West Central Scotland","55","55","39770","33020"
"In post","2023","Declared disabled","Cabinet Office","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","South East (England)","Hampshire and Isle of Wight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","50","45","54810","51290"
"In post","2023","Declared disabled","Cabinet Office","Unknown","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Wales","East Wales","25","25","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","West Midlands (England)","West Midlands","35","35","46520","38460"
"In post","2023","Declared disabled","Cabinet Office","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Yorkshire and The Humber","North Yorkshire","100","100","35390","33020"
"In post","2023","Declared disabled","Cabinet Office","Yorkshire and The Humber","South Yorkshire","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Yorkshire and The Humber","West Yorkshire","45","45","44460","40050"
"In post","2023","Declared disabled","Chancellor's other departments","London","Inner London - West","25","25","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","London","Inner London - West","5","5","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","North West (England)","Merseyside","25","25","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","London","Inner London - East","45","45","55100","44310"
"In post","2023","Declared disabled","Competition and Markets Authority","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Derbyshire and Nottinghamshire","35","30","32720","32110"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","East of England","East Anglia","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","London","Inner London - East","30","30","39710","36170"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","London","Inner London - West","510","500","50150","49860"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","London","Outer London - South","10","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","London","Outer London - West and North West","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","North East (England)","Northumberland, and Tyne and Wear","40","35","34970","32110"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","North West (England)","Greater Manchester","85","85","39300","35190"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","North West (England)","Lancashire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Scotland","Eastern Scotland","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Scotland","North Eastern Scotland","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Scotland","West Central Scotland","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","South East (England)","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","South East (England)","Kent","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","South East (England)","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","South West (England)","Devon","220","210","35690","35230"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","25","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Wales","East Wales","225","210","35060","31350"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Wales","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","West Midlands (England)","West Midlands","90","85","35870","32710"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","West Yorkshire","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","London","Inner London - West","155","150","48920","52760"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","North West (England)","Greater Manchester","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","East Midlands (England)","Derbyshire and Nottinghamshire","40","40","38710","37590"
"In post","2023","Declared disabled","Department for Education","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","London","Inner London - West","220","210","51760","48420"
"In post","2023","Declared disabled","Department for Education","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","North East (England)","Northumberland, and Tyne and Wear","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","North East (England)","Tees Valley and Durham","75","75","38900","37590"
"In post","2023","Declared disabled","Department for Education","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","North West (England)","Greater Manchester","145","140","41380","37590"
"In post","2023","Declared disabled","Department for Education","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
