"Status","Year","Disability","Parent_department","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Department for Education","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","25","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","West Midlands (England)","West Midlands","110","105","40730","37590"
"In post","2023","Declared disabled","Department for Education","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Yorkshire and The Humber","South Yorkshire","165","155","40960","37590"
"In post","2023","Declared disabled","Department for Education","Yorkshire and The Humber","West Yorkshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","East Midlands (England)","Derbyshire and Nottinghamshire","35","35","34090","30320"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","East Midlands (England)","Lincolnshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","East of England","East Anglia","85","85","33560","30320"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","East of England","Essex","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","London","Inner London - West","310","300","45530","40260"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","London","Outer London - West and North West","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","North East (England)","Northumberland, and Tyne and Wear","120","110","29840","25920"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","North West (England)","Cheshire","85","80","34470","30320"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","North West (England)","Cumbria","195","175","26540","22150"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","North West (England)","Greater Manchester","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","North West (England)","Lancashire","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Scotland","Eastern Scotland","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Scotland","Highlands and Islands","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Scotland","Southern Scotland","15","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","50","45","34820","31700"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","South East (England)","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","South East (England)","Kent","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","South East (England)","Surrey, East and West Sussex","130","125","35290","30990"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","South West (England)","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","South West (England)","Devon","100","95","29970","25920"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","South West (England)","Dorset and Somerset","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","155","150","39840","37300"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Wales","East Wales","25","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Wales","West Wales and The Valleys","35","35","30440","25980"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","70","65","32070","25920"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","West Midlands (England)","Shropshire and Staffordshire","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","West Midlands (England)","West Midlands","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","North Yorkshire","145","140","33590","30320"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","South Yorkshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","West Yorkshire","40","35","34070","30320"
"In post","2023","Declared disabled","Department for International Trade","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","London","Inner London - West","215","215","48370","41750"
"In post","2023","Declared disabled","Department for International Trade","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","North East (England)","Tees Valley and Durham","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","North West (England)","Greater Manchester","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
