"Status","Year","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Mixed","Department for Transport (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions (excl. agencies)","190","[c]","27960","28120"
"Leaver CS","2023","Mixed","Department of Health and Social Care (excl. agencies)","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Driver and Vehicle Licensing Agency","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Driver and Vehicle Standards Agency","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Government Commercial Organisation","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Government Legal Department","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","HM Courts and Tribunals Service","35","[c]","24960","21780"
"Leaver CS","2023","Mixed","HM Land Registry","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","HM Prison and Probation Service","185","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","HM Revenue and Customs (excl. agencies)","55","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","HM Treasury (excl. agencies)","20","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Home Office","45","[c]","36080","30200"
"Leaver CS","2023","Mixed","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Medicines and Healthcare Products Regulatory Agency","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Ministry of Defence (excl. agencies)","40","[c]","35300","30710"
"Leaver CS","2023","Mixed","Ministry of Justice (excl. agencies)","25","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","National Crime Agency","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","The National Archives","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","UK Health Security Agency","55","[c]","33410","29970"
"Leaver CS","2023","Mixed","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","UK Statistics Authority","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Building Digital UK","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Cabinet Office (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Central Civil Service Fast Stream","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Crown Office and Procurator Fiscal Service","10","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Digital, Culture, Media and Sport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Education (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Levelling Up, Housing and Communities (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","50","[c]","26880","27570"
"Leaver CS","2023","Other ethnicity","Department of Health and Social Care (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Government Commercial Organisation","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","HM Courts and Tribunals Service","10","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","HM Prison and Probation Service","40","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","HM Revenue and Customs (excl. agencies)","20","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","HM Treasury (excl. agencies)","25","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Home Office","15","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Ministry of Defence (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Office of Gas and Electricity Markets","10","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
