"Status","Year","Function_of_post","Region_ITL1","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","No function","Northern Ireland","Lisburn and Castlereagh","Heterosexual / straight","235","225","29220","26140"
"In post","2023","No function","Northern Ireland","Lisburn and Castlereagh","LGBO","10","10","[c]","[c]"
"In post","2023","No function","Northern Ireland","Lisburn and Castlereagh","Undeclared","25","25","[c]","[c]"
"In post","2023","No function","Northern Ireland","Lisburn and Castlereagh","Unknown","105","100","27950","25750"
"In post","2023","No function","Northern Ireland","Mid Ulster","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","No function","Northern Ireland","Mid Ulster","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Northern Ireland","Mid Ulster","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Northern Ireland","Mid and East Antrim","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","No function","Northern Ireland","Mid and East Antrim","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Northern Ireland","Mid and East Antrim","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Northern Ireland","Newry, Mourne and Down","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","No function","Northern Ireland","Newry, Mourne and Down","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Northern Ireland","Newry, Mourne and Down","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Northern Ireland","Newry, Mourne and Down","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Overseas","Overseas","Heterosexual / straight","1790","1785","53550","53870"
"In post","2023","No function","Overseas","Overseas","LGBO","150","150","53650","53970"
"In post","2023","No function","Overseas","Overseas","Undeclared","85","85","58910","56290"
"In post","2023","No function","Overseas","Overseas","Unknown","655","655","53740","54500"
"In post","2023","No function","Scotland","Aberdeen City and Aberdeenshire","Heterosexual / straight","595","540","39350","28700"
"In post","2023","No function","Scotland","Aberdeen City and Aberdeenshire","LGBO","40","40","34560","29220"
"In post","2023","No function","Scotland","Aberdeen City and Aberdeenshire","Undeclared","80","70","42070","28120"
"In post","2023","No function","Scotland","Aberdeen City and Aberdeenshire","Unknown","300","280","32140","28980"
"In post","2023","No function","Scotland","Angus and Dundee City","Heterosexual / straight","610","555","26250","24490"
"In post","2023","No function","Scotland","Angus and Dundee City","LGBO","45","40","25300","21690"
"In post","2023","No function","Scotland","Angus and Dundee City","Undeclared","70","65","24610","21690"
"In post","2023","No function","Scotland","Angus and Dundee City","Unknown","180","160","26070","24710"
"In post","2023","No function","Scotland","Caithness and Sutherland, and Ross and Cromarty","Heterosexual / straight","50","45","27220","28120"
"In post","2023","No function","Scotland","Caithness and Sutherland, and Ross and Cromarty","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Scotland","Caithness and Sutherland, and Ross and Cromarty","Undeclared","5","5","[c]","[c]"
"In post","2023","No function","Scotland","Caithness and Sutherland, and Ross and Cromarty","Unknown","10","5","[c]","[c]"
"In post","2023","No function","Scotland","City of Edinburgh","Heterosexual / straight","2345","2240","34330","31540"
"In post","2023","No function","Scotland","City of Edinburgh","LGBO","220","215","32760","28700"
"In post","2023","No function","Scotland","City of Edinburgh","Undeclared","245","230","34570","32080"
"In post","2023","No function","Scotland","City of Edinburgh","Unknown","1385","1295","32350","30790"
"In post","2023","No function","Scotland","Clackmannanshire and Fife","Heterosexual / straight","465","430","31170","28120"
"In post","2023","No function","Scotland","Clackmannanshire and Fife","LGBO","25","25","[c]","[c]"
"In post","2023","No function","Scotland","Clackmannanshire and Fife","Undeclared","40","40","31420","28120"
"In post","2023","No function","Scotland","Clackmannanshire and Fife","Unknown","345","320","31670","28490"
"In post","2023","No function","Scotland","Dumfries and Galloway","Heterosexual / straight","185","165","31690","28120"
"In post","2023","No function","Scotland","Dumfries and Galloway","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Scotland","Dumfries and Galloway","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","Scotland","Dumfries and Galloway","Unknown","95","85","31740","31290"
"In post","2023","No function","Scotland","East Ayrshire and North Ayrshire mainland","Heterosexual / straight","455","415","28200","28120"
"In post","2023","No function","Scotland","East Ayrshire and North Ayrshire mainland","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Scotland","East Ayrshire and North Ayrshire mainland","Undeclared","40","35","28530","28120"
"In post","2023","No function","Scotland","East Ayrshire and North Ayrshire mainland","Unknown","90","85","25630","25060"
"In post","2023","No function","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Heterosexual / straight","560","525","33390","28490"
"In post","2023","No function","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","LGBO","25","25","[c]","[c]"
"In post","2023","No function","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Undeclared","50","45","35950","28120"
"In post","2023","No function","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","325","310","31100","28490"
"In post","2023","No function","Scotland","East Lothian and Midlothian","Heterosexual / straight","75","65","29590","28120"
"In post","2023","No function","Scotland","East Lothian and Midlothian","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Scotland","East Lothian and Midlothian","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","Scotland","East Lothian and Midlothian","Unknown","15","10","[c]","[c]"
"In post","2023","No function","Scotland","Falkirk","Heterosexual / straight","875","760","27600","28120"
"In post","2023","No function","Scotland","Falkirk","LGBO","45","45","27140","28120"
"In post","2023","No function","Scotland","Falkirk","Undeclared","60","55","26230","28120"
"In post","2023","No function","Scotland","Falkirk","Unknown","525","460","29930","28120"
"In post","2023","No function","Scotland","Glasgow City","Heterosexual / straight","4725","4370","30570","28120"
"In post","2023","No function","Scotland","Glasgow City","LGBO","385","375","29620","27890"
"In post","2023","No function","Scotland","Glasgow City","Undeclared","570","510","29400","27650"
"In post","2023","No function","Scotland","Glasgow City","Unknown","1975","1830","29110","25880"
"In post","2023","No function","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Heterosexual / straight","585","525","30740","28120"
"In post","2023","No function","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","LGBO","25","20","[c]","[c]"
"In post","2023","No function","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Undeclared","80","70","29030","27650"
"In post","2023","No function","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Unknown","250","220","29490","27880"
"In post","2023","No function","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Heterosexual / straight","460","430","28470","28100"
"In post","2023","No function","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","LGBO","15","15","[c]","[c]"
"In post","2023","No function","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Undeclared","55","50","30240","28120"
"In post","2023","No function","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Unknown","145","130","29280","28120"
"In post","2023","No function","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Heterosexual / straight","60","55","28710","28120"
"In post","2023","No function","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Undeclared","5","5","[c]","[c]"
"In post","2023","No function","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Unknown","15","15","[c]","[c]"
"In post","2023","No function","Scotland","Na h-Eileanan Siar","Heterosexual / straight","45","40","29290","28120"
"In post","2023","No function","Scotland","Na h-Eileanan Siar","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Scotland","Na h-Eileanan Siar","Undeclared","5","5","[c]","[c]"
"In post","2023","No function","Scotland","Na h-Eileanan Siar","Unknown","5","5","[c]","[c]"
"In post","2023","No function","Scotland","North Lanarkshire","Heterosexual / straight","690","615","27040","23700"
"In post","2023","No function","Scotland","North Lanarkshire","LGBO","35","35","25080","21880"
"In post","2023","No function","Scotland","North Lanarkshire","Undeclared","85","70","25000","21690"
"In post","2023","No function","Scotland","North Lanarkshire","Unknown","400","360","30300","28490"
"In post","2023","No function","Scotland","Orkney Islands","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","No function","Scotland","Orkney Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Scotland","Orkney Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Scotland","Perth and Kinross, and Stirling","Heterosexual / straight","370","340","32050","28540"
"In post","2023","No function","Scotland","Perth and Kinross, and Stirling","LGBO","15","15","[c]","[c]"
"In post","2023","No function","Scotland","Perth and Kinross, and Stirling","Undeclared","35","35","30880","28120"
"In post","2023","No function","Scotland","Perth and Kinross, and Stirling","Unknown","480","455","32150","31290"
"In post","2023","No function","Scotland","Scottish Borders","Heterosexual / straight","60","60","28770","28120"
"In post","2023","No function","Scotland","Scottish Borders","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Scotland","Scottish Borders","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Scotland","Scottish Borders","Unknown","20","15","[c]","[c]"
"In post","2023","No function","Scotland","Shetland Islands","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","No function","Scotland","Shetland Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Scotland","Shetland Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Scotland","Shetland Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Scotland","South Ayrshire","Heterosexual / straight","75","70","27690","28120"
"In post","2023","No function","Scotland","South Ayrshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Scotland","South Ayrshire","Undeclared","15","10","[c]","[c]"
"In post","2023","No function","Scotland","South Ayrshire","Unknown","40","40","28480","25410"
"In post","2023","No function","Scotland","South Lanarkshire","Heterosexual / straight","1220","1075","30650","28120"
"In post","2023","No function","Scotland","South Lanarkshire","LGBO","70","70","27820","25050"
"In post","2023","No function","Scotland","South Lanarkshire","Undeclared","90","80","28370","25060"
"In post","2023","No function","Scotland","South Lanarkshire","Unknown","810","710","27390","25060"
"In post","2023","No function","Scotland","West Lothian","Heterosexual / straight","145","130","29220","28120"
"In post","2023","No function","Scotland","West Lothian","LGBO","10","10","[c]","[c]"
"In post","2023","No function","Scotland","West Lothian","Undeclared","20","15","[c]","[c]"
"In post","2023","No function","Scotland","West Lothian","Unknown","45","45","26610","27450"
"In post","2023","No function","South East (England)","Berkshire","Heterosexual / straight","905","845","34110","31280"
"In post","2023","No function","South East (England)","Berkshire","LGBO","50","50","31680","31280"
"In post","2023","No function","South East (England)","Berkshire","Undeclared","125","115","32710","29730"
"In post","2023","No function","South East (England)","Berkshire","Unknown","245","225","34290","31280"
"In post","2023","No function","South East (England)","Brighton and Hove","Heterosexual / straight","285","255","33120","28120"
"In post","2023","No function","South East (England)","Brighton and Hove","LGBO","65","60","31090","28120"
"In post","2023","No function","South East (England)","Brighton and Hove","Undeclared","60","50","32720","28120"
"In post","2023","No function","South East (England)","Brighton and Hove","Unknown","75","65","28980","28120"
"In post","2023","No function","South East (England)","Buckinghamshire","Heterosexual / straight","845","795","33930","32380"
"In post","2023","No function","South East (England)","Buckinghamshire","LGBO","60","60","31390","31980"
"In post","2023","No function","South East (England)","Buckinghamshire","Undeclared","95","90","33260","32410"
"In post","2023","No function","South East (England)","Buckinghamshire","Unknown","145","130","31710","28480"
"In post","2023","No function","South East (England)","Central Hampshire","Heterosexual / straight","1055","1015","32830","30880"
"In post","2023","No function","South East (England)","Central Hampshire","LGBO","65","65","33420","30880"
"In post","2023","No function","South East (England)","Central Hampshire","Undeclared","140","135","33790","33570"
"In post","2023","No function","South East (England)","Central Hampshire","Unknown","160","150","32760","28120"
"In post","2023","No function","South East (England)","East Kent","Heterosexual / straight","2720","2520","29730","27440"
"In post","2023","No function","South East (England)","East Kent","LGBO","135","130","29780","27380"
"In post","2023","No function","South East (England)","East Kent","Undeclared","455","415","30150","27650"
"In post","2023","No function","South East (England)","East Kent","Unknown","905","865","26090","25750"
"In post","2023","No function","South East (England)","East Surrey","Heterosexual / straight","690","655","35760","35260"
"In post","2023","No function","South East (England)","East Surrey","LGBO","65","65","35590","34110"
"In post","2023","No function","South East (England)","East Surrey","Undeclared","90","85","36680","35810"
"In post","2023","No function","South East (England)","East Surrey","Unknown","165","155","33650","33430"
"In post","2023","No function","South East (England)","East Sussex CC","Heterosexual / straight","1205","1080","28550","28120"
"In post","2023","No function","South East (England)","East Sussex CC","LGBO","90","85","29050","28120"
"In post","2023","No function","South East (England)","East Sussex CC","Undeclared","160","145","29730","28120"
"In post","2023","No function","South East (England)","East Sussex CC","Unknown","270","240","27810","28120"
"In post","2023","No function","South East (England)","Isle of Wight","Heterosexual / straight","620","570","29880","28880"
"In post","2023","No function","South East (England)","Isle of Wight","LGBO","50","50","28270","28120"
"In post","2023","No function","South East (England)","Isle of Wight","Undeclared","70","65","28730","28120"
"In post","2023","No function","South East (England)","Isle of Wight","Unknown","110","100","29750","29730"
"In post","2023","No function","South East (England)","Kent Thames Gateway","Heterosexual / straight","1040","975","32260","31670"
"In post","2023","No function","South East (England)","Kent Thames Gateway","LGBO","70","70","32410","32410"
"In post","2023","No function","South East (England)","Kent Thames Gateway","Undeclared","85","80","33100","31650"
"In post","2023","No function","South East (England)","Kent Thames Gateway","Unknown","280","265","30430","30880"
"In post","2023","No function","South East (England)","Medway","Heterosexual / straight","945","900","33020","31280"
"In post","2023","No function","South East (England)","Medway","LGBO","65","65","34600","31640"
"In post","2023","No function","South East (England)","Medway","Undeclared","90","85","31530","31280"
"In post","2023","No function","South East (England)","Medway","Unknown","180","165","32810","30880"
"In post","2023","No function","South East (England)","Mid Kent","Heterosexual / straight","670","625","32070","31270"
"In post","2023","No function","South East (England)","Mid Kent","LGBO","50","50","32760","31280"
"In post","2023","No function","South East (England)","Mid Kent","Undeclared","70","65","35670","32860"
"In post","2023","No function","South East (England)","Mid Kent","Unknown","130","120","32330","30510"
"In post","2023","No function","South East (England)","Milton Keynes","Heterosexual / straight","665","625","31250","28480"
"In post","2023","No function","South East (England)","Milton Keynes","LGBO","60","60","30970","32380"
"In post","2023","No function","South East (England)","Milton Keynes","Undeclared","60","60","32370","31670"
"In post","2023","No function","South East (England)","Milton Keynes","Unknown","190","180","29470","28120"
"In post","2023","No function","South East (England)","North Hampshire","Heterosexual / straight","570","530","35590","28120"
"In post","2023","No function","South East (England)","North Hampshire","LGBO","25","25","[c]","[c]"
"In post","2023","No function","South East (England)","North Hampshire","Undeclared","80","75","37990","30570"
"In post","2023","No function","South East (England)","North Hampshire","Unknown","90","85","40710","29490"
"In post","2023","No function","South East (England)","Oxfordshire CC","Heterosexual / straight","1350","1260","34340","31890"
"In post","2023","No function","South East (England)","Oxfordshire CC","LGBO","85","85","37090","34400"
"In post","2023","No function","South East (England)","Oxfordshire CC","Undeclared","200","175","38450","34300"
"In post","2023","No function","South East (England)","Oxfordshire CC","Unknown","320","295","35810","32380"
"In post","2023","No function","South East (England)","Portsmouth","Heterosexual / straight","1460","1335","31850","28120"
"In post","2023","No function","South East (England)","Portsmouth","LGBO","80","75","28740","28120"
"In post","2023","No function","South East (England)","Portsmouth","Undeclared","260","240","32940","29050"
"In post","2023","No function","South East (England)","Portsmouth","Unknown","495","455","27290","24680"
"In post","2023","No function","South East (England)","South Hampshire","Heterosexual / straight","1780","1450","27810","24280"
"In post","2023","No function","South East (England)","South Hampshire","LGBO","70","65","27960","25100"
"In post","2023","No function","South East (England)","South Hampshire","Undeclared","140","120","28960","25540"
"In post","2023","No function","South East (England)","South Hampshire","Unknown","455","355","26490","24280"
"In post","2023","No function","South East (England)","Southampton","Heterosexual / straight","620","580","33800","28120"
"In post","2023","No function","South East (England)","Southampton","LGBO","45","45","33460","28120"
"In post","2023","No function","South East (England)","Southampton","Undeclared","90","85","35420","28820"
"In post","2023","No function","South East (England)","Southampton","Unknown","100","90","30400","26840"
"In post","2023","No function","South East (England)","West Kent","Heterosexual / straight","90","85","35790","31280"
"In post","2023","No function","South East (England)","West Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","South East (England)","West Kent","Undeclared","15","15","[c]","[c]"
"In post","2023","No function","South East (England)","West Kent","Unknown","25","25","[c]","[c]"
"In post","2023","No function","South East (England)","West Surrey","Heterosexual / straight","1390","1310","34060","31280"
"In post","2023","No function","South East (England)","West Surrey","LGBO","120","120","32200","30880"
"In post","2023","No function","South East (England)","West Surrey","Undeclared","200","185","37780","33830"
"In post","2023","No function","South East (England)","West Surrey","Unknown","215","190","33590","31280"
"In post","2023","No function","South East (England)","West Sussex (North East)","Heterosexual / straight","745","665","31680","28120"
"In post","2023","No function","South East (England)","West Sussex (North East)","LGBO","30","30","33010","27770"
"In post","2023","No function","South East (England)","West Sussex (North East)","Undeclared","160","140","32080","28730"
"In post","2023","No function","South East (England)","West Sussex (North East)","Unknown","235","215","30420","26880"
"In post","2023","No function","South East (England)","West Sussex (South West)","Heterosexual / straight","450","410","30140","28120"
"In post","2023","No function","South East (England)","West Sussex (South West)","LGBO","45","40","31040","28120"
"In post","2023","No function","South East (England)","West Sussex (South West)","Undeclared","55","50","28970","28120"
"In post","2023","No function","South East (England)","West Sussex (South West)","Unknown","105","100","28660","28120"
"In post","2023","No function","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","5065","4815","38780","35030"
"In post","2023","No function","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","235","225","35680","32500"
"In post","2023","No function","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","630","590","39850","38790"
"In post","2023","No function","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","700","665","32870","28880"
"In post","2023","No function","South West (England)","Bournemouth, Christchurch and Poole","Heterosexual / straight","490","440","29050","27650"
"In post","2023","No function","South West (England)","Bournemouth, Christchurch and Poole","LGBO","35","35","31080","28120"
"In post","2023","No function","South West (England)","Bournemouth, Christchurch and Poole","Undeclared","60","55","28340","27880"
"In post","2023","No function","South West (England)","Bournemouth, Christchurch and Poole","Unknown","95","80","27520","26650"
"In post","2023","No function","South West (England)","Bristol, City of","Heterosexual / straight","2925","2725","35110","30410"
"In post","2023","No function","South West (England)","Bristol, City of","LGBO","230","225","35090","32430"
"In post","2023","No function","South West (England)","Bristol, City of","Undeclared","365","335","35160","30320"
"In post","2023","No function","South West (England)","Bristol, City of","Unknown","680","620","33280","28120"
"In post","2023","No function","South West (England)","Cornwall and Isles of Scilly","Heterosexual / straight","965","875","28600","27450"
"In post","2023","No function","South West (England)","Cornwall and Isles of Scilly","LGBO","55","55","26800","25920"
"In post","2023","No function","South West (England)","Cornwall and Isles of Scilly","Undeclared","135","120","28450","27450"
"In post","2023","No function","South West (England)","Cornwall and Isles of Scilly","Unknown","210","190","26980","22850"
"In post","2023","No function","South West (England)","Devon CC","Heterosexual / straight","2235","2015","31110","28120"
"In post","2023","No function","South West (England)","Devon CC","LGBO","135","130","28810","28120"
"In post","2023","No function","South West (England)","Devon CC","Undeclared","260","225","31080","28120"
"In post","2023","No function","South West (England)","Devon CC","Unknown","505","440","27670","28120"
"In post","2023","No function","South West (England)","Dorset","Heterosexual / straight","1185","1095","31200","28880"
"In post","2023","No function","South West (England)","Dorset","LGBO","80","75","31830","30690"
"In post","2023","No function","South West (England)","Dorset","Undeclared","135","120","30210","28480"
"In post","2023","No function","South West (England)","Dorset","Unknown","270","245","29530","28080"
"In post","2023","No function","South West (England)","Gloucestershire CC","Heterosexual / straight","755","690","31910","28120"
"In post","2023","No function","South West (England)","Gloucestershire CC","LGBO","45","45","28430","28120"
"In post","2023","No function","South West (England)","Gloucestershire CC","Undeclared","140","120","31180","28080"
"In post","2023","No function","South West (England)","Gloucestershire CC","Unknown","210","185","30460","28080"
"In post","2023","No function","South West (England)","Plymouth","Heterosexual / straight","1070","975","32410","28120"
"In post","2023","No function","South West (England)","Plymouth","LGBO","55","50","29950","28120"
"In post","2023","No function","South West (England)","Plymouth","Undeclared","130","120","32680","28120"
"In post","2023","No function","South West (England)","Plymouth","Unknown","260","235","28410","27650"
"In post","2023","No function","South West (England)","Somerset CC","Heterosexual / straight","1110","1035","33350","29880"
"In post","2023","No function","South West (England)","Somerset CC","LGBO","55","55","28870","27610"
"In post","2023","No function","South West (England)","Somerset CC","Undeclared","160","145","33380","30340"
"In post","2023","No function","South West (England)","Somerset CC","Unknown","295","270","31400","28120"
"In post","2023","No function","South West (England)","Swindon","Heterosexual / straight","230","215","29770","28120"
"In post","2023","No function","South West (England)","Swindon","LGBO","15","10","[c]","[c]"
"In post","2023","No function","South West (England)","Swindon","Undeclared","30","25","[c]","[c]"
"In post","2023","No function","South West (England)","Swindon","Unknown","40","40","28760","28120"
"In post","2023","No function","South West (England)","Torbay","Heterosexual / straight","225","185","27910","28120"
"In post","2023","No function","South West (England)","Torbay","LGBO","20","20","[c]","[c]"
"In post","2023","No function","South West (England)","Torbay","Undeclared","35","25","26400","24570"
"In post","2023","No function","South West (England)","Torbay","Unknown","50","40","26030","23640"
"In post","2023","No function","South West (England)","Wiltshire","Heterosexual / straight","1735","1650","33880","29160"
"In post","2023","No function","South West (England)","Wiltshire","LGBO","70","65","33810","30270"
"In post","2023","No function","South West (England)","Wiltshire","Undeclared","245","230","36910","30400"
"In post","2023","No function","South West (England)","Wiltshire","Unknown","280","260","36250","30410"
"In post","2023","No function","Unknown","Unknown","Heterosexual / straight","460","430","33800","28120"
"In post","2023","No function","Unknown","Unknown","LGBO","35","35","34410","28120"
"In post","2023","No function","Unknown","Unknown","Undeclared","70","65","30130","28120"
"In post","2023","No function","Unknown","Unknown","Unknown","160","150","34040","28120"
"In post","2023","No function","Wales","Bridgend and Neath Port Talbot","Heterosexual / straight","510","470","29280","28120"
"In post","2023","No function","Wales","Bridgend and Neath Port Talbot","LGBO","25","25","[c]","[c]"
"In post","2023","No function","Wales","Bridgend and Neath Port Talbot","Undeclared","35","30","27610","28090"
"In post","2023","No function","Wales","Bridgend and Neath Port Talbot","Unknown","100","85","26600","25430"
"In post","2023","No function","Wales","Cardiff and Vale of Glamorgan","Heterosexual / straight","3970","3725","32450","28130"
"In post","2023","No function","Wales","Cardiff and Vale of Glamorgan","LGBO","390","375","31330","28120"
"In post","2023","No function","Wales","Cardiff and Vale of Glamorgan","Undeclared","395","360","32380","28130"
"In post","2023","No function","Wales","Cardiff and Vale of Glamorgan","Unknown","1560","1450","29310","27890"
"In post","2023","No function","Wales","Central Valleys","Heterosexual / straight","1340","1245","28590","28120"
"In post","2023","No function","Wales","Central Valleys","LGBO","105","100","28350","28120"
"In post","2023","No function","Wales","Central Valleys","Undeclared","125","115","27260","28120"
"In post","2023","No function","Wales","Central Valleys","Unknown","320","285","28220","28120"
"In post","2023","No function","Wales","Conwy and Denbighshire","Heterosexual / straight","215","200","29520","28120"
"In post","2023","No function","Wales","Conwy and Denbighshire","LGBO","10","10","[c]","[c]"
"In post","2023","No function","Wales","Conwy and Denbighshire","Undeclared","15","10","[c]","[c]"
"In post","2023","No function","Wales","Conwy and Denbighshire","Unknown","25","25","[c]","[c]"
"In post","2023","No function","Wales","Flintshire and Wrexham","Heterosexual / straight","1230","1180","28840","28120"
"In post","2023","No function","Wales","Flintshire and Wrexham","LGBO","80","80","28600","28880"
"In post","2023","No function","Wales","Flintshire and Wrexham","Undeclared","325","305","30050","30060"
"In post","2023","No function","Wales","Flintshire and Wrexham","Unknown","245","220","27330","27250"
"In post","2023","No function","Wales","Gwent Valleys","Heterosexual / straight","335","300","29200","28120"
"In post","2023","No function","Wales","Gwent Valleys","LGBO","20","20","[c]","[c]"
"In post","2023","No function","Wales","Gwent Valleys","Undeclared","30","30","29570","28120"
"In post","2023","No function","Wales","Gwent Valleys","Unknown","55","50","26820","26250"
"In post","2023","No function","Wales","Gwynedd","Heterosexual / straight","440","405","26750","25300"
"In post","2023","No function","Wales","Gwynedd","LGBO","20","20","[c]","[c]"
"In post","2023","No function","Wales","Gwynedd","Undeclared","60","55","26110","22150"
"In post","2023","No function","Wales","Gwynedd","Unknown","130","115","25040","22150"
"In post","2023","No function","Wales","Isle of Anglesey","Heterosexual / straight","135","130","29320","27650"
"In post","2023","No function","Wales","Isle of Anglesey","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Wales","Isle of Anglesey","Undeclared","30","25","[c]","[c]"
"In post","2023","No function","Wales","Isle of Anglesey","Unknown","30","30","26510","23590"
"In post","2023","No function","Wales","Monmouthshire and Newport","Heterosexual / straight","2035","1880","33710","28900"
"In post","2023","No function","Wales","Monmouthshire and Newport","LGBO","135","135","30970","28300"
"In post","2023","No function","Wales","Monmouthshire and Newport","Undeclared","160","145","34470","31060"
"In post","2023","No function","Wales","Monmouthshire and Newport","Unknown","740","665","32180","25780"
"In post","2023","No function","Wales","Powys","Heterosexual / straight","205","195","27770","25920"
"In post","2023","No function","Wales","Powys","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Wales","Powys","Undeclared","30","25","26440","25460"
"In post","2023","No function","Wales","Powys","Unknown","30","25","31300","27790"
"In post","2023","No function","Wales","South West Wales","Heterosexual / straight","610","565","28340","27380"
"In post","2023","No function","Wales","South West Wales","LGBO","35","30","27840","27350"
"In post","2023","No function","Wales","South West Wales","Undeclared","75","65","28410","27470"
"In post","2023","No function","Wales","South West Wales","Unknown","145","125","26810","25880"
"In post","2023","No function","Wales","Swansea","Heterosexual / straight","4375","3880","25890","22500"
"In post","2023","No function","Wales","Swansea","LGBO","275","260","24580","22500"
"In post","2023","No function","Wales","Swansea","Undeclared","1115","900","24130","22500"
"In post","2023","No function","Wales","Swansea","Unknown","1060","945","25620","22500"
"In post","2023","No function","West Midlands (England)","Birmingham","Heterosexual / straight","6290","5895","32120","28120"
"In post","2023","No function","West Midlands (England)","Birmingham","LGBO","340","330","32590","28880"
"In post","2023","No function","West Midlands (England)","Birmingham","Undeclared","700","645","31950","28120"
"In post","2023","No function","West Midlands (England)","Birmingham","Unknown","2110","1940","29250","27890"
"In post","2023","No function","West Midlands (England)","Coventry","Heterosexual / straight","1055","985","35540","30930"
"In post","2023","No function","West Midlands (England)","Coventry","LGBO","50","50","34780","32570"
"In post","2023","No function","West Midlands (England)","Coventry","Undeclared","100","90","34490","30330"
"In post","2023","No function","West Midlands (England)","Coventry","Unknown","235","215","31380","28120"
"In post","2023","No function","West Midlands (England)","Dudley","Heterosexual / straight","600","520","27400","28120"
"In post","2023","No function","West Midlands (England)","Dudley","LGBO","30","25","[c]","[c]"
"In post","2023","No function","West Midlands (England)","Dudley","Undeclared","80","65","25750","25760"
"In post","2023","No function","West Midlands (England)","Dudley","Unknown","175","145","26070","27490"
"In post","2023","No function","West Midlands (England)","Herefordshire, County of","Heterosexual / straight","180","165","29820","28120"
"In post","2023","No function","West Midlands (England)","Herefordshire, County of","LGBO","5","5","[c]","[c]"
"In post","2023","No function","West Midlands (England)","Herefordshire, County of","Undeclared","15","15","[c]","[c]"
"In post","2023","No function","West Midlands (England)","Herefordshire, County of","Unknown","55","50","27950","24630"
"In post","2023","No function","West Midlands (England)","Sandwell","Heterosexual / straight","285","260","29210","28120"
"In post","2023","No function","West Midlands (England)","Sandwell","LGBO","10","10","[c]","[c]"
"In post","2023","No function","West Midlands (England)","Sandwell","Undeclared","35","30","28260","28120"
"In post","2023","No function","West Midlands (England)","Sandwell","Unknown","95","85","27000","28120"
"In post","2023","No function","West Midlands (England)","Shropshire","Heterosexual / straight","645","600","30760","28480"
