"Status","Year","Age","Disability","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","60-64","Declared non-disabled","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Debt","AO","15","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Digital, Data & Technology","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Digital, Data & Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Digital, Data & Technology","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Grants Management","AO","20","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Legal","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Legal","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Legal","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","No function","AA","75","[c]","21740","22080"
"New entrant CS","2023","60-64","Declared non-disabled","No function","AO","135","[c]","23110","21780"
"New entrant CS","2023","60-64","Declared non-disabled","No function","EO","40","[c]","28540","28120"
"New entrant CS","2023","60-64","Declared non-disabled","No function","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","No function","G7","20","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","No function","HEO","30","[c]","34720","34290"
"New entrant CS","2023","60-64","Declared non-disabled","No function","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","No function","SEO","30","[c]","44240","43250"
"New entrant CS","2023","60-64","Declared non-disabled","No function","Unknown","45","[c]","22800","23640"
"New entrant CS","2023","60-64","Declared non-disabled","Project Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Project Delivery","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Property","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Property","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Property","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Property","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Property","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Property","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Security","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Security","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Unknown","AA","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Unknown","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Unknown","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Unknown","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Unknown","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Digital, Data & Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Grants Management","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Legal","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Legal","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","No function","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","No function","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","No function","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","No function","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","No function","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Project Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Analysis","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Analysis","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Debt","AO","15","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Digital, Data & Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Digital, Data & Technology","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Digital, Data & Technology","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Grants Management","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Human Resources","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Legal","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","No function","AA","60","[c]","22180","23000"
"New entrant CS","2023","60-64","Unknown","No function","AO","275","[c]","22950","22400"
"New entrant CS","2023","60-64","Unknown","No function","EO","150","[c]","29180","28080"
"New entrant CS","2023","60-64","Unknown","No function","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","No function","G7","15","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","No function","HEO","30","[c]","35780","34780"
"New entrant CS","2023","60-64","Unknown","No function","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","No function","SEO","25","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","No function","Unknown","40","[c]","26050","23640"
"New entrant CS","2023","60-64","Unknown","Project Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Project Delivery","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Property","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Property","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Property","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Property","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Property","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Property","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Security","AA","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Security","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Unknown","AA","30","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Unknown","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Unknown","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Unknown","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Unknown","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Debt","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Digital, Data & Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Digital, Data & Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Digital, Data & Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Grants Management","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Legal","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Legal","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","No function","AA","5","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","No function","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","No function","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","No function","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","No function","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","No function","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","No function","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","No function","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Project Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Property","AA","[c]","[c]","[c]","[c]"
