"Status","Year","Organisation","Region_ITL2","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Accountant in Bankruptcy","Southern Scotland","AA/AO","Female","20","15","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","Southern Scotland","AA/AO","Male","15","15","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","Southern Scotland","EO","Female","30","25","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","Southern Scotland","EO","Male","15","15","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","Southern Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","Southern Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","Southern Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","Southern Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","Southern Scotland","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","Southern Scotland","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","West Central Scotland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","West Central Scotland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Inner London - West","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Inner London - West","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Inner London - West","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Inner London - West","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","North Yorkshire","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Active Travel England","North Yorkshire","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Active Travel England","North Yorkshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","North Yorkshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","North Yorkshire","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Active Travel England","North Yorkshire","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Active Travel England","Surrey, East and West Sussex","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Surrey, East and West Sussex","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","West Wales and The Valleys","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","West Wales and The Valleys","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","West Yorkshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","West Yorkshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","West Yorkshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","West Yorkshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","West Yorkshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","West Yorkshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","West Yorkshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","West Yorkshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","EO","Female","20","20","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","EO","Male","15","15","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","SEO/HEO","Female","30","30","34790","32130"
"In post","2023","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Devon","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Devon","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Dorset and Somerset","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Dorset and Somerset","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Anglia","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Anglia","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Anglia","EO","Female","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Anglia","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Anglia","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Anglia","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Anglia","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Anglia","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Wales","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Wales","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Wales","EO","Female","20","15","[c]","[c]"
