"Status","Year","Region_ITL2","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Bedfordshire and Hertfordshire","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Bedfordshire and Hertfordshire","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Bedfordshire and Hertfordshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Bedfordshire and Hertfordshire","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Heterosexual / straight","320","[c]","25910","24220"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Unknown","150","[c]","26550","25060"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","EO","Heterosexual / straight","155","[c]","29230","28120"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","EO","Unknown","50","[c]","28650","28120"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Heterosexual / straight","40","[c]","64680","64300"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Heterosexual / straight","145","[c]","38630","38390"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Heterosexual / straight","50","[c]","[c]","[c]"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Cheshire","AA/AO","Heterosexual / straight","85","[c]","22230","21780"
"Leaver CS","2023","Cheshire","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Cheshire","AA/AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Cheshire","AA/AO","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2023","Cheshire","EO","Heterosexual / straight","65","[c]","29690","28120"
"Leaver CS","2023","Cheshire","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Cheshire","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Cheshire","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Cheshire","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Cheshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cheshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cheshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cheshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cheshire","SEO/HEO","Heterosexual / straight","55","[c]","40960","41200"
"Leaver CS","2023","Cheshire","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Cheshire","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Cheshire","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Cheshire","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Cheshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cheshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cheshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cornwall and Isles of Scilly","AA/AO","Heterosexual / straight","50","[c]","22110","21690"
"Leaver CS","2023","Cornwall and Isles of Scilly","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cornwall and Isles of Scilly","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Cornwall and Isles of Scilly","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Cornwall and Isles of Scilly","EO","Heterosexual / straight","45","[c]","27550","27570"
"Leaver CS","2023","Cornwall and Isles of Scilly","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cornwall and Isles of Scilly","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cornwall and Isles of Scilly","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Cornwall and Isles of Scilly","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Cornwall and Isles of Scilly","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cornwall and Isles of Scilly","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cornwall and Isles of Scilly","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Cornwall and Isles of Scilly","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cornwall and Isles of Scilly","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cornwall and Isles of Scilly","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cornwall and Isles of Scilly","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Cornwall and Isles of Scilly","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cornwall and Isles of Scilly","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cornwall and Isles of Scilly","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cumbria","AA/AO","Heterosexual / straight","50","[c]","24060","22150"
"Leaver CS","2023","Cumbria","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cumbria","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Cumbria","AA/AO","Unknown","40","[c]","22510","22150"
"Leaver CS","2023","Cumbria","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Cumbria","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cumbria","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cumbria","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Cumbria","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Cumbria","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cumbria","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cumbria","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cumbria","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cumbria","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Cumbria","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cumbria","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cumbria","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cumbria","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Cumbria","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cumbria","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cumbria","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Derbyshire and Nottinghamshire","AA/AO","Heterosexual / straight","240","[c]","21770","21690"
"Leaver CS","2023","Derbyshire and Nottinghamshire","AA/AO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Derbyshire and Nottinghamshire","AA/AO","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2023","Derbyshire and Nottinghamshire","AA/AO","Unknown","195","[c]","22440","21780"
"Leaver CS","2023","Derbyshire and Nottinghamshire","EO","Heterosexual / straight","175","[c]","27450","27570"
"Leaver CS","2023","Derbyshire and Nottinghamshire","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Derbyshire and Nottinghamshire","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Derbyshire and Nottinghamshire","EO","Unknown","110","[c]","27120","27570"
"Leaver CS","2023","Derbyshire and Nottinghamshire","G6/G7","Heterosexual / straight","45","[c]","59020","56940"
"Leaver CS","2023","Derbyshire and Nottinghamshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Derbyshire and Nottinghamshire","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Derbyshire and Nottinghamshire","G6/G7","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Derbyshire and Nottinghamshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Derbyshire and Nottinghamshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Derbyshire and Nottinghamshire","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Derbyshire and Nottinghamshire","SEO/HEO","Heterosexual / straight","150","[c]","37010","36330"
"Leaver CS","2023","Derbyshire and Nottinghamshire","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Derbyshire and Nottinghamshire","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Derbyshire and Nottinghamshire","SEO/HEO","Unknown","85","[c]","[c]","[c]"
"Leaver CS","2023","Derbyshire and Nottinghamshire","Unknown","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2023","Derbyshire and Nottinghamshire","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Derbyshire and Nottinghamshire","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Derbyshire and Nottinghamshire","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Devon","AA/AO","Heterosexual / straight","255","[c]","22730","21690"
"Leaver CS","2023","Devon","AA/AO","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2023","Devon","AA/AO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Devon","AA/AO","Unknown","100","[c]","23470","22150"
"Leaver CS","2023","Devon","EO","Heterosexual / straight","105","[c]","28140","27570"
"Leaver CS","2023","Devon","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Devon","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Devon","EO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Devon","G6/G7","Heterosexual / straight","60","[c]","56880","55000"
"Leaver CS","2023","Devon","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Devon","G6/G7","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Devon","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Devon","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Devon","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Devon","SEO/HEO","Heterosexual / straight","130","[c]","38660","38700"
"Leaver CS","2023","Devon","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Devon","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Devon","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Devon","Unknown","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2023","Devon","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Devon","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Devon","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Dorset and Somerset","AA/AO","Heterosexual / straight","155","[c]","22090","21690"
"Leaver CS","2023","Dorset and Somerset","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Dorset and Somerset","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Dorset and Somerset","AA/AO","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","Dorset and Somerset","EO","Heterosexual / straight","110","[c]","27960","27570"
"Leaver CS","2023","Dorset and Somerset","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Dorset and Somerset","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Dorset and Somerset","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Dorset and Somerset","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Dorset and Somerset","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Dorset and Somerset","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Dorset and Somerset","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Dorset and Somerset","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Dorset and Somerset","SEO/HEO","Heterosexual / straight","75","[c]","38320","36230"
"Leaver CS","2023","Dorset and Somerset","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Dorset and Somerset","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Dorset and Somerset","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Dorset and Somerset","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Dorset and Somerset","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Dorset and Somerset","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Dorset and Somerset","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","East Anglia","AA/AO","Heterosexual / straight","410","[c]","22620","21780"
"Leaver CS","2023","East Anglia","AA/AO","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","East Anglia","AA/AO","Undeclared","40","[c]","22540","21830"
"Leaver CS","2023","East Anglia","AA/AO","Unknown","145","[c]","22970","22160"
"Leaver CS","2023","East Anglia","EO","Heterosexual / straight","200","[c]","27700","27570"
"Leaver CS","2023","East Anglia","EO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","East Anglia","EO","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2023","East Anglia","EO","Unknown","50","[c]","27520","26780"
"Leaver CS","2023","East Anglia","G6/G7","Heterosexual / straight","35","[c]","60550","54400"
"Leaver CS","2023","East Anglia","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Anglia","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","East Anglia","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","East Anglia","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","East Anglia","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Anglia","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Anglia","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Anglia","SEO/HEO","Heterosexual / straight","155","[c]","38020","36460"
"Leaver CS","2023","East Anglia","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","East Anglia","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","East Anglia","SEO/HEO","Unknown","45","[c]","36410","35640"
"Leaver CS","2023","East Anglia","Unknown","Heterosexual / straight","65","[c]","[c]","[c]"
"Leaver CS","2023","East Anglia","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","East Anglia","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","East Anglia","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","East Wales","AA/AO","Heterosexual / straight","315","[c]","21370","21380"
"Leaver CS","2023","East Wales","AA/AO","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","East Wales","AA/AO","Undeclared","40","[c]","21280","21500"
"Leaver CS","2023","East Wales","AA/AO","Unknown","250","[c]","21970","21690"
"Leaver CS","2023","East Wales","EO","Heterosexual / straight","165","[c]","27640","27570"
"Leaver CS","2023","East Wales","EO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","East Wales","EO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","East Wales","EO","Unknown","130","[c]","26710","26750"
"Leaver CS","2023","East Wales","G6/G7","Heterosexual / straight","95","[c]","59970","59630"
"Leaver CS","2023","East Wales","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","East Wales","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","East Wales","G6/G7","Unknown","35","[c]","60100","59680"
"Leaver CS","2023","East Wales","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","East Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Wales","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Wales","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Wales","SEO/HEO","Heterosexual / straight","190","[c]","38040","37690"
"Leaver CS","2023","East Wales","SEO/HEO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","East Wales","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","East Wales","SEO/HEO","Unknown","105","[c]","35920","32160"
"Leaver CS","2023","East Wales","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","East Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Wales","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Wales","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","AA/AO","Heterosexual / straight","140","[c]","22390","21780"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","AA/AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","AA/AO","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","EO","Heterosexual / straight","80","[c]","27570","27740"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","SEO/HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Yorkshire and Northern Lincolnshire","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Eastern Scotland","AA/AO","Heterosexual / straight","265","[c]","23420","21690"
"Leaver CS","2023","Eastern Scotland","AA/AO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Eastern Scotland","AA/AO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Eastern Scotland","AA/AO","Unknown","390","[c]","24110","23340"
"Leaver CS","2023","Eastern Scotland","EO","Heterosexual / straight","180","[c]","29870","28120"
"Leaver CS","2023","Eastern Scotland","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Eastern Scotland","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Eastern Scotland","EO","Unknown","170","[c]","32910","31970"
"Leaver CS","2023","Eastern Scotland","G6/G7","Heterosexual / straight","80","[c]","68140","65280"
"Leaver CS","2023","Eastern Scotland","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Eastern Scotland","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Eastern Scotland","G6/G7","Unknown","45","[c]","65460","65280"
"Leaver CS","2023","Eastern Scotland","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Eastern Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Eastern Scotland","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Eastern Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Eastern Scotland","SEO/HEO","Heterosexual / straight","150","[c]","41570","41640"
"Leaver CS","2023","Eastern Scotland","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Eastern Scotland","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Eastern Scotland","SEO/HEO","Unknown","170","[c]","41240","41500"
"Leaver CS","2023","Essex","AA/AO","Heterosexual / straight","100","[c]","23530","22640"
"Leaver CS","2023","Essex","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Essex","AA/AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Essex","AA/AO","Unknown","85","[c]","[c]","[c]"
"Leaver CS","2023","Essex","EO","Heterosexual / straight","140","[c]","29150","29290"
"Leaver CS","2023","Essex","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Essex","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Essex","EO","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2023","Essex","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Essex","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Essex","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Essex","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Essex","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Essex","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Essex","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Essex","SEO/HEO","Heterosexual / straight","45","[c]","38780","39350"
"Leaver CS","2023","Essex","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Essex","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Essex","SEO/HEO","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2023","Essex","Unknown","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2023","Essex","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Essex","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Essex","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Heterosexual / straight","405","[c]","22110","21690"
"Leaver CS","2023","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","LGBO","50","[c]","21750","21690"
"Leaver CS","2023","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Undeclared","45","[c]","23240","21660"
"Leaver CS","2023","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Unknown","215","[c]","21620","21170"
"Leaver CS","2023","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Heterosexual / straight","355","[c]","27900","27570"
"Leaver CS","2023","Gloucestershire, Wiltshire and Bath/Bristol area","EO","LGBO","35","[c]","27630","27570"
"Leaver CS","2023","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Undeclared","35","[c]","28540","27650"
"Leaver CS","2023","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Unknown","115","[c]","26460","26980"
"Leaver CS","2023","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Heterosexual / straight","200","[c]","60530","57440"
"Leaver CS","2023","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Undeclared","40","[c]","60960","58150"
"Leaver CS","2023","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Unknown","105","[c]","55270","49260"
"Leaver CS","2023","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Unknown","5","[c]","[c]","[c]"
