"Status","Year","Profession_of_post","Region_ITL1","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Other","West Midlands (England)","Dudley","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","Dudley","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","Herefordshire, County of","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","Herefordshire, County of","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","Shropshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","Shropshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","Solihull","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","Solihull","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","Staffordshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","Warwickshire CC","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","Warwickshire CC","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","Wolverhampton","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","Wolverhampton","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","Worcestershire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","Worcestershire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","Bradford","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","Bradford","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","Calderdale and Kirklees","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","Calderdale and Kirklees","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","East Riding of Yorkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","East Riding of Yorkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","Kingston upon Hull, City of","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","Kingston upon Hull, City of","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","Leeds","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","Leeds","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","North Yorkshire CC","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","North and North East Lincolnshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","North and North East Lincolnshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","Sheffield","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","Sheffield","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","Wakefield","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","Wakefield","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","York","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","York","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","East of England","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","East of England","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","London","Westminster","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","London","Westminster","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Planning","North West (England)","Manchester","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","North West (England)","Manchester","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","South West (England)","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","South West (England)","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","Wales","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","Wales","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","West Midlands (England)","Wolverhampton","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","West Midlands (England)","Wolverhampton","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","Yorkshire and The Humber","Leeds","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","Yorkshire and The Humber","Leeds","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","East of England","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","East of England","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","East of England","North and West Norfolk","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","East of England","North and West Norfolk","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","East of England","Suffolk CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","East of England","Suffolk CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","London","Ealing","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","London","Ealing","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","London","Lambeth","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","London","Lambeth","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","North East (England)","Durham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","North East (England)","Durham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","North East (England)","Tyneside","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","North East (England)","Tyneside","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","North West (England)","Cheshire East","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","North West (England)","Cheshire East","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","North West (England)","Greater Manchester North East","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","North West (England)","Greater Manchester North East","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","South East (England)","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","South East (England)","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","South East (England)","East Sussex CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","South East (England)","East Sussex CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","South East (England)","South Hampshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","South East (England)","South Hampshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","South West (England)","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","South West (England)","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","South West (England)","Devon CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","South West (England)","Devon CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","South West (England)","Gloucestershire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","South West (England)","Gloucestershire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","South West (England)","Torbay","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","South West (England)","Torbay","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","Wales","Conwy and Denbighshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","Wales","Conwy and Denbighshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","West Midlands (England)","Worcestershire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","West Midlands (England)","Worcestershire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","Yorkshire and The Humber","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","Yorkshire and The Humber","North Yorkshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East Midlands (England)","North Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East Midlands (England)","North Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East Midlands (England)","Nottingham","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East Midlands (England)","Nottingham","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East Midlands (England)","South Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East Midlands (England)","South Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East of England","Breckland and South Norfolk","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East of England","Breckland and South Norfolk","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East of England","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East of England","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East of England","Hertfordshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East of England","Hertfordshire CC","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East of England","Norwich and East Norfolk","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East of England","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East of England","Peterborough","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East of England","Peterborough","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East of England","Southend-on-Sea","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East of England","Southend-on-Sea","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East of England","Suffolk CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East of England","Suffolk CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","Brent","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","Brent","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","Camden and City of London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","Camden and City of London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","Croydon","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","Croydon","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","Hackney and Newham","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","Hackney and Newham","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","Haringey and Islington","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","Haringey and Islington","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","Hounslow and Richmond upon Thames","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","Hounslow and Richmond upon Thames","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","Lambeth","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","Lambeth","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","Lewisham and Southwark","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","Lewisham and Southwark","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","Redbridge and Waltham Forest","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","Redbridge and Waltham Forest","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","Tower Hamlets","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","Tower Hamlets","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","Westminster","Female","710","[c]","45800","41060"
"Leaver CS","2023","Policy","London","Westminster","Male","660","[c]","49940","51730"
"Leaver CS","2023","Policy","North East (England)","Darlington","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North East (England)","Darlington","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North East (England)","Sunderland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North East (England)","Sunderland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North East (England)","Tyneside","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North East (England)","Tyneside","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","Cheshire East","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","Cheshire East","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","Cheshire West and Chester","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","Cheshire West and Chester","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","East Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","East Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","East Merseyside","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","East Merseyside","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","Greater Manchester South West","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","Greater Manchester South West","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","Lancaster and Wyre","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","Lancaster and Wyre","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","Liverpool","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","Liverpool","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","Manchester","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","Manchester","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","Sefton","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","Sefton","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","Warrington","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","Warrington","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","Wirral","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","Wirral","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Northern Ireland","Armagh City, Banbridge and Craigavon","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Northern Ireland","Armagh City, Banbridge and Craigavon","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Northern Ireland","Belfast","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Northern Ireland","Belfast","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Northern Ireland","Fermanagh and Omagh","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Northern Ireland","Fermanagh and Omagh","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Scotland","Aberdeen City and Aberdeenshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Scotland","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Scotland","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Scotland","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Scotland","Clackmannanshire and Fife","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Scotland","Clackmannanshire and Fife","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Scotland","East Lothian and Midlothian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Scotland","East Lothian and Midlothian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Scotland","Glasgow City","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Scotland","Glasgow City","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South East (England)","Berkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South East (England)","Berkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South East (England)","Buckinghamshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South East (England)","Buckinghamshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South East (England)","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South East (England)","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South East (England)","Medway","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South East (England)","Medway","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South East (England)","Oxfordshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South East (England)","Oxfordshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South East (England)","Portsmouth","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South East (England)","Portsmouth","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South East (England)","South Hampshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South East (England)","South Hampshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South East (England)","Southampton","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South East (England)","Southampton","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South East (England)","West Surrey","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South East (England)","West Surrey","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South East (England)","West Sussex (North East)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South East (England)","West Sussex (North East)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South East (England)","West Sussex (South West)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South East (England)","West Sussex (South West)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South West (England)","Bristol, City of","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South West (England)","Bristol, City of","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South West (England)","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South West (England)","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South West (England)","Devon CC","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South West (England)","Devon CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South West (England)","Gloucestershire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South West (England)","Gloucestershire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South West (England)","Plymouth","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South West (England)","Plymouth","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South West (England)","Somerset CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South West (England)","Somerset CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South West (England)","Swindon","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South West (England)","Swindon","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South West (England)","Wiltshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","South West (England)","Wiltshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Wales","Cardiff and Vale of Glamorgan","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Wales","Cardiff and Vale of Glamorgan","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Wales","Central Valleys","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Wales","Central Valleys","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Wales","Conwy and Denbighshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Wales","Conwy and Denbighshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Wales","Gwent Valleys","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Wales","Gwent Valleys","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Wales","Monmouthshire and Newport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Wales","Monmouthshire and Newport","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Wales","South West Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Wales","South West Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Wales","Swansea","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Wales","Swansea","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","West Midlands (England)","Birmingham","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Policy","West Midlands (England)","Birmingham","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Policy","West Midlands (England)","Coventry","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Policy","West Midlands (England)","Coventry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","West Midlands (England)","Herefordshire, County of","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","West Midlands (England)","Herefordshire, County of","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","West Midlands (England)","Shropshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","West Midlands (England)","Shropshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","West Midlands (England)","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","West Midlands (England)","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","West Midlands (England)","Wolverhampton","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Policy","West Midlands (England)","Wolverhampton","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","West Midlands (England)","Worcestershire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","West Midlands (England)","Worcestershire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Yorkshire and The Humber","Calderdale and Kirklees","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Yorkshire and The Humber","Calderdale and Kirklees","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Yorkshire and The Humber","East Riding of Yorkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Yorkshire and The Humber","East Riding of Yorkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Yorkshire and The Humber","Leeds","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Yorkshire and The Humber","Leeds","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Yorkshire and The Humber","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Yorkshire and The Humber","North Yorkshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Yorkshire and The Humber","Sheffield","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Yorkshire and The Humber","Sheffield","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Yorkshire and The Humber","York","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Yorkshire and The Humber","York","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","East Midlands (England)","Leicestershire CC and Rutland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","East Midlands (England)","Leicestershire CC and Rutland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","East Midlands (England)","Lincolnshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","East Midlands (England)","Lincolnshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","East Midlands (England)","North Northamptonshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","East Midlands (England)","North Northamptonshire","Male","[c]","[c]","[c]","[c]"
