"Status","Year","Ethnicity","Function_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Black","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","SEO/HEO","Heterosexual / straight","200","195","38730","38460"
"In post","2023","Black","Human Resources","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Black","Human Resources","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Black","Human Resources","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Black","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Black","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Black","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","AA/AO","Heterosexual / straight","120","115","24190","24480"
"In post","2023","Black","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2023","Black","Legal","EO","Heterosexual / straight","140","135","29230","28430"
"In post","2023","Black","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","EO","Unknown","15","15","[c]","[c]"
"In post","2023","Black","Legal","G6/G7","Heterosexual / straight","220","220","58870","56530"
"In post","2023","Black","Legal","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Black","Legal","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Black","Legal","G6/G7","Unknown","35","35","61770","61200"
"In post","2023","Black","Legal","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Black","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","SEO/HEO","Heterosexual / straight","95","95","38110","38760"
"In post","2023","Black","Legal","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Black","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","AA/AO","Heterosexual / straight","2955","2760","26250","25480"
"In post","2023","Black","No function","AA/AO","LGBO","75","75","25750","25340"
"In post","2023","Black","No function","AA/AO","Undeclared","185","165","25680","25480"
"In post","2023","Black","No function","AA/AO","Unknown","295","260","26510","25480"
"In post","2023","Black","No function","EO","Heterosexual / straight","3325","3165","30380","30200"
"In post","2023","Black","No function","EO","LGBO","75","75","29980","29660"
"In post","2023","Black","No function","EO","Undeclared","190","175","30600","30540"
"In post","2023","Black","No function","EO","Unknown","335","305","31150","32520"
"In post","2023","Black","No function","G6/G7","Heterosexual / straight","560","550","59420","57350"
"In post","2023","Black","No function","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2023","Black","No function","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Black","No function","G6/G7","Unknown","30","30","[c]","[c]"
"In post","2023","Black","No function","SCS level","Heterosexual / straight","55","55","93130","85200"
"In post","2023","Black","No function","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","Black","No function","SEO/HEO","Heterosexual / straight","2170","2135","38940","38020"
"In post","2023","Black","No function","SEO/HEO","LGBO","55","55","39150","37520"
"In post","2023","Black","No function","SEO/HEO","Undeclared","110","105","39510","39450"
"In post","2023","Black","No function","SEO/HEO","Unknown","120","115","39590","39450"
"In post","2023","Black","No function","Unknown","Heterosexual / straight","1215","1165","31840","29300"
"In post","2023","Black","No function","Unknown","LGBO","20","20","[c]","[c]"
"In post","2023","Black","No function","Unknown","Undeclared","50","50","33690","33050"
"In post","2023","Black","No function","Unknown","Unknown","20","15","[c]","[c]"
"In post","2023","Black","Project Delivery","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Black","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","EO","Heterosexual / straight","75","70","30370","30560"
"In post","2023","Black","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","EO","Unknown","10","10","[c]","[c]"
"In post","2023","Black","Project Delivery","G6/G7","Heterosexual / straight","170","170","61200","61440"
"In post","2023","Black","Project Delivery","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Black","Project Delivery","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Black","Project Delivery","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","Black","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","SEO/HEO","Heterosexual / straight","355","355","39200","39460"
"In post","2023","Black","Project Delivery","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Black","Project Delivery","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Black","Project Delivery","SEO/HEO","Unknown","35","35","39500","39450"
"In post","2023","Black","Project Delivery","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Black","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Black","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","EO","Heterosexual / straight","35","30","29890","30400"
"In post","2023","Black","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Black","Property","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Black","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","SEO/HEO","Heterosexual / straight","80","80","39660","38320"
"In post","2023","Black","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Black","Property","SEO/HEO","Unknown","10","5","[c]","[c]"
"In post","2023","Black","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","AA/AO","Heterosexual / straight","65","60","26340","24380"
"In post","2023","Black","Security","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2023","Black","Security","EO","Heterosexual / straight","30","30","30780","31030"
"In post","2023","Black","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Black","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","SEO/HEO","Heterosexual / straight","50","50","40630","41740"
"In post","2023","Black","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Black","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","EO","Heterosexual / straight","50","50","29790","29100"
"In post","2023","Black","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Black","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2023","Black","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","SEO/HEO","Heterosexual / straight","90","90","39450","39150"
"In post","2023","Black","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","SEO/HEO","Unknown","30","30","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Mixed","Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Mixed","Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","G6/G7","Heterosexual / straight","65","60","59640","56540"
"In post","2023","Mixed","Analysis","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2023","Mixed","Analysis","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2023","Mixed","Analysis","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","SEO/HEO","Heterosexual / straight","115","115","38040","37760"
"In post","2023","Mixed","Analysis","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Mixed","Analysis","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Mixed","Analysis","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Mixed","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Mixed","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Mixed","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","G6/G7","Heterosexual / straight","30","30","69350","66270"
"In post","2023","Mixed","Commercial","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Mixed","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2023","Mixed","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","SEO/HEO","Heterosexual / straight","55","50","38970","38860"
"In post","2023","Mixed","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Mixed","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Mixed","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","G6/G7","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Mixed","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","SEO/HEO","Heterosexual / straight","50","50","39690","39450"
"In post","2023","Mixed","Communications","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Mixed","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","AA/AO","Heterosexual / straight","35","35","24430","25610"
"In post","2023","Mixed","Counter Fraud","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","EO","Heterosexual / straight","110","105","29790","28130"
"In post","2023","Mixed","Counter Fraud","EO","LGBO","15","15","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","G6/G7","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","SEO/HEO","Heterosexual / straight","60","60","38720","39150"
"In post","2023","Mixed","Counter Fraud","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Mixed","Debt","AA/AO","Heterosexual / straight","70","60","22470","22520"
"In post","2023","Mixed","Debt","AA/AO","LGBO","10","5","[c]","[c]"
"In post","2023","Mixed","Debt","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Debt","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2023","Mixed","Debt","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Mixed","Debt","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Debt","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Debt","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Debt","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Debt","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Debt","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Debt","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Debt","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Debt","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Debt","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Debt","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Debt","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Debt","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Debt","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Debt","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","EO","Heterosexual / straight","40","40","28480","28060"
"In post","2023","Mixed","Digital, Data & Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","G6/G7","Heterosexual / straight","95","95","57810","56430"
"In post","2023","Mixed","Digital, Data & Technology","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","SEO/HEO","Heterosexual / straight","155","155","38270","37440"
"In post","2023","Mixed","Digital, Data & Technology","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Mixed","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","EO","Heterosexual / straight","30","30","27990","27140"
"In post","2023","Mixed","Finance","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Mixed","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","G6/G7","Heterosexual / straight","50","50","61100","58570"
"In post","2023","Mixed","Finance","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2023","Mixed","Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","G6/G7","Unknown","5","5","[c]","[c]"
