"Status","Year","Function_of_post","Organisation","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Counter Fraud","Driver and Vehicle Standards Agency","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Driver and Vehicle Standards Agency","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Driver and Vehicle Standards Agency","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Driver and Vehicle Standards Agency","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Driver and Vehicle Standards Agency","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Driver and Vehicle Standards Agency","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Driver and Vehicle Standards Agency","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Driver and Vehicle Standards Agency","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Driver and Vehicle Standards Agency","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Driver and Vehicle Standards Agency","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Driver and Vehicle Standards Agency","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Driver and Vehicle Standards Agency","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","South East (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","West Midlands (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","Yorkshire and The Humber","SEO/HEO","10","10","35380","38100"
"In post","2023","Counter Fraud","HM Courts and Tribunals Service","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","HM Land Registry","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","HM Land Registry","South West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","East Midlands (England)","AA/AO","30","25","22520","22520"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","East Midlands (England)","EO","180","175","28190","28130"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","East Midlands (England)","G6/G7","75","75","61690","57970"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","East Midlands (England)","SEO/HEO","325","310","37410","35000"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","East of England","AA/AO","115","100","22520","22520"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","East of England","EO","125","115","28430","28130"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","East of England","G6/G7","10","10","62690","57970"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","East of England","SEO/HEO","110","105","36750","35000"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","London","AA/AO","130","120","26690","26920"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","London","EO","750","720","32730","32540"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","London","G6/G7","245","230","67820","65230"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","London","SCS level","10","10","88360","84160"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","London","SEO/HEO","1025","995","41900","39790"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","North East (England)","AA/AO","35","30","22520","22520"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","North East (England)","EO","225","215","28140","28130"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","North East (England)","G6/G7","75","70","59740","57970"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","North East (England)","SEO/HEO","300","285","37170","35000"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","North West (England)","AA/AO","140","125","22520","22520"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","North West (England)","EO","645","610","28270","28130"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","North West (England)","G6/G7","235","225","60780","57970"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","North West (England)","SCS level","5","5","[c]","[c]"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","North West (England)","SEO/HEO","770","730","37390","35000"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Northern Ireland","AA/AO","35","30","22520","22520"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Northern Ireland","EO","170","165","28250","28130"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Northern Ireland","G6/G7","35","35","59860","57970"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Northern Ireland","SEO/HEO","205","195","37410","35000"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Scotland","AA/AO","75","65","22520","22520"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Scotland","EO","365","330","28540","28130"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Scotland","G6/G7","80","75","59820","57970"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Scotland","SEO/HEO","375","355","37020","35000"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","South East (England)","AA/AO","25","20","23100","22520"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","South East (England)","EO","160","150","29030","28130"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","South East (England)","G6/G7","30","30","62040","58080"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","South East (England)","SEO/HEO","170","160","38130","36620"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","South West (England)","AA/AO","20","15","22520","22520"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","South West (England)","EO","130","125","28380","28130"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","South West (England)","G6/G7","75","70","61100","57970"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","South West (England)","SEO/HEO","165","155","37390","35000"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Wales","AA/AO","35","25","22520","22520"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Wales","EO","145","140","28240","28130"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Wales","G6/G7","45","45","59090","57970"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Wales","SEO/HEO","205","195","36640","35000"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","West Midlands (England)","AA/AO","65","55","22520","22520"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","West Midlands (England)","EO","260","245","28310","28130"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","West Midlands (England)","G6/G7","70","60","60610","57970"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","West Midlands (England)","SEO/HEO","310","290","37270","35000"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","AA/AO","90","75","22520","22520"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","EO","290","275","28300","28130"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","G6/G7","90","90","61270","57970"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","SEO/HEO","355","345","37340","35000"
"In post","2023","Counter Fraud","Home Office","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Home Office","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Defence (excl. agencies)","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Defence (excl. agencies)","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Defence (excl. agencies)","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Defence (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Defence (excl. agencies)","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Defence (excl. agencies)","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Justice (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Justice (excl. agencies)","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Justice (excl. agencies)","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","National Savings and Investments","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","National Savings and Investments","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Planning Inspectorate","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Serious Fraud Office","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Serious Fraud Office","London","EO","45","45","27920","27010"
"In post","2023","Counter Fraud","Serious Fraud Office","London","G6/G7","75","75","66690","67530"
"In post","2023","Counter Fraud","Serious Fraud Office","London","SCS level","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Serious Fraud Office","London","SEO/HEO","105","100","39740","40000"
"In post","2023","Counter Fraud","The Insolvency Service","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","The Insolvency Service","East Midlands (England)","SEO/HEO","15","15","38230","37140"
"In post","2023","Counter Fraud","The Insolvency Service","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","The Insolvency Service","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Counter Fraud","The Insolvency Service","London","SEO/HEO","50","50","42160","41630"
"In post","2023","Counter Fraud","The Insolvency Service","North East (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","The Insolvency Service","North West (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Counter Fraud","The Insolvency Service","North West (England)","SEO/HEO","65","60","39080","38980"
"In post","2023","Counter Fraud","The Insolvency Service","Scotland","SEO/HEO","10","10","38690","36350"
"In post","2023","Counter Fraud","The Insolvency Service","South East (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Counter Fraud","The Insolvency Service","South West (England)","SEO/HEO","15","15","39530","39970"
"In post","2023","Counter Fraud","The Insolvency Service","Wales","SEO/HEO","10","5","[c]","[c]"
"In post","2023","Counter Fraud","The Insolvency Service","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","The Insolvency Service","West Midlands (England)","SEO/HEO","25","25","38150","36270"
"In post","2023","Counter Fraud","The Insolvency Service","Yorkshire and The Humber","SEO/HEO","20","20","40550","40280"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","East Midlands (England)","AA/AO","200","165","21680","21690"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","East Midlands (England)","EO","30","25","28070","28120"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","East Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","East of England","AA/AO","95","75","24970","25610"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","East of England","EO","20","20","32160","32520"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","London","AA/AO","10","10","25610","25610"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","North East (England)","AA/AO","330","280","21650","21690"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","North East (England)","EO","55","45","28120","28120"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","North East (England)","SEO/HEO","15","15","34490","34170"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","North West (England)","AA/AO","235","205","21640","21690"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","North West (England)","EO","35","35","28020","28120"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","North West (England)","SEO/HEO","15","15","34470","34170"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","Scotland","AA/AO","135","120","21650","21690"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","Scotland","EO","25","20","28120","28120"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","South West (England)","AA/AO","115","95","21680","21690"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","South West (England)","EO","20","20","27970","28120"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","Wales","AA/AO","70","65","21680","21690"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","Wales","EO","10","10","28120","28120"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","West Midlands (England)","AA/AO","545","475","21660","21690"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","West Midlands (England)","EO","90","80","28000","28120"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","West Midlands (England)","SEO/HEO","20","20","34170","34170"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","AA/AO","395","330","21650","21690"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","EO","90","75","27970","28120"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","SEO/HEO","35","30","34600","34170"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","East Midlands (England)","AA/AO","365","335","22800","22520"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","East Midlands (England)","EO","50","50","28350","28120"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","East Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","East of England","AA/AO","15","15","22520","22520"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","East of England","EO","15","15","29120","29730"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","London","AA/AO","425","380","26770","26920"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","London","EO","155","140","32710","32540"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","London","SEO/HEO","30","30","42360","42060"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","North East (England)","AA/AO","515","470","22520","22520"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","North East (England)","EO","95","90","28060","27890"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","North East (England)","SEO/HEO","15","15","37870","35000"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","North West (England)","AA/AO","320","295","22520","22520"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","North West (England)","EO","85","85","28360","28130"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","North West (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","North West (England)","SEO/HEO","35","35","38190","36740"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","Northern Ireland","EO","10","10","28400","28130"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","Scotland","AA/AO","1050","955","22520","22520"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","Scotland","EO","200","185","28350","28130"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","Scotland","G6/G7","10","10","59270","56870"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","Scotland","SEO/HEO","70","65","37280","35000"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","South East (England)","AA/AO","25","20","24250","22520"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","South East (England)","EO","40","35","29740","29730"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","South East (England)","SEO/HEO","15","10","38480","36990"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","South West (England)","EO","15","15","29080","29730"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","Wales","AA/AO","260","240","22520","22520"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","Wales","EO","130","130","28070","28130"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","Wales","G6/G7","5","5","[c]","[c]"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","Wales","SEO/HEO","35","35","36390","35000"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","West Midlands (England)","AA/AO","465","425","22520","22520"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","West Midlands (England)","EO","75","70","28460","28130"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","West Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","West Midlands (England)","SEO/HEO","30","30","37650","35000"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","AA/AO","355","325","22520","22520"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","EO","120","110","28200","28130"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","G6/G7","5","5","[c]","[c]"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","SEO/HEO","40","35","36580","35000"
"In post","2023","Debt","Health and Safety Executive","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Health and Safety Executive","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Health and Safety Executive","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","UK Export Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Active Travel England","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","London","EO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","London","G6/G7","10","10","64490","61780"
"In post","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","London","SEO/HEO","20","20","46890","49240"
"In post","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","North East (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Animal and Plant Health Agency","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Animal and Plant Health Agency","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Animal and Plant Health Agency","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Animal and Plant Health Agency","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Animal and Plant Health Agency","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Animal and Plant Health Agency","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Animal and Plant Health Agency","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Animal and Plant Health Agency","West Midlands (England)","EO","10","10","26140","25920"
"In post","2023","Digital, Data & Technology","Animal and Plant Health Agency","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Animal and Plant Health Agency","West Midlands (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Building Digital UK","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Building Digital UK","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Building Digital UK","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Building Digital UK","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Building Digital UK","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","East of England","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","London","EO","35","35","28720","28370"
"In post","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","London","G6/G7","515","500","59970","56430"
"In post","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","London","SCS level","35","35","104630","98000"
"In post","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","London","SEO/HEO","200","200","39500","41410"
"In post","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","North East (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","North East (England)","SEO/HEO","15","15","34730","33020"
"In post","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","North West (England)","EO","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","North West (England)","G6/G7","75","75","53950","51290"
