"Status","Year","Organisation","Region_ITL2","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Ministry of Justice (excl. agencies)","Lancashire","Blackpool","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Lancashire","Blackpool","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Lancashire","Chorley and West Lancashire","Female","20","20","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Lancashire","Chorley and West Lancashire","Male","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Lancashire","East Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Lancashire","East Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Lancashire","Lancaster and Wyre","Female","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Lancashire","Lancaster and Wyre","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Lancashire","Mid Lancashire","Female","20","20","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Lancashire","Mid Lancashire","Male","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Leicester","Female","15","15","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Leicester","Male","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Female","45","45","27730","25830"
"In post","2023","Ministry of Justice (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Male","20","20","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Female","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Lincolnshire","Lincolnshire CC","Female","15","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Lincolnshire","Lincolnshire CC","Male","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Merseyside","East Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Merseyside","East Merseyside","Male","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Merseyside","Liverpool","Female","50","50","39760","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Merseyside","Liverpool","Male","50","50","39280","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Merseyside","Sefton","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Merseyside","Sefton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Merseyside","Wirral","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Merseyside","Wirral","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","North Eastern Scotland","Aberdeen City and Aberdeenshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","North Eastern Scotland","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","North Yorkshire","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","North Yorkshire","North Yorkshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","North Yorkshire","York","Female","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","North Yorkshire","York","Male","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Northumberland, and Tyne and Wear","Northumberland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Northumberland, and Tyne and Wear","Northumberland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Northumberland, and Tyne and Wear","Sunderland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Northumberland, and Tyne and Wear","Sunderland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Northumberland, and Tyne and Wear","Tyneside","Female","55","50","42010","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Northumberland, and Tyne and Wear","Tyneside","Male","45","45","37860","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Outer London - East and North East","Barking & Dagenham and Havering","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Outer London - East and North East","Barking & Dagenham and Havering","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Outer London - East and North East","Bexley and Greenwich","Female","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Outer London - East and North East","Bexley and Greenwich","Male","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Outer London - East and North East","Redbridge and Waltham Forest","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Outer London - East and North East","Redbridge and Waltham Forest","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Outer London - South","Croydon","Female","60","55","50380","43990"
"In post","2023","Ministry of Justice (excl. agencies)","Outer London - South","Croydon","Male","25","25","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Outer London - South","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Outer London - South","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Outer London - West and North West","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Outer London - West and North West","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Outer London - West and North West","Hounslow and Richmond upon Thames","Female","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Outer London - West and North West","Hounslow and Richmond upon Thames","Male","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Shropshire and Staffordshire","Shropshire","Female","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Shropshire and Staffordshire","Shropshire","Male","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Shropshire and Staffordshire","Staffordshire CC","Female","120","115","30730","25830"
"In post","2023","Ministry of Justice (excl. agencies)","Shropshire and Staffordshire","Staffordshire CC","Male","80","80","30810","26350"
"In post","2023","Ministry of Justice (excl. agencies)","Shropshire and Staffordshire","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Shropshire and Staffordshire","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Shropshire and Staffordshire","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Shropshire and Staffordshire","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","South Yorkshire","Barnsley, Doncaster and Rotherham","Female","15","15","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","South Yorkshire","Barnsley, Doncaster and Rotherham","Male","10","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","South Yorkshire","Sheffield","Female","65","65","46980","51770"
"In post","2023","Ministry of Justice (excl. agencies)","South Yorkshire","Sheffield","Male","85","85","50200","51770"
"In post","2023","Ministry of Justice (excl. agencies)","Surrey, East and West Sussex","Brighton and Hove","Female","20","20","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Surrey, East and West Sussex","Brighton and Hove","Male","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Surrey, East and West Sussex","East Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Surrey, East and West Sussex","East Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Surrey, East and West Sussex","East Sussex CC","Female","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Surrey, East and West Sussex","East Sussex CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Surrey, East and West Sussex","West Surrey","Female","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Surrey, East and West Sussex","West Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Surrey, East and West Sussex","West Sussex (South West)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Surrey, East and West Sussex","West Sussex (South West)","Male","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Tees Valley and Durham","Darlington","Female","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Tees Valley and Durham","Darlington","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Tees Valley and Durham","Durham","Female","35","35","37350","32880"
"In post","2023","Ministry of Justice (excl. agencies)","Tees Valley and Durham","Durham","Male","15","15","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Female","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Male","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Tees Valley and Durham","South Teesside","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Tees Valley and Durham","South Teesside","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Unknown","Unknown","Male","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","West Central Scotland","Glasgow City","Female","25","20","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","West Central Scotland","Glasgow City","Male","55","55","42210","38160"
"In post","2023","Ministry of Justice (excl. agencies)","West Midlands","Birmingham","Female","100","95","41080","37680"
"In post","2023","Ministry of Justice (excl. agencies)","West Midlands","Birmingham","Male","105","105","43880","37680"
"In post","2023","Ministry of Justice (excl. agencies)","West Midlands","Coventry","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","West Midlands","Coventry","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","West Midlands","Dudley","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","West Midlands","Dudley","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","West Midlands","Walsall","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","West Midlands","Walsall","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","West Midlands","Wolverhampton","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","West Midlands","Wolverhampton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","West Wales and The Valleys","Bridgend and Neath Port Talbot","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","West Wales and The Valleys","Bridgend and Neath Port Talbot","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","West Wales and The Valleys","Central Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","West Wales and The Valleys","Central Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","West Wales and The Valleys","Gwent Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","West Wales and The Valleys","Gwent Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","West Wales and The Valleys","Gwynedd","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","West Wales and The Valleys","Gwynedd","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","West Wales and The Valleys","South West Wales","Female","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","West Wales and The Valleys","South West Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","West Wales and The Valleys","Swansea","Female","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","West Wales and The Valleys","Swansea","Male","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","West Yorkshire","Bradford","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","West Yorkshire","Bradford","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","West Yorkshire","Calderdale and Kirklees","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","West Yorkshire","Calderdale and Kirklees","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","West Yorkshire","Leeds","Female","290","285","37730","37680"
"In post","2023","Ministry of Justice (excl. agencies)","West Yorkshire","Leeds","Male","195","195","40230","37680"
"In post","2023","Ministry of Justice (excl. agencies)","West Yorkshire","Wakefield","Female","25","20","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","West Yorkshire","Wakefield","Male","10","10","[c]","[c]"
"In post","2023","National Crime Agency","Bedfordshire and Hertfordshire","Bedford","Female","20","15","[c]","[c]"
"In post","2023","National Crime Agency","Bedfordshire and Hertfordshire","Bedford","Male","15","15","[c]","[c]"
"In post","2023","National Crime Agency","Bedfordshire and Hertfordshire","Hertfordshire CC","Female","35","35","40140","38310"
"In post","2023","National Crime Agency","Bedfordshire and Hertfordshire","Hertfordshire CC","Male","50","50","42990","41910"
"In post","2023","National Crime Agency","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Female","50","50","39840","39630"
"In post","2023","National Crime Agency","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Male","70","70","46310","45700"
"In post","2023","National Crime Agency","Cheshire","Warrington","Female","620","595","38740","38310"
"In post","2023","National Crime Agency","Cheshire","Warrington","Male","620","615","40740","38640"
"In post","2023","National Crime Agency","Derbyshire and Nottinghamshire","Nottingham","Female","20","20","[c]","[c]"
"In post","2023","National Crime Agency","Derbyshire and Nottinghamshire","Nottingham","Male","30","30","42730","40030"
"In post","2023","National Crime Agency","Derbyshire and Nottinghamshire","South Nottinghamshire","Female","10","10","[c]","[c]"
"In post","2023","National Crime Agency","Derbyshire and Nottinghamshire","South Nottinghamshire","Male","15","15","[c]","[c]"
"In post","2023","National Crime Agency","Devon","Devon CC","Female","25","20","[c]","[c]"
"In post","2023","National Crime Agency","Devon","Devon CC","Male","30","30","40370","38590"
"In post","2023","National Crime Agency","East Anglia","Norwich and East Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","East Anglia","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","East Anglia","Suffolk CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","East Anglia","Suffolk CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Female","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Male","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Essex","Heart of Essex","Female","20","20","[c]","[c]"
"In post","2023","National Crime Agency","Essex","Heart of Essex","Male","25","25","[c]","[c]"
"In post","2023","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","225","210","37370","36040"
"In post","2023","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","185","185","42560","40340"
"In post","2023","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Female","5","5","[c]","[c]"
"In post","2023","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Male","5","5","[c]","[c]"
"In post","2023","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Female","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Male","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Greater Manchester","Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Greater Manchester","Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Hampshire and Isle of Wight","Central Hampshire","Female","25","25","[c]","[c]"
"In post","2023","National Crime Agency","Hampshire and Isle of Wight","Central Hampshire","Male","40","40","40770","38310"
"In post","2023","National Crime Agency","Inner London - East","Lambeth","Female","705","675","45080","42240"
"In post","2023","National Crime Agency","Inner London - East","Lambeth","Male","765","760","49530","45700"
"In post","2023","National Crime Agency","Kent","East Kent","Female","35","35","37480","36440"
"In post","2023","National Crime Agency","Kent","East Kent","Male","40","40","40000","37840"
"In post","2023","National Crime Agency","Kent","Medway","Female","40","40","42750","41910"
"In post","2023","National Crime Agency","Kent","Medway","Male","90","90","46180","45230"
"In post","2023","National Crime Agency","Lancashire","Chorley and West Lancashire","Female","30","30","38870","36040"
"In post","2023","National Crime Agency","Lancashire","Chorley and West Lancashire","Male","40","40","41040","38310"
"In post","2023","National Crime Agency","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Female","35","35","37090","36350"
"In post","2023","National Crime Agency","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Male","55","55","40840","40440"
"In post","2023","National Crime Agency","Lincolnshire","Lincolnshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Lincolnshire","Lincolnshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Merseyside","Liverpool","Female","10","10","[c]","[c]"
"In post","2023","National Crime Agency","Merseyside","Liverpool","Male","10","10","[c]","[c]"
"In post","2023","National Crime Agency","North Yorkshire","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","North Yorkshire","North Yorkshire CC","Male","10","10","[c]","[c]"
"In post","2023","National Crime Agency","Northern Ireland","Belfast","Female","55","55","41320","38640"
"In post","2023","National Crime Agency","Northern Ireland","Belfast","Male","80","75","42270","38310"
"In post","2023","National Crime Agency","Northumberland, and Tyne and Wear","Sunderland","Female","40","40","37030","36080"
"In post","2023","National Crime Agency","Northumberland, and Tyne and Wear","Sunderland","Male","65","65","40390","38310"
"In post","2023","National Crime Agency","Outer London - South","Bromley","Female","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Outer London - South","Bromley","Male","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Outer London - South","Merton, Kingston upon Thames and Sutton","Female","30","30","41240","41910"
"In post","2023","National Crime Agency","Outer London - South","Merton, Kingston upon Thames and Sutton","Male","65","65","44190","41910"
"In post","2023","National Crime Agency","Overseas","Overseas","Female","20","20","[c]","[c]"
"In post","2023","National Crime Agency","Overseas","Overseas","Male","105","105","48990","47380"
"In post","2023","National Crime Agency","Shropshire and Staffordshire","Staffordshire CC","Female","15","15","[c]","[c]"
"In post","2023","National Crime Agency","Shropshire and Staffordshire","Staffordshire CC","Male","20","20","[c]","[c]"
"In post","2023","National Crime Agency","South Yorkshire","Sheffield","Female","45","45","38210","36040"
"In post","2023","National Crime Agency","South Yorkshire","Sheffield","Male","40","35","39160","38310"
"In post","2023","National Crime Agency","Surrey, East and West Sussex","West Sussex (North East)","Female","30","30","42210","41910"
"In post","2023","National Crime Agency","Surrey, East and West Sussex","West Sussex (North East)","Male","50","50","44340","42130"
"In post","2023","National Crime Agency","Tees Valley and Durham","Darlington","Female","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Tees Valley and Durham","Darlington","Male","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Unknown","Unknown","Female","45","40","43680","42520"
"In post","2023","National Crime Agency","Unknown","Unknown","Male","60","60","49710","48410"
"In post","2023","National Crime Agency","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Female","20","20","[c]","[c]"
"In post","2023","National Crime Agency","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Male","35","35","42400","42110"
"In post","2023","National Crime Agency","West Midlands","Birmingham","Female","205","195","37840","38310"
"In post","2023","National Crime Agency","West Midlands","Birmingham","Male","250","245","43270","40330"
"In post","2023","National Crime Agency","West Midlands","Coventry","Female","10","10","[c]","[c]"
"In post","2023","National Crime Agency","West Midlands","Coventry","Male","20","20","[c]","[c]"
"In post","2023","National Crime Agency","West Wales and The Valleys","Bridgend and Neath Port Talbot","Female","25","25","[c]","[c]"
"In post","2023","National Crime Agency","West Wales and The Valleys","Bridgend and Neath Port Talbot","Male","40","40","43890","41700"
"In post","2023","National Crime Agency","West Yorkshire","Wakefield","Female","60","60","39220","38310"
"In post","2023","National Crime Agency","West Yorkshire","Wakefield","Male","100","95","43700","42250"
"In post","2023","National Infrastructure Commission","Inner London - West","Camden and City of London","Female","25","20","[c]","[c]"
"In post","2023","National Infrastructure Commission","Inner London - West","Camden and City of London","Male","25","25","[c]","[c]"
"In post","2023","National Infrastructure Commission","West Yorkshire","Leeds","Female","[c]","[c]","[c]","[c]"
"In post","2023","National Infrastructure Commission","West Yorkshire","Leeds","Male","[c]","[c]","[c]","[c]"
"In post","2023","National Records of Scotland","Eastern Scotland","City of Edinburgh","Female","230","210","38770","35530"
"In post","2023","National Records of Scotland","Eastern Scotland","City of Edinburgh","Male","210","205","38110","34450"
"In post","2023","National Records of Scotland","Eastern Scotland","East Lothian and Midlothian","Female","[c]","[c]","[c]","[c]"
"In post","2023","National Records of Scotland","Eastern Scotland","East Lothian and Midlothian","Male","[c]","[c]","[c]","[c]"
"In post","2023","National Records of Scotland","Southern Scotland","Dumfries and Galloway","Female","15","15","[c]","[c]"
"In post","2023","National Records of Scotland","Southern Scotland","Dumfries and Galloway","Male","[c]","[c]","[c]","[c]"
"In post","2023","National Records of Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","Female","[c]","[c]","[c]","[c]"
"In post","2023","National Records of Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","Male","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Inner London - West","Westminster","Female","70","65","49480","46560"
"In post","2023","National Savings and Investments","Inner London - West","Westminster","Male","80","80","59190","54500"
"In post","2023","National Savings and Investments","Lancashire","Mid Lancashire","Female","10","10","[c]","[c]"
"In post","2023","National Savings and Investments","Lancashire","Mid Lancashire","Male","15","15","[c]","[c]"
"In post","2023","National Savings and Investments","Tees Valley and Durham","Durham","Female","10","10","[c]","[c]"
"In post","2023","National Savings and Investments","Tees Valley and Durham","Durham","Male","15","15","[c]","[c]"
"In post","2023","National Savings and Investments","West Central Scotland","Glasgow City","Female","10","10","[c]","[c]"
"In post","2023","National Savings and Investments","West Central Scotland","Glasgow City","Male","5","5","[c]","[c]"
"In post","2023","Northern Ireland Office","Inner London - West","Westminster","Female","45","45","54350","55720"
"In post","2023","Northern Ireland Office","Inner London - West","Westminster","Male","45","45","55820","43650"
"In post","2023","Northern Ireland Office","Northern Ireland","Belfast","Female","40","40","36210","37680"
"In post","2023","Northern Ireland Office","Northern Ireland","Belfast","Male","35","35","40720","37680"
"In post","2023","Office for Budget Responsibility","Inner London - West","Westminster","Female","20","20","[c]","[c]"
"In post","2023","Office for Budget Responsibility","Inner London - West","Westminster","Male","25","25","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Bedfordshire and Hertfordshire","Bedford","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Bedfordshire and Hertfordshire","Bedford","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Bedfordshire and Hertfordshire","Central Bedfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Bedfordshire and Hertfordshire","Central Bedfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Bedfordshire and Hertfordshire","Hertfordshire CC","Female","15","15","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Bedfordshire and Hertfordshire","Hertfordshire CC","Male","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Bedfordshire and Hertfordshire","Luton","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Bedfordshire and Hertfordshire","Luton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Female","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Male","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Female","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Female","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Cheshire","Cheshire East","Female","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Cheshire","Cheshire East","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Cheshire","Cheshire West and Chester","Female","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Cheshire","Cheshire West and Chester","Male","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Cheshire","Warrington","Female","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Cheshire","Warrington","Male","[c]","[c]","[c]","[c]"
