"Status","Year","Organisation","Profession_of_post","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Ministry of Defence (excl. agencies)","Science and Engineering","West Midlands (England)","SEO/HEO","15","15","40230","41200"
"In post","2023","Ministry of Defence (excl. agencies)","Science and Engineering","Yorkshire and The Humber","AA/AO","25","25","22000","21600"
"In post","2023","Ministry of Defence (excl. agencies)","Science and Engineering","Yorkshire and The Humber","EO","45","45","28590","28950"
"In post","2023","Ministry of Defence (excl. agencies)","Science and Engineering","Yorkshire and The Humber","SEO/HEO","10","10","39050","37300"
"In post","2023","Ministry of Defence (excl. agencies)","Security","East Midlands (England)","AA/AO","95","95","30640","28560"
"In post","2023","Ministry of Defence (excl. agencies)","Security","East Midlands (England)","EO","10","10","37760","42670"
"In post","2023","Ministry of Defence (excl. agencies)","Security","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Security","East of England","AA/AO","305","300","30370","26560"
"In post","2023","Ministry of Defence (excl. agencies)","Security","East of England","EO","85","85","36660","35010"
"In post","2023","Ministry of Defence (excl. agencies)","Security","East of England","G6/G7","15","15","71430","64640"
"In post","2023","Ministry of Defence (excl. agencies)","Security","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Security","East of England","SEO/HEO","120","120","45270","42990"
"In post","2023","Ministry of Defence (excl. agencies)","Security","London","AA/AO","200","195","30380","25060"
"In post","2023","Ministry of Defence (excl. agencies)","Security","London","EO","60","60","37010","34800"
"In post","2023","Ministry of Defence (excl. agencies)","Security","London","G6/G7","35","35","64690","61440"
"In post","2023","Ministry of Defence (excl. agencies)","Security","London","SCS level","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Security","London","SEO/HEO","100","100","43260","41400"
"In post","2023","Ministry of Defence (excl. agencies)","Security","North East (England)","AA/AO","20","20","21430","21380"
"In post","2023","Ministry of Defence (excl. agencies)","Security","North East (England)","EO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Security","North West (England)","AA/AO","160","155","26380","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Security","North West (England)","EO","20","20","35660","28190"
"In post","2023","Ministry of Defence (excl. agencies)","Security","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Security","North West (England)","SEO/HEO","10","10","42050","41200"
"In post","2023","Ministry of Defence (excl. agencies)","Security","Northern Ireland","AA/AO","350","345","22180","22130"
"In post","2023","Ministry of Defence (excl. agencies)","Security","Northern Ireland","EO","20","20","29100","28220"
"In post","2023","Ministry of Defence (excl. agencies)","Security","Northern Ireland","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Security","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Security","Overseas","EO","10","10","34350","34870"
"In post","2023","Ministry of Defence (excl. agencies)","Security","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Security","Overseas","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Security","Scotland","AA/AO","1170","1125","30810","27480"
"In post","2023","Ministry of Defence (excl. agencies)","Security","Scotland","EO","135","130","39330","40880"
"In post","2023","Ministry of Defence (excl. agencies)","Security","Scotland","G6/G7","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Security","Scotland","SEO/HEO","60","60","46380","45720"
"In post","2023","Ministry of Defence (excl. agencies)","Security","South East (England)","AA/AO","1160","1145","31080","28410"
"In post","2023","Ministry of Defence (excl. agencies)","Security","South East (England)","EO","175","175","40030","46460"
"In post","2023","Ministry of Defence (excl. agencies)","Security","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Security","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Security","South East (England)","SEO/HEO","105","105","45660","41200"
"In post","2023","Ministry of Defence (excl. agencies)","Security","South West (England)","AA/AO","880","860","27550","24430"
"In post","2023","Ministry of Defence (excl. agencies)","Security","South West (England)","EO","145","145","32490","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Security","South West (England)","G6/G7","20","20","60620","56180"
"In post","2023","Ministry of Defence (excl. agencies)","Security","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Security","South West (England)","SEO/HEO","85","85","41000","39300"
"In post","2023","Ministry of Defence (excl. agencies)","Security","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Security","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Security","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Security","Wales","AA/AO","115","115","22350","21380"
"In post","2023","Ministry of Defence (excl. agencies)","Security","Wales","EO","15","15","27770","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Security","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Security","Wales","SEO/HEO","15","15","37960","35610"
"In post","2023","Ministry of Defence (excl. agencies)","Security","West Midlands (England)","AA/AO","210","205","28230","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Security","West Midlands (England)","EO","30","30","32590","27620"
"In post","2023","Ministry of Defence (excl. agencies)","Security","West Midlands (England)","SEO/HEO","15","15","38010","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Security","Yorkshire and The Humber","AA/AO","285","275","31480","28560"
"In post","2023","Ministry of Defence (excl. agencies)","Security","Yorkshire and The Humber","EO","30","30","40630","45720"
"In post","2023","Ministry of Defence (excl. agencies)","Security","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Security","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Security","Yorkshire and The Humber","SEO/HEO","10","10","53820","58620"
"In post","2023","Ministry of Defence (excl. agencies)","Statistics","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Statistics","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Statistics","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Statistics","East of England","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Statistics","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Statistics","London","EO","15","15","30760","30950"
"In post","2023","Ministry of Defence (excl. agencies)","Statistics","London","G6/G7","30","30","62310","63220"
"In post","2023","Ministry of Defence (excl. agencies)","Statistics","London","SCS level","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Statistics","London","SEO/HEO","85","85","43170","42110"
"In post","2023","Ministry of Defence (excl. agencies)","Statistics","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Statistics","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Statistics","South East (England)","EO","15","15","29550","29300"
"In post","2023","Ministry of Defence (excl. agencies)","Statistics","South East (England)","G6/G7","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Statistics","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Statistics","South East (England)","SEO/HEO","55","55","37740","36830"
"In post","2023","Ministry of Defence (excl. agencies)","Statistics","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Statistics","South West (England)","EO","15","15","28580","28580"
"In post","2023","Ministry of Defence (excl. agencies)","Statistics","South West (England)","G6/G7","15","15","60970","59180"
"In post","2023","Ministry of Defence (excl. agencies)","Statistics","South West (England)","SEO/HEO","45","40","39120","37140"
"In post","2023","Ministry of Defence (excl. agencies)","Statistics","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Statistics","West Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Unknown","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Unknown","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Unknown","London","EO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Unknown","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Unknown","London","SEO/HEO","15","15","41430","39030"
"In post","2023","Ministry of Defence (excl. agencies)","Unknown","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Unknown","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Unknown","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Unknown","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Unknown","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Unknown","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Commercial","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Commercial","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Commercial","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Commercial","London","EO","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Commercial","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Commercial","London","SEO/HEO","90","90","42160","43650"
"In post","2023","Ministry of Justice (excl. agencies)","Commercial","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Commercial","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Commercial","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Commercial","North West (England)","SEO/HEO","10","10","36910","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Commercial","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Commercial","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Commercial","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Commercial","Wales","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Commercial","West Midlands (England)","AA/AO","20","20","21780","21780"
"In post","2023","Ministry of Justice (excl. agencies)","Commercial","West Midlands (England)","EO","30","30","26210","26320"
"In post","2023","Ministry of Justice (excl. agencies)","Commercial","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Commercial","West Midlands (England)","SEO/HEO","10","10","37090","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Commercial","Yorkshire and The Humber","EO","10","10","25900","25830"
"In post","2023","Ministry of Justice (excl. agencies)","Commercial","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Commercial","Yorkshire and The Humber","SEO/HEO","65","60","36140","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Communications","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Communications","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Communications","East Midlands (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Communications","London","EO","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Communications","London","G6/G7","40","40","60900","58620"
"In post","2023","Ministry of Justice (excl. agencies)","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Communications","London","SEO/HEO","95","95","41290","43650"
"In post","2023","Ministry of Justice (excl. agencies)","Communications","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Communications","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Communications","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Communications","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Communications","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Communications","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Communications","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Communications","Wales","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Communications","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Communications","West Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Communications","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Communications","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Counter Fraud","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Counter Fraud","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Counter Fraud","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","East Midlands (England)","G6/G7","30","30","56480","54320"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","East Midlands (England)","SEO/HEO","30","30","37490","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","East of England","G6/G7","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","East of England","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","EO","20","20","29670","29660"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","G6/G7","305","300","62560","60570"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","SCS level","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","SEO/HEO","235","235","41570","43650"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","North East (England)","G6/G7","10","10","55870","52460"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","North East (England)","SEO/HEO","30","30","34290","33930"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","North West (England)","EO","10","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","North West (England)","G6/G7","25","25","54100","51770"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","North West (England)","SEO/HEO","35","35","35070","34450"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Scotland","EO","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Scotland","G6/G7","25","25","53590","51770"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Scotland","SEO/HEO","15","15","37210","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","South East (England)","G6/G7","10","10","62700","61390"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","South East (England)","SEO/HEO","10","10","34930","35080"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","South West (England)","G6/G7","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","South West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Wales","G6/G7","15","15","56150","54310"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Wales","SEO/HEO","15","15","36200","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","West Midlands (England)","EO","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","West Midlands (England)","G6/G7","40","35","58640","57190"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","West Midlands (England)","SEO/HEO","50","50","35380","32960"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Yorkshire and The Humber","G6/G7","85","85","58410","56850"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Yorkshire and The Humber","SEO/HEO","50","50","37440","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Economics","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Economics","London","EO","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Economics","London","G6/G7","25","20","63680","62920"
"In post","2023","Ministry of Justice (excl. agencies)","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Economics","London","SEO/HEO","35","35","39040","35410"
"In post","2023","Ministry of Justice (excl. agencies)","Economics","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Economics","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Economics","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Economics","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","East Midlands (England)","EO","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","East Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","East Midlands (England)","SEO/HEO","20","20","37380","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","East of England","SEO/HEO","10","10","39190","41510"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","London","AA/AO","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","London","EO","35","35","29810","29660"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","London","G6/G7","80","80","63190","61530"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","London","SCS level","10","10","95110","86110"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","London","SEO/HEO","115","115","41740","43650"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","North East (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","North East (England)","SEO/HEO","15","15","35770","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","North West (England)","EO","10","10","26790","27170"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","North West (England)","G6/G7","15","15","59720","59000"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","North West (England)","SEO/HEO","25","25","38310","40690"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","South East (England)","EO","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","South East (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","South East (England)","SEO/HEO","20","20","39540","41510"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","South West (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","South West (England)","SEO/HEO","10","10","37780","40660"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","Wales","SEO/HEO","10","10","37190","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","West Midlands (England)","EO","15","10","26430","25830"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","West Midlands (England)","G6/G7","10","10","55830","53820"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","West Midlands (England)","SEO/HEO","30","30","37950","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","Yorkshire and The Humber","EO","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","Yorkshire and The Humber","G6/G7","10","10","59250","58530"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","Yorkshire and The Humber","SEO/HEO","35","35","36690","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Human Resources","East Midlands (England)","EO","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Human Resources","East Midlands (England)","G6/G7","10","10","57290","57340"
"In post","2023","Ministry of Justice (excl. agencies)","Human Resources","East Midlands (England)","SEO/HEO","50","50","35690","33280"
"In post","2023","Ministry of Justice (excl. agencies)","Human Resources","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Human Resources","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Human Resources","East of England","G6/G7","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Human Resources","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Human Resources","East of England","SEO/HEO","35","35","34190","31880"
"In post","2023","Ministry of Justice (excl. agencies)","Human Resources","London","EO","30","30","29980","29660"
"In post","2023","Ministry of Justice (excl. agencies)","Human Resources","London","G6/G7","85","85","63280","61490"
"In post","2023","Ministry of Justice (excl. agencies)","Human Resources","London","SCS level","10","10","90340","85940"
"In post","2023","Ministry of Justice (excl. agencies)","Human Resources","London","SEO/HEO","170","165","40230","39000"
"In post","2023","Ministry of Justice (excl. agencies)","Human Resources","London","Unknown","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Human Resources","North East (England)","EO","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Human Resources","North East (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Human Resources","North East (England)","SEO/HEO","35","35","34510","32620"
"In post","2023","Ministry of Justice (excl. agencies)","Human Resources","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Human Resources","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Human Resources","North West (England)","EO","15","15","25930","25830"
