"Status","Year","Ethnicity","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Undeclared","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Gas and Electricity Markets","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Undeclared","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Gas and Electricity Markets","Undeclared","25","25","[c]","[c]"
"In post","2023","Undeclared","Office of Gas and Electricity Markets","Unknown","35","35","48670","41980"
"In post","2023","Undeclared","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","Undeclared","10","10","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","Unknown","10","10","[c]","[c]"
"In post","2023","Undeclared","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Government","Heterosexual / straight","135","125","39440","37060"
"In post","2023","Undeclared","Scottish Government","LGBO","10","10","[c]","[c]"
"In post","2023","Undeclared","Scottish Government","Undeclared","255","240","46300","41640"
"In post","2023","Undeclared","Scottish Government","Unknown","245","225","37790","37060"
"In post","2023","Undeclared","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","Undeclared","10","10","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","Undeclared","60","55","39430","34370"
"In post","2023","Undeclared","UK Statistics Authority","Unknown","10","10","[c]","[c]"
"In post","2023","Undeclared","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Water Services Regulation Authority","Undeclared","10","10","[c]","[c]"
"In post","2023","Undeclared","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Welsh Government","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Undeclared","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Welsh Government","Undeclared","215","205","45920","43660"
"In post","2023","Undeclared","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Attorney General's Departments","Heterosexual / straight","145","140","43110","38760"
"In post","2023","Unknown","Attorney General's Departments","LGBO","15","10","[c]","[c]"
"In post","2023","Unknown","Attorney General's Departments","Undeclared","15","15","[c]","[c]"
"In post","2023","Unknown","Attorney General's Departments","Unknown","845","785","50710","52790"
"In post","2023","Unknown","Cabinet Office","Heterosexual / straight","55","50","49380","44320"
"In post","2023","Unknown","Cabinet Office","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","Cabinet Office","Undeclared","10","10","[c]","[c]"
"In post","2023","Unknown","Cabinet Office","Unknown","1210","1185","48400","41870"
"In post","2023","Unknown","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Chancellor's other departments","Unknown","15","15","[c]","[c]"
"In post","2023","Unknown","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Charity Commission","Unknown","105","105","35340","30170"
"In post","2023","Unknown","Competition and Markets Authority","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Unknown","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Competition and Markets Authority","Undeclared","5","5","[c]","[c]"
"In post","2023","Unknown","Competition and Markets Authority","Unknown","15","15","[c]","[c]"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","195","180","36180","35570"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy","Undeclared","240","225","38920","38310"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","1745","1690","39820","37350"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport","Unknown","170","170","45280","40040"
"In post","2023","Unknown","Department for Education","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Unknown","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Education","Undeclared","15","15","[c]","[c]"
"In post","2023","Unknown","Department for Education","Unknown","610","590","44540","41440"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","Heterosexual / straight","75","70","36630","33010"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","Undeclared","20","20","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","Unknown","1455","1375","35220","30340"
"In post","2023","Unknown","Department for International Trade","Heterosexual / straight","50","45","45610","41550"
"In post","2023","Unknown","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Undeclared","5","5","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Unknown","825","815","48150","42480"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Heterosexual / straight","50","50","46540","49700"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Undeclared","50","50","45380","41180"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Unknown","335","325","45900","40800"
"In post","2023","Unknown","Department for Transport","Heterosexual / straight","150","135","34540","27450"
"In post","2023","Unknown","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Undeclared","30","25","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Unknown","2330","2225","33210","27400"
"In post","2023","Unknown","Department for Work and Pensions","Heterosexual / straight","315","285","30880","28120"
"In post","2023","Unknown","Department for Work and Pensions","LGBO","20","20","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Undeclared","95","85","37840","30810"
"In post","2023","Unknown","Department for Work and Pensions","Unknown","4395","4050","30990","28120"
"In post","2023","Unknown","Department of Health and Social Care","Heterosexual / straight","55","55","43860","37920"
"In post","2023","Unknown","Department of Health and Social Care","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care","Undeclared","965","940","47210","43090"
"In post","2023","Unknown","Department of Health and Social Care","Unknown","875","835","44890","40590"
"In post","2023","Unknown","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Food Standards Agency","Heterosexual / straight","45","45","37360","33000"
"In post","2023","Unknown","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Food Standards Agency","Undeclared","25","25","[c]","[c]"
"In post","2023","Unknown","Food Standards Agency","Unknown","120","120","36650","32810"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","Heterosexual / straight","90","85","50570","50830"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","LGBO","15","15","[c]","[c]"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","Unknown","1500","1480","48170","47030"
"In post","2023","Unknown","HM Land Registry","Heterosexual / straight","40","35","32910","28080"
"In post","2023","Unknown","HM Land Registry","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","HM Land Registry","Unknown","1185","1130","29740","28080"
"In post","2023","Unknown","HM Revenue and Customs","Heterosexual / straight","600","525","34320","29730"
"In post","2023","Unknown","HM Revenue and Customs","LGBO","30","30","35960","29730"
"In post","2023","Unknown","HM Revenue and Customs","Undeclared","265","230","35330","32750"
"In post","2023","Unknown","HM Revenue and Customs","Unknown","14245","13415","31320","27890"
"In post","2023","Unknown","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Home Office","Heterosexual / straight","90","90","30190","26400"
"In post","2023","Unknown","Home Office","LGBO","15","15","[c]","[c]"
"In post","2023","Unknown","Home Office","Undeclared","15","10","[c]","[c]"
"In post","2023","Unknown","Home Office","Unknown","10185","9835","29720","25880"
"In post","2023","Unknown","Ministry of Defence","Heterosexual / straight","565","545","35790","33040"
"In post","2023","Unknown","Ministry of Defence","LGBO","30","30","33550","34000"
"In post","2023","Unknown","Ministry of Defence","Undeclared","155","150","41000","38670"
"In post","2023","Unknown","Ministry of Defence","Unknown","6930","6780","37070","33910"
"In post","2023","Unknown","Ministry of Justice","Heterosexual / straight","695","650","31390","30440"
"In post","2023","Unknown","Ministry of Justice","LGBO","50","50","32920","32060"
"In post","2023","Unknown","Ministry of Justice","Undeclared","320","295","32870","31270"
"In post","2023","Unknown","Ministry of Justice","Unknown","11405","10815","30240","28880"
"In post","2023","Unknown","National Crime Agency","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Unknown","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","National Crime Agency","Unknown","490","470","43700","42110"
"In post","2023","Unknown","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northern Ireland Office","Unknown","40","40","48390","43650"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","50","50","60010","52750"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","Unknown","30","30","38410","32800"
"In post","2023","Unknown","Office of Gas and Electricity Markets","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","Unknown","30","25","[c]","[c]"
"In post","2023","Unknown","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","Unknown","60","60","47970","52360"
"In post","2023","Unknown","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Wales","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","Scottish Government","Heterosexual / straight","75","75","37850","31940"
"In post","2023","Unknown","Scottish Government","LGBO","15","15","[c]","[c]"
"In post","2023","Unknown","Scottish Government","Undeclared","15","10","[c]","[c]"
"In post","2023","Unknown","Scottish Government","Unknown","8675","8225","34480","31290"
"In post","2023","Unknown","The National Archives","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Unknown","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","The National Archives","Unknown","95","90","37000","34790"
"In post","2023","Unknown","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Statistics Authority","Heterosexual / straight","40","40","32190","31060"
"In post","2023","Unknown","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Statistics Authority","Undeclared","5","5","[c]","[c]"
"In post","2023","Unknown","UK Statistics Authority","Unknown","845","750","33300","31060"
"In post","2023","Unknown","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Welsh Government","Unknown","220","210","41590","34520"
"In post","2023","White","Attorney General's Departments","Heterosexual / straight","5650","5305","45670","49050"
"In post","2023","White","Attorney General's Departments","LGBO","450","440","44590","40540"
"In post","2023","White","Attorney General's Departments","Undeclared","250","240","46630","49050"
"In post","2023","White","Attorney General's Departments","Unknown","825","730","49320","54800"
"In post","2023","White","Cabinet Office","Heterosexual / straight","5055","4910","51850","51290"
"In post","2023","White","Cabinet Office","LGBO","535","530","45930","41870"
"In post","2023","White","Cabinet Office","Undeclared","335","325","50770","51290"
"In post","2023","White","Cabinet Office","Unknown","1145","1140","40170","30130"
"In post","2023","White","Chancellor's other departments","Heterosexual / straight","235","225","64580","57290"
"In post","2023","White","Chancellor's other departments","LGBO","10","10","[c]","[c]"
"In post","2023","White","Chancellor's other departments","Undeclared","40","40","62850","50760"
"In post","2023","White","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Charity Commission","Heterosexual / straight","250","240","36200","30170"
"In post","2023","White","Charity Commission","LGBO","20","20","[c]","[c]"
"In post","2023","White","Charity Commission","Undeclared","10","10","[c]","[c]"
"In post","2023","White","Charity Commission","Unknown","65","60","34750","30470"
"In post","2023","White","Competition and Markets Authority","Heterosexual / straight","525","505","66290","61840"
"In post","2023","White","Competition and Markets Authority","LGBO","60","60","60920","58830"
"In post","2023","White","Competition and Markets Authority","Undeclared","40","40","64860","61130"
"In post","2023","White","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","8110","7735","44260","41250"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","LGBO","760","750","42720","41060"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","Undeclared","620","590","43030","41060"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","Unknown","365","325","36450","31780"
"In post","2023","White","Department for Digital, Culture, Media and Sport","Heterosexual / straight","1060","1035","51710","53030"
"In post","2023","White","Department for Digital, Culture, Media and Sport","LGBO","200","200","48100","51780"
"In post","2023","White","Department for Digital, Culture, Media and Sport","Undeclared","90","90","41600","35620"
"In post","2023","White","Department for Digital, Culture, Media and Sport","Unknown","15","15","[c]","[c]"
"In post","2023","White","Department for Education","Heterosexual / straight","5055","4850","46330","43250"
"In post","2023","White","Department for Education","LGBO","475","465","44380","38210"
"In post","2023","White","Department for Education","Undeclared","350","335","46020","43250"
"In post","2023","White","Department for Education","Unknown","200","190","49260","51360"
"In post","2023","White","Department for Environment, Food and Rural Affairs","Heterosexual / straight","7975","7575","37210","33830"
"In post","2023","White","Department for Environment, Food and Rural Affairs","LGBO","725","710","36420","33830"
"In post","2023","White","Department for Environment, Food and Rural Affairs","Undeclared","615","580","36490","33830"
"In post","2023","White","Department for Environment, Food and Rural Affairs","Unknown","460","435","36240","31150"
"In post","2023","White","Department for International Trade","Heterosexual / straight","1595","1565","49990","46250"
"In post","2023","White","Department for International Trade","LGBO","215","210","47180","41750"
"In post","2023","White","Department for International Trade","Undeclared","100","95","49660","53120"
"In post","2023","White","Department for International Trade","Unknown","50","50","46490","41750"
"In post","2023","White","Department for Levelling Up, Housing and Communities","Heterosexual / straight","2455","2345","49360","49700"
"In post","2023","White","Department for Levelling Up, Housing and Communities","LGBO","280","275","47550","44180"
"In post","2023","White","Department for Levelling Up, Housing and Communities","Undeclared","140","130","47110","44180"
"In post","2023","White","Department for Levelling Up, Housing and Communities","Unknown","90","85","38610","33450"
"In post","2023","White","Department for Transport","Heterosexual / straight","8935","8325","35010","28590"
"In post","2023","White","Department for Transport","LGBO","625","610","36590","31210"
"In post","2023","White","Department for Transport","Undeclared","1755","1485","29240","26960"
"In post","2023","White","Department for Transport","Unknown","245","215","30320","27450"
"In post","2023","White","Department for Work and Pensions","Heterosexual / straight","50140","44860","30130","28120"
"In post","2023","White","Department for Work and Pensions","LGBO","3430","3270","29910","28120"
"In post","2023","White","Department for Work and Pensions","Undeclared","4615","4045","28880","28120"
"In post","2023","White","Department for Work and Pensions","Unknown","7060","5930","28000","28120"
"In post","2023","White","Department of Health and Social Care","Heterosexual / straight","4380","4180","49280","43900"
"In post","2023","White","Department of Health and Social Care","LGBO","450","440","47190","41950"
"In post","2023","White","Department of Health and Social Care","Undeclared","580","545","49610","43130"
"In post","2023","White","Department of Health and Social Care","Unknown","545","515","51460","46550"
"In post","2023","White","Estyn","Heterosexual / straight","100","95","60690","78500"
"In post","2023","White","Estyn","LGBO","10","5","[c]","[c]"
"In post","2023","White","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","White","Estyn","Unknown","10","10","[c]","[c]"
"In post","2023","White","Food Standards Agency","Heterosexual / straight","875","850","40050","38100"
"In post","2023","White","Food Standards Agency","LGBO","60","60","41400","37720"
"In post","2023","White","Food Standards Agency","Undeclared","70","70","41320","38670"
"In post","2023","White","Food Standards Agency","Unknown","170","155","32170","28090"
"In post","2023","White","Foreign, Commonwealth and Development Office","Heterosexual / straight","4480","4365","50590","48580"
"In post","2023","White","Foreign, Commonwealth and Development Office","LGBO","355","350","48660","44450"
"In post","2023","White","Foreign, Commonwealth and Development Office","Undeclared","85","80","49820","47480"
"In post","2023","White","Foreign, Commonwealth and Development Office","Unknown","785","770","50940","49220"
"In post","2023","White","HM Land Registry","Heterosexual / straight","3535","3180","33570","28080"
"In post","2023","White","HM Land Registry","LGBO","170","160","30260","28080"
"In post","2023","White","HM Land Registry","Undeclared","415","360","33850","28080"
"In post","2023","White","HM Land Registry","Unknown","755","660","31180","28080"
"In post","2023","White","HM Revenue and Customs","Heterosexual / straight","34760","32350","37140","34700"
"In post","2023","White","HM Revenue and Customs","LGBO","2735","2650","35670","34400"
"In post","2023","White","HM Revenue and Customs","Undeclared","2430","2225","36190","34440"
"In post","2023","White","HM Revenue and Customs","Unknown","4905","4300","32540","28130"
"In post","2023","White","HM Treasury","Heterosexual / straight","1565","1515","49800","53550"
"In post","2023","White","HM Treasury","LGBO","190","185","46910","46290"
"In post","2023","White","HM Treasury","Undeclared","125","125","45640","42840"
"In post","2023","White","HM Treasury","Unknown","35","35","52310","44180"
"In post","2023","White","Home Office","Heterosexual / straight","20340","18980","34240","28660"
"In post","2023","White","Home Office","LGBO","1200","1170","34910","29940"
"In post","2023","White","Home Office","Undeclared","1665","1525","34790","29980"
"In post","2023","White","Home Office","Unknown","370","360","30240","25880"
"In post","2023","White","Ministry of Defence","Heterosexual / straight","38670","37295","36810","33990"
"In post","2023","White","Ministry of Defence","LGBO","1295","1275","35980","33990"
"In post","2023","White","Ministry of Defence","Undeclared","2880","2760","36300","33990"
"In post","2023","White","Ministry of Defence","Unknown","1865","1790","36590","33830"
"In post","2023","White","Ministry of Justice","Heterosexual / straight","53505","50095","32500","30440"
"In post","2023","White","Ministry of Justice","LGBO","4380","4265","32450","30440"
"In post","2023","White","Ministry of Justice","Undeclared","4090","3765","33240","31270"
"In post","2023","White","Ministry of Justice","Unknown","2895","2520","32730","32920"
"In post","2023","White","National Crime Agency","Heterosexual / straight","3830","3725","43060","40440"
"In post","2023","White","National Crime Agency","LGBO","220","215","40650","38640"
"In post","2023","White","National Crime Agency","Undeclared","140","135","42340","41180"
"In post","2023","White","National Crime Agency","Unknown","125","125","44610","43720"
"In post","2023","White","Northern Ireland Office","Heterosexual / straight","90","90","46950","41360"
"In post","2023","White","Northern Ireland Office","LGBO","10","10","[c]","[c]"
"In post","2023","White","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","White","Northern Ireland Office","Unknown","5","5","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","1430","1380","54210","52750"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","LGBO","135","135","51590","47750"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Undeclared","70","70","48560","46000"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Unknown","60","55","44970","38530"
"In post","2023","White","Office of Gas and Electricity Markets","Heterosexual / straight","670","660","45460","43220"
"In post","2023","White","Office of Gas and Electricity Markets","LGBO","110","105","37410","32670"
"In post","2023","White","Office of Gas and Electricity Markets","Undeclared","45","45","46880","45610"
"In post","2023","White","Office of Gas and Electricity Markets","Unknown","235","230","53170","48970"
"In post","2023","White","Office of Qualifications and Examinations Regulation","Heterosexual / straight","210","205","46590","43070"
"In post","2023","White","Office of Qualifications and Examinations Regulation","LGBO","15","15","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","Undeclared","25","25","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","Unknown","15","15","[c]","[c]"
"In post","2023","White","Office of Rail and Road","Heterosexual / straight","190","180","55560","55990"
"In post","2023","White","Office of Rail and Road","LGBO","20","20","[c]","[c]"
"In post","2023","White","Office of Rail and Road","Undeclared","20","20","[c]","[c]"
"In post","2023","White","Office of Rail and Road","Unknown","35","35","70130","63970"
"In post","2023","White","Office of the Secretary of State for Scotland","Heterosexual / straight","45","45","58600","56080"
"In post","2023","White","Office of the Secretary of State for Scotland","LGBO","5","5","[c]","[c]"
"In post","2023","White","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of the Secretary of State for Scotland","Unknown","5","5","[c]","[c]"
"In post","2023","White","Office of the Secretary of State for Wales","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","White","Office of the Secretary of State for Wales","LGBO","5","5","[c]","[c]"
"In post","2023","White","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Scottish Government","Heterosexual / straight","13875","13220","41990","37060"
"In post","2023","White","Scottish Government","LGBO","1210","1180","38900","34730"
"In post","2023","White","Scottish Government","Undeclared","595","570","41950","37060"
"In post","2023","White","Scottish Government","Unknown","1820","1680","40630","36330"
"In post","2023","White","The National Archives","Heterosexual / straight","205","195","39740","35690"
"In post","2023","White","The National Archives","LGBO","40","40","33590","31300"
"In post","2023","White","The National Archives","Undeclared","50","45","37680","34820"
"In post","2023","White","The National Archives","Unknown","95","85","37180","35470"
"In post","2023","White","UK Export Finance","Heterosexual / straight","275","275","58490","54000"
"In post","2023","White","UK Export Finance","LGBO","15","15","[c]","[c]"
"In post","2023","White","UK Export Finance","Undeclared","30","25","[c]","[c]"
"In post","2023","White","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Statistics Authority","Heterosexual / straight","3745","3340","35780","31660"
"In post","2023","White","UK Statistics Authority","LGBO","305","295","36330","31660"
"In post","2023","White","UK Statistics Authority","Undeclared","195","180","34890","31890"
"In post","2023","White","UK Statistics Authority","Unknown","410","370","37200","32630"
"In post","2023","White","UK Supreme Court","Heterosexual / straight","30","30","41990","37230"
"In post","2023","White","UK Supreme Court","LGBO","5","5","[c]","[c]"
"In post","2023","White","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Water Services Regulation Authority","Heterosexual / straight","130","125","60520","55880"
"In post","2023","White","Water Services Regulation Authority","LGBO","10","10","[c]","[c]"
"In post","2023","White","Water Services Regulation Authority","Undeclared","15","15","[c]","[c]"
"In post","2023","White","Water Services Regulation Authority","Unknown","45","40","58850","57000"
"In post","2023","White","Welsh Government","Heterosexual / straight","4650","4390","43770","39690"
"In post","2023","White","Welsh Government","LGBO","250","240","43950","39690"
"In post","2023","White","Welsh Government","Undeclared","470","440","44080","39690"
"In post","2023","White","Welsh Government","Unknown","30","25","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","Heterosexual / straight","65","[c]","38390","37880"
"Leaver CS","2023","Asian","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
