"Status","Year","Organisation","Region_ITL2","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Office of Rail and Road","North Yorkshire","Outside London","G6/G7","15","15","60850","60320"
"In post","2023","Office of Rail and Road","North Yorkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","North Yorkshire","Outside London","SEO/HEO","10","10","37650","39830"
"In post","2023","Office of Rail and Road","West Central Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","West Central Scotland","Outside London","G6/G7","20","20","62020","62420"
"In post","2023","Office of Rail and Road","West Central Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","West Central Scotland","Outside London","SEO/HEO","10","10","37780","39430"
"In post","2023","Office of Rail and Road","West Midlands","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","West Midlands","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Office of Rail and Road","West Midlands","Outside London","G6/G7","20","20","61970","62560"
"In post","2023","Office of Rail and Road","West Midlands","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","West Midlands","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Office of the Public Guardian","Derbyshire and Nottinghamshire","Outside London","AA/AO","200","185","21750","21780"
"In post","2023","Office of the Public Guardian","Derbyshire and Nottinghamshire","Outside London","EO","170","160","25870","25830"
"In post","2023","Office of the Public Guardian","Derbyshire and Nottinghamshire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Office of the Public Guardian","Derbyshire and Nottinghamshire","Outside London","SEO/HEO","65","60","33000","31270"
"In post","2023","Office of the Public Guardian","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Greater Manchester","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Greater Manchester","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Inner London - West","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Inner London - West","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Inner London - West","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Inner London - West","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Northumberland, and Tyne and Wear","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","West Midlands","Outside London","AA/AO","815","740","21770","21780"
"In post","2023","Office of the Public Guardian","West Midlands","Outside London","EO","255","245","25870","25830"
"In post","2023","Office of the Public Guardian","West Midlands","Outside London","G6/G7","15","15","54150","51770"
"In post","2023","Office of the Public Guardian","West Midlands","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","West Midlands","Outside London","SEO/HEO","110","105","33420","31270"
"In post","2023","Office of the Scottish Charity Regulator","Eastern Scotland","Outside London","AA/AO","10","5","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","Eastern Scotland","Outside London","EO","15","15","30490","29450"
"In post","2023","Office of the Scottish Charity Regulator","Eastern Scotland","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","Eastern Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","Eastern Scotland","Outside London","SEO/HEO","15","15","41420","40590"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Eastern Scotland","Outside London","AA/AO","10","10","24210","24890"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Eastern Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Eastern Scotland","Outside London","G6/G7","40","40","62450","63190"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Eastern Scotland","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Eastern Scotland","Outside London","SEO/HEO","20","20","43820","42860"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Inner London - West","London","EO","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Inner London - West","London","G6/G7","15","15","59640","56320"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Inner London - West","London","SCS level","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Inner London - West","London","SEO/HEO","15","15","39000","35410"
"In post","2023","Office of the Secretary of State for Wales","East Wales","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","East Wales","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","East Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","East Wales","Outside London","SEO/HEO","10","10","34640","33390"
"In post","2023","Office of the Secretary of State for Wales","Inner London - West","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Inner London - West","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Inner London - West","London","SCS level","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Inner London - West","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Planning Inspectorate","Bedfordshire and Hertfordshire","Outside London","G6/G7","10","10","60700","60050"
"In post","2023","Planning Inspectorate","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G6/G7","10","5","[c]","[c]"
"In post","2023","Planning Inspectorate","Cheshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","Cheshire","Outside London","G6/G7","10","10","60910","60050"
"In post","2023","Planning Inspectorate","Cornwall and Isles of Scilly","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Planning Inspectorate","Cornwall and Isles of Scilly","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","Cumbria","Outside London","G6/G7","10","5","[c]","[c]"
"In post","2023","Planning Inspectorate","Derbyshire and Nottinghamshire","Outside London","G6/G7","25","25","59800","60050"
"In post","2023","Planning Inspectorate","Devon","Outside London","G6/G7","20","15","58400","60050"
"In post","2023","Planning Inspectorate","Dorset and Somerset","Outside London","G6/G7","15","10","56540","60050"
"In post","2023","Planning Inspectorate","East Anglia","Outside London","G6/G7","15","15","65040","67570"
"In post","2023","Planning Inspectorate","East Wales","Outside London","G6/G7","10","10","55600","60050"
"In post","2023","Planning Inspectorate","East Wales","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","East Yorkshire and Northern Lincolnshire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Planning Inspectorate","Eastern Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","Essex","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Planning Inspectorate","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AA/AO","140","130","22290","21960"
"In post","2023","Planning Inspectorate","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","85","80","27100","26590"
"In post","2023","Planning Inspectorate","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6/G7","85","75","60580","56080"
"In post","2023","Planning Inspectorate","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Planning Inspectorate","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO/HEO","150","140","36660","33450"
"In post","2023","Planning Inspectorate","Greater Manchester","Outside London","G6/G7","15","15","57380","60050"
"In post","2023","Planning Inspectorate","Hampshire and Isle of Wight","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Planning Inspectorate","Herefordshire, Worcestershire and Warwickshire","Outside London","G6/G7","15","15","51000","48660"
"In post","2023","Planning Inspectorate","Highlands and Islands","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","Inner London - East","London","G6/G7","10","10","[c]","[c]"
"In post","2023","Planning Inspectorate","Kent","Outside London","G6/G7","15","10","61850","60050"
"In post","2023","Planning Inspectorate","Lancashire","Outside London","G6/G7","10","10","63870","73100"
"In post","2023","Planning Inspectorate","Leicestershire, Rutland and Northamptonshire","Outside London","G6/G7","15","10","60110","60050"
"In post","2023","Planning Inspectorate","Lincolnshire","Outside London","G6/G7","15","15","59620","60050"
"In post","2023","Planning Inspectorate","Merseyside","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Planning Inspectorate","North Yorkshire","Outside London","G6/G7","20","20","60000","60050"
"In post","2023","Planning Inspectorate","Northern Ireland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","Northumberland, and Tyne and Wear","Outside London","G6/G7","30","30","56840","60050"
"In post","2023","Planning Inspectorate","Outer London - East and North East","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Planning Inspectorate","Outer London - South","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Planning Inspectorate","Outer London - West and North West","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Planning Inspectorate","Shropshire and Staffordshire","Outside London","G6/G7","15","15","56100","54350"
"In post","2023","Planning Inspectorate","South Yorkshire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Planning Inspectorate","Southern Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","Surrey, East and West Sussex","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","Surrey, East and West Sussex","Outside London","G6/G7","20","20","59840","60050"
"In post","2023","Planning Inspectorate","Surrey, East and West Sussex","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","Tees Valley and Durham","Outside London","G6/G7","10","10","57340","60050"
"In post","2023","Planning Inspectorate","West Midlands","Outside London","G6/G7","10","5","[c]","[c]"
"In post","2023","Planning Inspectorate","West Wales and The Valleys","Outside London","G6/G7","15","15","60700","60050"
"In post","2023","Planning Inspectorate","West Yorkshire","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Inner London - West","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Inner London - West","London","EO","10","10","30320","30000"
"In post","2023","Queen Elizabeth II Centre","Inner London - West","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Inner London - West","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Inner London - West","London","SEO/HEO","25","25","41460","40800"
"In post","2023","Registers of Scotland","Eastern Scotland","Outside London","AA/AO","285","270","26180","26410"
"In post","2023","Registers of Scotland","Eastern Scotland","Outside London","EO","305","290","32160","32510"
"In post","2023","Registers of Scotland","Eastern Scotland","Outside London","G6/G7","60","60","65180","65100"
"In post","2023","Registers of Scotland","Eastern Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Eastern Scotland","Outside London","SEO/HEO","325","320","41960","39590"
"In post","2023","Registers of Scotland","West Central Scotland","Outside London","AA/AO","65","60","25900","26410"
"In post","2023","Registers of Scotland","West Central Scotland","Outside London","EO","55","55","32340","32510"
"In post","2023","Registers of Scotland","West Central Scotland","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Registers of Scotland","West Central Scotland","Outside London","SEO/HEO","80","80","41740","39590"
"In post","2023","Revenue Scotland","Eastern Scotland","Outside London","AA/AO","10","10","25680","25710"
"In post","2023","Revenue Scotland","Eastern Scotland","Outside London","EO","20","20","30710","30440"
"In post","2023","Revenue Scotland","Eastern Scotland","Outside London","G6/G7","20","20","66060","65280"
"In post","2023","Revenue Scotland","Eastern Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Revenue Scotland","Eastern Scotland","Outside London","SEO/HEO","35","35","41750","38330"
"In post","2023","Royal Fleet Auxiliary","Unknown","Unknown","Unknown","1695","1695","41950","40010"
"In post","2023","Rural Payments Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","AA/AO","90","85","22150","22150"
"In post","2023","Rural Payments Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","EO","35","35","25670","25920"
"In post","2023","Rural Payments Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G6/G7","15","15","54380","51570"
"In post","2023","Rural Payments Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SEO/HEO","60","55","34800","34890"
"In post","2023","Rural Payments Agency","Cheshire","Outside London","AA/AO","95","90","22130","22150"
"In post","2023","Rural Payments Agency","Cheshire","Outside London","EO","35","35","26200","25920"
"In post","2023","Rural Payments Agency","Cheshire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Rural Payments Agency","Cheshire","Outside London","SEO/HEO","25","25","32450","30640"
"In post","2023","Rural Payments Agency","Cornwall and Isles of Scilly","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","Cornwall and Isles of Scilly","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","Cumbria","Outside London","AA/AO","535","470","22110","22150"
"In post","2023","Rural Payments Agency","Cumbria","Outside London","EO","200","185","26070","25920"
"In post","2023","Rural Payments Agency","Cumbria","Outside London","G6/G7","30","30","52530","49970"
"In post","2023","Rural Payments Agency","Cumbria","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","Cumbria","Outside London","SEO/HEO","150","140","33350","31320"
"In post","2023","Rural Payments Agency","Derbyshire and Nottinghamshire","Outside London","AA/AO","40","40","22150","22150"
"In post","2023","Rural Payments Agency","Derbyshire and Nottinghamshire","Outside London","EO","25","25","25970","25920"
"In post","2023","Rural Payments Agency","Derbyshire and Nottinghamshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","Derbyshire and Nottinghamshire","Outside London","SEO/HEO","15","15","33020","31490"
"In post","2023","Rural Payments Agency","Devon","Outside London","AA/AO","95","85","22150","22150"
"In post","2023","Rural Payments Agency","Devon","Outside London","EO","70","65","26300","26260"
"In post","2023","Rural Payments Agency","Devon","Outside London","G6/G7","10","10","53920","50710"
"In post","2023","Rural Payments Agency","Devon","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","Devon","Outside London","SEO/HEO","55","55","33510","31490"
"In post","2023","Rural Payments Agency","Dorset and Somerset","Outside London","AA/AO","10","10","22150","22150"
"In post","2023","Rural Payments Agency","Dorset and Somerset","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Rural Payments Agency","Dorset and Somerset","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","Dorset and Somerset","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","East Anglia","Outside London","AA/AO","25","25","22150","22150"
"In post","2023","Rural Payments Agency","East Anglia","Outside London","EO","15","15","26560","26850"
"In post","2023","Rural Payments Agency","East Anglia","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","East Anglia","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Rural Payments Agency","East Yorkshire and Northern Lincolnshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","East Yorkshire and Northern Lincolnshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","Essex","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Rural Payments Agency","Essex","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AA/AO","25","25","22150","22150"
"In post","2023","Rural Payments Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","20","15","26330","25920"
"In post","2023","Rural Payments Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Rural Payments Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO/HEO","15","10","35380","32470"
"In post","2023","Rural Payments Agency","Hampshire and Isle of Wight","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Rural Payments Agency","Hampshire and Isle of Wight","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","AA/AO","95","90","22130","22150"
"In post","2023","Rural Payments Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","55","50","26040","25920"
"In post","2023","Rural Payments Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Rural Payments Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","SEO/HEO","35","30","32620","30640"
"In post","2023","Rural Payments Agency","Inner London - West","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","Inner London - West","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","Kent","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","Kent","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","Lancashire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","Lancashire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","Leicestershire, Rutland and Northamptonshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","Leicestershire, Rutland and Northamptonshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","Lincolnshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","Lincolnshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","North Yorkshire","Outside London","AA/AO","95","85","22100","22150"
"In post","2023","Rural Payments Agency","North Yorkshire","Outside London","EO","65","60","26040","25920"
"In post","2023","Rural Payments Agency","North Yorkshire","Outside London","G6/G7","10","10","52440","49970"
"In post","2023","Rural Payments Agency","North Yorkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","North Yorkshire","Outside London","SEO/HEO","55","55","33520","30840"
"In post","2023","Rural Payments Agency","Northumberland, and Tyne and Wear","Outside London","AA/AO","275","250","22140","22150"
"In post","2023","Rural Payments Agency","Northumberland, and Tyne and Wear","Outside London","EO","120","115","26020","25920"
"In post","2023","Rural Payments Agency","Northumberland, and Tyne and Wear","Outside London","G6/G7","30","25","53800","50360"
"In post","2023","Rural Payments Agency","Northumberland, and Tyne and Wear","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","Northumberland, and Tyne and Wear","Outside London","SEO/HEO","95","90","33810","31880"
"In post","2023","Rural Payments Agency","Shropshire and Staffordshire","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Rural Payments Agency","Shropshire and Staffordshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","Surrey, East and West Sussex","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","Surrey, East and West Sussex","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","Surrey, East and West Sussex","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","Tees Valley and Durham","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","Tees Valley and Durham","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","West Wales and The Valleys","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Rural Payments Agency","West Wales and The Valleys","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","West Yorkshire","Outside London","AA/AO","40","40","22150","22150"
"In post","2023","Rural Payments Agency","West Yorkshire","Outside London","EO","25","25","26080","25920"
"In post","2023","Rural Payments Agency","West Yorkshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","West Yorkshire","Outside London","SEO/HEO","20","20","33530","30450"
"In post","2023","Scottish Courts and Tribunals Service","Eastern Scotland","Outside London","AA/AO","415","375","23710","23190"
"In post","2023","Scottish Courts and Tribunals Service","Eastern Scotland","Outside London","EO","270","255","30860","31970"
"In post","2023","Scottish Courts and Tribunals Service","Eastern Scotland","Outside London","G6/G7","65","65","62030","63860"
"In post","2023","Scottish Courts and Tribunals Service","Eastern Scotland","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Eastern Scotland","Outside London","SEO/HEO","270","260","40330","38170"
"In post","2023","Scottish Courts and Tribunals Service","Highlands and Islands","Outside London","AA/AO","55","40","23680","23190"
"In post","2023","Scottish Courts and Tribunals Service","Highlands and Islands","Outside London","EO","25","25","31590","31970"
"In post","2023","Scottish Courts and Tribunals Service","Highlands and Islands","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Highlands and Islands","Outside London","SEO/HEO","10","10","42990","43290"
"In post","2023","Scottish Courts and Tribunals Service","North Eastern Scotland","Outside London","AA/AO","50","40","23430","23190"
"In post","2023","Scottish Courts and Tribunals Service","North Eastern Scotland","Outside London","EO","20","20","31390","31970"
"In post","2023","Scottish Courts and Tribunals Service","North Eastern Scotland","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Southern Scotland","Outside London","AA/AO","260","240","24070","25060"
"In post","2023","Scottish Courts and Tribunals Service","Southern Scotland","Outside London","EO","95","90","31000","31970"
"In post","2023","Scottish Courts and Tribunals Service","Southern Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Southern Scotland","Outside London","SEO/HEO","35","35","38430","38170"
"In post","2023","Scottish Courts and Tribunals Service","West Central Scotland","Outside London","AA/AO","205","175","23590","23190"
"In post","2023","Scottish Courts and Tribunals Service","West Central Scotland","Outside London","EO","115","105","31030","31970"
"In post","2023","Scottish Courts and Tribunals Service","West Central Scotland","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","West Central Scotland","Outside London","SEO/HEO","40","35","41990","40570"
"In post","2023","Scottish Fiscal Commission","Eastern Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","Eastern Scotland","Outside London","G6/G7","10","5","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","Eastern Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","Eastern Scotland","Outside London","SEO/HEO","15","15","41710","41640"
"In post","2023","Scottish Forestry","Eastern Scotland","Outside London","AA/AO","15","15","26240","26220"
"In post","2023","Scottish Forestry","Eastern Scotland","Outside London","EO","25","25","32740","33260"
"In post","2023","Scottish Forestry","Eastern Scotland","Outside London","G6/G7","15","15","63880","62270"
"In post","2023","Scottish Forestry","Eastern Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Forestry","Eastern Scotland","Outside London","SEO/HEO","50","50","43430","41500"
"In post","2023","Scottish Forestry","Highlands and Islands","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","Scottish Forestry","Highlands and Islands","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Scottish Forestry","Highlands and Islands","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Forestry","Highlands and Islands","Outside London","SEO/HEO","10","10","42400","40510"
"In post","2023","Scottish Forestry","North Eastern Scotland","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Scottish Forestry","North Eastern Scotland","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Scottish Forestry","North Eastern Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Forestry","North Eastern Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Forestry","Southern Scotland","Outside London","AA/AO","25","20","26920","26220"
"In post","2023","Scottish Forestry","Southern Scotland","Outside London","EO","20","20","32550","32220"
"In post","2023","Scottish Forestry","Southern Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Forestry","Southern Scotland","Outside London","SEO/HEO","20","20","41390","41500"
"In post","2023","Scottish Forestry","West Central Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","Cheshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","Cumbria","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","Eastern Scotland","Outside London","AA/AO","700","675","26980","26600"
"In post","2023","Scottish Government (excl. agencies)","Eastern Scotland","Outside London","EO","765","740","31050","30440"
"In post","2023","Scottish Government (excl. agencies)","Eastern Scotland","Outside London","G6/G7","1970","1875","66460","65280"
"In post","2023","Scottish Government (excl. agencies)","Eastern Scotland","Outside London","SCS level","200","190","91460","85200"
"In post","2023","Scottish Government (excl. agencies)","Eastern Scotland","Outside London","SEO/HEO","2895","2775","42180","41640"
"In post","2023","Scottish Government (excl. agencies)","Highlands and Islands","Outside London","AA/AO","55","50","24990","24890"
"In post","2023","Scottish Government (excl. agencies)","Highlands and Islands","Outside London","EO","95","85","31240","31940"
"In post","2023","Scottish Government (excl. agencies)","Highlands and Islands","Outside London","G6/G7","15","15","60520","58850"
"In post","2023","Scottish Government (excl. agencies)","Highlands and Islands","Outside London","SEO/HEO","100","95","39610","38330"
"In post","2023","Scottish Government (excl. agencies)","Inner London - West","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","Inner London - West","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","Inner London - West","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","Inner London - West","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","Inner London - West","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","Lancashire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","Lancashire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","North Eastern Scotland","Outside London","AA/AO","50","45","25730","24890"
"In post","2023","Scottish Government (excl. agencies)","North Eastern Scotland","Outside London","EO","105","95","31590","31940"
"In post","2023","Scottish Government (excl. agencies)","North Eastern Scotland","Outside London","G6/G7","35","35","67060","65280"
"In post","2023","Scottish Government (excl. agencies)","North Eastern Scotland","Outside London","SEO/HEO","155","145","42240","39730"
