"Status","Year","Age","Function_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","50-59","Project Delivery","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","South East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","South East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","South East (England)","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","South West (England)","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","South West (England)","G7","10","[c]","53850","55110"
"Leaver CS","2023","50-59","Project Delivery","South West (England)","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","South West (England)","SEO","25","[c]","42010","41200"
"Leaver CS","2023","50-59","Project Delivery","South West (England)","Unknown","15","[c]","51670","49220"
"Leaver CS","2023","50-59","Project Delivery","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","Wales","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","Wales","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","East Midlands (England)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","East of England","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","North East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","North West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","South East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","South East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","South East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","South West (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","South West (England)","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","South West (England)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Wales","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","West Midlands (England)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","East of England","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","East of England","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","East of England","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","North West (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","North West (England)","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Northern Ireland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Scotland","AA","10","[c]","22040","21380"
"Leaver CS","2023","50-59","Security","Scotland","AO","20","[c]","37380","40880"
"Leaver CS","2023","50-59","Security","Scotland","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Scotland","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","South East (England)","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","South East (England)","AO","15","[c]","38390","42380"
"Leaver CS","2023","50-59","Security","South East (England)","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","South West (England)","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","South West (England)","AO","10","[c]","37170","39980"
"Leaver CS","2023","50-59","Security","South West (England)","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","South West (England)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Wales","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Yorkshire and The Humber","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Yorkshire and The Humber","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Yorkshire and The Humber","HEO","10","[c]","34010","34320"
"Leaver CS","2023","50-59","Security","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","East of England","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","East of England","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","London","G6","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","London","G7","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","London","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","London","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","London","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Scotland","AA","25","[c]","23320","23340"
"Leaver CS","2023","50-59","Unknown","Scotland","AO","10","[c]","28900","26600"
"Leaver CS","2023","50-59","Unknown","Scotland","EO","30","[c]","31130","29940"
"Leaver CS","2023","50-59","Unknown","Scotland","G6","25","[c]","76800","79110"
"Leaver CS","2023","50-59","Unknown","Scotland","G7","20","[c]","60750","65280"
"Leaver CS","2023","50-59","Unknown","Scotland","HEO","30","[c]","37030","38330"
"Leaver CS","2023","50-59","Unknown","Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Scotland","SEO","50","[c]","47630","49860"
"Leaver CS","2023","50-59","Unknown","South East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","South East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","South East (England)","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","South West (England)","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Unknown","Unknown","30","[c]","41820","41480"
"Leaver CS","2023","50-59","Unknown","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Wales","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Wales","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Wales","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Wales","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Wales","SEO","10","[c]","45800","47470"
"Leaver CS","2023","50-59","Unknown","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Yorkshire and The Humber","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","North East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","South East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","South West (England)","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","East of England","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","London","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","South East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","South West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","South West (England)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","South West (England)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","South East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","East Midlands (England)","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","North East (England)","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","North East (England)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","North West (England)","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","North West (England)","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","North West (England)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","Scotland","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","Scotland","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","Scotland","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","South East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","South East (England)","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","South East (England)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","South West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","Wales","AO","[c]","[c]","[c]","[c]"
