"Status","Year","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Office of Gas and Electricity Markets","Unknown","70","[c]","52980","46320"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Public Guardian","Heterosexual / straight","55","[c]","23660","21780"
"Leaver CS","2023","Office of the Public Guardian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Public Guardian","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Public Guardian","Unknown","35","[c]","21850","21780"
"Leaver CS","2023","Office of the Scottish Charity Regulator","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Scottish Charity Regulator","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Heterosexual / straight","45","[c]","42790","40720"
"Leaver CS","2023","Planning Inspectorate","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Revenue Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Revenue Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Royal Fleet Auxiliary","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Royal Fleet Auxiliary","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Royal Fleet Auxiliary","Unknown","200","[c]","36910","34110"
"Leaver CS","2023","Rural Payments Agency","Heterosexual / straight","65","[c]","25350","22150"
"Leaver CS","2023","Rural Payments Agency","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","Unknown","130","[c]","23890","22150"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Heterosexual / straight","40","[c]","34780","25060"
"Leaver CS","2023","Scottish Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Unknown","115","[c]","26670","25060"
"Leaver CS","2023","Scottish Fiscal Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Fiscal Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Fiscal Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","Heterosexual / straight","225","[c]","47930","42860"
"Leaver CS","2023","Scottish Government (excl. agencies)","LGBO","30","[c]","41130","36330"
"Leaver CS","2023","Scottish Government (excl. agencies)","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","Unknown","215","[c]","38340","34730"
"Leaver CS","2023","Scottish Prison Service","Heterosexual / straight","110","[c]","37010","37060"
"Leaver CS","2023","Scottish Prison Service","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Unknown","275","[c]","31930","31290"
"Leaver CS","2023","Scottish Public Pensions Agency","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Heterosexual / straight","45","[c]","43900","40000"
"Leaver CS","2023","Serious Fraud Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","Heterosexual / straight","60","[c]","30920","29100"
"Leaver CS","2023","Social Security Scotland","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","Unknown","85","[c]","27610","23340"
"Leaver CS","2023","Standards and Testing Agency","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Heterosexual / straight","130","[c]","42110","38790"
"Leaver CS","2023","Submarine Delivery Agency","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Teaching Regulation Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Teaching Regulation Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Teaching Regulation Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Heterosexual / straight","40","[c]","35010","31130"
"Leaver CS","2023","The Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Unknown","50","[c]","27010","22180"
"Leaver CS","2023","The National Archives","Heterosexual / straight","55","[c]","32860","29840"
"Leaver CS","2023","The National Archives","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","Heterosexual / straight","60","[c]","54970","42000"
"Leaver CS","2023","UK Export Finance","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Heterosexual / straight","1030","[c]","37890","33710"
"Leaver CS","2023","UK Health Security Agency","LGBO","130","[c]","38550","32330"
"Leaver CS","2023","UK Health Security Agency","Undeclared","160","[c]","37120","33330"
"Leaver CS","2023","UK Health Security Agency","Unknown","600","[c]","47390","40650"
"Leaver CS","2023","UK Hydrographic Office","Heterosexual / straight","55","[c]","33240","29580"
"Leaver CS","2023","UK Hydrographic Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Heterosexual / straight","460","[c]","29490","21200"
"Leaver CS","2023","UK Statistics Authority","LGBO","30","[c]","30550","24840"
"Leaver CS","2023","UK Statistics Authority","Undeclared","30","[c]","28940","21200"
"Leaver CS","2023","UK Statistics Authority","Unknown","175","[c]","30820","25310"
"Leaver CS","2023","UK Supreme Court","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","Heterosexual / straight","150","[c]","36680","33740"
"Leaver CS","2023","Valuation Office Agency","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","Unknown","85","[c]","31390","26020"
"Leaver CS","2023","Vehicle Certification Agency","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Heterosexual / straight","165","[c]","42750","38160"
"Leaver CS","2023","Welsh Government (excl. agencies)","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Revenue Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Revenue Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","Heterosexual / straight","40","[c]","26370","25190"
"Leaver Dept.","2023","Animal and Plant Health Agency","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Heterosexual / straight","700","[c]","45550","40600"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","LGBO","100","[c]","40420","36410"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Undeclared","85","[c]","45610","41870"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Unknown","215","[c]","46510","41870"
"Leaver Dept.","2023","Central Civil Service Fast Stream","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Central Civil Service Fast Stream","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Central Civil Service Fast Stream","Unknown","515","[c]","31790","32000"
"Leaver Dept.","2023","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Centre for Environment, Fisheries and Aquaculture Science","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","Heterosexual / straight","35","[c]","36640","31350"
"Leaver Dept.","2023","Companies House","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Prosecution Service","Heterosexual / straight","100","[c]","36890","31180"
"Leaver Dept.","2023","Crown Prosecution Service","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Prosecution Service","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Electronics and Components Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Electronics and Components Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Electronics and Components Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Equipment and Support","Heterosexual / straight","45","[c]","37860","35050"
"Leaver Dept.","2023","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","Unknown","60","[c]","42360","39890"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","335","[c]","43780","40050"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","55","[c]","42600","40050"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","40","[c]","46580","49100"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","55","[c]","49200","40050"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Heterosexual / straight","155","[c]","46180","38280"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Heterosexual / straight","315","[c]","43750","39090"
"Leaver Dept.","2023","Department for Education (excl. agencies)","LGBO","40","[c]","43750","39360"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Undeclared","40","[c]","42610","41440"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Unknown","60","[c]","44460","40230"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","300","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","75","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Heterosexual / straight","130","[c]","41960","38160"
"Leaver Dept.","2023","Department for International Trade","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Unknown","65","[c]","43680","38940"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","320","[c]","42330","36340"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","45","[c]","40480","37540"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","55","[c]","43370","37610"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","Heterosexual / straight","135","[c]","45230","39430"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","Unknown","65","[c]","42940","35760"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","1985","[c]","29900","28120"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","LGBO","175","[c]","30200","28120"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","Undeclared","160","[c]","29710","28120"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","Unknown","380","[c]","31290","28120"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","185","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Undeclared","195","[c]","[c]","[c]"
"Leaver Dept.","2023","Disclosure Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Disclosure Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Heterosexual / straight","170","[c]","29210","27260"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Heterosexual / straight","65","[c]","33040","30540"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Unknown","40","[c]","28590","26780"
"Leaver Dept.","2023","Education Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Education Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Education and Skills Funding Agency","Heterosexual / straight","40","[c]","42010","37590"
"Leaver Dept.","2023","Education and Skills Funding Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Education and Skills Funding Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Education and Skills Funding Agency","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Estyn","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","FCDO Services","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","FCDO Services","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Heterosexual / straight","50","[c]","38930","34840"
"Leaver Dept.","2023","Food Standards Agency","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","120","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","90","[c]","[c]","[c]"
"Leaver Dept.","2023","Forestry and Land Scotland","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Forestry and Land Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Forestry and Land Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Forestry and Land Scotland","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Actuary's Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Actuary's Department","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Commercial Organisation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Commercial Organisation","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Commercial Organisation","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Internal Audit Agency","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Internal Audit Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Internal Audit Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Legal Department","Heterosexual / straight","65","[c]","48110","50500"
"Leaver Dept.","2023","Government Legal Department","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Legal Department","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Legal Department","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
