"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Department for Transport","Statistics","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Statistics","EO","EO","15","15","30530","31070"
"In post","2023","Department for Transport","Statistics","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Department for Transport","Statistics","G6/G7","G7","20","20","56840","55740"
"In post","2023","Department for Transport","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Statistics","SEO/HEO","HEO","15","15","36790","36070"
"In post","2023","Department for Transport","Statistics","SEO/HEO","SEO","20","20","43690","43750"
"In post","2023","Department for Transport","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Unknown","AA/AO","AO","65","55","29410","30720"
"In post","2023","Department for Transport","Unknown","EO","EO","145","145","30310","30920"
"In post","2023","Department for Transport","Unknown","G6/G7","G6","60","60","77420","69140"
"In post","2023","Department for Transport","Unknown","G6/G7","G7","165","160","65180","57170"
"In post","2023","Department for Transport","Unknown","SCS level","SCS level","70","65","99250","95000"
"In post","2023","Department for Transport","Unknown","SEO/HEO","HEO","140","135","35030","35400"
"In post","2023","Department for Transport","Unknown","SEO/HEO","SEO","85","80","42950","43320"
"In post","2023","Department for Work and Pensions","Commercial","AA/AO","AO","55","50","21810","21690"
"In post","2023","Department for Work and Pensions","Commercial","EO","EO","75","70","28750","28120"
"In post","2023","Department for Work and Pensions","Commercial","G6/G7","G6","35","35","69520","66860"
"In post","2023","Department for Work and Pensions","Commercial","G6/G7","G7","105","100","52590","50160"
"In post","2023","Department for Work and Pensions","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Commercial","SEO/HEO","HEO","255","240","34970","34170"
"In post","2023","Department for Work and Pensions","Commercial","SEO/HEO","SEO","235","225","39700","38470"
"In post","2023","Department for Work and Pensions","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Communications","EO","EO","10","10","[c]","[c]"
"In post","2023","Department for Work and Pensions","Communications","G6/G7","G6","10","10","70850","70130"
"In post","2023","Department for Work and Pensions","Communications","G6/G7","G7","20","20","55510","55320"
"In post","2023","Department for Work and Pensions","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Communications","SEO/HEO","HEO","45","40","38500","39730"
"In post","2023","Department for Work and Pensions","Communications","SEO/HEO","SEO","55","50","43900","43700"
"In post","2023","Department for Work and Pensions","Counter Fraud","AA/AO","AA","15","10","21860","22200"
"In post","2023","Department for Work and Pensions","Counter Fraud","AA/AO","AO","1380","1195","23200","21690"
"In post","2023","Department for Work and Pensions","Counter Fraud","EO","EO","3625","3265","29110","28120"
"In post","2023","Department for Work and Pensions","Counter Fraud","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Counter Fraud","G6/G7","G7","35","35","52580","50160"
"In post","2023","Department for Work and Pensions","Counter Fraud","SEO/HEO","HEO","1035","985","35410","34170"
"In post","2023","Department for Work and Pensions","Counter Fraud","SEO/HEO","SEO","140","130","39880","38470"
"In post","2023","Department for Work and Pensions","Digital, Data and Technology","AA/AO","AO","90","85","21870","21690"
"In post","2023","Department for Work and Pensions","Digital, Data and Technology","EO","EO","875","800","28450","28120"
"In post","2023","Department for Work and Pensions","Digital, Data and Technology","G6/G7","G6","405","395","71350","69060"
"In post","2023","Department for Work and Pensions","Digital, Data and Technology","G6/G7","G7","1010","985","54890","53860"
"In post","2023","Department for Work and Pensions","Digital, Data and Technology","SCS level","SCS level","50","45","98110","93400"
"In post","2023","Department for Work and Pensions","Digital, Data and Technology","SEO/HEO","HEO","815","785","34490","34170"
"In post","2023","Department for Work and Pensions","Digital, Data and Technology","SEO/HEO","SEO","1010","985","40590","38840"
"In post","2023","Department for Work and Pensions","Economics","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Economics","G6/G7","G7","15","15","57380","58370"
"In post","2023","Department for Work and Pensions","Economics","SEO/HEO","HEO","15","15","37050","39150"
"In post","2023","Department for Work and Pensions","Economics","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Department for Work and Pensions","Finance","AA/AO","AO","130","110","21700","21690"
"In post","2023","Department for Work and Pensions","Finance","EO","EO","175","165","28500","28120"
"In post","2023","Department for Work and Pensions","Finance","G6/G7","G6","70","65","72060","71040"
"In post","2023","Department for Work and Pensions","Finance","G6/G7","G7","190","185","54450","53810"
"In post","2023","Department for Work and Pensions","Finance","SCS level","SCS level","15","15","88300","80080"
"In post","2023","Department for Work and Pensions","Finance","SEO/HEO","HEO","270","250","34940","34170"
"In post","2023","Department for Work and Pensions","Finance","SEO/HEO","SEO","260","245","40450","38470"
"In post","2023","Department for Work and Pensions","Human Resources","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Human Resources","EO","EO","100","90","29120","28120"
"In post","2023","Department for Work and Pensions","Human Resources","G6/G7","G6","55","55","68740","66860"
"In post","2023","Department for Work and Pensions","Human Resources","G6/G7","G7","165","160","52690","50160"
"In post","2023","Department for Work and Pensions","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Human Resources","SEO/HEO","HEO","225","210","34810","34170"
"In post","2023","Department for Work and Pensions","Human Resources","SEO/HEO","SEO","155","145","40030","38470"
"In post","2023","Department for Work and Pensions","Knowledge and Information Management","AA/AO","AO","25","25","23060","21690"
"In post","2023","Department for Work and Pensions","Knowledge and Information Management","EO","EO","160","150","29390","28120"
"In post","2023","Department for Work and Pensions","Knowledge and Information Management","G6/G7","G6","10","10","72900","72550"
"In post","2023","Department for Work and Pensions","Knowledge and Information Management","G6/G7","G7","45","45","55510","55150"
"In post","2023","Department for Work and Pensions","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Knowledge and Information Management","SEO/HEO","HEO","160","150","35680","34170"
"In post","2023","Department for Work and Pensions","Knowledge and Information Management","SEO/HEO","SEO","55","50","42800","43760"
"In post","2023","Department for Work and Pensions","Legal","EO","EO","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Legal","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Legal","G6/G7","G7","15","15","57960","57570"
"In post","2023","Department for Work and Pensions","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Legal","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Operational Delivery","AA/AO","AA","185","145","21280","21250"
"In post","2023","Department for Work and Pensions","Operational Delivery","AA/AO","AO","21320","18270","21970","21690"
"In post","2023","Department for Work and Pensions","Operational Delivery","EO","EO","36035","32150","28790","28120"
"In post","2023","Department for Work and Pensions","Operational Delivery","G6/G7","G6","230","220","69000","66860"
"In post","2023","Department for Work and Pensions","Operational Delivery","G6/G7","G7","790","765","54670","50160"
"In post","2023","Department for Work and Pensions","Operational Delivery","SCS level","SCS level","85","85","86580","79150"
"In post","2023","Department for Work and Pensions","Operational Delivery","SEO/HEO","HEO","4260","4005","34930","34170"
"In post","2023","Department for Work and Pensions","Operational Delivery","SEO/HEO","SEO","1590","1510","44980","40790"
"In post","2023","Department for Work and Pensions","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Operational Research","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Department for Work and Pensions","Operational Research","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Operational Research","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Other","AA/AO","AA","50","45","21260","21250"
"In post","2023","Department for Work and Pensions","Other","AA/AO","AO","2365","2040","21850","21690"
"In post","2023","Department for Work and Pensions","Other","EO","EO","1545","1395","28570","28120"
"In post","2023","Department for Work and Pensions","Other","G6/G7","G6","10","10","70480","71210"
"In post","2023","Department for Work and Pensions","Other","G6/G7","G7","35","35","52600","50550"
"In post","2023","Department for Work and Pensions","Other","SCS level","SCS level","80","75","94830","82150"
"In post","2023","Department for Work and Pensions","Other","SEO/HEO","HEO","515","480","35040","34170"
"In post","2023","Department for Work and Pensions","Other","SEO/HEO","SEO","115","110","39920","38470"
"In post","2023","Department for Work and Pensions","Policy","AA/AO","AO","35","35","22840","21690"
"In post","2023","Department for Work and Pensions","Policy","EO","EO","80","75","30720","32520"
"In post","2023","Department for Work and Pensions","Policy","G6/G7","G6","105","95","72180","72550"
"In post","2023","Department for Work and Pensions","Policy","G6/G7","G7","285","270","54990","55150"
"In post","2023","Department for Work and Pensions","Policy","SCS level","SCS level","35","35","83610","80180"
"In post","2023","Department for Work and Pensions","Policy","SEO/HEO","HEO","315","305","36920","38130"
"In post","2023","Department for Work and Pensions","Policy","SEO/HEO","SEO","295","280","41830","43760"
"In post","2023","Department for Work and Pensions","Project Delivery","AA/AO","AO","40","35","22220","21690"
"In post","2023","Department for Work and Pensions","Project Delivery","EO","EO","230","210","28750","28120"
"In post","2023","Department for Work and Pensions","Project Delivery","G6/G7","G6","85","80","68650","66860"
"In post","2023","Department for Work and Pensions","Project Delivery","G6/G7","G7","210","200","52000","50160"
"In post","2023","Department for Work and Pensions","Project Delivery","SCS level","SCS level","30","30","89460","80880"
"In post","2023","Department for Work and Pensions","Project Delivery","SEO/HEO","HEO","605","545","35120","34170"
"In post","2023","Department for Work and Pensions","Project Delivery","SEO/HEO","SEO","335","310","39760","38470"
"In post","2023","Department for Work and Pensions","Property","AA/AO","AO","10","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Property","EO","EO","30","25","29970","30340"
"In post","2023","Department for Work and Pensions","Property","G6/G7","G6","25","25","70750","67360"
"In post","2023","Department for Work and Pensions","Property","G6/G7","G7","60","60","54190","50160"
"In post","2023","Department for Work and Pensions","Property","SEO/HEO","HEO","70","65","36540","34970"
"In post","2023","Department for Work and Pensions","Property","SEO/HEO","SEO","105","100","41740","38760"
"In post","2023","Department for Work and Pensions","Psychology","EO","EO","15","15","29580","28120"
"In post","2023","Department for Work and Pensions","Psychology","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Psychology","SEO/HEO","HEO","35","30","37360","36690"
"In post","2023","Department for Work and Pensions","Psychology","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Science and Engineering","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Science and Engineering","EO","EO","125","125","27450","27320"
"In post","2023","Department for Work and Pensions","Science and Engineering","G6/G7","G6","20","15","73260","72670"
"In post","2023","Department for Work and Pensions","Science and Engineering","G6/G7","G7","80","75","57000","55320"
"In post","2023","Department for Work and Pensions","Science and Engineering","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Science and Engineering","SEO/HEO","HEO","140","125","33640","32800"
"In post","2023","Department for Work and Pensions","Science and Engineering","SEO/HEO","SEO","150","140","42510","40840"
"In post","2023","Department for Work and Pensions","Security","AA/AO","AO","25","20","21840","21690"
"In post","2023","Department for Work and Pensions","Security","EO","EO","75","70","28330","28120"
"In post","2023","Department for Work and Pensions","Security","G6/G7","G6","30","30","70120","66860"
"In post","2023","Department for Work and Pensions","Security","G6/G7","G7","80","75","54850","55080"
"In post","2023","Department for Work and Pensions","Security","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Security","SEO/HEO","HEO","165","155","35350","34170"
"In post","2023","Department for Work and Pensions","Security","SEO/HEO","SEO","150","140","39590","38470"
"In post","2023","Department for Work and Pensions","Social Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Social Research","G6/G7","G7","15","15","57450","58370"
"In post","2023","Department for Work and Pensions","Social Research","SEO/HEO","HEO","10","10","37410","39150"
"In post","2023","Department for Work and Pensions","Social Research","SEO/HEO","SEO","15","15","42670","43760"
"In post","2023","Department for Work and Pensions","Statistics","EO","EO","20","20","28380","28210"
"In post","2023","Department for Work and Pensions","Statistics","G6/G7","G6","15","15","72780","70570"
"In post","2023","Department for Work and Pensions","Statistics","G6/G7","G7","70","65","58050","55290"
"In post","2023","Department for Work and Pensions","Statistics","SEO/HEO","HEO","45","45","35230","34170"
"In post","2023","Department for Work and Pensions","Statistics","SEO/HEO","SEO","70","65","39910","38470"
"In post","2023","Department for Work and Pensions","Unknown","AA/AO","AO","120","110","21930","21690"
"In post","2023","Department for Work and Pensions","Unknown","EO","EO","160","145","28890","28120"
"In post","2023","Department for Work and Pensions","Unknown","G6/G7","G6","15","15","71050","72550"
"In post","2023","Department for Work and Pensions","Unknown","G6/G7","G7","30","30","54380","55150"
"In post","2023","Department for Work and Pensions","Unknown","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Unknown","SEO/HEO","HEO","60","60","37690","37110"
"In post","2023","Department for Work and Pensions","Unknown","SEO/HEO","SEO","35","35","41730","41480"
"In post","2023","Department of Health and Social Care","Commercial","EO","EO","15","15","28200","27960"
"In post","2023","Department of Health and Social Care","Commercial","G6/G7","G6","25","25","73990","69010"
"In post","2023","Department of Health and Social Care","Commercial","G6/G7","G7","40","35","54120","54550"
"In post","2023","Department of Health and Social Care","Commercial","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","Commercial","SEO/HEO","HEO","35","35","32570","32980"
"In post","2023","Department of Health and Social Care","Commercial","SEO/HEO","SEO","60","60","40190","40170"
"In post","2023","Department of Health and Social Care","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Communications","EO","EO","20","20","28580","28610"
"In post","2023","Department of Health and Social Care","Communications","G6/G7","G6","20","20","68700","67890"
"In post","2023","Department of Health and Social Care","Communications","G6/G7","G7","45","45","55910","55100"
"In post","2023","Department of Health and Social Care","Communications","SCS level","SCS level","10","10","88740","82330"
"In post","2023","Department of Health and Social Care","Communications","SEO/HEO","HEO","30","30","34140","34190"
"In post","2023","Department of Health and Social Care","Communications","SEO/HEO","SEO","55","55","42180","41480"
"In post","2023","Department of Health and Social Care","Corporate Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Counter Fraud","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Counter Fraud","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Digital, Data and Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Digital, Data and Technology","EO","EO","25","25","28110","28360"
"In post","2023","Department of Health and Social Care","Digital, Data and Technology","G6/G7","G6","60","60","69370","67850"
"In post","2023","Department of Health and Social Care","Digital, Data and Technology","G6/G7","G7","145","145","53450","53920"
"In post","2023","Department of Health and Social Care","Digital, Data and Technology","SCS level","SCS level","25","25","93250","91690"
"In post","2023","Department of Health and Social Care","Digital, Data and Technology","SEO/HEO","HEO","65","65","32520","33330"
"In post","2023","Department of Health and Social Care","Digital, Data and Technology","SEO/HEO","SEO","125","125","40670","40880"
"In post","2023","Department of Health and Social Care","Economics","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Economics","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Economics","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Economics","G6/G7","G7","15","15","54820","54690"
"In post","2023","Department of Health and Social Care","Economics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Economics","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Department of Health and Social Care","Economics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Finance","AA/AO","AO","10","10","21780","21010"
"In post","2023","Department of Health and Social Care","Finance","EO","EO","55","55","27020","27690"
"In post","2023","Department of Health and Social Care","Finance","G6/G7","G6","35","35","67170","66290"
"In post","2023","Department of Health and Social Care","Finance","G6/G7","G7","70","65","54450","54670"
"In post","2023","Department of Health and Social Care","Finance","SCS level","SCS level","10","10","86220","78720"
"In post","2023","Department of Health and Social Care","Finance","SEO/HEO","HEO","25","25","32520","32840"
"In post","2023","Department of Health and Social Care","Finance","SEO/HEO","SEO","70","70","40910","41480"
"In post","2023","Department of Health and Social Care","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Human Resources","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","Human Resources","EO","EO","75","75","27140","27690"
"In post","2023","Department of Health and Social Care","Human Resources","G6/G7","G6","30","30","66420","67890"
"In post","2023","Department of Health and Social Care","Human Resources","G6/G7","G7","65","65","53700","54660"
"In post","2023","Department of Health and Social Care","Human Resources","SCS level","SCS level","10","10","98130","94160"
"In post","2023","Department of Health and Social Care","Human Resources","SEO/HEO","HEO","50","50","32640","32980"
"In post","2023","Department of Health and Social Care","Human Resources","SEO/HEO","SEO","40","40","39950","40880"
"In post","2023","Department of Health and Social Care","Intelligence Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Knowledge and Information Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Knowledge and Information Management","EO","EO","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Knowledge and Information Management","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Knowledge and Information Management","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","Knowledge and Information Management","SEO/HEO","SEO","15","10","40500","41190"
"In post","2023","Department of Health and Social Care","Legal","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","Legal","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Legal","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Department of Health and Social Care","Legal","SEO/HEO","SEO","20","20","40970","41480"
"In post","2023","Department of Health and Social Care","Medicine","EO","EO","25","25","28520","28770"
"In post","2023","Department of Health and Social Care","Medicine","G6/G7","G6","95","85","77790","76450"
"In post","2023","Department of Health and Social Care","Medicine","G6/G7","G7","90","85","55090","54670"
"In post","2023","Department of Health and Social Care","Medicine","SCS level","SCS level","265","230","114100","111320"
"In post","2023","Department of Health and Social Care","Medicine","SEO/HEO","HEO","45","40","35250","34350"
"In post","2023","Department of Health and Social Care","Medicine","SEO/HEO","SEO","80","75","43960","42510"
"In post","2023","Department of Health and Social Care","Operational Delivery","AA/AO","AA","55","45","21860","22970"
"In post","2023","Department of Health and Social Care","Operational Delivery","AA/AO","AO","375","330","22750","22480"
"In post","2023","Department of Health and Social Care","Operational Delivery","EO","EO","480","460","27490","27840"
"In post","2023","Department of Health and Social Care","Operational Delivery","G6/G7","G6","300","285","69410","66940"
"In post","2023","Department of Health and Social Care","Operational Delivery","G6/G7","G7","555","540","53970","53400"
"In post","2023","Department of Health and Social Care","Operational Delivery","SCS level","SCS level","100","95","93740","83600"
"In post","2023","Department of Health and Social Care","Operational Delivery","SEO/HEO","HEO","555","535","32820","32980"
"In post","2023","Department of Health and Social Care","Operational Delivery","SEO/HEO","SEO","565","550","40640","40880"
"In post","2023","Department of Health and Social Care","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Operational Research","G6/G7","G7","25","25","55350","54990"
"In post","2023","Department of Health and Social Care","Operational Research","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","Operational Research","SEO/HEO","HEO","15","15","33710","33940"
"In post","2023","Department of Health and Social Care","Operational Research","SEO/HEO","SEO","15","10","42100","41480"
"In post","2023","Department of Health and Social Care","Other","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Other","EO","EO","25","25","27890","27840"
"In post","2023","Department of Health and Social Care","Other","G6/G7","G6","25","25","68010","67740"
"In post","2023","Department of Health and Social Care","Other","G6/G7","G7","45","40","53530","51690"
"In post","2023","Department of Health and Social Care","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Other","SEO/HEO","HEO","20","20","32860","33500"
"In post","2023","Department of Health and Social Care","Other","SEO/HEO","SEO","30","30","40140","40270"
"In post","2023","Department of Health and Social Care","Planning","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Planning","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Policy","EO","EO","15","15","27690","28490"
"In post","2023","Department of Health and Social Care","Policy","G6/G7","G6","55","50","67820","67890"
"In post","2023","Department of Health and Social Care","Policy","G6/G7","G7","125","120","54340","54690"
"In post","2023","Department of Health and Social Care","Policy","SCS level","SCS level","45","45","82440","77820"
"In post","2023","Department of Health and Social Care","Policy","SEO/HEO","HEO","70","70","33530","34190"
"In post","2023","Department of Health and Social Care","Policy","SEO/HEO","SEO","85","80","41460","41950"
"In post","2023","Department of Health and Social Care","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Project Delivery","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","Project Delivery","G6/G7","G7","25","25","53920","54690"
"In post","2023","Department of Health and Social Care","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Project Delivery","SEO/HEO","HEO","15","15","33300","33940"
"In post","2023","Department of Health and Social Care","Project Delivery","SEO/HEO","SEO","20","20","41720","41950"
"In post","2023","Department of Health and Social Care","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Property","EO","EO","10","10","28470","28500"
"In post","2023","Department of Health and Social Care","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Property","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Property","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","Property","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Department of Health and Social Care","Science and Engineering","AA/AO","AA","15","15","21430","20100"
"In post","2023","Department of Health and Social Care","Science and Engineering","AA/AO","AO","100","90","22740","22820"
"In post","2023","Department of Health and Social Care","Science and Engineering","EO","EO","205","200","27130","27690"
"In post","2023","Department of Health and Social Care","Science and Engineering","G6/G7","G6","170","165","72120","69480"
"In post","2023","Department of Health and Social Care","Science and Engineering","G6/G7","G7","425","410","54610","54090"
"In post","2023","Department of Health and Social Care","Science and Engineering","SCS level","SCS level","50","45","87470","83500"
"In post","2023","Department of Health and Social Care","Science and Engineering","SEO/HEO","HEO","395","380","33900","33710"
"In post","2023","Department of Health and Social Care","Science and Engineering","SEO/HEO","SEO","485","465","42060","41660"
"In post","2023","Department of Health and Social Care","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Social Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Social Research","G6/G7","G7","10","10","55130","54690"
"In post","2023","Department of Health and Social Care","Social Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Social Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Social Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Statistics","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Statistics","G6/G7","G6","15","15","69680","68070"
"In post","2023","Department of Health and Social Care","Statistics","G6/G7","G7","30","25","53380","53920"
"In post","2023","Department of Health and Social Care","Statistics","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care","Statistics","SEO/HEO","HEO","10","10","32310","32280"
"In post","2023","Department of Health and Social Care","Statistics","SEO/HEO","SEO","20","15","40920","41410"
"In post","2023","Department of Health and Social Care","Tax","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Unknown","AA/AO","AO","40","40","23720","24750"
"In post","2023","Department of Health and Social Care","Unknown","EO","EO","240","230","28060","28770"
"In post","2023","Department of Health and Social Care","Unknown","G6/G7","G6","345","330","68270","67890"
"In post","2023","Department of Health and Social Care","Unknown","G6/G7","G7","735","705","54420","54690"
"In post","2023","Department of Health and Social Care","Unknown","SCS level","SCS level","175","170","92660","82500"
"In post","2023","Department of Health and Social Care","Unknown","SEO/HEO","HEO","420","410","33600","34190"
"In post","2023","Department of Health and Social Care","Unknown","SEO/HEO","SEO","535","515","41210","41950"
"In post","2023","Estyn","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Communications","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Digital, Data and Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Digital, Data and Technology","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Inspector of Education and Training","G6/G7","G6","65","65","78210","78500"
"In post","2023","Estyn","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Operational Delivery","AA/AO","AO","10","5","[c]","[c]"
"In post","2023","Estyn","Operational Delivery","EO","EO","15","15","29850","30610"
"In post","2023","Estyn","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Operational Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
