"Status","Year","Disability","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Declared disabled","Department for Environment, Food and Rural Affairs","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Environment, Food and Rural Affairs","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Environment, Food and Rural Affairs","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for International Trade","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for International Trade","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Levelling Up, Housing and Communities","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Levelling Up, Housing and Communities","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Levelling Up, Housing and Communities","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Transport","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Transport","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Transport","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Transport","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Work and Pensions","AA/AO","110","[c]","21840","21690"
"Leaver Dept.","2023","Declared disabled","Department for Work and Pensions","EO","210","[c]","28810","28120"
"Leaver Dept.","2023","Declared disabled","Department for Work and Pensions","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Work and Pensions","SEO/HEO","60","[c]","35460","34170"
"Leaver Dept.","2023","Declared disabled","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department of Health and Social Care","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department of Health and Social Care","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department of Health and Social Care","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Revenue and Customs","AA/AO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Revenue and Customs","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Revenue and Customs","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Revenue and Customs","SEO/HEO","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Treasury","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Treasury","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Home Office","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Home Office","EO","30","[c]","27470","26210"
"Leaver Dept.","2023","Declared disabled","Home Office","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Home Office","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Ministry of Defence","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Ministry of Defence","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Ministry of Defence","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Ministry of Defence","SEO/HEO","35","[c]","38940","37640"
"Leaver Dept.","2023","Declared disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Ministry of Justice","AA/AO","85","[c]","22470","21780"
"Leaver Dept.","2023","Declared disabled","Ministry of Justice","EO","40","[c]","27360","26930"
"Leaver Dept.","2023","Declared disabled","Ministry of Justice","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Ministry of Justice","SEO/HEO","55","[c]","36490","35410"
"Leaver Dept.","2023","Declared disabled","Ministry of Justice","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Government","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Statistics Authority","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Attorney General's Departments","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Attorney General's Departments","EO","40","[c]","27780","27760"
"Leaver Dept.","2023","Declared non-disabled","Attorney General's Departments","G6/G7","65","[c]","59660","60360"
"Leaver Dept.","2023","Declared non-disabled","Attorney General's Departments","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Attorney General's Departments","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Cabinet Office","AA/AO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Cabinet Office","EO","120","[c]","26840","27500"
"Leaver Dept.","2023","Declared non-disabled","Cabinet Office","G6/G7","255","[c]","58480","56430"
"Leaver Dept.","2023","Declared non-disabled","Cabinet Office","SCS level","45","[c]","84400","78540"
"Leaver Dept.","2023","Declared non-disabled","Cabinet Office","SEO/HEO","310","[c]","36840","35650"
"Leaver Dept.","2023","Declared non-disabled","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Charity Commission","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Competition and Markets Authority","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Competition and Markets Authority","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","EO","40","[c]","26680","26650"
"Leaver Dept.","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","G6/G7","125","[c]","56280","53670"
"Leaver Dept.","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","225","[c]","36730","35050"
"Leaver Dept.","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","G6/G7","65","[c]","56270","53880"
"Leaver Dept.","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","90","[c]","36010","35620"
"Leaver Dept.","2023","Declared non-disabled","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for Education","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for Education","G6/G7","85","[c]","57500","55340"
"Leaver Dept.","2023","Declared non-disabled","Department for Education","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for Education","SEO/HEO","130","[c]","37670","37790"
"Leaver Dept.","2023","Declared non-disabled","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","AA/AO","60","[c]","21930","22150"
"Leaver Dept.","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","EO","60","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","G6/G7","80","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","200","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for International Trade","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for International Trade","G6/G7","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for International Trade","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for International Trade","SEO/HEO","60","[c]","35310","35010"
"Leaver Dept.","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","EO","35","[c]","27730","27850"
"Leaver Dept.","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","G6/G7","85","[c]","56120","54630"
"Leaver Dept.","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","SEO/HEO","170","[c]","35650","34310"
"Leaver Dept.","2023","Declared non-disabled","Department for Transport","AA/AO","70","[c]","22170","22500"
"Leaver Dept.","2023","Declared non-disabled","Department for Transport","EO","75","[c]","27750","26960"
"Leaver Dept.","2023","Declared non-disabled","Department for Transport","G6/G7","50","[c]","57420","55030"
"Leaver Dept.","2023","Declared non-disabled","Department for Transport","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for Transport","SEO/HEO","180","[c]","36500","35600"
"Leaver Dept.","2023","Declared non-disabled","Department for Work and Pensions","AA/AO","405","[c]","21680","21690"
"Leaver Dept.","2023","Declared non-disabled","Department for Work and Pensions","EO","1175","[c]","28720","28120"
"Leaver Dept.","2023","Declared non-disabled","Department for Work and Pensions","G6/G7","95","[c]","58430","55320"
"Leaver Dept.","2023","Declared non-disabled","Department for Work and Pensions","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for Work and Pensions","SEO/HEO","330","[c]","36270","34970"
"Leaver Dept.","2023","Declared non-disabled","Department of Health and Social Care","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department of Health and Social Care","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department of Health and Social Care","G6/G7","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department of Health and Social Care","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department of Health and Social Care","SEO/HEO","60","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Food Standards Agency","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Food Standards Agency","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Food Standards Agency","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","HM Revenue and Customs","AA/AO","345","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","HM Revenue and Customs","EO","155","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","HM Revenue and Customs","G6/G7","75","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","HM Revenue and Customs","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","HM Revenue and Customs","SEO/HEO","210","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","HM Treasury","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","HM Treasury","G6/G7","80","[c]","57640","54130"
"Leaver Dept.","2023","Declared non-disabled","HM Treasury","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","HM Treasury","SEO/HEO","80","[c]","35180","33820"
"Leaver Dept.","2023","Declared non-disabled","Home Office","AA/AO","70","[c]","22820","22400"
"Leaver Dept.","2023","Declared non-disabled","Home Office","EO","180","[c]","27320","26750"
"Leaver Dept.","2023","Declared non-disabled","Home Office","G6/G7","115","[c]","63130","59570"
"Leaver Dept.","2023","Declared non-disabled","Home Office","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Home Office","SEO/HEO","235","[c]","38870","39190"
"Leaver Dept.","2023","Declared non-disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Ministry of Defence","AA/AO","100","[c]","22660","22220"
"Leaver Dept.","2023","Declared non-disabled","Ministry of Defence","EO","60","[c]","27490","27140"
"Leaver Dept.","2023","Declared non-disabled","Ministry of Defence","G6/G7","60","[c]","57190","57800"
"Leaver Dept.","2023","Declared non-disabled","Ministry of Defence","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Ministry of Defence","SEO/HEO","200","[c]","39670","40260"
"Leaver Dept.","2023","Declared non-disabled","Ministry of Defence","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Ministry of Justice","AA/AO","460","[c]","22040","21780"
"Leaver Dept.","2023","Declared non-disabled","Ministry of Justice","EO","170","[c]","27200","25830"
"Leaver Dept.","2023","Declared non-disabled","Ministry of Justice","G6/G7","90","[c]","60110","59590"
"Leaver Dept.","2023","Declared non-disabled","Ministry of Justice","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Ministry of Justice","SEO/HEO","340","[c]","38390","37680"
"Leaver Dept.","2023","Declared non-disabled","Ministry of Justice","Unknown","105","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","National Crime Agency","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office of Gas and Electricity Markets","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office of Gas and Electricity Markets","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office of Gas and Electricity Markets","SEO/HEO","30","[c]","34610","34000"
"Leaver Dept.","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
