"Status","Year","Age","Ethnicity","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Black","Psychology","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Black","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Science and Engineering","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","20-29","Black","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Security","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Black","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Social Research","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Black","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Statistics","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","20-29","Black","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Tax","Heterosexual / straight","65","60","34100","32260"
"In post","2023","20-29","Black","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Unknown","Heterosexual / straight","110","110","34010","32520"
"In post","2023","20-29","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Black","Unknown","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Black","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Commercial","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","20-29","Mixed","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Commercial","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Communications","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","20-29","Mixed","Communications","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Mixed","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Counter Fraud","Heterosexual / straight","35","35","30210","28130"
"In post","2023","20-29","Mixed","Counter Fraud","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Mixed","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Digital, Data and Technology","Heterosexual / straight","60","55","35430","34150"
"In post","2023","20-29","Mixed","Digital, Data and Technology","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Digital, Data and Technology","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Economics","Heterosexual / straight","40","40","41840","40450"
"In post","2023","20-29","Mixed","Economics","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Mixed","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Finance","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","20-29","Mixed","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Finance","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Mixed","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Geography","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Geography","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Human Resources","Heterosexual / straight","45","45","34120","32260"
"In post","2023","20-29","Mixed","Human Resources","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Intelligence Analysis","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Mixed","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","International Trade","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","20-29","Mixed","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Knowledge and Information Management","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Mixed","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Legal","Heterosexual / straight","35","35","37650","34870"
"In post","2023","20-29","Mixed","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Operational Delivery","Heterosexual / straight","870","845","27930","27920"
"In post","2023","20-29","Mixed","Operational Delivery","LGBO","150","150","27010","26900"
"In post","2023","20-29","Mixed","Operational Delivery","Undeclared","70","70","28720","27210"
"In post","2023","20-29","Mixed","Operational Delivery","Unknown","30","30","27080","26920"
"In post","2023","20-29","Mixed","Operational Research","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","20-29","Mixed","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Other","Heterosexual / straight","40","40","29890","29280"
"In post","2023","20-29","Mixed","Other","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Mixed","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Policy","Heterosexual / straight","290","290","40400","37300"
"In post","2023","20-29","Mixed","Policy","LGBO","60","60","39910","35760"
"In post","2023","20-29","Mixed","Policy","Undeclared","20","20","[c]","[c]"
"In post","2023","20-29","Mixed","Policy","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Mixed","Project Delivery","Heterosexual / straight","50","50","34020","32960"
"In post","2023","20-29","Mixed","Project Delivery","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Mixed","Project Delivery","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Property","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Property","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Mixed","Psychology","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Science and Engineering","Heterosexual / straight","55","55","32240","30650"
"In post","2023","20-29","Mixed","Science and Engineering","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Mixed","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Science and Engineering","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Security","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Mixed","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Social Research","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","20-29","Mixed","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Statistics","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","20-29","Mixed","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Statistics","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Mixed","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Tax","Heterosexual / straight","40","40","34140","34550"
"In post","2023","20-29","Mixed","Tax","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Unknown","Heterosexual / straight","105","100","34300","33020"
"In post","2023","20-29","Mixed","Unknown","LGBO","20","20","[c]","[c]"
"In post","2023","20-29","Mixed","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","Mixed","Unknown","Unknown","40","40","30030","28840"
"In post","2023","20-29","Mixed","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Counter Fraud","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Digital, Data and Technology","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Economics","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Economics","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Geography","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Geography","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Human Resources","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Legal","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Operational Delivery","Heterosexual / straight","180","175","28840","28120"
"In post","2023","20-29","Other ethnicity","Operational Delivery","LGBO","30","30","27760","28300"
"In post","2023","20-29","Other ethnicity","Operational Delivery","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Operational Delivery","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Other","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Policy","Heterosexual / straight","75","75","39550","36620"
"In post","2023","20-29","Other ethnicity","Policy","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Policy","Undeclared","40","35","41560","37490"
"In post","2023","20-29","Other ethnicity","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Project Delivery","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Science and Engineering","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Tax","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Commercial","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Communications","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Counter Fraud","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Counter Fraud","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Digital, Data and Technology","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Digital, Data and Technology","Undeclared","60","60","38000","34670"
