"Status","Year","Ethnicity","Region_ITL1","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","North East (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North East (England)","SEO/HEO","Female","75","75","36540","35000"
"In post","2023","Asian","North East (England)","SEO/HEO","Male","90","85","37900","37210"
"In post","2023","Asian","North East (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North East (England)","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Asian","North East (England)","Unknown","Male","5","5","[c]","[c]"
"In post","2023","Asian","North East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North West (England)","AA/AO","Female","550","445","22180","21840"
"In post","2023","Asian","North West (England)","AA/AO","Male","625","595","22460","22400"
"In post","2023","Asian","North West (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North West (England)","EO","Female","450","410","27580","28120"
"In post","2023","Asian","North West (England)","EO","Male","570","560","27820","28120"
"In post","2023","Asian","North West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North West (England)","G6/G7","Female","105","100","55650","54250"
"In post","2023","Asian","North West (England)","G6/G7","Male","150","145","57170","56120"
"In post","2023","Asian","North West (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North West (England)","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Asian","North West (England)","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Asian","North West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North West (England)","SEO/HEO","Female","350","335","36090","34990"
"In post","2023","Asian","North West (England)","SEO/HEO","Male","515","505","36820","35000"
"In post","2023","Asian","North West (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North West (England)","Unknown","Female","90","80","27500","24570"
"In post","2023","Asian","North West (England)","Unknown","Male","50","45","31290","26840"
"In post","2023","Asian","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Asian","Northern Ireland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","EO","Female","5","5","[c]","[c]"
"In post","2023","Asian","Overseas","EO","Male","5","5","[c]","[c]"
"In post","2023","Asian","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","G6/G7","Female","30","30","[c]","[c]"
"In post","2023","Asian","Overseas","G6/G7","Male","35","35","60920","60080"
"In post","2023","Asian","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Asian","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2023","Asian","Overseas","SEO/HEO","Male","30","30","41320","38530"
"In post","2023","Asian","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Asian","Overseas","Unknown","Male","10","10","[c]","[c]"
"In post","2023","Asian","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","AA/AO","Female","165","140","23110","22520"
"In post","2023","Asian","Scotland","AA/AO","Male","105","100","23480","22520"
"In post","2023","Asian","Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","EO","Female","115","105","28340","28120"
"In post","2023","Asian","Scotland","EO","Male","85","85","28670","28120"
"In post","2023","Asian","Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","G6/G7","Female","40","40","59160","55410"
"In post","2023","Asian","Scotland","G6/G7","Male","45","45","62760","62370"
"In post","2023","Asian","Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","SEO/HEO","Female","120","115","39000","37940"
"In post","2023","Asian","Scotland","SEO/HEO","Male","115","115","42130","38830"
"In post","2023","Asian","Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South East (England)","AA/AO","Female","270","230","23880","22880"
"In post","2023","Asian","South East (England)","AA/AO","Male","250","235","25830","24270"
"In post","2023","Asian","South East (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South East (England)","EO","Female","335","300","29580","29120"
"In post","2023","Asian","South East (England)","EO","Male","185","180","29460","28130"
"In post","2023","Asian","South East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South East (England)","G6/G7","Female","55","50","58720","55330"
"In post","2023","Asian","South East (England)","G6/G7","Male","70","65","59720","57340"
"In post","2023","Asian","South East (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South East (England)","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Asian","South East (England)","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Asian","South East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South East (England)","SEO/HEO","Female","185","180","36950","36180"
"In post","2023","Asian","South East (England)","SEO/HEO","Male","155","150","37760","37410"
"In post","2023","Asian","South East (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South East (England)","Unknown","Female","40","40","28760","27560"
"In post","2023","Asian","South East (England)","Unknown","Male","20","20","[c]","[c]"
"In post","2023","Asian","South East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South West (England)","AA/AO","Female","100","90","22720","22220"
"In post","2023","Asian","South West (England)","AA/AO","Male","75","70","23970","22500"
"In post","2023","Asian","South West (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South West (England)","EO","Female","90","80","27350","28100"
"In post","2023","Asian","South West (England)","EO","Male","70","70","27830","28080"
"In post","2023","Asian","South West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South West (England)","G6/G7","Female","55","50","57680","55260"
"In post","2023","Asian","South West (England)","G6/G7","Male","75","70","57750","55110"
"In post","2023","Asian","South West (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South West (England)","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Asian","South West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South West (England)","SEO/HEO","Female","185","175","36290","34700"
"In post","2023","Asian","South West (England)","SEO/HEO","Male","230","225","37880","38300"
"In post","2023","Asian","South West (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South West (England)","Unknown","Female","20","20","[c]","[c]"
"In post","2023","Asian","South West (England)","Unknown","Male","40","40","37850","34880"
"In post","2023","Asian","South West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","AA/AO","Female","10","5","[c]","[c]"
"In post","2023","Asian","Unknown","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Asian","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","EO","Female","15","15","[c]","[c]"
"In post","2023","Asian","Unknown","EO","Male","15","15","[c]","[c]"
"In post","2023","Asian","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Asian","Unknown","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Asian","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Wales","AA/AO","Female","100","90","22400","22500"
"In post","2023","Asian","Wales","AA/AO","Male","105","100","22580","22520"
"In post","2023","Asian","Wales","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Wales","EO","Female","80","75","27600","28120"
"In post","2023","Asian","Wales","EO","Male","75","75","27860","28120"
"In post","2023","Asian","Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Wales","G6/G7","Female","30","30","[c]","[c]"
"In post","2023","Asian","Wales","G6/G7","Male","45","40","60540","59170"
"In post","2023","Asian","Wales","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Wales","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Wales","SEO/HEO","Female","95","90","37120","36330"
"In post","2023","Asian","Wales","SEO/HEO","Male","100","100","37490","35000"
"In post","2023","Asian","Wales","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Wales","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Asian","Wales","Unknown","Male","5","5","[c]","[c]"
"In post","2023","Asian","Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","West Midlands (England)","AA/AO","Female","1045","890","22060","21780"
"In post","2023","Asian","West Midlands (England)","AA/AO","Male","715","680","22680","21780"
"In post","2023","Asian","West Midlands (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","West Midlands (England)","EO","Female","930","845","27650","28120"
"In post","2023","Asian","West Midlands (England)","EO","Male","755","735","27760","28120"
"In post","2023","Asian","West Midlands (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","West Midlands (England)","G6/G7","Female","185","180","55990","53750"
"In post","2023","Asian","West Midlands (England)","G6/G7","Male","170","170","57120","55780"
"In post","2023","Asian","West Midlands (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","West Midlands (England)","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Asian","West Midlands (England)","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Asian","West Midlands (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","West Midlands (England)","SEO/HEO","Female","665","640","36370","35000"
"In post","2023","Asian","West Midlands (England)","SEO/HEO","Male","665","655","37040","35000"
"In post","2023","Asian","West Midlands (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","West Midlands (England)","Unknown","Female","155","145","29190","26840"
"In post","2023","Asian","West Midlands (England)","Unknown","Male","60","55","28900","26840"
"In post","2023","Asian","West Midlands (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Yorkshire and The Humber","AA/AO","Female","520","430","22220","22400"
"In post","2023","Asian","Yorkshire and The Humber","AA/AO","Male","490","465","22840","22520"
"In post","2023","Asian","Yorkshire and The Humber","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Yorkshire and The Humber","EO","Female","555","495","27540","28120"
"In post","2023","Asian","Yorkshire and The Humber","EO","Male","530","520","27820","28120"
"In post","2023","Asian","Yorkshire and The Humber","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Yorkshire and The Humber","G6/G7","Female","90","85","55990","54260"
"In post","2023","Asian","Yorkshire and The Humber","G6/G7","Male","130","130","57220","55430"
"In post","2023","Asian","Yorkshire and The Humber","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Yorkshire and The Humber","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Asian","Yorkshire and The Humber","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Asian","Yorkshire and The Humber","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Yorkshire and The Humber","SEO/HEO","Female","360","340","36060","35000"
"In post","2023","Asian","Yorkshire and The Humber","SEO/HEO","Male","430","420","36360","35000"
"In post","2023","Asian","Yorkshire and The Humber","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Yorkshire and The Humber","Unknown","Female","65","60","27070","24570"
"In post","2023","Asian","Yorkshire and The Humber","Unknown","Male","55","50","28370","26840"
"In post","2023","Asian","Yorkshire and The Humber","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","East Midlands (England)","AA/AO","Female","140","125","22410","21780"
"In post","2023","Black","East Midlands (England)","AA/AO","Male","100","95","25090","22520"
"In post","2023","Black","East Midlands (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","East Midlands (England)","EO","Female","120","115","27920","28120"
"In post","2023","Black","East Midlands (England)","EO","Male","75","75","28110","28120"
"In post","2023","Black","East Midlands (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","East Midlands (England)","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Black","East Midlands (England)","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Black","East Midlands (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","East Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","East Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","East Midlands (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","East Midlands (England)","SEO/HEO","Female","75","70","38020","36300"
"In post","2023","Black","East Midlands (England)","SEO/HEO","Male","50","45","37530","35000"
"In post","2023","Black","East Midlands (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","East Midlands (England)","Unknown","Female","55","50","27450","26840"
"In post","2023","Black","East Midlands (England)","Unknown","Male","30","25","[c]","[c]"
"In post","2023","Black","East Midlands (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","East of England","AA/AO","Female","110","100","24600","25410"
"In post","2023","Black","East of England","AA/AO","Male","75","75","27630","28880"
"In post","2023","Black","East of England","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","East of England","EO","Female","140","130","29990","31280"
"In post","2023","Black","East of England","EO","Male","70","70","30440","30540"
"In post","2023","Black","East of England","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","East of England","G6/G7","Female","25","25","[c]","[c]"
"In post","2023","Black","East of England","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Black","East of England","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","East of England","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","East of England","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","East of England","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","East of England","SEO/HEO","Female","55","50","38050","37470"
"In post","2023","Black","East of England","SEO/HEO","Male","45","45","38860","37620"
"In post","2023","Black","East of England","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","East of England","Unknown","Female","50","50","27100","24570"
"In post","2023","Black","East of England","Unknown","Male","25","25","[c]","[c]"
"In post","2023","Black","East of England","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","London","AA/AO","Female","1305","1175","26720","25610"
"In post","2023","Black","London","AA/AO","Male","865","840","29010","26630"
"In post","2023","Black","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","London","EO","Female","2250","2125","31500","32520"
"In post","2023","Black","London","EO","Male","955","935","31740","32520"
"In post","2023","Black","London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","London","G6/G7","Female","785","770","60300","58960"
"In post","2023","Black","London","G6/G7","Male","410","405","61500","59510"
"In post","2023","Black","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","London","SCS level","Female","50","45","88430","80050"
"In post","2023","Black","London","SCS level","Male","25","25","[c]","[c]"
"In post","2023","Black","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","London","SEO/HEO","Female","1995","1965","39800","39450"
"In post","2023","Black","London","SEO/HEO","Male","970","965","40670","39790"
"In post","2023","Black","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","London","Unknown","Female","515","495","34220","33050"
"In post","2023","Black","London","Unknown","Male","175","175","35580","33820"
"In post","2023","Black","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","North East (England)","AA/AO","Female","40","35","22030","21780"
"In post","2023","Black","North East (England)","AA/AO","Male","25","25","[c]","[c]"
"In post","2023","Black","North East (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","North East (England)","EO","Female","25","25","[c]","[c]"
"In post","2023","Black","North East (England)","EO","Male","30","30","[c]","[c]"
"In post","2023","Black","North East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","North East (England)","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Black","North East (England)","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Black","North East (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","North East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","North East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","North East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","North East (England)","SEO/HEO","Female","35","35","36510","35060"
"In post","2023","Black","North East (England)","SEO/HEO","Male","30","30","[c]","[c]"
"In post","2023","Black","North East (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","North East (England)","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Black","North East (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","North East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","North West (England)","AA/AO","Female","145","135","22420","22400"
"In post","2023","Black","North West (England)","AA/AO","Male","130","125","23090","22520"
"In post","2023","Black","North West (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","North West (England)","EO","Female","170","160","27540","28120"
"In post","2023","Black","North West (England)","EO","Male","130","130","28060","28120"
"In post","2023","Black","North West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","North West (England)","G6/G7","Female","40","40","55140","52600"
"In post","2023","Black","North West (England)","G6/G7","Male","40","35","57750","54900"
"In post","2023","Black","North West (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","North West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","North West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","North West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","North West (England)","SEO/HEO","Female","145","140","36290","35000"
"In post","2023","Black","North West (England)","SEO/HEO","Male","150","150","36750","34700"
"In post","2023","Black","North West (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","North West (England)","Unknown","Female","40","35","29550","24570"
"In post","2023","Black","North West (England)","Unknown","Male","30","30","30430","25300"
"In post","2023","Black","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland","G6/G7","Female","[c]","[c]","[c]","[c]"
