"Status","Year","Age","Disability","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","Unknown","Digital, Data and Technology","London","185","180","53800","50980"
"In post","2023","50-59","Unknown","Digital, Data and Technology","Outside London","620","610","47480","42510"
"In post","2023","50-59","Unknown","Digital, Data and Technology","Overseas","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Economics","London","15","15","[c]","[c]"
"In post","2023","50-59","Unknown","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Finance","London","85","85","56120","54690"
"In post","2023","50-59","Unknown","Finance","Outside London","220","210","40900","37710"
"In post","2023","50-59","Unknown","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Geography","Outside London","25","25","[c]","[c]"
"In post","2023","50-59","Unknown","Human Resources","London","80","80","51910","45690"
"In post","2023","50-59","Unknown","Human Resources","Outside London","405","395","36880","33830"
"In post","2023","50-59","Unknown","Human Resources","Overseas","60","60","59780","58630"
"In post","2023","50-59","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Inspector of Education and Training","London","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Inspector of Education and Training","Outside London","25","20","[c]","[c]"
"In post","2023","50-59","Unknown","Intelligence Analysis","London","20","20","[c]","[c]"
"In post","2023","50-59","Unknown","Intelligence Analysis","Outside London","50","50","30080","26370"
"In post","2023","50-59","Unknown","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Internal Audit","Outside London","20","20","[c]","[c]"
"In post","2023","50-59","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","International Trade","London","35","35","60710","55500"
"In post","2023","50-59","Unknown","International Trade","Outside London","60","60","45460","43710"
"In post","2023","50-59","Unknown","International Trade","Overseas","25","25","[c]","[c]"
"In post","2023","50-59","Unknown","Knowledge and Information Management","London","35","35","43590","37450"
"In post","2023","50-59","Unknown","Knowledge and Information Management","Outside London","40","40","35040","31380"
"In post","2023","50-59","Unknown","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Legal","London","185","175","60970","60210"
"In post","2023","50-59","Unknown","Legal","Outside London","305","285","47660","49050"
"In post","2023","50-59","Unknown","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Medicine","London","35","30","65400","56500"
"In post","2023","50-59","Unknown","Medicine","Outside London","160","140","59310","48270"
"In post","2023","50-59","Unknown","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Operational Delivery","London","1175","1125","36850","32110"
"In post","2023","50-59","Unknown","Operational Delivery","Outside London","8380","7720","29680","26880"
"In post","2023","50-59","Unknown","Operational Delivery","Overseas","35","35","46300","47380"
"In post","2023","50-59","Unknown","Operational Delivery","Unknown","50","45","40000","42250"
"In post","2023","50-59","Unknown","Operational Research","London","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Operational Research","Outside London","30","30","[c]","[c]"
"In post","2023","50-59","Unknown","Other","London","75","70","50350","36000"
"In post","2023","50-59","Unknown","Other","Outside London","545","520","32910","26930"
"In post","2023","50-59","Unknown","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Other","Unknown","440","440","47400","43120"
"In post","2023","50-59","Unknown","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Planning Inspectors","Outside London","15","10","[c]","[c]"
"In post","2023","50-59","Unknown","Policy","London","350","345","60190","59600"
"In post","2023","50-59","Unknown","Policy","Outside London","210","205","45660","41800"
"In post","2023","50-59","Unknown","Policy","Overseas","105","105","64870","62510"
"In post","2023","50-59","Unknown","Project Delivery","London","170","165","58870","55790"
"In post","2023","50-59","Unknown","Project Delivery","Outside London","480","470","47100","42510"
"In post","2023","50-59","Unknown","Project Delivery","Overseas","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Property","London","40","40","48560","47010"
"In post","2023","50-59","Unknown","Property","Outside London","275","270","36380","33830"
"In post","2023","50-59","Unknown","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Psychology","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Science and Engineering","London","30","30","[c]","[c]"
"In post","2023","50-59","Unknown","Science and Engineering","Outside London","370","360","45790","45800"
"In post","2023","50-59","Unknown","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Security","London","90","90","44890","39880"
"In post","2023","50-59","Unknown","Security","Outside London","540","530","34220","28190"
"In post","2023","50-59","Unknown","Security","Overseas","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Social Research","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Statistics","London","15","15","[c]","[c]"
"In post","2023","50-59","Unknown","Statistics","Outside London","15","15","[c]","[c]"
"In post","2023","50-59","Unknown","Tax","London","185","180","42200","39790"
"In post","2023","50-59","Unknown","Tax","Outside London","555","530","35610","34700"
"In post","2023","50-59","Unknown","Unknown","London","250","240","60860","55200"
"In post","2023","50-59","Unknown","Unknown","Outside London","1690","1620","44740","38330"
"In post","2023","50-59","Unknown","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Veterinarian","Outside London","5","5","[c]","[c]"
"In post","2023","60-64","Declared disabled","Commercial","London","10","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Commercial","Outside London","55","50","46410","41510"
"In post","2023","60-64","Declared disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Communications","London","5","5","[c]","[c]"
"In post","2023","60-64","Declared disabled","Communications","Outside London","15","15","[c]","[c]"
"In post","2023","60-64","Declared disabled","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Counter Fraud","London","35","30","31500","32520"
"In post","2023","60-64","Declared disabled","Counter Fraud","Outside London","175","130","28390","28120"
"In post","2023","60-64","Declared disabled","Digital, Data and Technology","London","30","25","[c]","[c]"
"In post","2023","60-64","Declared disabled","Digital, Data and Technology","Outside London","140","120","39940","38280"
"In post","2023","60-64","Declared disabled","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Finance","London","25","20","[c]","[c]"
"In post","2023","60-64","Declared disabled","Finance","Outside London","65","55","38460","34970"
"In post","2023","60-64","Declared disabled","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Geography","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Human Resources","London","30","30","52850","43650"
"In post","2023","60-64","Declared disabled","Human Resources","Outside London","135","120","35480","34170"
"In post","2023","60-64","Declared disabled","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Inspector of Education and Training","Outside London","5","5","[c]","[c]"
"In post","2023","60-64","Declared disabled","Intelligence Analysis","London","10","5","[c]","[c]"
"In post","2023","60-64","Declared disabled","Intelligence Analysis","Outside London","15","15","[c]","[c]"
"In post","2023","60-64","Declared disabled","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Internal Audit","Outside London","10","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Knowledge and Information Management","London","20","15","[c]","[c]"
"In post","2023","60-64","Declared disabled","Knowledge and Information Management","Outside London","25","25","[c]","[c]"
"In post","2023","60-64","Declared disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Legal","London","35","30","63370","64570"
"In post","2023","60-64","Declared disabled","Legal","Outside London","65","50","52130","56030"
"In post","2023","60-64","Declared disabled","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Medicine","Outside London","15","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Operational Delivery","London","580","515","33460","31250"
"In post","2023","60-64","Declared disabled","Operational Delivery","Outside London","4315","3395","27460","27450"
"In post","2023","60-64","Declared disabled","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Operational Delivery","Unknown","10","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Other","London","20","20","[c]","[c]"
"In post","2023","60-64","Declared disabled","Other","Outside London","215","175","29500","27130"
"In post","2023","60-64","Declared disabled","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Policy","London","90","80","49390","47420"
"In post","2023","60-64","Declared disabled","Policy","Outside London","55","45","43200","38210"
"In post","2023","60-64","Declared disabled","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Project Delivery","London","25","25","[c]","[c]"
"In post","2023","60-64","Declared disabled","Project Delivery","Outside London","120","100","41100","40500"
"In post","2023","60-64","Declared disabled","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Property","London","15","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Property","Outside London","65","60","35780","34300"
"In post","2023","60-64","Declared disabled","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Science and Engineering","Outside London","115","110","42050","41660"
"In post","2023","60-64","Declared disabled","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Security","London","10","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Security","Outside London","90","75","29190","24430"
"In post","2023","60-64","Declared disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Statistics","London","5","5","[c]","[c]"
"In post","2023","60-64","Declared disabled","Statistics","Outside London","10","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Tax","London","35","30","45940","42060"
"In post","2023","60-64","Declared disabled","Tax","Outside London","125","95","38990","35000"
"In post","2023","60-64","Declared disabled","Unknown","London","20","15","[c]","[c]"
"In post","2023","60-64","Declared disabled","Unknown","Outside London","110","100","39270","31940"
"In post","2023","60-64","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Commercial","London","65","60","61100","48070"
"In post","2023","60-64","Declared non-disabled","Commercial","Outside London","220","185","43600","38470"
"In post","2023","60-64","Declared non-disabled","Commercial","Overseas","5","5","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Communications","London","35","35","45700","43230"
"In post","2023","60-64","Declared non-disabled","Communications","Outside London","90","80","38910","35650"
"In post","2023","60-64","Declared non-disabled","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Counter Fraud","London","135","115","37160","32520"
"In post","2023","60-64","Declared non-disabled","Counter Fraud","Outside London","575","430","29540","28120"
"In post","2023","60-64","Declared non-disabled","Digital, Data and Technology","London","175","165","51440","46210"
"In post","2023","60-64","Declared non-disabled","Digital, Data and Technology","Outside London","715","625","41610","38470"
"In post","2023","60-64","Declared non-disabled","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Economics","London","5","5","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Finance","London","135","125","51580","45960"
"In post","2023","60-64","Declared non-disabled","Finance","Outside London","375","315","39540","34300"
"In post","2023","60-64","Declared non-disabled","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Geography","Outside London","25","15","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Human Resources","London","110","100","52610","47640"
"In post","2023","60-64","Declared non-disabled","Human Resources","Outside London","630","570","35610","34300"
"In post","2023","60-64","Declared non-disabled","Human Resources","Overseas","5","5","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Inspector of Education and Training","London","10","10","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Inspector of Education and Training","Outside London","65","60","73460","77470"
"In post","2023","60-64","Declared non-disabled","Intelligence Analysis","London","50","45","40690","36690"
"In post","2023","60-64","Declared non-disabled","Intelligence Analysis","Outside London","90","75","30440","28060"
"In post","2023","60-64","Declared non-disabled","Internal Audit","London","20","15","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Internal Audit","Outside London","45","35","45730","44210"
"In post","2023","60-64","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","International Trade","London","35","35","56760","57890"
"In post","2023","60-64","Declared non-disabled","International Trade","Outside London","25","25","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Knowledge and Information Management","London","45","45","38080","33260"
"In post","2023","60-64","Declared non-disabled","Knowledge and Information Management","Outside London","130","115","32370","28120"
"In post","2023","60-64","Declared non-disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Legal","London","180","160","63700","64140"
"In post","2023","60-64","Declared non-disabled","Legal","Outside London","310","250","53420","56450"
"In post","2023","60-64","Declared non-disabled","Medicine","London","15","10","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Medicine","Outside London","115","100","55310","41190"
"In post","2023","60-64","Declared non-disabled","Medicine","Overseas","5","5","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Operational Delivery","London","2145","1865","33860","31230"
"In post","2023","60-64","Declared non-disabled","Operational Delivery","Outside London","14775","11750","28400","27450"
"In post","2023","60-64","Declared non-disabled","Operational Delivery","Overseas","20","20","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Operational Delivery","Unknown","25","20","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Operational Research","Outside London","15","15","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Other","London","130","125","40570","32520"
"In post","2023","60-64","Declared non-disabled","Other","Outside London","980","855","28730","23430"
"In post","2023","60-64","Declared non-disabled","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Planning","Outside London","5","5","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Planning Inspectors","Outside London","35","25","64490","60360"
"In post","2023","60-64","Declared non-disabled","Policy","London","475","435","51580","46510"
"In post","2023","60-64","Declared non-disabled","Policy","Outside London","340","300","45660","39690"
"In post","2023","60-64","Declared non-disabled","Policy","Overseas","40","40","74350","70490"
"In post","2023","60-64","Declared non-disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Project Delivery","London","145","130","54940","48570"
"In post","2023","60-64","Declared non-disabled","Project Delivery","Outside London","630","530","44160","41240"
"In post","2023","60-64","Declared non-disabled","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Property","London","80","70","44990","39140"
"In post","2023","60-64","Declared non-disabled","Property","Outside London","470","415","36570","34300"
"In post","2023","60-64","Declared non-disabled","Property","Overseas","10","10","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Property","Unknown","5","5","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Psychology","Outside London","15","15","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Science and Engineering","London","20","20","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Science and Engineering","Outside London","675","605","43230","42620"
"In post","2023","60-64","Declared non-disabled","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Security","London","95","90","40760","37940"
"In post","2023","60-64","Declared non-disabled","Security","Outside London","535","485","28900","22220"
"In post","2023","60-64","Declared non-disabled","Security","Overseas","10","10","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Social Research","London","5","5","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Social Research","Outside London","15","15","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Statistics","London","10","10","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Statistics","Outside London","35","30","42510","41050"
"In post","2023","60-64","Declared non-disabled","Tax","London","170","140","49040","42060"
"In post","2023","60-64","Declared non-disabled","Tax","Outside London","545","415","39300","35070"
"In post","2023","60-64","Declared non-disabled","Unknown","London","100","95","53720","46610"
"In post","2023","60-64","Declared non-disabled","Unknown","Outside London","675","590","43720","38330"
"In post","2023","60-64","Declared non-disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Veterinarian","Outside London","20","20","[c]","[c]"
"In post","2023","60-64","Undeclared","Commercial","London","10","10","[c]","[c]"
"In post","2023","60-64","Undeclared","Commercial","Outside London","35","30","42790","43060"
"In post","2023","60-64","Undeclared","Communications","London","5","5","[c]","[c]"
"In post","2023","60-64","Undeclared","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Counter Fraud","London","5","5","[c]","[c]"
"In post","2023","60-64","Undeclared","Counter Fraud","Outside London","45","40","28680","28120"
"In post","2023","60-64","Undeclared","Digital, Data and Technology","London","20","15","[c]","[c]"
"In post","2023","60-64","Undeclared","Digital, Data and Technology","Outside London","65","55","41840","38730"
"In post","2023","60-64","Undeclared","Finance","London","10","10","[c]","[c]"
"In post","2023","60-64","Undeclared","Finance","Outside London","40","30","39040","38080"
"In post","2023","60-64","Undeclared","Geography","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Human Resources","London","10","10","[c]","[c]"
"In post","2023","60-64","Undeclared","Human Resources","Outside London","70","65","34370","33470"
"In post","2023","60-64","Undeclared","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Intelligence Analysis","London","15","15","[c]","[c]"
"In post","2023","60-64","Undeclared","Intelligence Analysis","Outside London","15","10","[c]","[c]"
"In post","2023","60-64","Undeclared","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2023","60-64","Undeclared","Knowledge and Information Management","Outside London","10","10","[c]","[c]"
"In post","2023","60-64","Undeclared","Legal","London","15","15","[c]","[c]"
"In post","2023","60-64","Undeclared","Legal","Outside London","30","20","47470","45450"
"In post","2023","60-64","Undeclared","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Medicine","Outside London","20","20","[c]","[c]"
"In post","2023","60-64","Undeclared","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Operational Delivery","London","280","240","35060","32090"
"In post","2023","60-64","Undeclared","Operational Delivery","Outside London","1645","1290","28770","27830"
"In post","2023","60-64","Undeclared","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Other","London","15","10","[c]","[c]"
"In post","2023","60-64","Undeclared","Other","Outside London","90","80","28620","23730"
"In post","2023","60-64","Undeclared","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Policy","London","35","35","55070","55120"
"In post","2023","60-64","Undeclared","Policy","Outside London","30","25","[c]","[c]"
"In post","2023","60-64","Undeclared","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Project Delivery","London","10","10","[c]","[c]"
"In post","2023","60-64","Undeclared","Project Delivery","Outside London","40","35","46650","42510"
"In post","2023","60-64","Undeclared","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Property","London","15","10","[c]","[c]"
"In post","2023","60-64","Undeclared","Property","Outside London","45","35","37420","35650"
"In post","2023","60-64","Undeclared","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Science and Engineering","London","20","20","[c]","[c]"
"In post","2023","60-64","Undeclared","Science and Engineering","Outside London","115","105","43220","40670"
"In post","2023","60-64","Undeclared","Security","London","10","10","[c]","[c]"
"In post","2023","60-64","Undeclared","Security","Outside London","80","70","30280","22220"
"In post","2023","60-64","Undeclared","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Tax","London","25","20","[c]","[c]"
"In post","2023","60-64","Undeclared","Tax","Outside London","75","55","40610","36990"
"In post","2023","60-64","Undeclared","Unknown","London","10","10","[c]","[c]"
"In post","2023","60-64","Undeclared","Unknown","Outside London","25","25","[c]","[c]"
"In post","2023","60-64","Undeclared","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","Commercial","London","5","5","[c]","[c]"
"In post","2023","60-64","Unknown","Commercial","Outside London","45","40","43880","40450"
"In post","2023","60-64","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","Communications","London","10","10","[c]","[c]"
"In post","2023","60-64","Unknown","Communications","Outside London","5","5","[c]","[c]"
"In post","2023","60-64","Unknown","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","Counter Fraud","London","25","20","[c]","[c]"
"In post","2023","60-64","Unknown","Counter Fraud","Outside London","35","25","34070","34540"
"In post","2023","60-64","Unknown","Digital, Data and Technology","London","40","35","56580","49790"
"In post","2023","60-64","Unknown","Digital, Data and Technology","Outside London","130","120","45040","41880"
"In post","2023","60-64","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","Finance","London","20","20","[c]","[c]"
"In post","2023","60-64","Unknown","Finance","Outside London","55","45","35900","34920"
"In post","2023","60-64","Unknown","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","Geography","Outside London","10","5","[c]","[c]"
"In post","2023","60-64","Unknown","Human Resources","London","10","10","[c]","[c]"
"In post","2023","60-64","Unknown","Human Resources","Outside London","105","100","32150","31470"
"In post","2023","60-64","Unknown","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","Inspector of Education and Training","Outside London","10","10","[c]","[c]"
"In post","2023","60-64","Unknown","Intelligence Analysis","London","10","5","[c]","[c]"
"In post","2023","60-64","Unknown","Intelligence Analysis","Outside London","10","10","[c]","[c]"
"In post","2023","60-64","Unknown","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","International Trade","London","5","5","[c]","[c]"
