"Status","Year","Function_of_post","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Digital, Data & Technology","Food Standards Agency","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Food Standards Agency","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","EO","25","[c]","31400","31710"
"Leaver CS","2023","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","HEO","25","[c]","38590","39460"
"Leaver CS","2023","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","SEO","30","[c]","45180","44130"
"Leaver CS","2023","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","EO","35","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","G6","15","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","G7","35","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","HEO","60","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","SEO","55","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Revenue and Customs","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Revenue and Customs","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Revenue and Customs","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Revenue and Customs","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Revenue and Customs","Operational Delivery","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Revenue and Customs","Operational Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Revenue and Customs","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Revenue and Customs","Tax","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Treasury","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Treasury","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Treasury","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Home Office","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","EO","15","[c]","28240","29610"
"Leaver CS","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","G6","15","[c]","74020","71660"
"Leaver CS","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","G7","35","[c]","58440","57740"
"Leaver CS","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","HEO","30","[c]","35470","36000"
"Leaver CS","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","SEO","30","[c]","41970","42180"
"Leaver CS","2023","Digital, Data & Technology","Home Office","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Home Office","Operational Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Home Office","Other","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Home Office","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Home Office","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Home Office","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Home Office","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Home Office","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Home Office","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Home Office","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Home Office","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Home Office","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","AO","25","[c]","22640","22220"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","EO","50","[c]","28550","27470"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","G7","20","[c]","56290","56180"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","HEO","50","[c]","33660","33990"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","SEO","45","[c]","42420","41980"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","AO","10","[c]","22760","22220"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","EO","10","[c]","27990","27470"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Defence","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Defence","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Defence","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Justice","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Justice","Digital, Data and Technology","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Justice","Digital, Data and Technology","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Justice","Digital, Data and Technology","G7","70","[c]","60600","59590"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Justice","Digital, Data and Technology","HEO","20","[c]","33560","34260"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Justice","Digital, Data and Technology","SEO","25","[c]","44040","43650"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Justice","Digital, Data and Technology","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Justice","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Justice","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Justice","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Justice","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Office of Rail and Road","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Office of Rail and Road","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Office of Rail and Road","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Scottish Government","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Scottish Government","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Scottish Government","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Scottish Government","Digital, Data and Technology","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","The National Archives","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","The National Archives","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","The National Archives","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","The National Archives","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","The National Archives","Digital, Data and Technology","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","The National Archives","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","The National Archives","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","The National Archives","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","EO","20","[c]","25450","24840"
"Leaver CS","2023","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","G7","20","[c]","54550","53350"
"Leaver CS","2023","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","HEO","10","[c]","30990","31060"
"Leaver CS","2023","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","SEO","25","[c]","38130","37690"
"Leaver CS","2023","Digital, Data & Technology","UK Supreme Court","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Supreme Court","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Attorney General's Departments","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Attorney General's Departments","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Attorney General's Departments","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Attorney General's Departments","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Attorney General's Departments","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Attorney General's Departments","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Cabinet Office","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Cabinet Office","Finance","HEO","10","[c]","32630","33250"
"Leaver CS","2023","Finance","Cabinet Office","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Cabinet Office","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Cabinet Office","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Cabinet Office","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Cabinet Office","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Chancellor's other departments","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Chancellor's other departments","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Chancellor's other departments","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Charity Commission","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Competition and Markets Authority","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Competition and Markets Authority","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Business, Energy and Industrial Strategy","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Business, Energy and Industrial Strategy","Finance","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Business, Energy and Industrial Strategy","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Business, Energy and Industrial Strategy","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Business, Energy and Industrial Strategy","Finance","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Business, Energy and Industrial Strategy","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Business, Energy and Industrial Strategy","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Business, Energy and Industrial Strategy","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Digital, Culture, Media and Sport","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Digital, Culture, Media and Sport","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Digital, Culture, Media and Sport","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Education","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Education","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Education","Finance","G7","10","[c]","53510","51360"
"Leaver CS","2023","Finance","Department for Education","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Education","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Education","Finance","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Environment, Food and Rural Affairs","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Environment, Food and Rural Affairs","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Environment, Food and Rural Affairs","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Environment, Food and Rural Affairs","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Environment, Food and Rural Affairs","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Environment, Food and Rural Affairs","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Environment, Food and Rural Affairs","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Environment, Food and Rural Affairs","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for International Trade","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for International Trade","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for International Trade","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for International Trade","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for International Trade","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for International Trade","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Levelling Up, Housing and Communities","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Levelling Up, Housing and Communities","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Levelling Up, Housing and Communities","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Levelling Up, Housing and Communities","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Levelling Up, Housing and Communities","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Transport","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Transport","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Transport","Finance","EO","10","[c]","27160","26960"
"Leaver CS","2023","Finance","Department for Transport","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Transport","Finance","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Transport","Finance","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Transport","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Transport","Finance","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Work and Pensions","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Work and Pensions","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Work and Pensions","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Work and Pensions","Finance","AO","25","[c]","22510","21690"
"Leaver CS","2023","Finance","Department for Work and Pensions","Finance","EO","20","[c]","25910","28120"
"Leaver CS","2023","Finance","Department for Work and Pensions","Finance","G6","10","[c]","71090","72030"
"Leaver CS","2023","Finance","Department for Work and Pensions","Finance","G7","15","[c]","54520","54400"
"Leaver CS","2023","Finance","Department for Work and Pensions","Finance","HEO","25","[c]","35720","34170"
"Leaver CS","2023","Finance","Department for Work and Pensions","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Work and Pensions","Finance","SEO","25","[c]","40300","38470"
"Leaver CS","2023","Finance","Department for Work and Pensions","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Work and Pensions","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department of Health and Social Care","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department of Health and Social Care","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department of Health and Social Care","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department of Health and Social Care","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Estyn","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Food Standards Agency","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Food Standards Agency","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Foreign, Commonwealth and Development Office","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Foreign, Commonwealth and Development Office","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Foreign, Commonwealth and Development Office","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Foreign, Commonwealth and Development Office","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HM Land Registry","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HM Land Registry","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HM Land Registry","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HM Land Registry","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HM Revenue and Customs","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HM Revenue and Customs","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HM Revenue and Customs","Finance","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HM Revenue and Customs","Finance","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HM Revenue and Customs","Finance","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HM Revenue and Customs","Finance","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HM Revenue and Customs","Finance","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HM Revenue and Customs","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HM Revenue and Customs","Finance","SEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HM Revenue and Customs","Operational Delivery","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HM Revenue and Customs","Operational Delivery","AO","55","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HM Revenue and Customs","Operational Delivery","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HM Revenue and Customs","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HM Revenue and Customs","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HM Revenue and Customs","Other","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HM Revenue and Customs","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HM Revenue and Customs","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HM Revenue and Customs","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HM Revenue and Customs","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HM Revenue and Customs","Tax","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HM Revenue and Customs","Tax","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HM Revenue and Customs","Tax","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HM Treasury","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HM Treasury","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
