"Status","Year","Organisation","Region_ITL2","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester","Manchester","Outside London","145","130","32130","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","North Hampshire","Outside London","20","20","35640","35190"
"In post","2023","Advisory, Conciliation and Arbitration Service","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Inner London - West","Wandsworth","London","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Inner London - West","Westminster","London","165","160","44000","39360"
"In post","2023","Advisory, Conciliation and Arbitration Service","Kent","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Kent","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Kent","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Kent","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Lancashire","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Merseyside","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Merseyside","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","Tyneside","Outside London","140","125","31290","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Shropshire and Staffordshire","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Central Scotland","Glasgow City","Outside London","95","85","32550","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands","Birmingham","Outside London","75","70","32870","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Yorkshire","Leeds","Outside London","70","60","33730","32110"
"In post","2023","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","Hertfordshire CC","Outside London","10","10","34280","32480"
"In post","2023","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Outside London","10","10","40190","37980"
"In post","2023","Animal and Plant Health Agency","Cheshire","Cheshire East","Outside London","25","20","34230","30320"
"In post","2023","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Outside London","60","60","32390","30320"
"In post","2023","Animal and Plant Health Agency","Cumbria","East Cumbria","Outside London","190","180","26020","22150"
"In post","2023","Animal and Plant Health Agency","Cumbria","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Nottingham","Outside London","10","10","31060","26380"
"In post","2023","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","South Nottinghamshire","Outside London","20","20","30190","30320"
"In post","2023","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","South and West Derbyshire","Outside London","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Devon","Devon CC","Outside London","215","205","28220","24920"
"In post","2023","Animal and Plant Health Agency","Devon","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Dorset and Somerset","Dorset","Outside London","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Dorset and Somerset","Somerset CC","Outside London","30","30","37050","37300"
"In post","2023","Animal and Plant Health Agency","East Anglia","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Anglia","Cambridgeshire CC","Outside London","25","25","32300","30320"
"In post","2023","Animal and Plant Health Agency","East Anglia","North and West Norfolk","Outside London","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Anglia","Norwich and East Norfolk","Outside London","15","15","33230","30320"
"In post","2023","Animal and Plant Health Agency","East Anglia","Suffolk CC","Outside London","45","45","33480","31840"
"In post","2023","Animal and Plant Health Agency","East Wales","Cardiff and Vale of Glamorgan","Outside London","100","95","29890","25920"
"In post","2023","Animal and Plant Health Agency","East Wales","Powys","Outside London","20","15","35260","34150"
"In post","2023","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Outside London","30","30","30350","29150"
"In post","2023","Animal and Plant Health Agency","Eastern Scotland","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Eastern Scotland","East Lothian and Midlothian","Outside London","10","10","33080","30320"
"In post","2023","Animal and Plant Health Agency","Eastern Scotland","Perth and Kinross, and Stirling","Outside London","45","45","30810","26320"
"In post","2023","Animal and Plant Health Agency","Essex","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Essex","Heart of Essex","Outside London","35","35","31930","29740"
"In post","2023","Animal and Plant Health Agency","Essex","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Essex","West Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","75","70","25370","22150"
"In post","2023","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Outside London","80","75","31600","26030"
"In post","2023","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Outside London","10","10","31150","26850"
"In post","2023","Animal and Plant Health Agency","Greater Manchester","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Greater Manchester","Manchester","Outside London","20","20","33070","29740"
"In post","2023","Animal and Plant Health Agency","Hampshire and Isle of Wight","Central Hampshire","Outside London","30","30","31240","29150"
"In post","2023","Animal and Plant Health Agency","Hampshire and Isle of Wight","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Hampshire and Isle of Wight","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Outside London","170","155","30710","27500"
"In post","2023","Animal and Plant Health Agency","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","20","20","29480","25920"
"In post","2023","Animal and Plant Health Agency","Inner London - East","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Inner London - West","Westminster","London","20","20","44260","47300"
"In post","2023","Animal and Plant Health Agency","Kent","East Kent","Outside London","40","35","30590","30320"
"In post","2023","Animal and Plant Health Agency","Kent","Mid Kent","Outside London","25","25","30550","29150"
"In post","2023","Animal and Plant Health Agency","Lancashire","Mid Lancashire","Outside London","90","85","30680","25920"
"In post","2023","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Outside London","20","20","35850","33810"
"In post","2023","Animal and Plant Health Agency","Lincolnshire","Lincolnshire CC","Outside London","20","20","35900","34950"
"In post","2023","Animal and Plant Health Agency","North Eastern Scotland","Aberdeen City and Aberdeenshire","Outside London","15","15","33220","32070"
"In post","2023","Animal and Plant Health Agency","North Yorkshire","North Yorkshire CC","Outside London","140","135","31890","26990"
"In post","2023","Animal and Plant Health Agency","North Yorkshire","York","Outside London","130","130","27000","24920"
"In post","2023","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","Tyneside","Outside London","55","50","33200","29180"
"In post","2023","Animal and Plant Health Agency","Outer London - East and North East","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outer London - West and North West","Harrow and Hillingdon","London","15","15","38850","38060"
"In post","2023","Animal and Plant Health Agency","Outer London - West and North West","Hounslow and Richmond upon Thames","London","45","45","35330","32720"
"In post","2023","Animal and Plant Health Agency","Shropshire and Staffordshire","Shropshire","Outside London","45","40","35170","31110"
"In post","2023","Animal and Plant Health Agency","Shropshire and Staffordshire","Staffordshire CC","Outside London","95","90","27530","22150"
"In post","2023","Animal and Plant Health Agency","Shropshire and Staffordshire","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Southern Scotland","Dumfries and Galloway","Outside London","10","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Southern Scotland","Scottish Borders","Outside London","15","15","33620","30320"
"In post","2023","Animal and Plant Health Agency","Southern Scotland","South Ayrshire","Outside London","15","15","30730","25920"
"In post","2023","Animal and Plant Health Agency","Southern Scotland","South Lanarkshire","Outside London","15","15","34280","33810"
"In post","2023","Animal and Plant Health Agency","Surrey, East and West Sussex","West Surrey","Outside London","655","630","34130","29240"
"In post","2023","Animal and Plant Health Agency","Surrey, East and West Sussex","West Sussex (North East)","Outside London","25","25","34070","30990"
"In post","2023","Animal and Plant Health Agency","Surrey, East and West Sussex","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Midlands","Birmingham","Outside London","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Wales and The Valleys","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Wales and The Valleys","Gwynedd","Outside London","65","55","28240","25920"
"In post","2023","Animal and Plant Health Agency","West Wales and The Valleys","South West Wales","Outside London","155","145","28980","25920"
"In post","2023","Animal and Plant Health Agency","West Yorkshire","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Yorkshire","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Inner London - West","Westminster","London","50","50","50950","43000"
"In post","2023","Building Digital UK","Derbyshire and Nottinghamshire","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","East Wales","Cardiff and Vale of Glamorgan","Outside London","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Eastern Scotland","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Greater Manchester","Manchester","Outside London","60","60","42750","39930"
"In post","2023","Building Digital UK","Inner London - West","Westminster","London","140","140","48800","53010"
"In post","2023","Building Digital UK","Northern Ireland","Belfast","Outside London","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Northumberland, and Tyne and Wear","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Tees Valley and Durham","Darlington","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Bedfordshire and Hertfordshire","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Bedfordshire and Hertfordshire","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Outside London","70","65","35000","34320"
"In post","2023","Cabinet Office (excl. agencies)","Cumbria","West Cumbria","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","Nottingham","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Devon","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Devon","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Dorset and Somerset","Dorset","Outside London","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Anglia","Cambridgeshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Anglia","Norwich and East Norfolk","Outside London","45","45","50140","51290"
"In post","2023","Cabinet Office (excl. agencies)","East Wales","Cardiff and Vale of Glamorgan","Outside London","45","45","46640","51290"
"In post","2023","Cabinet Office (excl. agencies)","Eastern Scotland","City of Edinburgh","Outside London","10","10","41920","38460"
"In post","2023","Cabinet Office (excl. agencies)","Eastern Scotland","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Essex","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","130","125","48520","51290"
"In post","2023","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Greater Manchester","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Greater Manchester","Greater Manchester South East","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Greater Manchester","Greater Manchester South West","Outside London","85","85","43080","38460"
"In post","2023","Cabinet Office (excl. agencies)","Greater Manchester","Manchester","Outside London","155","155","47200","50690"
"In post","2023","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","North Hampshire","Outside London","25","25","42870","37110"
"In post","2023","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","Portsmouth","Outside London","10","10","34880","34320"
"In post","2023","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Inner London - East","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Inner London - East","Tower Hamlets","London","1185","1155","56250","56430"
"In post","2023","Cabinet Office (excl. agencies)","Inner London - West","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Inner London - West","Westminster","London","2375","2335","52630","55790"
"In post","2023","Cabinet Office (excl. agencies)","Kent","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Lancashire","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Lancashire","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Lancashire","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Lincolnshire","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Merseyside","Liverpool","Outside London","30","30","33080","33020"
"In post","2023","Cabinet Office (excl. agencies)","North Yorkshire","North Yorkshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","North Yorkshire","York","Outside London","575","550","34310","33020"
"In post","2023","Cabinet Office (excl. agencies)","Northern Ireland","Ards and North Down","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Northern Ireland","Armagh City, Banbridge and Craigavon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Northern Ireland","Belfast","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Northumberland, and Tyne and Wear","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Northumberland, and Tyne and Wear","Tyneside","Outside London","335","310","29490","24860"
"In post","2023","Cabinet Office (excl. agencies)","Outer London - East and North East","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Outer London - South","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Shropshire and Staffordshire","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Shropshire and Staffordshire","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South Yorkshire","Sheffield","Outside London","45","40","43740","39580"
"In post","2023","Cabinet Office (excl. agencies)","Southern Scotland","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Southern Scotland","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Tees Valley and Durham","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","Unknown","Unknown","165","160","42460","36460"
"In post","2023","Cabinet Office (excl. agencies)","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","West Central Scotland","Glasgow City","Outside London","375","365","37590","33020"
"In post","2023","Cabinet Office (excl. agencies)","West Midlands","Birmingham","Outside London","60","60","62460","53420"
"In post","2023","Cabinet Office (excl. agencies)","West Wales and The Valleys","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","West Yorkshire","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","West Yorkshire","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","West Yorkshire","Leeds","Outside London","65","60","44220","41050"
"In post","2023","Central Civil Service Fast Stream","Bedfordshire and Hertfordshire","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","5","5","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cheshire","Warrington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Derbyshire and Nottinghamshire","Nottingham","Outside London","20","20","31100","30130"
"In post","2023","Central Civil Service Fast Stream","Devon","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Dorset and Somerset","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","East Anglia","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","East Anglia","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","East Wales","Cardiff and Vale of Glamorgan","Outside London","35","35","30760","30130"
"In post","2023","Central Civil Service Fast Stream","East Wales","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Eastern Scotland","City of Edinburgh","Outside London","20","20","30310","30130"
"In post","2023","Central Civil Service Fast Stream","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","5","5","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","25","25","30240","30130"
"In post","2023","Central Civil Service Fast Stream","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Greater Manchester","Greater Manchester South West","Outside London","45","45","30670","30130"
"In post","2023","Central Civil Service Fast Stream","Greater Manchester","Manchester","Outside London","40","40","30190","30130"
"In post","2023","Central Civil Service Fast Stream","Hampshire and Isle of Wight","Central Hampshire","Outside London","10","10","30750","30130"
"In post","2023","Central Civil Service Fast Stream","Hampshire and Isle of Wight","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Hampshire and Isle of Wight","South Hampshire","Outside London","5","5","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Inner London - East","Hackney and Newham","London","30","30","30990","30130"
"In post","2023","Central Civil Service Fast Stream","Inner London - East","Lambeth","London","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Inner London - East","Tower Hamlets","London","60","60","30620","30130"
"In post","2023","Central Civil Service Fast Stream","Inner London - West","Westminster","London","1095","1090","30760","30130"
"In post","2023","Central Civil Service Fast Stream","Lancashire","Blackpool","Outside London","5","5","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Merseyside","Liverpool","Outside London","15","15","30870","30130"
"In post","2023","Central Civil Service Fast Stream","North Yorkshire","York","Outside London","25","25","29880","28840"
"In post","2023","Central Civil Service Fast Stream","Northumberland, and Tyne and Wear","Tyneside","Outside London","40","40","30530","30130"
"In post","2023","Central Civil Service Fast Stream","Outer London - South","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Shropshire and Staffordshire","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","South Yorkshire","Sheffield","Outside London","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Tees Valley and Durham","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Unknown","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","West Central Scotland","Glasgow City","Outside London","30","30","31190","30130"
"In post","2023","Central Civil Service Fast Stream","West Midlands","Birmingham","Outside London","45","45","30770","30130"
"In post","2023","Central Civil Service Fast Stream","West Midlands","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","West Yorkshire","Leeds","Outside London","50","50","30800","30130"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Outside London","10","10","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Devon","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Devon","Plymouth","Outside London","5","5","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Dorset and Somerset","Dorset","Outside London","160","150","35380","30350"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","Suffolk CC","Outside London","475","450","36290","31270"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire","North Yorkshire CC","Outside London","5","5","[c]","[c]"
