"Status","Year","Age","Ethnicity","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Asian","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","16-19","Asian","East of England","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","London","25","25","[c]","[c]"
"In post","2023","16-19","Asian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","North West (England)","10","10","[c]","[c]"
"In post","2023","16-19","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Wales","5","5","[c]","[c]"
"In post","2023","16-19","Asian","West Midlands (England)","15","15","[c]","[c]"
"In post","2023","16-19","Asian","Yorkshire and The Humber","25","20","[c]","[c]"
"In post","2023","16-19","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East of England","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East of England","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","London","5","5","[c]","[c]"
"In post","2023","16-19","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","South West (England)","5","5","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","East Midlands (England)","35","30","24270","23230"
"In post","2023","16-19","Unknown","East of England","25","20","[c]","[c]"
"In post","2023","16-19","Unknown","London","50","45","27900","26700"
"In post","2023","16-19","Unknown","North East (England)","25","25","[c]","[c]"
"In post","2023","16-19","Unknown","North West (England)","60","55","23240","22400"
"In post","2023","16-19","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Scotland","75","75","22410","22220"
"In post","2023","16-19","Unknown","South East (England)","80","80","23150","22520"
"In post","2023","16-19","Unknown","South West (England)","75","75","19830","18780"
"In post","2023","16-19","Unknown","Unknown","35","35","20430","17650"
"In post","2023","16-19","Unknown","Wales","50","45","21410","22150"
"In post","2023","16-19","Unknown","West Midlands (England)","30","30","24230","22520"
"In post","2023","16-19","Unknown","Yorkshire and The Humber","50","45","24150","22880"
"In post","2023","16-19","White","East Midlands (England)","40","40","25130","23230"
"In post","2023","16-19","White","East of England","45","40","24690","23230"
"In post","2023","16-19","White","London","40","40","27270","27230"
"In post","2023","16-19","White","North East (England)","50","50","23670","22520"
"In post","2023","16-19","White","North West (England)","70","65","24170","22520"
"In post","2023","16-19","White","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Scotland","50","50","22960","22520"
"In post","2023","16-19","White","South East (England)","100","95","24230","23430"
"In post","2023","16-19","White","South West (England)","125","120","21580","20660"
"In post","2023","16-19","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Wales","100","100","21620","22150"
"In post","2023","16-19","White","West Midlands (England)","35","35","23630","23230"
"In post","2023","16-19","White","Yorkshire and The Humber","50","50","24060","23230"
"In post","2023","20-29","Asian","East Midlands (England)","365","355","26650","26890"
"In post","2023","20-29","Asian","East of England","180","175","28770","28120"
"In post","2023","20-29","Asian","London","2855","2835","35650","33500"
"In post","2023","20-29","Asian","North East (England)","165","160","27100","22520"
"In post","2023","20-29","Asian","North West (England)","780","760","27690","27650"
"In post","2023","20-29","Asian","Northern Ireland","5","5","[c]","[c]"
"In post","2023","20-29","Asian","Overseas","20","20","[c]","[c]"
"In post","2023","20-29","Asian","Scotland","140","135","29270","27140"
"In post","2023","20-29","Asian","South East (England)","235","230","29710","28280"
"In post","2023","20-29","Asian","South West (England)","195","190","29740","28120"
"In post","2023","20-29","Asian","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Asian","Wales","130","125","28150","27330"
"In post","2023","20-29","Asian","West Midlands (England)","1100","1065","27190","25880"
"In post","2023","20-29","Asian","Yorkshire and The Humber","885","865","26730","25900"
"In post","2023","20-29","Black","East Midlands (England)","75","75","26940","25830"
"In post","2023","20-29","Black","East of England","60","60","27730","25880"
"In post","2023","20-29","Black","London","1375","1360","33990","32520"
"In post","2023","20-29","Black","North East (England)","25","25","[c]","[c]"
"In post","2023","20-29","Black","North West (England)","175","170","29290","27890"
"In post","2023","20-29","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Overseas","5","5","[c]","[c]"
"In post","2023","20-29","Black","Scotland","30","30","27910","26220"
